id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_zwei_02_11,d_nikke_zwei_02,Self,Locale_NikkeEpisode:d_nikke_zwei_02_11,False,,130,130,1.0,,zwei,,,13,shy,,,,,,,
d_nikke_zwei_02_12,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_12,True,,130,130,1.0,,zwei,zwei,,13,shy,,,,,,,
d_nikke_zwei_02_13,d_nikke_zwei_02,Self,Locale_NikkeEpisode:d_nikke_zwei_02_13,False,,130,130,1.0,,zwei,,,13,shy,,,,,,,
d_nikke_zwei_02_14,d_nikke_zwei_02,Self,Locale_NikkeEpisode:d_nikke_zwei_02_14,False,,130,130,1.0,,zwei,,,13,shy,,,,,,,
d_nikke_zwei_02_15,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_15,False,,130,130,1.0,none,zwei,zwei,,13,surprise,,,,,,,
d_nikke_zwei_02_16,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_16,True,,130,130,1.0,,zwei,zwei,,13,surprise,,,,,,,
d_nikke_zwei_02_17,d_nikke_zwei_02,Monologue,Locale_NikkeEpisode:d_nikke_zwei_02_17,False,Office,black,black,1.0,,,,,13,surprise,sfx_scn_autodooropen,,,,,,
d_nikke_zwei_02_18,d_nikke_zwei_02,Narration,Locale_NikkeEpisode:d_nikke_zwei_02_18,False,,L_10,L_10,1.0,bgm_story_tuffguys,yulha,,,13,surprise,,yulha,1,idle,,,
d_nikke_zwei_02_19,d_nikke_zwei_02,Monologue,Locale_NikkeEpisode:d_nikke_zwei_02_19,False,,L_10,L_10,1.0,,yulha,,,13,surprise,,,1,idle,,,
d_nikke_zwei_02_20,d_nikke_zwei_02,Narration,Locale_NikkeEpisode:d_nikke_zwei_02_20,False,,S_30,S_30,1.0,,sugar,,,13,surprise,,,1,idle,sugar,3,angry
d_nikke_zwei_02_21,d_nikke_zwei_02,Monologue,Locale_NikkeEpisode:d_nikke_zwei_02_21,False,,S_30,S_30,1.0,,sugar,,,13,surprise,,,1,idle,,3,angry
d_nikke_zwei_02_22,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_22,True,,130,130,1.0,,zwei,zwei,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_23,d_nikke_zwei_02,Self,Locale_NikkeEpisode:d_nikke_zwei_02_23,False,,130,130,1.0,,zwei,,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_24,d_nikke_zwei_02,Narration,Locale_NikkeEpisode:d_nikke_zwei_02_24,False,,L_10,L_10,1.0,,yulha,,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_25,d_nikke_zwei_02,Narration,Locale_NikkeEpisode:d_nikke_zwei_02_25,False,,S_30,S_30,1.0,,sugar,,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_26,d_nikke_zwei_02,Narration,Locale_NikkeEpisode:d_nikke_zwei_02_26,False,,L_10,L_10,1.0,,yulha,,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_27,d_nikke_zwei_02,Narration,Locale_NikkeEpisode:d_nikke_zwei_02_27,False,,S_30,S_30,1.0,,sugar,,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_28,d_nikke_zwei_02,Narration,Locale_NikkeEpisode:d_nikke_zwei_02_28,False,,black,black,1.0,,yulha,,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_29,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_29,True,,2,2,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_30,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_30,True,,2,2,1.0,,sugar,sugar,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_31,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_31,True,,2,2,1.0,,sugar,sugar,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_32,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_32,True,,2,2,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_33,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_33,True,,2,2,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_34,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_34,True,,2,2,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_35,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_35,True,,2,2,1.0,,sugar,sugar,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_36,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_36,True,,2,2,1.0,,sugar,sugar,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_37,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_37,True,,2,2,1.0,,sugar,sugar,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_38,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_38,True,,2,2,1.0,,yulha,yulha,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_39,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_39,False,,2,S_30,1.0,,sugar,sugar,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_40,d_nikke_zwei_02,Narration,Locale_NikkeEpisode:d_nikke_zwei_02_40,False,,S_30,S_30,1.0,,sugar,,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_41,d_nikke_zwei_02,Monologue,Locale_NikkeEpisode:d_nikke_zwei_02_41,False,,S_30,S_30,1.0,,sugar,,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_42,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_42,True,,S_30,L_10,1.0,,yulha,yulha,,13,shy,,,1,sad,,3,angry
d_nikke_zwei_02_43,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_43,True,,L_10,L_10,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_44,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_44,True,,L_10,L_10,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_45,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_45,True,,L_10,L_10,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_46,d_nikke_zwei_02,Self,Locale_NikkeEpisode:d_nikke_zwei_02_46,False,,L_10,L_10,1.0,,yulha,,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_47,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_47,True,,L_10,L_10,1.0,,yulha,yulha,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_48,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_48,True,,L_10,L_10,1.0,,yulha,yulha,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_49,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_49,True,,L_10,L_10,1.0,,yulha,yulha,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_50,d_nikke_zwei_02,Self,Locale_NikkeEpisode:d_nikke_zwei_02_50,False,,L_10,L_10,1.0,,yulha,,,13,shy,,,1,idle,,3,angry
d_nikke_zwei_02_51,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_51,True,,L_10,L_10,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_52,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_52,True,,L_10,L_10,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_53,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_53,True,,L_10,L_10,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_54,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_54,True,,L_10,L_10,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_55,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_55,True,,L_10,12,1.0,,zwei,zwei,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_56,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_56,True,,12,12,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_57,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_57,True,,12,12,1.0,,yulha,yulha,,13,shy,,,1,angry,,3,angry
d_nikke_zwei_02_58,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_58,True,,12,12,1.0,,zwei,zwei,,13,surprise,,,1,angry,,3,angry
d_nikke_zwei_02_59,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_59,True,,12,12,1.0,,yulha,yulha,,13,surprise,,,1,angry,,3,angry
d_nikke_zwei_02_60,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_60,True,,12,12,1.0,,zwei,zwei,,13,surprise,,,1,angry,,3,angry
d_nikke_zwei_02_61,d_nikke_zwei_02,Narration,Locale_NikkeEpisode:d_nikke_zwei_02_61,False,,12,12,1.0,,yulha,,,13,surprise,,,1,angry,,3,angry
d_nikke_zwei_02_62,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_62,True,,12,L_100,0.7,,yulha,yulha,,13,surprise,,,1,angry,,3,angry
d_nikke_zwei_02_63,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_63,True,,L_100,L_100,1.0,,yulha,yulha,,13,surprise,,,1,angry,,3,angry
d_nikke_zwei_02_64,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_64,False,,L_100,L_100,1.0,,yulha,yulha,,13,surprise,,,1,idle,,3,angry
d_nikke_zwei_02_65,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_65,True,,L_100,L_10,1.0,,yulha,yulha,,13,surprise,,,1,idle,,3,angry
d_nikke_zwei_02_66,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_66,True,,L_10,L_10,1.0,,yulha,yulha,,13,surprise,,,1,idle,,3,angry
d_nikke_zwei_02_67,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_67,True,,L_10,12,1.0,,zwei,zwei,,13,surprise,,,1,idle,,3,angry
d_nikke_zwei_02_68,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_68,True,,12,12,1.0,,yulha,yulha,,13,surprise,,,1,idle,,3,angry
d_nikke_zwei_02_69,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_69,True,,12,12,1.0,,yulha,yulha,,13,surprise,,,1,idle,,3,angry
d_nikke_zwei_02_70,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_70,True,,12,12,1.0,,yulha,yulha,,13,surprise,,,1,idle,,3,angry
d_nikke_zwei_02_71,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_71,True,,12,12,1.0,,zwei,zwei,,13,surprise,,,1,idle,,3,angry
d_nikke_zwei_02_72,d_nikke_zwei_02,Narration,Locale_NikkeEpisode:d_nikke_zwei_02_72,False,,S_30,S_30,1.0,,sugar,,,13,surprise,,,1,idle,,3,angry
d_nikke_zwei_02_73,d_nikke_zwei_02,Speech,Locale_NikkeEpisode:d_nikke_zwei_02_73,False,,S_30,S_30,1.0,,sugar,zwei,,13,surprise,,,1,idle,,3,angry
