id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_nikke_ce005_02_05_26,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_26,True,,1,delight,,1,1,1.0,
d_nikke_ce005_02_05_27,d_nikke_ce005_02_05,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_05_27,False,,1,delight,,1,1,1.0,
d_nikke_ce005_02_05_28,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_28,True,,1,no,,1,1,1.0,
d_nikke_ce005_02_05_29,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_29,True,,1,no,,1,1,1.0,
d_nikke_ce005_02_05_30,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_30,True,,1,no,,1,1,1.0,
d_nikke_ce005_02_05_31,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_31,True,,1,no,,1,1,1.0,
d_nikke_ce005_02_05_32,d_nikke_ce005_02_05,Self,,,Locale_NikkeEpisode:d_nikke_ce005_02_05_32,False,,1,no,,1,1,1.0,
d_nikke_ce005_02_05_33,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_33,True,,1,no,,1,1,1.0,
d_nikke_ce005_02_05_34,d_nikke_ce005_02_05,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_05_34,False,,1,no,,1,1,1.0,
d_nikke_ce005_02_05_35,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_35,True,,1,no,,1,1,1.0,
d_nikke_ce005_02_05_36,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_36,True,,1,no,,1,1,1.0,
d_nikke_ce005_02_05_37,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_37,True,,1,shy,,1,1,1.0,
d_nikke_ce005_02_05_38,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_38,True,,1,shy,,1,1,1.0,
d_nikke_ce005_02_05_39,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_39,True,,1,shy,,1,1,1.0,
d_nikke_ce005_02_05_40,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_40,True,,1,shy,,1,1,1.0,
d_nikke_ce005_02_05_41,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_41,True,,1,shy,,1,1,1.0,
d_nikke_ce005_02_05_42,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_42,True,,1,shy,,1,1,1.0,
d_nikke_ce005_02_05_43,d_nikke_ce005_02_05,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_05_43,True,,1,shy,,1,10,1.0,
