id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade
d_nikke_c_1_04_14,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_14,True,,13,idle,,L_1300,L_1300,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_15,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_15,True,,13,idle,,L_1300,L_1300,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_16,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_16,False,,13,idle,,L_1300,L_1300,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_17,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_17,True,,13,idle,,L_1300,L_1300,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_18,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_18,True,,13,idle,,L_1300,L_1300,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_19,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_19,False,,13,idle,,L_1300,L_1300,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_20,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_20,True,,13,idle,,L_1300,L_1300,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_21,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_21,False,,13,pain,,L_1300,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_22,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_22,True,,13,pain,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_23,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_23,True,,13,pain,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_24,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_24,False,,13,pain,,L_130,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_25,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_25,True,,13,angry,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_26,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_26,False,,13,angry,,L_130,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_27,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_27,False,,13,angry,,L_130,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_28,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_28,False,,13,angry,,L_130,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_29,d_nikke_c_1_04,Narration,Locale_NikkeEpisode:d_nikke_c_1_04_29,False,,13,angry,,L_130,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_30,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_30,True,,13,idle,,L_130,L_130,1.0,,yulha,yulha,sfx_scn_remotesignal,,,,,,
d_nikke_c_1_04_31,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_31,False,,13,idle,,L_130,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_32,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_32,True,,13,idle,,L_130,L_1300,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_33,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_33,True,,13,idle,,L_1300,L_1300,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_34,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_34,False,,13,idle,,L_1300,L_1300,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_35,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_35,True,,13,idle,,L_1300,L_1300,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_36,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_36,False,,13,idle,,L_1300,L_1300,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_37,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_37,False,,13,idle,,L_1300,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_38,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_38,False,,13,idle,,L_130,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_39,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_39,False,,13,idle,,L_130,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_40,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_40,False,,13,idle,,L_130,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_41,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_41,True,,13,idle,,L_130,13,1.0,none,yulha,yulha,,,,,,,
d_nikke_c_1_04_42,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_42,False,,13,idle,,13,13,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_43,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_43,True,,13,idle,,13,13,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_44,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_44,False,,13,idle,,13,13,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_45,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_45,False,,13,idle,,13,17,2.0,bgm_story_inwonderland,yulha,,,,,,,,
d_nikke_c_1_04_46,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_46,False,,13,idle,,17,17,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_47,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_47,False,,13,idle,,17,17,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_48,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_48,False,,13,idle,,17,17,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_49,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_49,False,,13,idle,,17,13,2.0,,yulha,,,,,,,,
d_nikke_c_1_04_50,d_nikke_c_1_04,Choice,Locale_NikkeEpisode:d_nikke_c_1_04_50,False,,13,idle,,13,13,1.0,,yulha,,,d_nikke_c_1_04_52,,,,,
d_nikke_c_1_04_51,d_nikke_c_1_04,Choice,Locale_NikkeEpisode:d_nikke_c_1_04_51,False,,13,idle,,13,13,1.0,,yulha,,,d_nikke_c_1_04_54,,,,,
d_nikke_c_1_04_52,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_52,True,,13,idle,,13,13,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_53,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_53,True,,13,idle,,13,13,1.0,,yulha,yulha,,d_nikke_c_1_04_56,,,,,
d_nikke_c_1_04_54,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_54,True,,13,idle,,13,13,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_55,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_55,True,,13,idle,,13,13,1.0,,yulha,yulha,,d_nikke_c_1_04_56,,,,,
d_nikke_c_1_04_56,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_56,False,,13,idle,,13,13,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_57,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_57,True,,13,idle,,13,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_58,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_58,False,,13,idle,,L_130,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_59,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_59,True,,13,idle,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_60,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_60,True,,13,idle,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_61,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_61,True,,13,pain,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_62,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_62,True,,13,pain,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_63,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_63,True,,13,pain,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_64,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_64,True,,13,pain,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_65,d_nikke_c_1_04,Self,Locale_NikkeEpisode:d_nikke_c_1_04_65,False,,13,pain,,L_130,L_130,1.0,,yulha,,,,,,,,
d_nikke_c_1_04_66,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_66,True,,13,idle,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_67,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_67,True,,13,idle,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_68,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_68,True,,13,idle,,L_130,L_130,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_69,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_69,True,,13,idle,,L_130,13,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_70,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_70,True,,13,idle,,13,13,1.0,,yulha,yulha,,,,,,,
d_nikke_c_1_04_71,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_71,False,,13,idle,,13,17,2.0,,,,,,,,,,
d_nikke_c_1_04_72,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_72,False,,13,idle,,17,17,1.0,,,,,,,,,,
d_nikke_c_1_04_73,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_73,False,,13,idle,,17,17,1.0,,,,,,,,,,
d_nikke_c_1_04_74,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_74,False,,13,idle,,17,17,1.0,,,,,,,,,,
d_nikke_c_1_04_75,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_75,False,,13,idle,Park_n,17,17,1.0,,,,,,yulha,c_1,1,think,
d_nikke_c_1_04_76,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_76,True,,,,LivingRoom,1,1,2.0,,c_1,c_1,,,,,1,think,black
d_nikke_c_1_04_77,d_nikke_c_1_04,Monologue,Locale_NikkeEpisode:d_nikke_c_1_04_77,False,,,,,1,10,2.0,,,,,,,,1,think,
d_nikke_c_1_04_78,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_78,False,,,,,10,10,1.0,,c_1,c_1,,,,,1,think,
d_nikke_c_1_04_79,d_nikke_c_1_04,Speech,Locale_NikkeEpisode:d_nikke_c_1_04_79,True,,,,,10,10,1.0,,c_1,c_1,,,,,1,think,
