id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_noir_03_15,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_15,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_16,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_16,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_17,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_17,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_18,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_18,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_19,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_19,False,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_20,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_20,True,,L_10,L_10,1.0,,,,,1,delight,
d_nikke_noir_03_21,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_21,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_22,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_22,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_23,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_23,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_24,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_24,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_25,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_25,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_26,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_26,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_27,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_27,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_28,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_28,False,,L_10,L_10,1.0,,Low_2,,,1,idle,
d_nikke_noir_03_29,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_29,False,,L_10,1,0.6,,,,,1,idle,
d_nikke_noir_03_30,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_30,True,,1,1,1.0,,,,,1,surprise,
d_nikke_noir_03_31,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_31,True,,1,1,1.0,,,,,1,surprise,
d_nikke_noir_03_32,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_32,True,,1,1,1.0,,,,,1,surprise,
d_nikke_noir_03_33,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_33,True,,1,1,1.0,,,,,1,surprise,
d_nikke_noir_03_34,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_34,False,,1,1,1.0,,,,,1,surprise,
d_nikke_noir_03_35,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_35,True,,1,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_36,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_36,False,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_37,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_37,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_38,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_38,True,,L_10,L_10,1.0,,,,,1,shy,
d_nikke_noir_03_39,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_39,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_40,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_40,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_41,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_41,False,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_42,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_42,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_43,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_43,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_44,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_44,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_45,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_45,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_46,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_46,True,,L_10,1,1.0,,,,,1,idle,
d_nikke_noir_03_47,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_47,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_48,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_48,True,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_49,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_49,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_50,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_50,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_51,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_51,False,,1,L_10,0.6,,,,,1,idle,
d_nikke_noir_03_52,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_52,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_53,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_53,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_54,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_54,False,,L_10,noirthigh_01,1.0,,,,,1,idle,
d_nikke_noir_03_55,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_55,True,,noirthigh_01,noirthigh_01,1.0,,,,,1,idle,
d_nikke_noir_03_56,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_56,False,,noirthigh_01,noirthigh_01,1.0,,,,,1,idle,
d_nikke_noir_03_57,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_57,False,,noirthigh_01,noirthigh_02,1.6,,,,,1,idle,
d_nikke_noir_03_58,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_58,True,,noirthigh_02,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_59,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_59,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_60,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_60,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_61,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_61,True,,L_10,noirthigh_01,1.0,,,,,1,surprise,
d_nikke_noir_03_62,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_62,False,,noirthigh_01,noirthigh_01,1.0,,,,,1,surprise,
d_nikke_noir_03_63,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_63,False,,noirthigh_01,noirthigh_01,1.0,,,,,1,surprise,
d_nikke_noir_03_64,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_64,False,,noirthigh_01,noirthigh_01,1.0,,,,,1,surprise,
d_nikke_noir_03_65,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_65,True,,noirthigh_01,noirthigh_01,1.0,,,,,1,idle,
d_nikke_noir_03_66,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_66,True,,noirthigh_01,noirthigh_01,1.0,,,,,1,idle,
d_nikke_noir_03_67,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_67,False,,noirthigh_01,noirchest_01,1.0,,,,,1,idle,
d_nikke_noir_03_68,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_68,False,,noirchest_01,noirchest_01,1.0,,,,,1,idle,
d_nikke_noir_03_69,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_69,False,,noirchest_01,noirchest_01,1.0,,,,,1,idle,
d_nikke_noir_03_70,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_70,False,,noirchest_01,noirchest_01,1.0,,,,,1,idle,
d_nikke_noir_03_71,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_71,True,,noirchest_01,1,1.0,,,,,1,idle,
d_nikke_noir_03_72,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_72,True,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_73,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_73,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_74,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_74,True,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_75,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_75,True,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_76,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_76,True,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_77,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_77,True,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_78,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_78,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_79,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_79,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_80,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_80,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_81,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_81,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_82,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_82,True,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_83,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_83,True,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_84,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_84,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_85,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_85,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_86,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_86,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_87,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_87,False,,1,1,1.0,,,,,1,idle,
d_nikke_noir_03_88,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_88,True,,L_10,L_10,1.0,,,,,1,delight,
d_nikke_noir_03_89,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_89,False,,L_10,L_10,1.0,,,,,1,delight,
d_nikke_noir_03_90,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_90,False,,L_10,L_10,1.0,,,,,1,delight,
d_nikke_noir_03_91,d_nikke_noir_03,Narration,noir,,Locale_NikkeEpisode:d_nikke_noir_03_91,False,,black,black,1.0,,,black,,1,idle,
d_nikke_noir_03_92,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_92,False,,1,1,1.0,bgm_story_languor,,,,1,surprise,
d_nikke_noir_03_93,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_93,True,,1,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_94,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_94,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_95,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_95,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_96,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_96,True,,L_10,L_10,1.0,,,,,1,no,
d_nikke_noir_03_97,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_97,False,,L_10,L_10,1.0,,,,,1,no,
d_nikke_noir_03_98,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_98,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_99,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_99,False,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_100,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_100,True,,L_10,1,1.0,,,,,1,surprise,
d_nikke_noir_03_101,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_101,True,,1,1,1.0,,,,,1,surprise,
d_nikke_noir_03_102,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_102,False,,1,1,1.0,,,,,1,surprise,
d_nikke_noir_03_103,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_103,True,,1,L_10,0.7,,,,,1,idle,
d_nikke_noir_03_104,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_104,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_105,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_105,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_106,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_106,True,,L_10,1,1.0,,,,,1,idle,noir
d_nikke_noir_03_107,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_107,False,,1,1,1.0,,,,,,,
d_nikke_noir_03_108,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_108,True,,1,L_10,1.0,,,,noir,1,idle,
d_nikke_noir_03_109,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_109,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_110,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_110,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_111,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_111,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_112,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_112,False,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_113,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_113,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_114,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_114,False,,L_10,L_100,2.0,,,,,1,idle,
d_nikke_noir_03_115,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_115,False,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_noir_03_116,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_116,True,,L_100,L_100,1.0,,,,,1,surprise,
d_nikke_noir_03_117,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_117,True,,L_100,L_100,1.0,,,,,1,surprise,
d_nikke_noir_03_118,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_118,False,,L_100,L_100,1.0,,,,,1,surprise,
d_nikke_noir_03_119,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_119,False,,L_100,L_100,1.0,,,,,1,surprise,
d_nikke_noir_03_120,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_120,False,,L_100,L_100,1.0,,,,,1,surprise,
d_nikke_noir_03_121,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_121,False,,L_100,L_100,1.0,,,,,1,surprise,
d_nikke_noir_03_122,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_122,True,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_noir_03_123,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_123,False,,L_100,L_100,1.0,none,,,,1,idle,
d_nikke_noir_03_124,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_124,False,,L_100,L_10,1.5,,,,,1,idle,
d_nikke_noir_03_125,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_125,False,,L_10,1,1.5,,,,,1,idle,
d_nikke_noir_03_126,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_126,False,,1,L_10,0.6,,,,,1,shy,
d_nikke_noir_03_127,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_127,True,,L_10,L_10,1.0,bgm_story_languor,,,,1,shy,
d_nikke_noir_03_128,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_128,True,,L_10,L_10,1.0,,,,,1,shy,
d_nikke_noir_03_129,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_129,True,,L_10,L_10,1.0,,,,,1,shy,
d_nikke_noir_03_130,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_130,False,,L_10,L_10,1.0,,,,,1,shy,
d_nikke_noir_03_131,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_131,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_132,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_132,False,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_133,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_133,True,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_134,d_nikke_noir_03,Self,noir,,Locale_NikkeEpisode:d_nikke_noir_03_134,False,,L_10,L_10,1.0,,,,,1,surprise,
d_nikke_noir_03_135,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_135,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_136,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_136,True,,L_10,L_10,1.0,,,,,1,idle,
d_nikke_noir_03_137,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_137,False,,L_10,L_100,2.0,,,,,1,idle,
d_nikke_noir_03_138,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_138,False,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_noir_03_139,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_139,False,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_noir_03_140,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_140,False,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_noir_03_141,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_141,True,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_noir_03_142,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_142,True,,L_100,L_100,1.0,,,,,1,idle,
d_nikke_noir_03_143,d_nikke_noir_03,Speech,noir,noir,Locale_NikkeEpisode:d_nikke_noir_03_143,True,,L_100,L_100,1.0,,,,,1,surprise,
d_nikke_noir_03_144,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_144,False,,L_100,1,1.5,,,,,1,surprise,
d_nikke_noir_03_145,d_nikke_noir_03,Monologue,noir,,Locale_NikkeEpisode:d_nikke_noir_03_145,False,,1,1,1.0,,,,,1,surprise,
