id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/2/hide_char_id,characters/3/hide_char_id
d_nikke_ein_01_25,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_25,True,,,,,12,12,1.0,,,ein,,,1,delight,,15,idle,,13,delight,,
d_nikke_ein_01_26,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_26,True,,,,,12,12,1.0,,,ein,,,1,surprise,,15,idle,,13,delight,,
d_nikke_ein_01_27,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_27,True,,,,,12,12,1.0,,,ein,,,1,surprise,,15,idle,,13,delight,,
d_nikke_ein_01_28,d_nikke_ein_01,Speech,rei,Locale_NikkeEpisode:d_nikke_ein_01_28,True,,,,,12,12,1.0,,,rei,,,1,surprise,,15,idle,,13,delight,,
d_nikke_ein_01_29,d_nikke_ein_01,Speech,rei,Locale_NikkeEpisode:d_nikke_ein_01_29,True,,,,,12,12,1.0,,,rei,,,1,surprise,,15,idle,,13,delight,,
d_nikke_ein_01_30,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_30,True,,,,,12,12,1.0,,,ein,,,1,surprise,,15,idle,,13,delight,,
d_nikke_ein_01_31,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_31,True,,,,,12,12,1.0,,,ein,,,1,shy,,15,idle,,13,delight,,
d_nikke_ein_01_32,d_nikke_ein_01,Speech,zwei,Locale_NikkeEpisode:d_nikke_ein_01_32,False,,,,,12,14,1.0,,,zwei,,,1,shy,,15,pain,,13,delight,,
d_nikke_ein_01_33,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_33,True,,,,,10,10,1.0,,,ein,,,1,delight,,15,pain,,13,delight,,
d_nikke_ein_01_34,d_nikke_ein_01,Speech,zwei,Locale_NikkeEpisode:d_nikke_ein_01_34,True,,,,,150,150,1.0,,none,zwei,,,1,delight,,15,angry,,13,delight,,
d_nikke_ein_01_35,d_nikke_ein_01,Speech,zwei,Locale_NikkeEpisode:d_nikke_ein_01_35,True,,,,,150,1500,1.0,,,zwei,,,1,delight,,15,angry,,13,delight,,
d_nikke_ein_01_36,d_nikke_ein_01,Speech,zwei,Locale_NikkeEpisode:d_nikke_ein_01_36,True,,,,,1500,1500,1.0,,,zwei,,,1,delight,,15,angry,,13,delight,,
d_nikke_ein_01_37,d_nikke_ein_01,Narration,zwei,Locale_NikkeEpisode:d_nikke_ein_01_37,False,,,,,1500,1500,1.0,,,,,,1,delight,,15,angry,,13,delight,,
d_nikke_ein_01_38,d_nikke_ein_01,Speech,zwei,Locale_NikkeEpisode:d_nikke_ein_01_38,False,,,,,1500,150,1.0,,bgm_story_weare,zwei,,,1,delight,,15,pain,,13,delight,,
d_nikke_ein_01_39,d_nikke_ein_01,Speech,zwei,Locale_NikkeEpisode:d_nikke_ein_01_39,True,,,,,150,150,1.0,,,zwei,,,1,delight,,15,pain,,13,delight,,
d_nikke_ein_01_40,d_nikke_ein_01,Speech,zwei,Locale_NikkeEpisode:d_nikke_ein_01_40,True,,,,,150,150,1.0,,,zwei,,,1,delight,,15,pain,,13,surprise,,
d_nikke_ein_01_41,d_nikke_ein_01,Speech,zwei,Locale_NikkeEpisode:d_nikke_ein_01_41,True,,,,,150,150,1.0,,,zwei,,,1,idle,,15,pain,,13,surprise,,
d_nikke_ein_01_42,d_nikke_ein_01,Narration,zwei,Locale_NikkeEpisode:d_nikke_ein_01_42,False,,,,,150,12,1.0,,,,,,1,idle,,15,pain,,13,surprise,zwei,
d_nikke_ein_01_43,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_43,True,,,,,12,12,1.0,,,ein,,,1,idle,,,,,13,surprise,,
d_nikke_ein_01_44,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_44,True,,,,,12,12,1.0,,,ein,,,1,idle,,,,,13,surprise,,
d_nikke_ein_01_45,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_45,True,,,,,12,12,1.0,,,ein,,,1,idle,,,,,13,surprise,,
d_nikke_ein_01_46,d_nikke_ein_01,Speech,rei,Locale_NikkeEpisode:d_nikke_ein_01_46,True,,,,,12,12,1.0,,,rei,,,1,idle,,,,,13,surprise,,
d_nikke_ein_01_47,d_nikke_ein_01,Speech,rei,Locale_NikkeEpisode:d_nikke_ein_01_47,True,,,,,12,12,1.0,,,rei,,,1,idle,,,,,13,surprise,,
d_nikke_ein_01_48,d_nikke_ein_01,Speech,rei,Locale_NikkeEpisode:d_nikke_ein_01_48,True,,,,,12,12,1.0,,,rei,,,1,idle,,,,,13,idle,,
d_nikke_ein_01_49,d_nikke_ein_01,Narration,rei,Locale_NikkeEpisode:d_nikke_ein_01_49,False,,,,,12,10,1.0,,,,,,1,idle,,,,,13,idle,,rei
d_nikke_ein_01_50,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_50,True,,,,,10,10,1.0,,,ein,,,1,idle,,,,,,,,
d_nikke_ein_01_51,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_51,False,,,,,10,10,1.0,,,intelligentgirl,,,1,idle,,,,,,,,
d_nikke_ein_01_52,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_52,True,,,,,10,10,1.0,,,ein,,,1,idle,,,,,,,,
d_nikke_ein_01_53,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_53,True,,,,,10,10,1.0,,,ein,,,1,idle,,,,,,,,
d_nikke_ein_01_54,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_54,False,,,,,10,10,1.0,,,intelligentgirl,,,1,idle,,,,,,,,
d_nikke_ein_01_55,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_55,True,,,,,10,10,1.0,,,ein,,,1,idle,,,,,,,,
d_nikke_ein_01_56,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_56,False,,,,,10,10,1.0,,,intelligentgirl,,,1,idle,,,,,,,,
d_nikke_ein_01_57,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_57,False,,,,,10,10,1.0,,,intelligentgirl,,,1,idle,,,,,,,,
d_nikke_ein_01_58,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_58,True,,,,,10,10,1.0,,,ein,,,1,angry,,,,,,,,
d_nikke_ein_01_59,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_59,True,,,,,10,10,1.0,,,ein,,,1,angry,,,,,,,,
d_nikke_ein_01_60,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_60,True,,,,,10,100,1.0,,,ein,,,1,angry,,,,,,,,
d_nikke_ein_01_61,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_61,True,,,,,100,100,1.0,,,ein,,,1,angry,,,,,,,,
d_nikke_ein_01_62,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_62,True,,,,,100,100,1.0,,,ein,,,1,angry,,,,,,,,
d_nikke_ein_01_63,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_63,False,,,,,100,100,1.0,,,intelligentgirl,,,1,angry,,,,,,,,
d_nikke_ein_01_64,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_64,False,,,,,100,100,1.0,,,intelligentgirl,,,1,angry,,,,,,,,
d_nikke_ein_01_65,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_65,False,,,,,100,100,1.0,,,intelligentgirl,,,1,angry,,,,,,,,
d_nikke_ein_01_66,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_66,False,,,,,100,100,1.0,,,intelligentgirl,,,1,angry,,,,,,,,
d_nikke_ein_01_67,d_nikke_ein_01,Narration,ein,Locale_NikkeEpisode:d_nikke_ein_01_67,False,,,,,100,100,1.0,sfx_scn_slidingdoor,,,,,1,angry,,,,,,,,
d_nikke_ein_01_68,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_68,True,,,,,100,100,1.0,,,ein,,,1,no,,,,,,,,
d_nikke_ein_01_69,d_nikke_ein_01,Speech,ein,Locale_NikkeEpisode:d_nikke_ein_01_69,True,,,,,100,100,1.0,,,ein,,,1,no,,,,,,,,
