id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_biscuit_01_47,d_nikke_biscuit_01,Narration,biscuit,,Locale_NikkeEpisode:d_nikke_biscuit_01_47,False,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_biscuit_01_48,d_nikke_biscuit_01,Choice,biscuit,,Locale_NikkeEpisode:d_nikke_biscuit_01_48,False,,1,delight,,XS_100,XS_100,1.0,,d_nikke_biscuit_01_50,,,,,,
d_nikke_biscuit_01_49,d_nikke_biscuit_01,Choice,biscuit,,Locale_NikkeEpisode:d_nikke_biscuit_01_49,False,,1,delight,,XS_100,XS_100,1.0,,d_nikke_biscuit_01_52,,,,,,
d_nikke_biscuit_01_50,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_50,True,,1,shy,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_biscuit_01_51,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_51,True,,1,delight,,XS_100,XS_100,1.0,,d_nikke_biscuit_01_53,,,,,,
d_nikke_biscuit_01_52,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_52,True,,1,delight,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_biscuit_01_53,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_53,True,,1,shy,,XS_100,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_54,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_54,True,,1,shy,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_55,d_nikke_biscuit_01,Self,biscuit,,Locale_NikkeEpisode:d_nikke_biscuit_01_55,False,,1,shy,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_56,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_56,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_57,d_nikke_biscuit_01,Narration,,,Locale_NikkeEpisode:d_nikke_biscuit_01_57,False,,1,delight,,XS_10,XS_10,1.0,,,,sfx_scn_bell,,,,
d_nikke_biscuit_01_58,d_nikke_biscuit_01,Speech,,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_58,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_59,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_59,True,,1,idle,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_60,d_nikke_biscuit_01,Speech,,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_60,True,,1,idle,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_61,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_61,True,,1,shy,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_62,d_nikke_biscuit_01,Speech,,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_62,True,,1,idle,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_63,d_nikke_biscuit_01,Speech,,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_63,True,,1,idle,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_64,d_nikke_biscuit_01,Narration,,,Locale_NikkeEpisode:d_nikke_biscuit_01_64,False,,1,idle,,XS_10,XS_10,1.0,,,,sfx_scn_doorclose,,,,
d_nikke_biscuit_01_65,d_nikke_biscuit_01,Self,biscuit,,Locale_NikkeEpisode:d_nikke_biscuit_01_65,False,,1,idle,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_66,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_66,True,,1,angry,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_67,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_67,True,,1,sad,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_68,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_68,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_69,d_nikke_biscuit_01,Self,,,Locale_NikkeEpisode:d_nikke_biscuit_01_69,False,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_70,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_70,True,,1,shy,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_71,d_nikke_biscuit_01,Self,,,Locale_NikkeEpisode:d_nikke_biscuit_01_71,False,,1,shy,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_72,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_72,True,,1,delight,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_73,d_nikke_biscuit_01,Speech,elegantowner,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_73,True,,1,delight,LivingRoom,13,13,1.0,,,black,,elegantowner,13,idle,
d_nikke_biscuit_01_74,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_74,True,,1,delight,,13,12,1.0,,,,,,13,idle,
d_nikke_biscuit_01_75,d_nikke_biscuit_01,Speech,elegantowner,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_75,True,,1,delight,,12,12,1.0,,,,,,13,idle,
d_nikke_biscuit_01_76,d_nikke_biscuit_01,Choice,elegantowner,,Locale_NikkeEpisode:d_nikke_biscuit_01_76,False,,1,delight,,12,12,1.0,,d_nikke_biscuit_01_78,,,,13,idle,
d_nikke_biscuit_01_77,d_nikke_biscuit_01,Choice,elegantowner,,Locale_NikkeEpisode:d_nikke_biscuit_01_77,False,,1,delight,,12,12,1.0,,d_nikke_biscuit_01_80,,,,13,idle,
d_nikke_biscuit_01_78,d_nikke_biscuit_01,Speech,elegantowner,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_78,True,,1,delight,,12,12,1.0,,,,,,13,idle,
d_nikke_biscuit_01_79,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_79,True,,1,delight,,12,12,1.0,,,,,,13,idle,
d_nikke_biscuit_01_80,d_nikke_biscuit_01,Speech,elegantowner,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_80,True,,1,delight,,12,12,1.0,,,,,,13,idle,
d_nikke_biscuit_01_81,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_81,True,,1,delight,,XS_10,XS_10,1.0,,,,,,13,idle,
d_nikke_biscuit_01_82,d_nikke_biscuit_01,Self,biscuit,,Locale_NikkeEpisode:d_nikke_biscuit_01_82,False,,1,delight,,XS_10,XS_10,1.0,,,,,,13,idle,
d_nikke_biscuit_01_83,d_nikke_biscuit_01,Speech,elegantowner,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_83,True,,1,delight,,13,13,1.0,,,,,,13,idle,
d_nikke_biscuit_01_84,d_nikke_biscuit_01,Speech,elegantowner,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_84,True,,1,delight,,13,13,1.0,,,,,,13,idle,
d_nikke_biscuit_01_85,d_nikke_biscuit_01,Speech,elegantowner,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_85,True,,1,delight,,13,13,1.0,,,,,,13,idle,
d_nikke_biscuit_01_86,d_nikke_biscuit_01,Speech,elegantowner,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_86,True,,1,delight,,13,13,1.0,,,,,,13,idle,
d_nikke_biscuit_01_87,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_87,True,,1,delight,,13,12,1.0,,,,,,13,idle,
d_nikke_biscuit_01_88,d_nikke_biscuit_01,Speech,elegantowner,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_88,True,,1,delight,,12,12,1.0,,,,,,13,idle,
d_nikke_biscuit_01_89,d_nikke_biscuit_01,Speech,elegantowner,elegantowner,Locale_NikkeEpisode:d_nikke_biscuit_01_89,True,,1,delight,,12,12,1.0,,,,,,13,idle,
d_nikke_biscuit_01_90,d_nikke_biscuit_01,Narration,,,Locale_NikkeEpisode:d_nikke_biscuit_01_90,False,,1,delight,,7,7,1.0,,,,,,13,idle,elegantowner
d_nikke_biscuit_01_91,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_91,True,,1,idle,,XS_10,XS_10,1.0,,,,,,,,
d_nikke_biscuit_01_92,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_92,True,,1,idle,,XS_10,XS_100,1.0,,,,,,,,
d_nikke_biscuit_01_93,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_93,True,,1,delight,,XS_100,XS_100,1.0,,,,,beatrice,3,idle,
d_nikke_biscuit_01_94,d_nikke_biscuit_01,Self,biscuit,,Locale_NikkeEpisode:d_nikke_biscuit_01_94,False,,1,delight,,XS_100,XS_100,1.0,,,,,,3,idle,
d_nikke_biscuit_01_95,d_nikke_biscuit_01,Monologue,biscuit,,Locale_NikkeEpisode:d_nikke_biscuit_01_95,False,,1,delight,,beatrice_300,beatrice_300,1.0,,,,,,3,idle,
d_nikke_biscuit_01_96,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_96,True,,1,delight,,beatrice_300,2,1.0,,,,,,3,idle,
d_nikke_biscuit_01_97,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_97,True,,1,delight,,2,2,1.0,,,,,,3,idle,
d_nikke_biscuit_01_98,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_98,True,,1,idle,,2,2,1.0,,,,,,3,idle,
d_nikke_biscuit_01_99,d_nikke_biscuit_01,Monologue,biscuit,,Locale_NikkeEpisode:d_nikke_biscuit_01_99,False,,1,idle,,2,2,1.0,,,,,,3,idle,
d_nikke_biscuit_01_100,d_nikke_biscuit_01,Speech,beatrice,beatrice,Locale_NikkeEpisode:d_nikke_biscuit_01_100,False,,1,idle,,beatrice_300,beatrice_300,1.0,,,,,,3,idle,
d_nikke_biscuit_01_101,d_nikke_biscuit_01,Monologue,beatrice,,Locale_NikkeEpisode:d_nikke_biscuit_01_101,False,,1,idle,,beatrice_300,2,1.0,,,,,,3,idle,
d_nikke_biscuit_01_102,d_nikke_biscuit_01,Self,,,Locale_NikkeEpisode:d_nikke_biscuit_01_102,False,,1,idle,,2,2,1.0,,,,,,3,idle,
d_nikke_biscuit_01_103,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_103,True,,1,delight,,2,2,1.0,,,,,,3,idle,
d_nikke_biscuit_01_104,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_104,True,,1,delight,,2,2,1.0,,,,,,3,idle,
d_nikke_biscuit_01_105,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_105,True,,1,delight,,2,2,1.0,,,,,,3,idle,
d_nikke_biscuit_01_106,d_nikke_biscuit_01,Narration,beatrice,,Locale_NikkeEpisode:d_nikke_biscuit_01_106,False,,1,delight,,beatrice_300,beatrice_300,1.0,,,,,,3,idle,
d_nikke_biscuit_01_107,d_nikke_biscuit_01,Monologue,beatrice,,Locale_NikkeEpisode:d_nikke_biscuit_01_107,False,,1,sad,,beatrice_300,beatrice_300,3.0,,,,,,9,idle,
d_nikke_biscuit_01_108,d_nikke_biscuit_01,Speech,biscuit,biscuit,Locale_NikkeEpisode:d_nikke_biscuit_01_108,True,,7,sad,,XS_100,XS_100,1.0,,,,,,9,idle,beatrice
d_nikke_biscuit_01_109,d_nikke_biscuit_01,Self,biscuit,,Locale_NikkeEpisode:d_nikke_biscuit_01_109,False,,7,sad,,XS_100,XS_100,1.0,,,,,,,,
d_nikke_biscuit_01_110,d_nikke_biscuit_01,Monologue,,,Locale_NikkeEpisode:d_nikke_biscuit_01_110,False,,7,sad,,XS_100,XS_100,1.0,,,,,,,,
