id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,fade,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_sugar_03_16,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_16,True,,130,1300,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_17,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_17,True,,1300,1300,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_18,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_18,False,,1300,S_10,3.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_19,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_19,True,,S_10,S_100,1.0,bgm_story_tuffguys,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_20,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_20,True,,S_100,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_21,d_nikke_sugar_03,Choice,Choice,,Locale_NikkeEpisode:d_nikke_sugar_03_21,False,,S_100,S_100,1.0,,d_nikke_sugar_03_23,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_22,d_nikke_sugar_03,Choice,Choice,,Locale_NikkeEpisode:d_nikke_sugar_03_22,False,,S_100,S_100,1.0,,d_nikke_sugar_03_26,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_23,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_23,False,,S_100,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_24,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_24,True,,S_100,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_25,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_25,False,,S_100,S_100,1.0,,d_nikke_sugar_03_28,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_26,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_26,True,,S_100,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_27,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_27,True,,S_100,S_100,1.0,,d_nikke_sugar_03_28,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_28,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_28,True,,S_100,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_29,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_29,True,,S_100,S_10,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_30,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_30,True,,S_10,130,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_31,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_31,True,,S_10,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_32,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_32,True,,S_100,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_33,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_33,True,,130,1300,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_34,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_34,True,,113,113,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_35,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_35,True,,113,113,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_36,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_36,True,,113,1,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_37,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_37,True,,1,S_10,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_38,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_38,True,,S_10,S_10,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_39,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_39,True,,S_10,S_10,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_40,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_40,True,,S_10,S_10,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_41,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_41,True,,S_10,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_42,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_42,True,,S_100,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_43,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_43,True,,S_100,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_44,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_44,True,,130,130,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_45,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_45,True,,S_10,S_10,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_46,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_46,True,,S_10,S_10,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_47,d_nikke_sugar_03,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_sugar_03_47,False,,S_10,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_48,d_nikke_sugar_03,Self,Self,Self,Locale_NikkeEpisode:d_nikke_sugar_03_48,False,,S_100,S_100,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_49,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_49,True,,113,113,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_50,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_50,True,,113,113,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_51,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_51,True,,113,13,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_52,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_52,False,,13,13,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_53,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_53,True,,13,13,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_54,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_54,True,,13,130,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_55,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_55,True,,130,S_10,1.0,,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_56,d_nikke_sugar_03,Speech,massproduction01,massproduction01,Locale_NikkeEpisode:d_nikke_sugar_03_56,True,,S_10,130,1.0,none,,,,,,1,idle,,,13,idle,
d_nikke_sugar_03_57,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_57,False,JunkMountain,5,1,2.0,bgm_story_fairytalesend_if,,sfx_scn_bikeengine,black,,,1,idle,,,13,idle,massproduction01
d_nikke_sugar_03_58,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_58,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_59,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_59,False,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_60,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_60,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_61,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_61,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_62,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_62,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_63,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_63,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_64,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_64,False,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_65,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_65,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_66,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_66,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_67,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_67,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_68,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_68,False,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_69,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_69,True,,1,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_70,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_70,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_71,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_71,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_72,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_72,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_73,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_73,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_74,d_nikke_sugar_03,Choice,sugar,,Locale_NikkeEpisode:d_nikke_sugar_03_74,False,,S_10,S_10,1.0,,d_nikke_sugar_03_76,,,,,1,idle,,,,,
d_nikke_sugar_03_75,d_nikke_sugar_03,Choice,sugar,,Locale_NikkeEpisode:d_nikke_sugar_03_75,False,,S_10,S_10,1.0,,d_nikke_sugar_03_76,,,,,1,idle,,,,,
d_nikke_sugar_03_76,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_76,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_77,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_77,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_78,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_78,False,,black,black,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_79,d_nikke_sugar_03,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_sugar_03_79,False,,black,black,1.0,bgm_story_whosdumber,,,,,,1,idle,,,,,
d_nikke_sugar_03_80,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_80,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_81,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_81,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_82,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_82,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_83,d_nikke_sugar_03,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_sugar_03_83,False,,black,black,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_84,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_84,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_85,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_85,False,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_86,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_86,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_87,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_87,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_88,d_nikke_sugar_03,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_sugar_03_88,False,,black,black,1.0,none,,,,,,1,idle,,,,,
d_nikke_sugar_03_89,d_nikke_sugar_03,Self,Self,Self,Locale_NikkeEpisode:d_nikke_sugar_03_89,False,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_90,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_90,True,,1,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_91,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_91,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_92,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_92,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_93,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_93,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_94,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_94,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_95,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_95,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_96,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_96,True,,S_10,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_97,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_97,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_98,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_98,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_99,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_99,False,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_100,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_100,True,,1,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_101,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_101,False,,black,black,1.0,bgm_story_fairytalesend_if,,,,,,1,idle,,,,,
d_nikke_sugar_03_102,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_102,False,,black,black,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_103,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_103,False,,black,black,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_104,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_104,False,,black,black,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_105,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_105,False,,black,black,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_106,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_106,False,,black,black,1.0,,,,,,,1,idle,sugar,,,,
d_nikke_sugar_03_107,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_107,False,,1,1,1.0,,,,,,,,,,,,,
d_nikke_sugar_03_108,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_108,False,,1,1,1.0,,,,,,,,,,,,,
d_nikke_sugar_03_109,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_109,False,,1,1,1.0,,,,,,,,,,,,,
d_nikke_sugar_03_110,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_110,True,,1,1,1.0,,,,,,sugar,1,idle,,,,,
d_nikke_sugar_03_111,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_111,False,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_112,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_112,False,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_113,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_113,False,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_114,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_114,True,,1,1,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_115,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_115,True,,1,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_116,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_116,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_117,d_nikke_sugar_03,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_sugar_03_117,False,,black,black,1.0,,,,,Blur_Low,,1,idle,sugar,,,,
d_nikke_sugar_03_118,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_118,False,,1,1,1.0,,,,,Blur_Middle,,,,,,,,
d_nikke_sugar_03_119,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_119,False,,1,1,1.0,,,,,Blur_Middle,,,,,,,,
d_nikke_sugar_03_120,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_120,False,,1,1,1.0,,,,,Blur_Middle,,,,,,,,
d_nikke_sugar_03_121,d_nikke_sugar_03,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_121,False,,1,1,1.0,,,,,Blur_Middle,,,,,,,,
d_nikke_sugar_03_122,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_122,True,,1,1,1.0,,,,,Blur_Middle,sugar,1,idle,,,,,
d_nikke_sugar_03_123,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_123,True,,1,S_10,1.0,,,,,Blur_Middle,,1,idle,,,,,
d_nikke_sugar_03_124,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_124,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_125,d_nikke_sugar_03,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_125,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_126,d_nikke_sugar_03,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_126,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_127,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_127,True,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_128,d_nikke_sugar_03,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_128,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_129,d_nikke_sugar_03,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_129,False,,S_10,S_10,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_130,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_130,True,,S_10,S_100,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_131,d_nikke_sugar_03,Narration,sugar,Narration,Locale_NikkeEpisode:d_nikke_sugar_03_131,False,,S_100,S_100,1.0,none,,sfx_scn_steamboxopen,,,,1,idle,,,,,
d_nikke_sugar_03_132,d_nikke_sugar_03,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_132,False,,S_100,S_100,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_133,d_nikke_sugar_03,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_03_133,False,,S_100,S_100,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_134,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_134,False,,S_100,S_100,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_135,d_nikke_sugar_03,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_03_135,False,,S_100,S_100,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_136,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_136,True,,S_100,S_100,1.0,,,,,,,1,idle,,,,,
d_nikke_sugar_03_137,d_nikke_sugar_03,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_03_137,True,,S_100,S_100,1.0,,,,,,,1,delight,,,,,
