id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id
d_nikke_ade_01_67,d_nikke_ade_01,Self,Locale_NikkeEpisode:d_nikke_ade_01_67,False,,13,13,1.0,,,1,idle,,ade,,,13,idle,,15,idle,
d_nikke_ade_01_68,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_68,True,,13,13,1.0,,,1,idle,,ade,ade,,13,idle,,15,idle,
d_nikke_ade_01_69,d_nikke_ade_01,Self,Locale_NikkeEpisode:d_nikke_ade_01_69,False,,13,13,1.0,,,1,idle,,ade,,,13,idle,,15,idle,
d_nikke_ade_01_70,d_nikke_ade_01,Monologue,Locale_NikkeEpisode:d_nikke_ade_01_70,False,,13,13,1.0,,,1,idle,,ade,,,13,idle,,15,idle,
d_nikke_ade_01_71,d_nikke_ade_01,Monologue,Locale_NikkeEpisode:d_nikke_ade_01_71,False,,13,13,1.0,,,1,idle,,ade,,,13,idle,,15,idle,
d_nikke_ade_01_72,d_nikke_ade_01,Monologue,Locale_NikkeEpisode:d_nikke_ade_01_72,False,,13,13,1.0,,,1,idle,,ade,,,13,idle,,15,idle,
d_nikke_ade_01_73,d_nikke_ade_01,Monologue,Locale_NikkeEpisode:d_nikke_ade_01_73,False,,13,13,1.0,,,1,idle,,ade,,,13,idle,,15,idle,
d_nikke_ade_01_74,d_nikke_ade_01,Monologue,Locale_NikkeEpisode:d_nikke_ade_01_74,False,,13,13,1.0,,,1,idle,,ade,,,13,idle,,15,idle,
d_nikke_ade_01_75,d_nikke_ade_01,Self,Locale_NikkeEpisode:d_nikke_ade_01_75,False,,13,13,1.0,,,1,idle,,ade,,,13,idle,,15,idle,
d_nikke_ade_01_76,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_76,True,,13,130,1.0,,,1,idle,,ade,ade,,13,shy,,15,idle,
d_nikke_ade_01_77,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_77,True,,130,130,1.0,,,1,idle,,ade,ade,,13,shy,,15,idle,
d_nikke_ade_01_78,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_78,True,,130,130,1.0,,,1,idle,,ade,ade,,13,shy,,15,idle,
d_nikke_ade_01_79,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_79,True,,130,130,1.0,,,1,idle,,ade,ade,,13,idle,,15,idle,
d_nikke_ade_01_80,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_80,True,,130,130,1.0,,,1,idle,,ade,ade,,13,idle,,15,idle,
d_nikke_ade_01_81,d_nikke_ade_01,Self,Locale_NikkeEpisode:d_nikke_ade_01_81,False,,130,130,1.0,,,1,idle,,ade,,,13,idle,,15,idle,
d_nikke_ade_01_82,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_82,True,,XS_10,XS_10,1.0,,,1,serious,,cocoa,cocoa,,13,idle,,15,idle,
d_nikke_ade_01_83,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_83,True,,XS_10,XS_10,1.0,,,1,serious,,cocoa,cocoa,,13,idle,,15,idle,
d_nikke_ade_01_84,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_84,True,,XS_10,1,1.0,,,1,idle,,cocoa,cocoa,,13,idle,,15,idle,
d_nikke_ade_01_85,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_85,True,,15,15,1.0,,,1,idle,,soda,soda,,13,idle,,15,shy,
d_nikke_ade_01_86,d_nikke_ade_01,Self,Locale_NikkeEpisode:d_nikke_ade_01_86,False,,15,12,1.0,,,1,idle,,cocoa,,,13,idle,,15,shy,
d_nikke_ade_01_87,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_87,True,,12,12,1.0,,,1,idle,,cocoa,cocoa,,13,idle,,15,idle,
d_nikke_ade_01_88,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_88,True,,12,12,1.0,,,1,idle,,ade,ade,,13,delight,,15,idle,
d_nikke_ade_01_89,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_89,True,,12,13,1.0,,,1,idle,,ade,ade,,13,delight,,15,idle,
d_nikke_ade_01_90,d_nikke_ade_01,Speech,Locale_NikkeEpisode:d_nikke_ade_01_90,True,,13,13,1.0,,,1,idle,,ade,ade,,13,delight,,15,idle,
d_nikke_ade_01_91,d_nikke_ade_01,Self,Locale_NikkeEpisode:d_nikke_ade_01_91,False,,13,13,1.0,,,1,idle,,ade,,,13,delight,,15,idle,
d_nikke_ade_01_92,d_nikke_ade_01,Monologue,Locale_NikkeEpisode:d_nikke_ade_01_92,False,,13,130,1.0,,,1,idle,,ade,,,13,delight,,15,idle,
d_nikke_ade_01_93,d_nikke_ade_01,Monologue,Locale_NikkeEpisode:d_nikke_ade_01_93,False,,130,130,1.0,,,1,idle,,ade,,,13,delight,,15,idle,
