id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade,jump_target
d_nikke_naga_05_30,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_30,True,,1,worry,,10,10,1.0,,,3,idle,,,
d_nikke_naga_05_31,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_31,True,,1,worry,,10,10,1.0,,,3,idle,,,
d_nikke_naga_05_32,d_nikke_naga_05,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_05_32,True,,1,worry,,10,2,1.0,,,3,sad,,,
d_nikke_naga_05_33,d_nikke_naga_05,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_05_33,True,,1,worry,,2,2,1.0,,,3,idle,,,
d_nikke_naga_05_34,d_nikke_naga_05,Narration,,,Locale_NikkeEpisode:d_nikke_naga_05_34,False,,1,worry,,2,30,0.6,,,3,idle,,,
d_nikke_naga_05_35,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_35,True,,1,shy,,1,10,0.6,,,3,idle,,,
d_nikke_naga_05_36,d_nikke_naga_05,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_05_36,True,,1,shy,,30,30,1.0,,,3,delight,,,
d_nikke_naga_05_37,d_nikke_naga_05,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_05_37,True,,1,shy,,30,30,1.0,,,3,delight,,,
d_nikke_naga_05_38,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_38,True,,1,idle,,30,2,1.0,,,3,delight,,,
d_nikke_naga_05_39,d_nikke_naga_05,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_05_39,True,,1,idle,,2,2,1.0,,,3,delight,,,
d_nikke_naga_05_40,d_nikke_naga_05,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_05_40,True,,1,idle,,2,2,1.0,,,3,delight,,,
d_nikke_naga_05_41,d_nikke_naga_05,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_05_41,True,,1,idle,,2,2,1.0,,,3,delight,,,
d_nikke_naga_05_42,d_nikke_naga_05,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_05_42,True,,1,idle,,2,2,1.0,,,3,delight,,,
d_nikke_naga_05_43,d_nikke_naga_05,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_05_43,True,,1,idle,,2,2,1.0,,,3,delight,,,
d_nikke_naga_05_44,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_44,True,,1,idle,,2,2,1.0,,,3,delight,,,
d_nikke_naga_05_45,d_nikke_naga_05,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_05_45,True,,1,idle,,2,30,1.0,,,3,delight,,,
d_nikke_naga_05_46,d_nikke_naga_05,Speech,tia,tia,Locale_NikkeEpisode:d_nikke_naga_05_46,True,,1,idle,,30,30,1.0,,,3,delight,,,
d_nikke_naga_05_47,d_nikke_naga_05,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_05_47,False,,1,idle,White,30,30,1.0,,,3,delight,,,
d_nikke_naga_05_48,d_nikke_naga_05,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_05_48,False,,1,idle,,30,30,1.0,,,3,delight,,,
d_nikke_naga_05_49,d_nikke_naga_05,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_05_49,False,,1,idle,,30,30,1.0,,,3,delight,,,
d_nikke_naga_05_50,d_nikke_naga_05,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_05_50,False,,1,idle,,30,30,1.0,,,3,delight,,,
d_nikke_naga_05_51,d_nikke_naga_05,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_05_51,False,,1,idle,,30,30,1.0,,,3,delight,,,
d_nikke_naga_05_52,d_nikke_naga_05,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_05_52,False,,1,idle,,30,30,1.0,,,3,delight,,,
d_nikke_naga_05_53,d_nikke_naga_05,Self,,,Locale_NikkeEpisode:d_nikke_naga_05_53,False,,1,idle,CommanderRoom,10,10,1.0,,,3,delight,tia,black,
d_nikke_naga_05_54,d_nikke_naga_05,Self,,,Locale_NikkeEpisode:d_nikke_naga_05_54,False,,1,idle,,10,10,1.0,,,,,,,
d_nikke_naga_05_55,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_55,True,,1,idle,,10,1,1.0,,,,,,,
d_nikke_naga_05_56,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_56,True,,1,delight,,1,1,1.0,,,,,,,
d_nikke_naga_05_57,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_57,True,,1,delight,,1,1,1.0,,,,,,,
d_nikke_naga_05_58,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_58,True,,1,delight,,1,1,1.0,,,,,,,
d_nikke_naga_05_59,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_59,True,,1,delight,,1,1,1.0,,,,,,,
d_nikke_naga_05_60,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_60,True,,1,idle,,1,1,1.0,,,,,,,
d_nikke_naga_05_61,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_61,True,,1,idle,,1,1,1.0,,,,,,,
d_nikke_naga_05_62,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_62,True,,1,idle,,1,1,1.0,,,,,,,
d_nikke_naga_05_63,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_63,True,,1,idle,,1,1,1.0,,,,,,,
d_nikke_naga_05_64,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_64,True,,1,idle,,1,1,1.0,,,,,,,
d_nikke_naga_05_65,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_65,True,,1,idle,,1,1,1.0,,,,,,,
d_nikke_naga_05_66,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_66,True,,1,idle,,1,1,1.0,,,,,,,
d_nikke_naga_05_67,d_nikke_naga_05,Choice,,,Locale_NikkeEpisode:d_nikke_naga_05_67,False,,1,idle,,1,1,1.0,,,,,,,d_nikke_naga_05_69
d_nikke_naga_05_68,d_nikke_naga_05,Choice,,,Locale_NikkeEpisode:d_nikke_naga_05_68,False,,1,idle,,1,1,1.0,,,,,,,d_nikke_naga_05_69
d_nikke_naga_05_69,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_69,True,,1,delight,,1,10,1.0,,,,,,,
d_nikke_naga_05_70,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_70,True,,1,delight,,10,10,1.0,,,,,,,
d_nikke_naga_05_71,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_71,True,,1,delight,,10,10,1.0,,,,,,,
d_nikke_naga_05_72,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_72,True,,1,delight,,10,10,1.0,,,,,,,
d_nikke_naga_05_73,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_73,True,,1,delight,,10,10,1.0,,,,,,,
d_nikke_naga_05_74,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_74,True,,1,delight,,10,10,1.0,,,,,,,
d_nikke_naga_05_75,d_nikke_naga_05,Self,,,Locale_NikkeEpisode:d_nikke_naga_05_75,False,,1,delight,,10,10,1.0,,,,,,,
d_nikke_naga_05_76,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_76,True,,1,delight,,10,10,1.0,,,,,,,
d_nikke_naga_05_77,d_nikke_naga_05,Self,,,Locale_NikkeEpisode:d_nikke_naga_05_77,False,,1,delight,,10,10,1.0,,,,,,,
d_nikke_naga_05_78,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_78,True,,1,delight,,10,10,1.0,,,,,,,
d_nikke_naga_05_79,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_79,True,,1,delight,,10,10,1.0,,,,,,,
d_nikke_naga_05_80,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_80,True,,1,delight,,10,10,1.0,,,,,,,
d_nikke_naga_05_81,d_nikke_naga_05,Narration,,,Locale_NikkeEpisode:d_nikke_naga_05_81,False,,1,delight,,10,100,1.0,,,,,,,
d_nikke_naga_05_82,d_nikke_naga_05,Self,,,Locale_NikkeEpisode:d_nikke_naga_05_82,False,,1,delight,,100,100,1.0,,,,,,,
d_nikke_naga_05_83,d_nikke_naga_05,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_05_83,False,,1,delight,,100,100,1.0,,,,,,,
d_nikke_naga_05_84,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_84,True,,1,delight,,100,100,1.0,,,,,,,
d_nikke_naga_05_85,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_85,True,,1,delight,,100,100,1.0,,,,,,,
d_nikke_naga_05_86,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_86,True,,1,delight,,100,100,1.0,,,,,,,
d_nikke_naga_05_87,d_nikke_naga_05,Speech,naga,naga,Locale_NikkeEpisode:d_nikke_naga_05_87,True,,1,delight,,100,100,1.0,,,,,,,
d_nikke_naga_05_88,d_nikke_naga_05,Monologue,,,Locale_NikkeEpisode:d_nikke_naga_05_88,False,,1,delight,,black,black,1.0,,,,,,,
