id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,speaker,jump_target
d_nikke_arcana_05_79,d_nikke_arcana_05,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_79,False,,L_100,L_100,1.0,,,1,think,,,
d_nikke_arcana_05_80,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_80,True,,L_100,L_100,1.0,,,1,smile,,arcana,
d_nikke_arcana_05_81,d_nikke_arcana_05,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_81,False,,L_100,L_100,1.0,,,1,smile,,,
d_nikke_arcana_05_82,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_82,True,,L_100,L_100,1.0,,,1,think,,arcana,
d_nikke_arcana_05_83,d_nikke_arcana_05,Choice,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_83,False,,L_100,L_100,1.0,,,1,think,,,d_nikke_arcana_05_85
d_nikke_arcana_05_84,d_nikke_arcana_05,Choice,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_84,False,,L_100,L_100,1.0,,,1,think,,,d_nikke_arcana_05_91
d_nikke_arcana_05_85,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_85,True,,L_100,L_100,1.0,,,1,think,,arcana,
d_nikke_arcana_05_86,d_nikke_arcana_05,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_86,False,,L_100,L_100,1.0,,,1,think,,,
d_nikke_arcana_05_87,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_87,True,,L_100,L_100,1.0,,,1,no,,arcana,
d_nikke_arcana_05_88,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_88,True,,L_100,L_100,1.0,,,1,no,,arcana,
d_nikke_arcana_05_89,d_nikke_arcana_05,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_89,False,,L_100,L_100,1.0,,,1,no,,,
d_nikke_arcana_05_90,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_90,True,,L_100,L_100,1.0,,,1,no,,arcana,d_nikke_arcana_05_91
d_nikke_arcana_05_91,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_91,False,,L_100,L_100,1.0,,,1,no,,arcana,
d_nikke_arcana_05_92,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_92,True,,L_100,L_100,1.0,,,1,no,,arcana,
d_nikke_arcana_05_93,d_nikke_arcana_05,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_93,False,,L_100,L_100,1.0,,,1,no,,,
d_nikke_arcana_05_94,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_94,True,,L_100,L_100,1.0,,,1,no,,arcana,
d_nikke_arcana_05_95,d_nikke_arcana_05,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_95,False,,L_100,L_100,1.0,,,1,no,,,
d_nikke_arcana_05_96,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_96,True,,L_100,L_100,1.0,,,1,idle,,arcana,
d_nikke_arcana_05_97,d_nikke_arcana_05,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_97,False,,L_100,L_100,1.0,,,1,idle,,,
d_nikke_arcana_05_98,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_98,True,,L_100,L_100,1.0,,,1,idle,,arcana,
d_nikke_arcana_05_99,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_99,True,,L_100,L_100,1.0,,,1,idle,,arcana,
d_nikke_arcana_05_100,d_nikke_arcana_05,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_100,False,,black,black,1.0,none,,1,idle,sfx_scn_grab,,
d_nikke_arcana_05_101,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_101,True,,L_100,L_10,1.3,,,1,shy,,arcana,
d_nikke_arcana_05_102,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_102,True,,L_10,L_10,1.0,,,1,shy,,arcana,
d_nikke_arcana_05_103,d_nikke_arcana_05,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_103,False,,L_10,L_10,1.0,,,1,shy,,,
d_nikke_arcana_05_104,d_nikke_arcana_05,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_104,False,,black,black,1.0,bgm_story_shapeofhope,,1,shy,,,
d_nikke_arcana_05_105,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_105,False,,L_10,L_10,1.0,,,1,idle,,arcana,
d_nikke_arcana_05_106,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_106,True,,L_10,L_10,1.0,,,1,idle,,arcana,
d_nikke_arcana_05_107,d_nikke_arcana_05,Self,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_107,False,,L_10,L_10,1.0,,,1,idle,,,
d_nikke_arcana_05_108,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_108,False,,L_10,L_100,1.3,,,1,idle,,arcana,
d_nikke_arcana_05_109,d_nikke_arcana_05,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_109,False,,black,black,1.0,,,1,idle,,,
d_nikke_arcana_05_110,d_nikke_arcana_05,Monologue,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_110,False,,black,black,1.0,,,1,idle,,,
d_nikke_arcana_05_111,d_nikke_arcana_05,Speech,arcana,Locale_NikkeEpisode:d_nikke_arcana_05_111,True,,black,black,1.0,,,1,shy,,arcana,
