id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,fade,play_sound,set_camera_shake,characters/0/hide_char_id,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_isabel_05_34,d_nikke_isabel_05,Narration,isabel,Narration,Locale_NikkeEpisode:d_nikke_isabel_05_34,False,,1,idle,,S_10,S_10,1.0,none,Grey,black,,,isabel,,,,,,,,,
d_nikke_isabel_05_35,d_nikke_isabel_05,Narration,isabel,Narration,Locale_NikkeEpisode:d_nikke_isabel_05_35,False,,,,,S_10,S_10,1.0,,Grey,,,,,,,,,,,,,
d_nikke_isabel_05_36,d_nikke_isabel_05,Narration,isabel,Narration,Locale_NikkeEpisode:d_nikke_isabel_05_36,False,,,,,S_10,S_10,1.0,,Grey,,,,,,,,,,,,,
d_nikke_isabel_05_37,d_nikke_isabel_05,Narration,isabel,Narration,Locale_NikkeEpisode:d_nikke_isabel_05_37,False,,,,,S_10,S_10,1.0,bgm_story_trauma,Grey,,,,,,,,,,,,,
d_nikke_isabel_05_38,d_nikke_isabel_05,Monologue,isabel,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_38,False,,,,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_39,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_39,True,isabel,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_40,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_40,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_41,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_41,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_42,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_42,True,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_43,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_43,True,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_44,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_44,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_45,d_nikke_isabel_05,Self,isabel,Self,Locale_NikkeEpisode:d_nikke_isabel_05_45,False,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_46,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_46,True,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_47,d_nikke_isabel_05,Choice,isabel,,Locale_NikkeEpisode:d_nikke_isabel_05_47,False,,1,surprise,,S_10,S_10,1.0,,,,,,,d_nikke_isabel_05_49,,,,,,,,
d_nikke_isabel_05_48,d_nikke_isabel_05,Choice,isabel,,Locale_NikkeEpisode:d_nikke_isabel_05_48,False,,1,surprise,,S_10,S_10,1.0,,,,,,,d_nikke_isabel_05_52,,,,,,,,
d_nikke_isabel_05_49,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_49,False,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_50,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_50,True,,1,good,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_51,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_51,True,,1,good,,S_10,S_10,1.0,,,,,,,d_nikke_isabel_05_56,,,,,,,,
d_nikke_isabel_05_52,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_52,True,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_53,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_53,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_54,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_54,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_55,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_55,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_56,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_56,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_57,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_57,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_58,d_nikke_isabel_05,Self,isabel,Self,Locale_NikkeEpisode:d_nikke_isabel_05_58,False,,1,shy,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_59,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_59,True,,1,pain,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_60,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_60,True,,1,pain,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_61,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_61,True,,1,pain,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_62,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_62,True,,1,pain,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_63,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_63,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_64,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_64,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_65,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_65,True,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_66,d_nikke_isabel_05,Self,isabel,Self,Locale_NikkeEpisode:d_nikke_isabel_05_66,False,,1,angry,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_67,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_67,True,,1,good,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_68,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_68,True,,1,good,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_69,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_69,True,,1,good,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_70,d_nikke_isabel_05,Monologue,isabel,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_70,False,,1,good,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_71,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_71,True,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_72,d_nikke_isabel_05,Self,isabel,Self,Locale_NikkeEpisode:d_nikke_isabel_05_72,False,,1,idle,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_73,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_73,True,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_74,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_74,True,,1,shy,,S_10,S_100,2.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_76,d_nikke_isabel_05,Monologue,isabel,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_76,False,,1,shy,,black,black,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_78,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_78,True,,1,shy,,S_100,S_100,1.0,,Blur_Low,,,,,,,,,,,,,
d_nikke_isabel_05_79,d_nikke_isabel_05,Speech,isabel,isabel,Locale_NikkeEpisode:d_nikke_isabel_05_79,True,,1,shy,,S_100,S_100,1.0,,Blur_Middle,,,,,,,,,,,,,
d_nikke_isabel_05_81,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_81,False,,1,shy,,1,1,1.0,none,Blur_Middle,black,,,isabel,,,,,,,,,
d_nikke_isabel_05_82,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_82,False,,,,,1,1,1.0,,Blur_Middle,,,,,,,,,,,,,
d_nikke_isabel_05_83,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_83,False,rapi,3,idle,,10,10,1.0,,Blur_Middle,black,,,,,anis,1,angry,neon,13,idle,,
d_nikke_isabel_05_84,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_84,True,,3,idle,,10,10,1.0,,Blur_Middle,,,,,,,1,angry,,13,idle,,
d_nikke_isabel_05_85,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_85,True,,3,idle,,10,10,1.0,,Blur_Middle,,,,,,,1,angry,,13,idle,,
d_nikke_isabel_05_86,d_nikke_isabel_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_isabel_05_86,True,,3,idle,,10,13,1.0,,Blur_Middle,,,,,,,1,angry,,13,surprise,,
d_nikke_isabel_05_87,d_nikke_isabel_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_isabel_05_87,True,,3,angry,,13,3,1.0,,Blur_Middle,,,,,,,1,angry,,13,surprise,,
d_nikke_isabel_05_88,d_nikke_isabel_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_isabel_05_88,True,,3,angry,,3,3,1.0,,Blur_Middle,,sfx_scn_chain,,,,,1,angry,,13,surprise,,
d_nikke_isabel_05_91,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_91,True,,3,angry,NeonGrave,3,2,1.0,,Blur_Middle,black,,,,,,1,worry,,13,idle,,
d_nikke_isabel_05_92,d_nikke_isabel_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_isabel_05_92,True,,3,angry,,2,2,1.0,,Blur_Middle,,,,,,,1,worry,,13,idle,,
d_nikke_isabel_05_93,d_nikke_isabel_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_isabel_05_93,True,,3,angry,,2,2,1.0,,Blur_Middle,,,,,,,1,worry,,13,idle,,
d_nikke_isabel_05_94,d_nikke_isabel_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_isabel_05_94,False,,3,angry,,2,2,1.0,,Blur_Middle,,c231_ult_bomb,Low_2,,,,1,worry,,13,idle,,
d_nikke_isabel_05_95,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_95,True,,3,angry,,2,10,1.0,,Blur_High,,,,,,,1,sad,,13,idle,,
d_nikke_isabel_05_96,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_96,True,,3,angry,,10,10,1.0,,Blur_High,,,,,,,1,angry,,13,idle,,
d_nikke_isabel_05_99,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_99,False,,3,angry,CommanderRoom,1,1,1.0,,Blur_Low,black,,,rapi,,,1,angry,,13,idle,anis,neon
d_nikke_isabel_05_100,d_nikke_isabel_05,Self,,Self,Locale_NikkeEpisode:d_nikke_isabel_05_100,False,,,,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_101,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_101,True,,,,,1,1,1.0,,,,,,,,anis,1,void,,,,,
d_nikke_isabel_05_102,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_102,True,,,,,1,1,1.0,,,,,,,,,1,idle,,,,,
d_nikke_isabel_05_103,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_103,True,,,,,1,10,1.0,,,,,,,,,1,idle,,,,,
d_nikke_isabel_05_104,d_nikke_isabel_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_isabel_05_104,True,,,,,13,S_130,0.5,bgm_story_backtonormal,,,,,,,,1,idle,neon,13,shy,,
d_nikke_isabel_05_105,d_nikke_isabel_05,Monologue,neon,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_105,False,,,,,black,black,1.0,,,,,,,,,1,idle,,13,shy,,
d_nikke_isabel_05_106,d_nikke_isabel_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_isabel_05_106,True,rapi,3,idle,,S_130,S_130,1.0,,,,,,,,,1,idle,,13,angry,,
d_nikke_isabel_05_107,d_nikke_isabel_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_isabel_05_107,True,,3,idle,,S_130,S_1300,0.5,,,,,Low_2,,,,1,idle,,13,angry,,
d_nikke_isabel_05_108,d_nikke_isabel_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_isabel_05_108,True,,3,worry,,30,30,1.0,,,,,,,,,1,idle,,13,angry,,
d_nikke_isabel_05_109,d_nikke_isabel_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_isabel_05_109,True,,3,worry,,30,30,1.0,,,,,,,,,1,idle,,13,angry,,
d_nikke_isabel_05_110,d_nikke_isabel_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_isabel_05_110,True,,3,worry,,30,30,1.0,,,,,,,,,1,idle,,13,angry,,
d_nikke_isabel_05_111,d_nikke_isabel_05,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_isabel_05_111,False,,3,worry,,30,30,1.0,,,,,,,,,1,idle,,13,angry,,
d_nikke_isabel_05_112,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_112,True,,3,worry,,30,2,2.0,,,,,,,,,1,worry,,13,idle,,
d_nikke_isabel_05_113,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_113,True,,3,worry,,2,2,1.0,,,,,,,,,1,worry,,13,idle,,
d_nikke_isabel_05_114,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_114,True,,3,worry,,2,2,1.0,,,,,,,,,1,worry,,13,idle,,
d_nikke_isabel_05_115,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_115,True,,3,worry,,2,2,1.0,,,,,,,,,1,worry,,13,idle,,
d_nikke_isabel_05_116,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_116,True,,3,worry,,2,10,2.0,,,,,,,,,1,sad,,13,idle,,
d_nikke_isabel_05_117,d_nikke_isabel_05,Self,anis,Self,Locale_NikkeEpisode:d_nikke_isabel_05_117,False,,3,worry,,10,10,1.0,,,,,,,,,1,sad,,13,idle,,
d_nikke_isabel_05_118,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_118,True,,3,worry,,10,10,1.0,,,,,,,,,1,delight,,13,idle,,
d_nikke_isabel_05_119,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_119,True,,3,worry,,10,10,1.0,,,,,,,,,1,delight,,13,idle,,
d_nikke_isabel_05_120,d_nikke_isabel_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_isabel_05_120,True,,3,worry,,10,10,1.0,,,,,,,,,1,worry,,13,idle,,
d_nikke_isabel_05_121,d_nikke_isabel_05,Self,anis,Self,Locale_NikkeEpisode:d_nikke_isabel_05_121,False,,3,worry,,10,10,1.0,,,,,,rapi,,,1,worry,,13,idle,,
d_nikke_isabel_05_122,d_nikke_isabel_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_isabel_05_122,False,,,,ShowerRoom,5,1,2.0,,,black,sfx_scn_shower,,,,,1,worry,,13,idle,anis,neon
d_nikke_isabel_05_123,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_123,False,,,,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_124,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_124,False,,,,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_125,d_nikke_isabel_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_isabel_05_125,False,,,,,1,1,1.0,,,,sfx_scn_rustle,,,,,,,,,,,
d_nikke_isabel_05_126,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_126,False,,,,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_127,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_127,False,,,,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_128,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_128,False,,,,CommanderRoom,1,1,1.0,none,,black,sfx_scn_showerlever,,,,,,,,,,,
d_nikke_isabel_05_129,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_129,False,,,,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_130,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_130,False,,,,,1,1,1.0,bgm_recognition_underworld,,,,,,,,,,,,,,
d_nikke_isabel_05_131,d_nikke_isabel_05,Self,,Self,Locale_NikkeEpisode:d_nikke_isabel_05_131,False,,,,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_132,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_132,False,,,,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_133,d_nikke_isabel_05,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_isabel_05_133,False,,,,,1,1,1.0,,,,sfx_scn_paperfly,,,,,,,,,,,
d_nikke_isabel_05_134,d_nikke_isabel_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_isabel_05_134,False,,,,,1,100,2.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_135,d_nikke_isabel_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_isabel_05_135,False,,,,,100,100,1.0,,,,,,,,,,,,,,,
d_nikke_isabel_05_136,d_nikke_isabel_05,Narration,,Narration,Locale_NikkeEpisode:d_nikke_isabel_05_136,False,,,,,100,100,1.0,,,,,,,,,,,,,,,
