id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,set_camera_shake,fade,jump_target,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_rupee_wintershopper_03_19,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_19,True,,L_10,L_100,1.0,bgm_story_orangepop,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_20,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_20,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_21,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_21,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_22,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_22,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_23,d_nikke_rupee_wintershopper_03,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_23,False,,L_100,L_100,1.0,,rupee_w,,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_24,d_nikke_rupee_wintershopper_03,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_24,False,,L_100,L_100,1.0,,rupee_w,,,1,idle_02,,,,d_nikke_rupee_wintershopper_03_28,,,,,
d_nikke_rupee_wintershopper_03_25,d_nikke_rupee_wintershopper_03,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_25,False,,L_100,L_100,1.0,,rupee_w,,,1,idle_02,,,,d_nikke_rupee_wintershopper_03_26,,,,,
d_nikke_rupee_wintershopper_03_26,d_nikke_rupee_wintershopper_03,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_26,False,,L_100,L_100,1.0,,rupee_w,,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_27,d_nikke_rupee_wintershopper_03,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_27,False,,L_100,L_100,1.0,,rupee_w,,,1,idle_02,,,,d_nikke_rupee_wintershopper_03_28,,,,,
d_nikke_rupee_wintershopper_03_28,d_nikke_rupee_wintershopper_03,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_28,False,Park,1,1,1.0,bgm_story_shopperholic,rupee_w,,,1,idle_02,,,black,,,,,,
d_nikke_rupee_wintershopper_03_29,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_29,True,,1,1,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_30,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_30,True,,1,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_31,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_31,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_32,d_nikke_rupee_wintershopper_03,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_32,False,,L_10,L_10,1.0,,rupee_w,,,1,idle_02,,,,d_nikke_rupee_wintershopper_03_34,,,,,
d_nikke_rupee_wintershopper_03_33,d_nikke_rupee_wintershopper_03,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_33,False,,L_10,L_10,1.0,,rupee_w,,,1,idle_02,,,,d_nikke_rupee_wintershopper_03_36,,,,,
d_nikke_rupee_wintershopper_03_34,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_34,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_35,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_35,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,d_nikke_rupee_wintershopper_03_38,,,,,
d_nikke_rupee_wintershopper_03_36,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_36,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_37,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_37,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,d_nikke_rupee_wintershopper_03_38,,,,,
d_nikke_rupee_wintershopper_03_38,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_38,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_39,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_39,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_40,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_40,True,,L_10,L_100,3.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_41,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_41,True,,L_100,1,1.0,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_03_42,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_42,True,,1,1,1.0,,rupee_w,rupee,,1,sad,,,,,,,,,
d_nikke_rupee_wintershopper_03_43,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_43,False,,1,1,1.0,,rupee_w,rupee,,1,sad,,,,,,,,,
d_nikke_rupee_wintershopper_03_44,d_nikke_rupee_wintershopper_03,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_44,False,,1,1,1.0,,rupee_w,,,1,sad,,,,,,,,,
d_nikke_rupee_wintershopper_03_45,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_45,True,,1,1,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_46,d_nikke_rupee_wintershopper_03,Narration,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_46,False,Park_n,L_10,L_10,1.0,,rupee_w,,,1,idle,,,black,,,,,,
d_nikke_rupee_wintershopper_03_47,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_47,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_48,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_48,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_49,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_49,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_50,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_50,True,,L_10,L_100,0.5,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_51,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_51,True,,1,1,1.0,,rupee_w,rupee,,1,idle_02,,,black,,,,,,
d_nikke_rupee_wintershopper_03_52,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_52,True,,1,1,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_53,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_53,True,,1,1,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_54,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_54,True,,1,1,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_55,d_nikke_rupee_wintershopper_03,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_55,False,,1,5,2.0,,rupee_w,,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_56,d_nikke_rupee_wintershopper_03,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_56,False,,5,5,1.0,,rupee_w,,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_57,d_nikke_rupee_wintershopper_03,Narration,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_57,False,,5,5,1.0,,rupee_w,,,1,idle_02,,Low_2,,,sfx_scn_finishshot,,,,
d_nikke_rupee_wintershopper_03_58,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_58,False,,5,31,1.0,,staff,staff,,1,idle_02,,,,,,staff,3,idle,
d_nikke_rupee_wintershopper_03_59,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_59,True,,31,31,1.0,,staff,staff,,1,idle_02,,,,,,,3,idle,
d_nikke_rupee_wintershopper_03_60,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_60,True,,31,31,1.0,,staff,staff,,1,idle_02,,,,,,,3,idle,
d_nikke_rupee_wintershopper_03_61,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_61,True,,31,31,1.0,,staff,staff,,1,idle_02,,,,,,,3,idle,
d_nikke_rupee_wintershopper_03_62,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_62,True,,31,1,1.0,,rupee_w,rupee,,1,shy,,,,,,,3,idle,
d_nikke_rupee_wintershopper_03_63,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_63,True,,1,L_100,2.0,,rupee_w,rupee,,1,shy,,,,,,,3,idle,
d_nikke_rupee_wintershopper_03_64,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_64,True,,31,31,1.0,,staff,staff,,1,shy,,,,,,,3,idle,
d_nikke_rupee_wintershopper_03_65,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_65,True,,31,31,1.0,,staff,staff,,1,shy,,,,,,,3,idle,
d_nikke_rupee_wintershopper_03_66,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_66,True,,31,31,1.0,,staff,staff,,1,shy,,,,,,,3,idle,
d_nikke_rupee_wintershopper_03_67,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_67,True,,1,1,1.0,,rupee_w,rupee,,1,surprise,,,black,,,,3,idle,staff
d_nikke_rupee_wintershopper_03_68,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_68,False,,1,1,1.0,,rupee_w,rupee,,1,special,,,,,,,,,
d_nikke_rupee_wintershopper_03_69,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_69,False,,1,1,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_70,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_70,True,,1,1,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_71,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_71,True,,1,1,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_72,d_nikke_rupee_wintershopper_03,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_72,False,,1,1,1.0,,rupee_w,,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_73,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_73,True,,1,L_10,1.0,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_74,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_74,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_75,d_nikke_rupee_wintershopper_03,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_75,False,,L_10,L_10,1.0,,rupee_w,,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_76,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_76,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_77,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_77,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_78,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_78,False,,L_10,1,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_79,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_79,True,,1,1,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_80,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_80,True,,1,1,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_81,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_81,True,,1,1,1.0,,rupee_w,rupee,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_82,d_nikke_rupee_wintershopper_03,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_82,False,,1,1,1.0,,rupee_w,,,1,idle_02,,,,,,,,,
d_nikke_rupee_wintershopper_03_83,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_83,False,,1,L_10,1.0,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_84,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_84,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_85,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_85,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_86,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_86,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_87,d_nikke_rupee_wintershopper_03,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_87,False,,L_10,L_10,1.0,,rupee_w,,,1,surprise,,,,d_nikke_rupee_wintershopper_03_89,,,,,
d_nikke_rupee_wintershopper_03_88,d_nikke_rupee_wintershopper_03,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_88,False,,L_10,L_10,1.0,,rupee_w,,,1,surprise,,,,d_nikke_rupee_wintershopper_03_99,,,,,
d_nikke_rupee_wintershopper_03_89,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_89,False,,L_10,L_10,1.0,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_90,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_90,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_91,d_nikke_rupee_wintershopper_03,Self,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_91,False,,L_10,L_10,1.0,,rupee_w,,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_92,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_92,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_93,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_93,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_94,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_94,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_95,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_95,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_96,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_96,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_97,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_97,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_03_98,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_98,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,think,,,,d_nikke_rupee_wintershopper_03_105,,,,,
d_nikke_rupee_wintershopper_03_99,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_99,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_100,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_100,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_101,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_101,True,,L_10,L_10,3.0,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_03_102,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_102,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_03_103,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_103,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_03_104,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_104,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,think,,,,d_nikke_rupee_wintershopper_03_105,,,,,
d_nikke_rupee_wintershopper_03_105,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_105,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,think,,,,,,,,,
d_nikke_rupee_wintershopper_03_106,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_106,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,idle,,,,,,,,,
d_nikke_rupee_wintershopper_03_107,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_107,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_108,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_108,True,,L_10,L_10,1.0,,rupee_w,rupee,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_109,d_nikke_rupee_wintershopper_03,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_109,False,,L_10,L_10,1.0,none,rupee_w,,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_110,d_nikke_rupee_wintershopper_03,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_110,False,,L_10,L_10,1.0,,rupee_w,,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_111,d_nikke_rupee_wintershopper_03,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_111,False,,L_10,L_10,1.0,,rupee_w,,,1,shy,,,,d_nikke_rupee_wintershopper_03_113,,,,,
d_nikke_rupee_wintershopper_03_112,d_nikke_rupee_wintershopper_03,Choice,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_112,False,,L_10,L_10,1.0,,rupee_w,,,1,shy,,,,d_nikke_rupee_wintershopper_03_117,,,,,
d_nikke_rupee_wintershopper_03_113,d_nikke_rupee_wintershopper_03,Monologue,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_113,False,,L_10,L_100,1.0,,rupee_w,,,1,shy,,,,,,,,,
d_nikke_rupee_wintershopper_03_114,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_114,False,,L_100,L_100,1.0,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_115,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_115,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,surprise,,,,,,,,,
d_nikke_rupee_wintershopper_03_116,d_nikke_rupee_wintershopper_03,Speech,Locale_NikkeEpisode:d_nikke_rupee_wintershopper_03_116,True,,L_100,L_100,1.0,,rupee_w,rupee,,1,surprise,,,,d_nikke_rupee_wintershopper_03_121,,,,,
