id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,set_filter_01,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_nikke_anis_01_16,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_16,False,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_17,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_17,True,,20,200,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_18,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_18,False,,200,200,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_19,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_19,True,,200,20,1.0,,,,,,,2,worry,,,12,idle,,,4,idle,
d_nikke_anis_01_20,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_20,True,,20,20,1.0,,,,,,,2,worry,,,12,idle,,,4,idle,
d_nikke_anis_01_21,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_21,True,,20,20,1.0,,,,,,,2,worry,,,12,idle,,,4,idle,
d_nikke_anis_01_22,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_22,True,,20,20,1.0,,,,,,,2,void,,,12,idle,,,4,idle,
d_nikke_anis_01_23,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_23,True,,20,20,1.0,,,,,,,2,void,,,12,idle,,,4,idle,
d_nikke_anis_01_24,d_nikke_anis_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anis_01_24,True,,20,3,1.0,,,,,,,2,void,,,12,idle,,,4,idle,
d_nikke_anis_01_25,d_nikke_anis_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anis_01_25,True,,3,3,1.0,,,,,,,2,void,,,12,idle,,,4,idle,
d_nikke_anis_01_26,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_26,True,,3,3,1.0,,,,,,,2,worry,,,12,idle,,,4,idle,
d_nikke_anis_01_27,d_nikke_anis_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anis_01_27,True,,3,1,1.0,,,,,,,2,worry,,,12,no,,,4,idle,
d_nikke_anis_01_28,d_nikke_anis_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anis_01_28,False,,1,1,1.0,,,,,,,2,worry,,,12,no,,,4,idle,
d_nikke_anis_01_29,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_29,True,,1,3,1.0,,,,,,,2,delight,,,12,idle,,,4,idle,
d_nikke_anis_01_30,d_nikke_anis_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anis_01_30,True,,3,3,1.0,,,,,,,2,delight,,,12,idle,,,4,think,
d_nikke_anis_01_31,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_31,True,,3,20,1.0,,,,,,,2,delight,,,12,idle,,,4,think,
d_nikke_anis_01_32,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_32,True,,20,20,1.0,,,,,,,2,delight,,,12,idle,,,4,think,
d_nikke_anis_01_33,d_nikke_anis_01,Self,,Self,Locale_NikkeEpisode:d_nikke_anis_01_33,False,,20,20,1.0,,,,,,,2,delight,,,12,idle,,,4,idle,
d_nikke_anis_01_34,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_34,False,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_35,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_35,False,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_36,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_36,False,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_37,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_37,False,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_38,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_38,False,,20,20,1.0,,,,,,,2,worry,,,12,idle,,,4,idle,
d_nikke_anis_01_39,d_nikke_anis_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anis_01_39,False,,40,40,1.0,,,,,,,2,worry,,,12,idle,,,4,idle,
d_nikke_anis_01_40,d_nikke_anis_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anis_01_40,False,,120,120,1.0,,,,,,,2,worry,,,12,no,,,4,idle,
d_nikke_anis_01_41,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_41,True,,120,3,1.0,,,,,,,2,no,,,12,no,,,4,idle,
d_nikke_anis_01_42,d_nikke_anis_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anis_01_42,True,,3,3,1.0,,,,,,,2,no,,,12,no,,,4,worry,
d_nikke_anis_01_43,d_nikke_anis_01,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_anis_01_43,False,,3,3,1.0,,,,,,,2,no,,,12,idle,,,4,worry,
d_nikke_anis_01_44,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_44,True,,3,3,1.0,,,,,,,2,worry,,,12,idle,,,4,worry,
d_nikke_anis_01_45,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_45,True,,3,3,1.0,,,,,,,2,worry,,,12,idle,,,4,worry,
d_nikke_anis_01_46,d_nikke_anis_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anis_01_46,True,,3,3,1.0,,,,,,,2,worry,,,12,idle,,,4,idle,
d_nikke_anis_01_47,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_47,True,,3,20,1.0,,,,,,,2,worry,,,12,idle,,,4,idle,
d_nikke_anis_01_48,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_48,True,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_49,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_49,False,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_50,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_50,True,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_51,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_51,True,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_52,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_52,True,,20,20,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_53,d_nikke_anis_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anis_01_53,True,,20,3,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_54,d_nikke_anis_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anis_01_54,True,,3,1,1.0,,,,,,,2,idle,,,12,idle,,,4,idle,
d_nikke_anis_01_55,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_55,True,,1,1,1.0,,,,,,,2,worry,,,12,idle,,,4,idle,
d_nikke_anis_01_56,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_56,True,,1,1,1.0,,,,,,,2,delight,,,12,idle,,,4,idle,
d_nikke_anis_01_57,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_57,True,,1,20,1.0,,,,,,,2,delight,,,12,idle,,,4,idle,
d_nikke_anis_01_58,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_58,True,,20,20,1.0,,,,,,,2,delight,,,12,idle,,,4,idle,
d_nikke_anis_01_59,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_59,True,,20,20,1.0,,,,,,,2,delight,,,12,idle,,,4,idle,
d_nikke_anis_01_60,d_nikke_anis_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anis_01_60,False,,20,3,1.0,,,,,,,2,delight,,,12,idle,,,4,idle,
d_nikke_anis_01_61,d_nikke_anis_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anis_01_61,True,,3,1,1.0,,,,,,,2,delight,,,12,no,,,4,idle,
d_nikke_anis_01_62,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_62,True,City,1,1,1.0,bgm_story_orangepop,,black,,,,1,delight,,,12,no,neon,,4,idle,rapi
d_nikke_anis_01_63,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_63,True,,1,1,1.0,,,,,,,1,delight,,,,,,,,,
d_nikke_anis_01_64,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_64,True,,1,1,1.0,,,,,,,1,delight,,,,,,,,,
d_nikke_anis_01_65,d_nikke_anis_01,Choice,anis,,Locale_NikkeEpisode:d_nikke_anis_01_65,False,,1,1,1.0,,d_nikke_anis_01_67,,,,,1,delight,,,,,,,,,
d_nikke_anis_01_66,d_nikke_anis_01,Choice,anis,,Locale_NikkeEpisode:d_nikke_anis_01_66,False,,1,1,1.0,,d_nikke_anis_01_72,,,,,1,delight,,,,,,,,,
d_nikke_anis_01_67,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_67,True,,1,10,1.0,,,,,,,1,delight,,,,,,,,,
d_nikke_anis_01_68,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_68,True,,10,10,1.0,,,,,,,1,delight,,,,,,,,,
d_nikke_anis_01_69,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_69,True,,10,10,1.0,,,,,,,1,delight,,,,,,,,,
d_nikke_anis_01_70,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_70,False,,10,10,1.0,,,,,,,1,delight,,,,,,,,,
d_nikke_anis_01_71,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_71,True,,10,10,1.0,,d_nikke_anis_01_75,,,,,1,void,,,,,,,,,
d_nikke_anis_01_72,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_72,True,,1,10,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_73,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_73,True,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_74,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_74,True,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_75,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_75,True,,10,1,1.0,,,,,,,1,delight,,,,,,,,,
d_nikke_anis_01_76,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_76,True,,1,7,1.0,,,,,,,1,delight,,,,,,,,,
d_nikke_anis_01_77,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_77,True,,7,7,1.0,,,,,,,1,worry,,,,,,,,,
d_nikke_anis_01_78,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_78,False,,7,1,0.5,,,,,,,1,worry,,,,,,,,,
d_nikke_anis_01_79,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_79,True,,1,6001,1.0,,,,,,,1,idle,anis,,,,,,,,
d_nikke_anis_01_80,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_80,True,,6001,6001,1.0,,,,,,,,,,,,,,,,,
d_nikke_anis_01_81,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_81,True,,6001,6001,1.0,,,,,,,,,,,,,,,,,
d_nikke_anis_01_82,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_82,True,,1,1,1.0,,,,,,anis,1,idle,,,,,,,,,
d_nikke_anis_01_83,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_83,True,,1,1,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_84,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_84,True,,1,1,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_85,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_85,False,,1,1,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_86,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_86,True,,1,1,1.0,,,,,,,1,void,,,,,,,,,
d_nikke_anis_01_87,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_87,True,Park,1,1,1.0,,,,Grey,,,1,void,anis,,,,,,,,
d_nikke_anis_01_88,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_88,True,,1,1,1.0,,,,Grey,,,,,,,,,,,,,
d_nikke_anis_01_89,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_89,True,,1,6017,1.0,,,,Grey,,,,,,,,,,,,,
d_nikke_anis_01_90,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_90,True,,6017,6017,1.0,,,,Grey,,,,,,,,,,,,,
d_nikke_anis_01_91,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_91,True,,6017,1,1.0,,,,Grey,,,,,,,,,,,,,
d_nikke_anis_01_92,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_92,False,City,1,1,1.0,,,,,,anis,1,worry,,,,,,,,,
d_nikke_anis_01_93,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_93,True,,1,1,1.0,,,,,,,1,worry,,,,,,,,,
d_nikke_anis_01_94,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_94,False,,1,1,1.0,,,,,,,1,worry,,,,,,,,,
d_nikke_anis_01_95,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_95,True,,1,10,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_96,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_96,False,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_97,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_97,True,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_98,d_nikke_anis_01,Narration,anis,Narration,Locale_NikkeEpisode:d_nikke_anis_01_98,False,,black,black,1.0,none,,,,sfx_scn_raindrop,,1,idle,,,,,,,,,
d_nikke_anis_01_99,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_99,True,,10,10,1.0,,,,,,,1,void,,,,,,,,,
d_nikke_anis_01_100,d_nikke_anis_01,Narration,anis,Narration,Locale_NikkeEpisode:d_nikke_anis_01_100,False,,10,10,1.0,,,,,sfx_scn_raindrops,,1,void,,,,,,,,,
d_nikke_anis_01_101,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_101,True,,10,1,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_102,d_nikke_anis_01,Narration,anis,Narration,Locale_NikkeEpisode:d_nikke_anis_01_102,False,,black,black,1.0,,,,,sfx_scn_rain,,1,idle,,,,,,,,,
d_nikke_anis_01_103,d_nikke_anis_01,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_01_103,False,,black,black,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_104,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_104,False,,1,1,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_105,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_105,True,,1,1,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_106,d_nikke_anis_01,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_01_106,False,,black,black,1.0,,,,,,,1,idle,anis,,,,,,,,
d_nikke_anis_01_107,d_nikke_anis_01,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_01_107,False,,black,black,1.0,,,,,,,,,,,,,,,,,
d_nikke_anis_01_108,d_nikke_anis_01,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_01_108,False,,15,19,2.0,,,,,,,,,,,,,,,,,
d_nikke_anis_01_109,d_nikke_anis_01,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_01_109,False,,19,19,1.0,,,,,,,,,,,,,,,,,
d_nikke_anis_01_110,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_110,True,,10,10,1.0,bgm_story_sunshinesorrow,,,,,anis,1,void,,,,,,,,,
d_nikke_anis_01_111,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_111,True,,10,10,1.0,,,,,,,1,void,,,,,,,,,
d_nikke_anis_01_112,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_112,True,,10,14,1.0,,,,,,,1,void,,,,,,,,,
d_nikke_anis_01_113,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_113,False,,14,14,1.0,,,,,,,1,void,,,,,,,,,
d_nikke_anis_01_114,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_114,True,,14,14,1.0,,,,,,,1,void,,,,,,,,,
d_nikke_anis_01_115,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_115,True,,14,1,1.0,,,,,,,1,void,,,,,,,,,
d_nikke_anis_01_116,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_116,True,,1,1,1.0,,,,,,,1,void,,,,,,,,,
d_nikke_anis_01_117,d_nikke_anis_01,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_01_117,False,,black,black,1.0,,,,,,,1,idle,anis,,,,,,,,
d_nikke_anis_01_118,d_nikke_anis_01,Monologue,anis,Monologue,Locale_NikkeEpisode:d_nikke_anis_01_118,False,,black,black,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_119,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_119,True,,1,1,1.0,,,,,,anis,1,idle,,,,,,,,,
d_nikke_anis_01_120,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_120,False,,1,1,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_121,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_121,True,,1,1,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_122,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_122,True,,1,10,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_123,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_123,True,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_124,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_124,True,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_125,d_nikke_anis_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_anis_01_125,False,,10,10,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_126,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_126,True,,10,100,1.0,,,,,,,1,worry,,,,,,,,,
d_nikke_anis_01_127,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_127,True,,100,100,1.0,,,,,,,1,idle,,,,,,,,,
d_nikke_anis_01_128,d_nikke_anis_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anis_01_128,True,,100,100,1.0,,,,,,,1,idle,,,,,,,,,
