id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
d_nikke_c_3_01_15,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_15,True,,10,10,1.0,,,,poli_op_c,,OP_center,angry,poli,,,,,,,,
d_nikke_c_3_01_16,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_16,True,,10,10,1.0,,,,poli_op_c,,OP_center,angry,poli,,,,,,,,
d_nikke_c_3_01_17,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_17,False,,10,10,1.0,,,,poli_op_c,,OP_center,angry,,,,,,,,,
d_nikke_c_3_01_18,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_18,True,,10,10,1.0,,,,poli_op_c,,OP_center,surprise,poli,,,,,,,,
d_nikke_c_3_01_19,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_19,False,,10,10,1.0,,,,poli_op_c,,OP_center,surprise,,,,,,,,,
d_nikke_c_3_01_20,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_20,True,,10,10,1.0,,,,poli_op_c,,OP_center,angry,poli,,,,,,,,
d_nikke_c_3_01_21,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_21,True,,10,10,1.0,,,,poli_op_c,,OP_center,angry,poli,,,,,,,,
d_nikke_c_3_01_22,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_22,False,,10,10,1.0,,,,poli_op_c,,OP_center,angry,,,,,,,,,
d_nikke_c_3_01_23,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_23,True,,10,10,1.0,,,,poli_op_c,,OP_center,sad,poli,,,,,,,,
d_nikke_c_3_01_24,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_24,False,,10,10,1.0,,,,poli_op_c,,OP_center,sad,,,,,,,,,
d_nikke_c_3_01_25,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_25,True,,10,10,1.0,,,,poli_op_c,,OP_center,surprise,poli,,,,,,,,
d_nikke_c_3_01_26,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_26,False,,10,10,1.0,,,,poli_op_c,,OP_center,surprise,,,,,,,,,
d_nikke_c_3_01_27,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_27,True,,10,10,1.0,,,,poli_op_c,,OP_center,idle,poli,,,,,,,,
d_nikke_c_3_01_28,d_nikke_c_3_01,Monologue,Locale_NikkeEpisode:d_nikke_c_3_01_28,False,,10,10,1.0,none,,sfx_scn_over,,,OP_center,idle,,poli_op_c,,,,,,,
d_nikke_c_3_01_29,d_nikke_c_3_01,Monologue,Locale_NikkeEpisode:d_nikke_c_3_01_29,False,,black,black,1.0,,,,,,,,,,,,,,,,
d_nikke_c_3_01_30,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_30,True,Police,5,1,2.0,bgm_story_tuffguys,,,c_3,c_3,1,special,c_3,,black,,,,,,
d_nikke_c_3_01_31,d_nikke_c_3_01,Monologue,Locale_NikkeEpisode:d_nikke_c_3_01_31,False,,1,10,2.0,,,,c_3,,1,special,,,,,,,,,
d_nikke_c_3_01_32,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_32,False,,10,10,1.0,,,,c_3,,1,special,,,,,,,,,
d_nikke_c_3_01_33,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_33,True,,10,10,1.0,,,,c_3,,1,special,c_3,,,,,,,,
d_nikke_c_3_01_34,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_34,True,,10,10,1.0,,,,c_3,,1,special,c_3,,,,,,,,
d_nikke_c_3_01_35,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_35,False,,10,10,1.0,,,,c_3,,1,special,,,,,,,,,
d_nikke_c_3_01_36,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_36,True,,10,10,1.0,,,,c_3,,1,special,c_3,,,,,,,,
d_nikke_c_3_01_37,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_37,True,,10,10,1.0,,,,c_3,,1,special,c_3,,,,,,,,
d_nikke_c_3_01_38,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_38,True,,10,XS_130,1.0,,,,poli,,1,special,poli,,,poli,13,surprise,miranda,15,idle
d_nikke_c_3_01_39,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_39,True,,XS_130,XS_130,1.0,,,,poli,,1,special,poli,,,,13,angry,,15,idle
d_nikke_c_3_01_40,d_nikke_c_3_01,Monologue,Locale_NikkeEpisode:d_nikke_c_3_01_40,False,,XS_130,12,1.0,,,,poli,,1,special,,,,,13,angry,,15,idle
d_nikke_c_3_01_41,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_41,True,,12,12,1.0,,,,c_3,,1,special,c_3,,,,13,angry,,15,idle
d_nikke_c_3_01_42,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_42,True,,12,12,1.0,,,,poli,,1,special,poli,,,,13,angry,,15,idle
d_nikke_c_3_01_43,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_43,True,,12,14,2.0,,,,poli,,1,special,poli,,,,13,angry,,15,idle
d_nikke_c_3_01_44,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_44,False,,14,14,1.0,,,,poli,,1,special,,,,,13,angry,,15,idle
d_nikke_c_3_01_45,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_45,True,,14,14,1.0,,,,miranda,,1,special,miranda,,,,13,surprise,,15,idle
d_nikke_c_3_01_46,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_46,True,,14,14,1.0,,,,miranda,,1,special,miranda,,,,13,surprise,,15,delight
d_nikke_c_3_01_47,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_47,False,,14,14,1.0,,,,miranda,,1,special,,,,,13,surprise,,15,delight
d_nikke_c_3_01_48,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_48,True,,14,XS_130,1.0,,,,poli,,1,special,poli,,,,13,idle,,15,idle
d_nikke_c_3_01_49,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_49,True,,XS_130,XS_130,1.0,,,,poli,,1,special,poli,,,,13,idle,,15,idle
d_nikke_c_3_01_50,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_50,True,,XS_130,XS_130,1.0,,,,poli,,1,special,poli,,,,13,idle,,15,idle
d_nikke_c_3_01_51,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_51,True,,XS_130,XS_130,1.0,,,,poli,,1,special,poli,,,,13,idle,,15,idle
d_nikke_c_3_01_52,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_52,False,,XS_130,XS_130,1.0,,,,poli,,1,special,,,,,13,idle,,15,idle
d_nikke_c_3_01_53,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_53,True,,XS_130,14,1.0,,,,miranda,,1,special,miranda,,,,13,surprise,,15,shy
d_nikke_c_3_01_54,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_54,True,,14,14,1.0,,,,poli,,1,special,poli,,,,13,surprise,,15,shy
d_nikke_c_3_01_55,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_55,False,,10,10,1.0,,,,poli,,1,special,,,,,13,idle,,15,shy
d_nikke_c_3_01_56,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_56,True,,10,10,1.0,,,,c_3,,1,special,c_3,,,,13,idle,,15,shy
d_nikke_c_3_01_57,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_57,False,,10,10,1.0,,,,c_3,,1,special,,,,,13,idle,,15,shy
d_nikke_c_3_01_58,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_58,True,,S_150,S_150,1.0,,,,miranda,,1,special,miranda,,,,13,surprise,,15,shy
d_nikke_c_3_01_59,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_59,True,,S_150,S_150,1.0,,,,miranda,,1,special,miranda,,,,13,surprise,,15,shy
d_nikke_c_3_01_60,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_60,True,,S_150,XS_130,1.0,,,,poli,,1,special,poli,,,,13,surprise,,15,shy
d_nikke_c_3_01_61,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_61,False,,XS_130,XS_130,1.0,,,,poli,,1,special,,,,,13,surprise,,15,idle
d_nikke_c_3_01_62,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_62,True,,XS_130,12,1.0,,,,c_3,,1,special,c_3,,,,13,surprise,,15,idle
d_nikke_c_3_01_63,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_63,True,,12,12,1.0,,,,c_3,,1,special,c_3,,,,13,surprise,,15,idle
d_nikke_c_3_01_64,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_64,True,,12,12,1.0,,,,poli,,1,special,poli,,,,13,sad,,15,idle
d_nikke_c_3_01_65,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_65,True,,12,10,1.0,,,,c_3,,1,special,c_3,,,,13,sad,,15,idle
d_nikke_c_3_01_66,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_66,True,,10,10,1.0,,,,c_3,,1,special,c_3,,,,13,idle,,15,idle
d_nikke_c_3_01_67,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_67,True,,10,10,1.0,,,,c_3,,1,special,c_3,,,,13,idle,,15,idle
d_nikke_c_3_01_68,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_68,False,,10,10,1.0,,,,c_3,,1,special,,,,,13,idle,,15,idle
d_nikke_c_3_01_69,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_69,True,,S_150,S_150,1.0,,,,miranda,,1,special,miranda,,,,13,idle,,15,delight
d_nikke_c_3_01_70,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_70,True,,S_150,S_150,1.0,,,,miranda,,1,special,miranda,,,,13,idle,,15,delight
d_nikke_c_3_01_71,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_71,True,,S_150,XS_130,1.0,,,,poli,,1,special,poli,,,,13,idle,,15,delight
d_nikke_c_3_01_72,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_72,True,,XS_130,XS_130,1.0,,,,poli,,1,special,poli,,,,13,idle,,15,delight
d_nikke_c_3_01_73,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_73,False,,XS_130,XS_130,1.0,,,,poli,,1,special,,,,,13,idle,,15,delight
d_nikke_c_3_01_74,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_74,True,,XS_130,XS_130,1.0,,,,poli,,1,special,poli,,,,13,delight,,15,delight
d_nikke_c_3_01_75,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_75,False,,XS_130,XS_130,1.0,,,,poli,,1,special,,,,,13,delight,,15,delight
d_nikke_c_3_01_76,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_76,True,,XS_130,XS_1300,0.5,,,,poli,,1,special,poli,,,,13,angry,,15,idle
d_nikke_c_3_01_77,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_77,True,,XS_1300,XS_1300,1.0,,,,poli,,1,special,poli,,,,13,angry,,15,idle
d_nikke_c_3_01_78,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_78,True,,XS_1300,XS_1300,1.0,,,,poli,,1,special,poli,,,,13,angry,,15,idle
d_nikke_c_3_01_79,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_79,True,,XS_1300,S_1500,1.0,,,,miranda,,1,special,miranda,,,,13,angry,,15,idle
d_nikke_c_3_01_80,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_80,True,,S_1500,S_1500,1.0,,,,miranda,,1,special,miranda,,,,13,angry,,15,idle
d_nikke_c_3_01_81,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_81,False,,S_1500,S_1500,1.0,,,,miranda,,1,special,,,,,13,delight,,15,idle
d_nikke_c_3_01_82,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_82,True,,S_1500,S_150,2.0,,,,miranda,,1,special,miranda,,,,13,idle,,15,delight
d_nikke_c_3_01_83,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_83,True,,10,10,1.0,,,,c_3,,1,special,c_3,,,,13,idle,,15,delight
d_nikke_c_3_01_84,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_84,True,,10,10,1.0,,,,c_3,,1,special,c_3,,,,13,idle,,15,delight
d_nikke_c_3_01_85,d_nikke_c_3_01,Monologue,Locale_NikkeEpisode:d_nikke_c_3_01_85,False,,10,1,2.0,,,,c_3,,1,special,,,,,13,idle,,15,delight
d_nikke_c_3_01_86,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_86,True,,1,12,1.0,,,,poli,,1,special,poli,,,,13,angry,,15,shy
d_nikke_c_3_01_87,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_87,True,,12,12,1.0,,,,poli,,1,special,poli,,,,13,angry,,15,shy
d_nikke_c_3_01_88,d_nikke_c_3_01,Speech,Locale_NikkeEpisode:d_nikke_c_3_01_88,True,,12,10,3.0,,,,c_3,,1,special,c_3,,,,13,angry,,15,shy
d_nikke_c_3_01_89,d_nikke_c_3_01,Monologue,Locale_NikkeEpisode:d_nikke_c_3_01_89,False,,10,10,1.0,,,,c_3,,1,special,,,,,13,angry,,15,idle
d_nikke_c_3_01_90,d_nikke_c_3_01,Self,Locale_NikkeEpisode:d_nikke_c_3_01_90,False,,10,10,1.0,,,,c_3,,1,special,,,,,13,angry,,15,idle
