id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id
d_nikke_crown_02_12,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_12,True,,3,3,1.0,,chime,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_13,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_13,True,,3,3,1.0,,chime,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_14,d_nikke_crown_02,Speech,neon,Locale_NikkeEpisode:d_nikke_crown_02_14,True,,6,6,1.0,,neon,,,7,void,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_15,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_15,True,,6,6,1.0,,anis,,,7,void,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_16,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_16,True,,6,6,1.0,,anis,,,7,void,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_17,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_17,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_18,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_18,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_19,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_19,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,smile,,1,idle,,,,
d_nikke_crown_02_20,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_20,True,,2,10,1.0,,crown,,,7,idle,,5,idle,,3,smile,,1,idle,,,,
d_nikke_crown_02_21,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_21,True,,10,10,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_22,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_22,True,,10,10,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_23,d_nikke_crown_02,Self,crown,Locale_NikkeEpisode:d_nikke_crown_02_23,False,,10,10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_24,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_24,False,,10,10,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_25,d_nikke_crown_02,Self,crown,Locale_NikkeEpisode:d_nikke_crown_02_25,False,,10,10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_26,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_26,True,,10,10,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_27,d_nikke_crown_02,Self,crown,Locale_NikkeEpisode:d_nikke_crown_02_27,False,,10,10,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_28,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_28,True,,10,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_29,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_29,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_30,d_nikke_crown_02,Self,chime,Locale_NikkeEpisode:d_nikke_crown_02_30,False,,2,2,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_31,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_31,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_32,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_32,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_33,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_33,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_34,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_34,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_35,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_35,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,smile,,1,idle,,,,
d_nikke_crown_02_36,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_36,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,smile,,1,idle,,,,
d_nikke_crown_02_37,d_nikke_crown_02,Choice,chime,Locale_NikkeEpisode:d_nikke_crown_02_37,False,,2,2,1.0,,,d_nikke_crown_02_39,,7,idle,,5,idle,,3,smile,,1,idle,,,,
d_nikke_crown_02_38,d_nikke_crown_02,Choice,chime,Locale_NikkeEpisode:d_nikke_crown_02_38,False,,2,2,1.0,,,d_nikke_crown_02_44,,7,idle,,5,idle,,3,smile,,1,idle,,,,
d_nikke_crown_02_39,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_39,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_40,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_40,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_41,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_41,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_42,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_42,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_43,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_43,True,,2,2,1.0,,crown,d_nikke_crown_02_48,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_44,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_44,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_45,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_45,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_46,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_46,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_47,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_47,True,,2,2,1.0,,crown,d_nikke_crown_02_48,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_48,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_48,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_49,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_49,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,smile,,1,idle,,,,
d_nikke_crown_02_50,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_50,True,,6,6,1.0,,anis,,,7,no,,5,no,,3,smile,,1,idle,,,,
d_nikke_crown_02_51,d_nikke_crown_02,Speech,neon,Locale_NikkeEpisode:d_nikke_crown_02_51,True,,6,6,1.0,,neon,,,7,no,,5,no,,3,idle,,1,idle,,,,
d_nikke_crown_02_52,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_52,True,,6,6,1.0,,anis,,,7,sad,,5,no,,3,idle,,1,idle,,,,
d_nikke_crown_02_53,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_53,True,,XXS_30,XXS_30,1.0,,chime,,,7,sad,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_54,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_54,True,,XXS_30,XXS_30,1.0,,chime,,,7,sad,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_55,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_55,True,,70,70,1.0,,anis,,,7,angry,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_56,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_56,True,,70,70,1.0,,anis,,,7,void,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_57,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_57,True,,70,70,1.0,,anis,,,7,void,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_58,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_58,True,,2,2,1.0,,chime,,,7,void,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_59,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_59,False,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_60,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_60,False,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_61,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_61,True,,70,70,1.0,,anis,,,7,worry,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_62,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_62,True,,70,70,1.0,,anis,,,7,sad,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_63,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_63,True,,XXS_30,XXS_30,1.0,,chime,,,7,sad,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_64,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_64,True,,XXS_30,XXS_30,1.0,,chime,,,7,sad,,5,idle,,3,idle,,1,idle,redhood,9,surprise,
d_nikke_crown_02_65,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_65,True,,6,6,1.0,,anis,,,7,void,,5,surprise,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_66,d_nikke_crown_02,Speech,neon,Locale_NikkeEpisode:d_nikke_crown_02_66,True,,6,6,1.0,,neon,,,7,void,,5,surprise,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_67,d_nikke_crown_02,Self,neon,Locale_NikkeEpisode:d_nikke_crown_02_67,False,,6,6,1.0,,,,,7,void,,5,surprise,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_68,d_nikke_crown_02,Speech,neon,Locale_NikkeEpisode:d_nikke_crown_02_68,True,,6,6,1.0,,neon,,,7,void,,5,surprise,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_69,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_69,True,,6,6,1.0,,anis,,,7,idle,,5,surprise,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_70,d_nikke_crown_02,Speech,redhood,Locale_NikkeEpisode:d_nikke_crown_02_70,True,,90,90,1.0,,redhood,,,7,idle,,5,surprise,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_71,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_71,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_72,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_72,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_73,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_73,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_74,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_74,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_75,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_75,True,,6,6,1.0,,anis,,,7,void,,5,idle,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_76,d_nikke_crown_02,Speech,neon,Locale_NikkeEpisode:d_nikke_crown_02_76,True,,6,6,1.0,,neon,,,7,void,,5,surprise,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_77,d_nikke_crown_02,Speech,neon,Locale_NikkeEpisode:d_nikke_crown_02_77,True,,6,6,1.0,,neon,,,7,void,,5,surprise,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_78,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_78,True,,XXS_30,XXS_30,1.0,,chime,,,7,void,,5,surprise,,3,angry,,1,idle,,9,surprise,
d_nikke_crown_02_79,d_nikke_crown_02,Speech,redhood,Locale_NikkeEpisode:d_nikke_crown_02_79,True,,90,90,1.0,,redhood,,,7,worry,,5,worry,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_80,d_nikke_crown_02,Speech,anis,Locale_NikkeEpisode:d_nikke_crown_02_80,True,,6,6,1.0,,anis,,,7,worry,,5,worry,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_81,d_nikke_crown_02,Speech,neon,Locale_NikkeEpisode:d_nikke_crown_02_81,True,,6,6,1.0,,neon,,,7,worry,,5,worry,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_82,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_82,True,,XXS_30,XXS_30,1.0,,chime,,,7,idle,,5,idle,,3,angry,,1,idle,,9,surprise,
d_nikke_crown_02_83,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_83,True,,XXS_30,XXS_30,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_84,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_84,True,,XXS_30,XXS_30,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,9,surprise,
d_nikke_crown_02_85,d_nikke_crown_02,Self,chime,Locale_NikkeEpisode:d_nikke_crown_02_85,False,,XXS_30,2,1.0,,,,,7,idle,,5,idle,,3,idle,,1,idle,,9,surprise,redhood
d_nikke_crown_02_86,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_86,False,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_87,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_87,False,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_88,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_88,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_89,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_89,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_90,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_90,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,angry,,1,idle,,,,
d_nikke_crown_02_91,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_91,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_92,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_92,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_93,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_93,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_94,d_nikke_crown_02,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_02_94,True,,2,2,1.0,,crown,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_95,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_95,True,,2,2,1.0,,chime,,,7,idle,,5,idle,,3,smile,,1,idle,,,,
d_nikke_crown_02_96,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_96,True,,2,XXS_30,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_97,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_97,True,,XXS_30,XXS_30,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_98,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_98,True,,XXS_30,XXS_30,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
d_nikke_crown_02_99,d_nikke_crown_02,Speech,chime,Locale_NikkeEpisode:d_nikke_crown_02_99,True,,XXS_30,XXS_30,1.0,,chime,,,7,idle,,5,idle,,3,idle,,1,idle,,,,
