id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,jump_target
d_nikke_hongryeon_03_31,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_31,False,,1,idle,,black,black,1.0,,,
d_nikke_hongryeon_03_32,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_32,False,,1,idle,,black,black,1.0,,,
d_nikke_hongryeon_03_33,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_33,True,,1,idle,,10,1,1.0,,,
d_nikke_hongryeon_03_34,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_34,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_35,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_35,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_36,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_36,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_37,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_37,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_38,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_38,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_39,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_39,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_40,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_40,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_41,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_41,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_42,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_42,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_43,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_43,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_44,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_44,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_45,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_45,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_46,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_46,False,,1,idle,,black,black,1.0,,,
d_nikke_hongryeon_03_47,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_47,False,,1,idle,,black,black,1.0,,,
d_nikke_hongryeon_03_48,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_48,False,,1,idle,,black,black,1.0,,,
d_nikke_hongryeon_03_49,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_49,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_50,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_50,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_51,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_51,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_52,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_52,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_53,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_53,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_54,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_54,False,,1,idle,,1,9,2.0,,,
d_nikke_hongryeon_03_55,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_55,False,,1,idle,,9,9,1.0,,,
d_nikke_hongryeon_03_56,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_56,False,,1,idle,,9,9,1.0,,,
d_nikke_hongryeon_03_57,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_57,False,,1,idle,,9,9,1.0,,,
d_nikke_hongryeon_03_58,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_58,False,,1,idle,,9,1,1.0,,,
d_nikke_hongryeon_03_59,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_59,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_60,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_60,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_61,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_61,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_62,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_62,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_63,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_63,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_64,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_64,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_65,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_65,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_66,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_66,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_67,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_67,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_68,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_68,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_69,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_69,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_70,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_70,False,,1,idle,,1,1,1.0,none,,
d_nikke_hongryeon_03_71,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_71,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_72,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_72,False,,1,idle,,1,10,1.0,,,
d_nikke_hongryeon_03_73,d_nikke_hongryeon_03,Narration,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_73,False,,1,idle,,black,black,1.0,,sfx_scn_farm,
d_nikke_hongryeon_03_74,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_74,False,,1,idle,,black,black,1.0,,,
d_nikke_hongryeon_03_75,d_nikke_hongryeon_03,Narration,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_75,False,,1,idle,,black,black,1.0,,sfx_scn_farm,
d_nikke_hongryeon_03_76,d_nikke_hongryeon_03,Narration,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_76,False,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_77,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_77,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_78,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_78,False,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_79,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_79,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_80,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_80,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_81,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_81,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_82,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_82,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_83,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_83,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_84,d_nikke_hongryeon_03,Narration,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_84,False,,1,idle,,black,black,1.0,,sfx_scn_ground,
d_nikke_hongryeon_03_85,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_85,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_86,d_nikke_hongryeon_03,Narration,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_86,False,,1,idle,,black,black,1.0,,sfx_scn_ground,
d_nikke_hongryeon_03_87,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_87,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_88,d_nikke_hongryeon_03,Narration,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_88,False,,1,idle,,black,black,1.0,,sfx_scn_ground,
d_nikke_hongryeon_03_89,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_89,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_90,d_nikke_hongryeon_03,Narration,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_90,False,,1,idle,,black,black,1.0,,sfx_scn_ground,
d_nikke_hongryeon_03_91,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_91,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_92,d_nikke_hongryeon_03,Narration,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_92,False,,1,idle,,black,black,1.0,,sfx_scn_pickax,
d_nikke_hongryeon_03_93,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_93,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_94,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_94,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_95,d_nikke_hongryeon_03,Monologue,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_95,False,,1,idle,,10,1,1.0,,,
d_nikke_hongryeon_03_96,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_96,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_97,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_97,True,,1,idle,,1,1,1.0,bgm_story_shapeofhope,,
d_nikke_hongryeon_03_98,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_98,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_99,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_99,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_100,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_100,False,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_101,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_101,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_102,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_102,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_103,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_103,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_104,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_104,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_105,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_105,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_106,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_106,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_107,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_107,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_108,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_108,True,,1,idle,,1,1,1.0,,,
d_nikke_hongryeon_03_109,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_109,True,,1,idle,,1,10,1.0,,,
d_nikke_hongryeon_03_110,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_110,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_111,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_111,False,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_112,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_112,False,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_113,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_113,True,,1,no,,10,10,1.0,,,
d_nikke_hongryeon_03_114,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_114,True,,1,no,,10,10,1.0,,,
d_nikke_hongryeon_03_115,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_115,True,,1,no,,10,10,1.0,,,
d_nikke_hongryeon_03_116,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_116,False,,1,no,,10,10,1.0,,,
d_nikke_hongryeon_03_117,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_117,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_118,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_118,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_119,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_119,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_120,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_120,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_121,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_121,True,,1,idle,,10,100,1.0,,,
d_nikke_hongryeon_03_122,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_122,True,,1,idle,,100,100,1.0,,,
d_nikke_hongryeon_03_123,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_123,True,,1,idle,,100,100,1.0,,,
d_nikke_hongryeon_03_124,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_124,True,,1,idle,,100,100,1.0,,,
d_nikke_hongryeon_03_125,d_nikke_hongryeon_03,Self,hongryeon,,Locale_NikkeEpisode:d_nikke_hongryeon_03_125,False,,1,idle,,100,100,1.0,,,
d_nikke_hongryeon_03_126,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_126,False,,1,idle,,100,100,1.0,,,
d_nikke_hongryeon_03_127,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_127,True,,1,idle,,100,10,1.0,,,
d_nikke_hongryeon_03_128,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_128,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_129,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_129,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_130,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_130,True,,1,idle,,10,10,1.0,,,
d_nikke_hongryeon_03_131,d_nikke_hongryeon_03,Speech,hongryeon,hongryeon,Locale_NikkeEpisode:d_nikke_hongryeon_03_131,True,,1,idle,,10,10,1.0,,,
