id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_guillotine_winterslayer_04_28,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_28,True,,S_30,S_30,1.0,,laplace,laplace,,,,,3,idle,,,1,no,,,13,idle,,,,,
d_nikke_guillotine_winterslayer_04_29,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_29,True,,S_30,2,1.0,,guillotine_w,guillotine_w,,,,,3,idle,,,1,no,,,13,idle,,,,,
d_nikke_guillotine_winterslayer_04_30,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_30,True,,2,2,1.0,,laplace,laplace,,,,,3,idle,,,1,no,,,13,idle,,,,,
d_nikke_guillotine_winterslayer_04_31,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_31,True,,2,2,1.0,,laplace,laplace,,,,,3,idle,,,1,no,,,13,idle,,,,,
d_nikke_guillotine_winterslayer_04_32,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_32,False,,2,2,1.0,,guillotine_w,guillotine_w,,,,,3,idle,,,1,no,,,13,idle,,,,,
d_nikke_guillotine_winterslayer_04_33,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_33,True,,XS_130,XS_130,1.0,,vesti_c,vesti_c,,,,,3,idle,,,1,no,,,13,idle,,,,,
d_nikke_guillotine_winterslayer_04_34,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_34,True,,50,50,1.0,,emma,emma,black,,,,3,idle,,,1,no,guillotine_w,,13,idle,vesti_c,emma,5,idle,
d_nikke_guillotine_winterslayer_04_35,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_35,True,,50,50,1.0,,emma,emma,,,,,3,idle,,,,,,,,,,,5,idle,
d_nikke_guillotine_winterslayer_04_36,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_36,True,,50,4,1.0,,laplace,laplace,,,,,3,idle,,,,,,,,,,,5,idle,
d_nikke_guillotine_winterslayer_04_37,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_37,True,,4,4,1.0,,laplace,laplace,,,,,3,idle,,,,,,,,,,,5,idle,
d_nikke_guillotine_winterslayer_04_38,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_38,True,,4,4,1.0,,emma,emma,,,,,3,idle,,,,,,,,,,,5,idle,
d_nikke_guillotine_winterslayer_04_39,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_39,True,,4,4,1.0,,emma,emma,,,,,3,idle,,,,,,,,,,,5,idle,
d_nikke_guillotine_winterslayer_04_40,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_40,True,,4,4,1.0,,laplace,laplace,,,,,3,idle,,,,,,,,,,,5,idle,
d_nikke_guillotine_winterslayer_04_41,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_41,True,,4,4,1.0,,emma,emma,,,,,3,idle,,,,,,,,,,,5,idle,
d_nikke_guillotine_winterslayer_04_42,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_42,True,,4,13,1.0,,laplace,laplace,,,,,3,idle,laplace,,,,,,,,,,5,idle,
d_nikke_guillotine_winterslayer_04_43,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_43,False,,13,13,1.0,none,,emma,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_44,d_nikke_guillotine_winterslayer_04,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_44,False,,13,130,1.0,,,,,sfx_scn_glassbreak,Low_2,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_45,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_45,False,,130,130,1.0,bgm_story_whosdumber,,rosanna,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_46,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_46,False,,130,130,1.0,,,laplace,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_47,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_47,False,,130,130,1.0,,,laplace,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_48,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_48,False,,130,130,1.0,,,rosanna,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_49,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_49,False,,130,130,1.0,,,rosanna,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_50,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_50,False,,130,130,1.0,,,laplace,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_51,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_51,False,,130,130,1.0,,,laplace,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_52,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_52,False,,130,130,1.0,,,laplace,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_53,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_53,False,,130,130,1.0,,,rosanna,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_54,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_54,False,,130,130,1.0,,,rosanna,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_55,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_55,False,,130,130,1.0,,,rosanna,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_56,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_56,False,,130,130,1.0,,,rosanna,,,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_57,d_nikke_guillotine_winterslayer_04,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_57,False,,130,130,1.0,,,,,sfx_scn_3shot,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_58,d_nikke_guillotine_winterslayer_04,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_58,False,,130,130,1.0,,,,,sfx_scn_gunfire,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_59,d_nikke_guillotine_winterslayer_04,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_59,False,,130,130,1.0,,,,,sfx_scn_bottlebreak,,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_60,d_nikke_guillotine_winterslayer_04,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_60,False,,130,130,1.0,,,,,sfx_scn_smokebomb,Low_2,,,,,,,,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_61,d_nikke_guillotine_winterslayer_04,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_61,False,,black,black,1.0,,,,,sfx_scn_smash,,,,,,guillotine_w,3,sad,,,,,,,5,surprise,
d_nikke_guillotine_winterslayer_04_62,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_62,False,,4,4,1.0,,emma,emma,,,,,,,,,3,sad,,,,,,,5,rage,
d_nikke_guillotine_winterslayer_04_63,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_63,True,,4,4,1.0,,guillotine_w,guillotine_w,,,,,,,,,3,sad,,,,,,,5,rage,
d_nikke_guillotine_winterslayer_04_64,d_nikke_guillotine_winterslayer_04,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_64,False,ClothingStore,black,black,1.0,,,,,,,laplace,4,idle,,,3,sad,guillotine_w,,,,,,5,rage,emma
d_nikke_guillotine_winterslayer_04_65,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_65,True,,4,4,1.0,,laplace,laplace,,,,,4,idle,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_04_66,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_66,True,,4,4,1.0,,laplace,laplace,,,,,4,idle,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_04_67,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_67,True,,4,4,1.0,,laplace,laplace,,,,,4,idle,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_04_68,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_68,True,,4,S_40,1.0,,laplace,laplace,,,,,4,delight,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_04_69,d_nikke_guillotine_winterslayer_04,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_69,False,,black,black,1.0,,,,,sfx_scn_bladebroke,,,4,delight,,,,,,,,,,,,,
d_nikke_guillotine_winterslayer_04_70,d_nikke_guillotine_winterslayer_04,Monologue,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_70,False,,black,black,1.0,,,,,,,,4,delight,,guillotine_w,15,sad,,eunhwa,13,angry,,,,,
d_nikke_guillotine_winterslayer_04_71,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_71,False,,S_40,S_40,1.0,,laplace,laplace,,,,,4,think,,,15,sad,,,13,angry,,,,,
d_nikke_guillotine_winterslayer_04_72,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_72,True,,S_40,S_40,1.0,,laplace,laplace,,,,,4,delight,,,15,sad,,,13,angry,,,,,
d_nikke_guillotine_winterslayer_04_73,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_73,False,,14,14,1.0,,eunhwa,eunhwa,,,,,4,delight,,,15,sad,,,13,angry,,,,,
d_nikke_guillotine_winterslayer_04_74,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_74,True,,14,14,1.0,,guillotine_w,guillotine_w,,,,,4,delight,,,15,sad,,,13,angry,,,,,
d_nikke_guillotine_winterslayer_04_75,d_nikke_guillotine_winterslayer_04,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_75,False,SnowTown_d,black,black,1.0,,,,black,,,,4,delight,,,15,sad,,,13,angry,eunhwa,,,,
d_nikke_guillotine_winterslayer_04_76,d_nikke_guillotine_winterslayer_04,Narration,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_76,False,,black,black,1.0,,,,,,,,2,sad,,,12,sad,,,,,,,,,
d_nikke_guillotine_winterslayer_04_77,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_77,True,,1,1,1.0,none,laplace,laplace,,,,,2,sad,,,12,sad,,,,,,,,,
d_nikke_guillotine_winterslayer_04_78,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_78,True,,1,1,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,sad,,,,,,,,,
d_nikke_guillotine_winterslayer_04_79,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_79,True,,1,1,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,sad,,,,,,,,,
d_nikke_guillotine_winterslayer_04_80,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_80,True,,1,S_20,1.0,event_bgm_icedragonsaga_curious,laplace,laplace,,,,,2,sad,,,12,sad,,,,,,,,,
d_nikke_guillotine_winterslayer_04_81,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_81,True,,S_20,S_20,1.0,,laplace,laplace,,,,,2,sad,,,12,sad,,,,,,,,,
d_nikke_guillotine_winterslayer_04_82,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_82,True,,S_20,S_20,1.0,,laplace,laplace,,,,,2,sad,,,12,sad,,,,,,,,,
d_nikke_guillotine_winterslayer_04_83,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_83,True,,S_20,S_20,1.0,,laplace,laplace,,,,,2,sad,,,12,sad,,,,,,,,,
d_nikke_guillotine_winterslayer_04_84,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_84,True,,S_20,S_20,1.0,,laplace,laplace,,,,,2,sad,,,12,sad,,,,,,,,,
d_nikke_guillotine_winterslayer_04_85,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_85,True,,S_20,S_20,1.0,,laplace,laplace,,,,,2,sad,,,12,sad,,,,,,,,,
d_nikke_guillotine_winterslayer_04_86,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_86,True,,S_20,XS_120,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,think,,,,,,,,,
d_nikke_guillotine_winterslayer_04_87,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_87,True,,XS_120,XS_120,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,think,,,,,,,,,
d_nikke_guillotine_winterslayer_04_88,d_nikke_guillotine_winterslayer_04,Self,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_88,False,,XS_120,XS_120,1.0,,guillotine_w,,,,,,2,sad,,,12,think,,,,,,,,,
d_nikke_guillotine_winterslayer_04_89,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_89,False,,XS_120,XS_120,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,think,,,,,,,,,
d_nikke_guillotine_winterslayer_04_90,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_90,True,,XS_120,XS_120,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,think,,,,,,,,,
d_nikke_guillotine_winterslayer_04_91,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_91,True,,XS_120,XS_1200,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,delight,,,,,,,,,
d_nikke_guillotine_winterslayer_04_92,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_92,True,,XS_1200,XS_1200,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,delight,,,,,,,,,
d_nikke_guillotine_winterslayer_04_93,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_93,True,,XS_1200,XS_1200,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,delight,,,,,,,,,
d_nikke_guillotine_winterslayer_04_94,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_94,True,,XS_1200,XS_1200,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,delight,,,,,,,,,
d_nikke_guillotine_winterslayer_04_95,d_nikke_guillotine_winterslayer_04,Self,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_95,False,,XS_1200,XS_1200,1.0,,guillotine_w,,,,,,2,sad,,,12,delight,,,,,,,,,
d_nikke_guillotine_winterslayer_04_96,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_96,True,,XS_1200,XS_1200,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,delight,,,,,,,,,
d_nikke_guillotine_winterslayer_04_97,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_97,True,,XS_1200,XS_1200,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,delight,,,,,,,,,
d_nikke_guillotine_winterslayer_04_98,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_98,True,,XS_1200,XS_1200,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,delight,,,,,,,,,
d_nikke_guillotine_winterslayer_04_99,d_nikke_guillotine_winterslayer_04,Speech,Locale_NikkeEpisode:d_nikke_guillotine_winterslayer_04_99,True,,XS_1200,XS_1200,1.0,,guillotine_w,guillotine_w,,,,,2,sad,,,12,delight,,,,,,,,,
