id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade,set_camera_shake,jump_target
d_nikke_liter_02_13,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_13,True,liter,3,no,,1,worry,,5,idle,,13,idle,,12,XS_30,0.8,,,,,,,,
d_nikke_liter_02_14,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_14,True,,3,no,,1,worry,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_15,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_15,True,,3,no,,1,worry,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_16,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_16,True,,3,no,,1,worry,,5,idle,,13,idle,,XS_30,2,1.0,,,,,,,,
d_nikke_liter_02_17,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_17,True,,3,no,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_18,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_18,True,,3,no,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_19,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_19,True,,3,no,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_20,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_20,True,,3,no,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_21,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_21,False,,3,no,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_22,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_22,True,,3,no,,1,worry,,5,idle,,13,idle,,2,XS_30,1.0,,,,,,,,
d_nikke_liter_02_23,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_23,True,,3,no,,1,worry,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_24,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_24,True,,3,no,,1,worry,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_25,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_25,True,,3,no,,1,worry,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_26,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_26,True,,3,no,,1,sad,,5,idle,,13,idle,,XS_30,12,1.0,,,,,,,,
d_nikke_liter_02_27,d_nikke_liter_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_02_27,True,,3,no,,1,sad,,5,idle,,13,idle,,12,12,1.0,,,,,,,,
d_nikke_liter_02_28,d_nikke_liter_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_02_28,True,,3,no,,1,sad,,5,idle,,13,idle,,5,5,1.0,,,,,,,,
d_nikke_liter_02_29,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_29,True,,3,idle,,1,sad,,5,idle,,13,idle,,5,3,1.0,,,,,,,,
d_nikke_liter_02_30,d_nikke_liter_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_02_30,False,,3,idle,,1,sad,,5,idle,,13,idle,,black,black,1.0,,,,,,,,
d_nikke_liter_02_31,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_31,True,,3,idle,,1,sad,,5,idle,,13,idle,,3,3,1.0,,,,,,,,
d_nikke_liter_02_32,d_nikke_liter_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_02_32,False,,3,idle,,1,sad,,5,idle,,13,idle,,3,3,1.0,,,,,,,,
d_nikke_liter_02_33,d_nikke_liter_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_02_33,False,,3,idle,,1,sad,,5,idle,,13,idle,,50,50,1.0,,,,,,,,
d_nikke_liter_02_34,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_34,False,,3,idle,,1,no,,5,idle,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_liter_02_35,d_nikke_liter_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_02_35,False,,3,idle,,1,no,,5,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,
d_nikke_liter_02_36,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_36,True,,3,idle,,1,no,,5,idle,,13,idle,,3,3,1.0,,,,,,,,
d_nikke_liter_02_37,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_37,True,,3,idle,,1,angry,,5,idle,,13,idle,,3,2,1.0,,,,,,,,
d_nikke_liter_02_38,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_38,True,,3,idle,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_39,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_39,True,,3,idle,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_40,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_40,True,,3,no,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_41,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_41,True,,3,no,,1,sad,,5,idle,,13,idle,,2,10,1.0,,,,,,,,
d_nikke_liter_02_42,d_nikke_liter_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_02_42,False,,3,no,,1,sad,,5,idle,,13,idle,Armory,3,3,1.0,,liter,anis,rapi,neon,black_without_dialogue,,
d_nikke_liter_02_43,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_43,True,liter,3,angry,anis,1,sad,rapi,5,idle,neon,13,idle,,3,XS_30,1.0,,,,,,,,
d_nikke_liter_02_44,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_44,True,,3,angry,,1,sad,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_45,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_45,True,,3,angry,,1,sad,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_46,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_46,False,,3,angry,,1,worry,,5,idle,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_liter_02_47,d_nikke_liter_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_02_47,False,,3,angry,,1,worry,,5,idle,,13,idle,FastFood,3,3,1.0,,liter,anis,rapi,neon,black_without_dialogue,,
d_nikke_liter_02_48,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_48,True,liter,3,sorrow,anis,1,worry,rapi,5,idle,neon,13,idle,,3,XS_30,1.0,,,,,,,,
d_nikke_liter_02_49,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_49,True,,3,angry,,1,worry,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_50,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_50,True,,3,angry,,1,worry,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_51,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_51,False,,3,no,,1,worry,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_52,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_52,False,,3,surprise,,1,worry,,5,idle,,13,idle,,XS_30,3,0.6,,,,,,,Low_2,
d_nikke_liter_02_53,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_53,True,,3,angry,,1,worry,,5,idle,,13,idle,,3,3,1.0,,,,,,,,
d_nikke_liter_02_54,d_nikke_liter_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_02_54,True,,3,angry,,1,worry,,5,idle,,13,idle,,3,4,1.0,,,,,,,,
d_nikke_liter_02_55,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_55,False,,3,surprise,,1,worry,,5,idle,,13,idle,,4,4,1.0,,,,,,,,
d_nikke_liter_02_56,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_56,True,,3,no,,1,worry,,5,idle,,13,idle,CommanderRoom,3,3,1.0,,,,,,black_without_dialogue,,
d_nikke_liter_02_57,d_nikke_liter_02,Self,,Self,Locale_NikkeEpisode:d_nikke_liter_02_57,False,,3,no,,1,worry,,5,idle,,13,idle,,3,3,1.0,,,,,,,,
d_nikke_liter_02_58,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_58,True,,3,idle,,1,worry,,5,idle,,13,idle,,3,3,1.0,,,,,,,,
d_nikke_liter_02_59,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_59,True,,3,idle,,1,void,,5,idle,,13,idle,,3,2,1.0,,,,,,,,
d_nikke_liter_02_60,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_60,True,,3,idle,,1,void,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_61,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_61,True,,3,idle,,1,void,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_62,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_62,True,,3,idle,,1,void,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_63,d_nikke_liter_02,Choice,,,Locale_NikkeEpisode:d_nikke_liter_02_63,False,,3,idle,,1,void,,5,idle,,13,idle,,2,2,1.0,,,,,,,,d_nikke_liter_02_65
d_nikke_liter_02_64,d_nikke_liter_02,Choice,,,Locale_NikkeEpisode:d_nikke_liter_02_64,False,,3,idle,,1,void,,5,idle,,13,idle,,2,2,1.0,,,,,,,,d_nikke_liter_02_65
d_nikke_liter_02_65,d_nikke_liter_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_02_65,True,,3,idle,,1,void,,5,idle,,13,idle,,2,4,1.0,,,,,,,,
d_nikke_liter_02_66,d_nikke_liter_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_02_66,True,,3,idle,,1,void,,5,idle,,13,idle,,4,4,1.0,,,,,,,,
d_nikke_liter_02_67,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_67,False,,3,idle,,1,void,,5,idle,,13,idle,,4,3,1.0,,,,,,,,
d_nikke_liter_02_68,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_68,True,,3,idle,,1,void,,5,idle,,13,idle,,3,XS_30,1.0,,,,,,,,
d_nikke_liter_02_69,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_69,True,,3,idle,,1,void,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_70,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_70,True,,3,idle,,1,void,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_71,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_71,False,,3,idle,,1,void,,5,idle,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_liter_02_72,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_72,True,,3,idle,,1,void,,5,idle,,13,idle,,10,2,1.0,,,,,,,,
d_nikke_liter_02_73,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_73,True,,3,idle,,1,sad,,5,idle,,13,idle,,2,2,1.0,none,,,,,,,
d_nikke_liter_02_74,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_74,False,,3,no,,1,sad,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_75,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_75,True,,3,no,,1,sad,,5,idle,,13,idle,,2,10,1.0,,,,,,,,
d_nikke_liter_02_76,d_nikke_liter_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_02_76,True,,3,no,,1,sad,,5,idle,,13,idle,,S_130,S_130,1.0,bgm_story_fairytalesend_if,,,,,,,
d_nikke_liter_02_77,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_77,True,,3,no,,1,void,,5,idle,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_liter_02_78,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_78,True,,3,no,,1,void,,5,idle,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_liter_02_79,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_79,True,,3,no,,1,void,,5,idle,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_liter_02_80,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_80,False,,3,no,,1,void,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_81,d_nikke_liter_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_02_81,True,,3,no,,1,void,,5,idle,,13,idle,,S_130,S_130,1.0,,,,,,,,
d_nikke_liter_02_82,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_82,True,,3,idle,,1,void,,5,idle,,13,idle,,XS_30,3,1.0,,,,,,,,
d_nikke_liter_02_83,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_83,True,,3,idle,,1,void,,5,idle,,13,idle,,3,3,1.0,,,,,,,,
d_nikke_liter_02_84,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_84,True,,3,idle,,1,void,,5,idle,,13,idle,,3,3,1.0,,,,,,,,
d_nikke_liter_02_85,d_nikke_liter_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_02_85,True,,3,idle,,1,void,,5,idle,,13,worry,,S_130,13,1.0,,,,,,,,
d_nikke_liter_02_86,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_86,True,,3,idle,,1,void,,5,idle,,13,worry,,3,3,1.0,,,,,,,,
d_nikke_liter_02_87,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_87,True,,3,idle,,1,void,,5,idle,,13,worry,,3,3,1.0,,,,,,,,
d_nikke_liter_02_88,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_88,True,,3,no,,1,void,,5,idle,,13,worry,,3,1,1.0,none,,,,,,,
d_nikke_liter_02_89,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_89,False,,3,no,,1,worry,,5,idle,,13,idle,,1,1,1.0,,,,,,,,
d_nikke_liter_02_90,d_nikke_liter_02,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_liter_02_90,False,,3,no,,1,worry,,5,idle,,13,idle,,1,12,1.0,,,,,,,,
d_nikke_liter_02_91,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_91,True,,3,no,,1,worry,,5,idle,,13,idle,,12,2,1.0,bgm_story_herecomestrouble,,,,,,,
d_nikke_liter_02_92,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_92,True,,3,no,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_93,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_93,True,,3,no,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_94,d_nikke_liter_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_liter_02_94,False,,3,no,,1,angry,,5,idle,,13,idle,,black,black,1.0,,,,,,,,
d_nikke_liter_02_95,d_nikke_liter_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_02_95,False,,3,no,,1,angry,,5,idle,,13,idle,,black,black,1.0,,,,,,,,
d_nikke_liter_02_96,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_96,True,,3,no,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_97,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_97,True,,3,no,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_98,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_98,True,,3,no,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_99,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_99,True,,3,no,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_100,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_100,False,,3,no,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_101,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_101,True,,3,no,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_102,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_102,True,,3,no,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_103,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_103,False,,3,no,,1,angry,,5,idle,,13,idle,,2,10,1.0,,,,,,,,
d_nikke_liter_02_104,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_104,True,,3,no,,1,worry,,5,idle,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_liter_02_105,d_nikke_liter_02,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_liter_02_105,False,,3,no,,1,worry,,5,idle,,13,idle,,black,black,1.0,,,,,,,,
d_nikke_liter_02_106,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_106,False,,3,idle,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_107,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_107,True,,3,idle,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_108,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_108,True,,3,idle,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_109,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_109,True,,3,idle,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_110,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_110,True,,3,idle,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_111,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_111,True,,3,idle,,1,worry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_112,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_112,True,,3,idle,,1,angry,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_113,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_113,True,,3,angry,,1,angry,,5,idle,,13,idle,,2,XS_30,0.6,,,,,,,,
d_nikke_liter_02_114,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_114,True,,3,angry,,1,angry,,5,idle,,13,idle,,XS_30,XS_30,1.0,,,,,,,,
d_nikke_liter_02_115,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_115,True,,3,angry,,1,angry,,5,idle,,13,idle,,XS_30,XS_300,0.6,,,,,,,,
d_nikke_liter_02_116,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_116,False,,3,angry,,1,void,,5,idle,,13,idle,,1,1,1.0,,,,,,,,
d_nikke_liter_02_117,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_117,True,,3,angry,,1,void,,5,idle,,13,idle,,1,10,1.0,,,,,,,,
d_nikke_liter_02_118,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_118,True,,3,angry,,1,void,,5,idle,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_liter_02_119,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_119,True,,3,angry,,1,void,,5,idle,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_liter_02_120,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_120,True,,3,angry,,1,idle,,5,idle,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_liter_02_121,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_121,True,,3,delight,,1,idle,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_122,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_122,True,,3,delight,,1,idle,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_123,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_123,True,,3,delight,,1,idle,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_124,d_nikke_liter_02,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_liter_02_124,True,,3,delight,,1,idle,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_125,d_nikke_liter_02,Speech,liter,liter,Locale_NikkeEpisode:d_nikke_liter_02_125,True,,3,delight,,1,idle,,5,idle,,13,idle,,2,2,1.0,,,,,,,,
d_nikke_liter_02_126,d_nikke_liter_02,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_liter_02_126,True,,3,delight,,1,idle,,5,idle,,13,idle,,2,50,1.0,,,,,,,,
d_nikke_liter_02_127,d_nikke_liter_02,Choice,,,Locale_NikkeEpisode:d_nikke_liter_02_127,False,,3,delight,,1,idle,,5,idle,,13,idle,,50,50,1.0,,,,,,,,d_nikke_liter_02_129
d_nikke_liter_02_128,d_nikke_liter_02,Choice,,,Locale_NikkeEpisode:d_nikke_liter_02_128,False,,3,delight,,1,idle,,5,idle,,13,idle,,50,50,1.0,,,,,,,,d_nikke_liter_02_129
