id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,characters/1/hide_char_id
d_nikke_helm_aquamarine_05_21,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_21,True,Beach_d,1,1,1.0,,liter_s,,,,,,liter_s,1,idle,black,
d_nikke_helm_aquamarine_05_22,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_22,True,,1,1,1.0,,liter_s,,,,,,,1,idle,,
d_nikke_helm_aquamarine_05_23,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_23,False,,1,1,1.0,,,,,,,,,1,idle,,
d_nikke_helm_aquamarine_05_24,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_24,True,,1,1,1.0,,liter_s,,,,,,,1,idle,,
d_nikke_helm_aquamarine_05_25,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_25,True,,1,1,1.0,,liter_s,,,,,,,1,idle,,
d_nikke_helm_aquamarine_05_26,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_26,True,,1,1,1.0,,liter_s,,,,,,,1,idle,,
d_nikke_helm_aquamarine_05_27,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_27,True,,1,XS_10,2.0,,liter_s,,,,,,,1,no,,
d_nikke_helm_aquamarine_05_28,d_nikke_helm_aquamarine_05,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_28,False,,XS_10,XS_10,1.0,,,,,,d_nikke_helm_aquamarine_05_30,,,1,no,,
d_nikke_helm_aquamarine_05_29,d_nikke_helm_aquamarine_05,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_29,False,,XS_10,XS_10,1.0,,,,,,d_nikke_helm_aquamarine_05_30,,,1,no,,
d_nikke_helm_aquamarine_05_30,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_30,True,,XS_10,XS_10,1.0,,liter_s,,,,,,,1,no,,
d_nikke_helm_aquamarine_05_31,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_31,True,,XS_10,XS_10,1.0,,liter_s,,,,,,,1,no,,
d_nikke_helm_aquamarine_05_32,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_32,True,,XS_10,XS_10,1.0,,liter_s,,,,,,,1,sorrow,,
d_nikke_helm_aquamarine_05_33,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_33,True,,XS_10,XS_10,1.0,,liter_s,,,,,,,1,sorrow,,
d_nikke_helm_aquamarine_05_34,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_34,True,,XS_10,XS_10,1.0,,liter_s,,,,,,,1,sorrow,,
d_nikke_helm_aquamarine_05_35,d_nikke_helm_aquamarine_05,Speech,liter_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_35,True,,XS_10,XS_10,1.0,,liter_s,,,,,,,1,idle,,
d_nikke_helm_aquamarine_05_36,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_36,False,,XS_10,XS_10,1.0,,,,,,,,,1,idle,,
d_nikke_helm_aquamarine_05_37,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_37,False,Grassland,1,1,1.0,none,helm_s,helm_s,1,sad,,,,1,idle,black,liter_s
d_nikke_helm_aquamarine_05_38,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_38,False,,1,1,1.0,,,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_39,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_39,False,,1,10,1.0,,helm_s,,1,special,,,,,,,
d_nikke_helm_aquamarine_05_40,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_40,True,,10,10,1.0,,helm_s,,1,special,,,,,,,
d_nikke_helm_aquamarine_05_41,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_41,False,,10,10,1.0,,,,1,special,,,,,,,
d_nikke_helm_aquamarine_05_42,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_42,True,,10,10,1.0,bgm_story_weare,helm_s,,1,idle,,,,,,,
d_nikke_helm_aquamarine_05_43,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_43,True,,10,10,1.0,,helm_s,,1,idle,,,,,,,
d_nikke_helm_aquamarine_05_44,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_44,True,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_45,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_45,True,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_46,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_46,False,,10,10,1.0,,,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_47,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_47,False,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_48,d_nikke_helm_aquamarine_05,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_48,False,,10,10,1.0,,,,1,think,d_nikke_helm_aquamarine_05_50,,,,,,
d_nikke_helm_aquamarine_05_49,d_nikke_helm_aquamarine_05,Choice,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_49,False,,10,10,1.0,,,,1,think,d_nikke_helm_aquamarine_05_55,,,,,,
d_nikke_helm_aquamarine_05_50,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_50,True,,10,10,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_51,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_51,True,,10,10,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_52,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_52,True,,10,10,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_53,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_53,True,,10,10,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_54,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_54,True,,10,10,1.0,,helm_s,,1,sad,d_nikke_helm_aquamarine_05_62,,,,,,
d_nikke_helm_aquamarine_05_55,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_55,True,,10,10,1.0,,helm_s,,1,surprise,,,,,,,
d_nikke_helm_aquamarine_05_56,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_56,True,,10,10,1.0,,helm_s,,1,surprise,,,,,,,
d_nikke_helm_aquamarine_05_57,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_57,True,,10,10,1.0,,helm_s,,1,surprise,,,,,,,
d_nikke_helm_aquamarine_05_58,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_58,True,,10,10,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_59,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_59,True,,10,10,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_60,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_60,True,,10,10,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_61,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_61,True,,10,10,1.0,,helm_s,,1,idle,,,,,,,
d_nikke_helm_aquamarine_05_62,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_62,False,,10,1,2.0,,helm_s,,1,idle,,,,,,,
d_nikke_helm_aquamarine_05_63,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_63,True,,1,1,1.0,,helm_s,,1,idle,,,,,,,
d_nikke_helm_aquamarine_05_64,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_64,True,,1,1,1.0,,helm_s,,1,idle,,,,,,,
d_nikke_helm_aquamarine_05_65,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_65,False,,1,1,1.0,,,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_66,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_66,True,,1,1,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_67,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_67,False,,1,1,1.0,,,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_68,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_68,True,,1,1,1.0,,helm_s,,1,surprise,,,,,,,
d_nikke_helm_aquamarine_05_69,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_69,True,,1,1,1.0,,helm_s,,1,surprise,,,,,,,
d_nikke_helm_aquamarine_05_70,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_70,False,,1,1,1.0,,,,1,surprise,,,,,,,
d_nikke_helm_aquamarine_05_71,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_71,False,,1,1,1.0,,,,1,surprise,,,,,,,
d_nikke_helm_aquamarine_05_72,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_72,False,,1,1,1.0,,helm_s,,1,surprise,,,,,,,
d_nikke_helm_aquamarine_05_73,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_73,False,,1,1,1.0,,,,1,surprise,,,,,,,
d_nikke_helm_aquamarine_05_74,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_74,True,,1,10,2.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_75,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_75,True,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_76,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_76,True,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_77,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_77,True,,10,10,1.0,,helm_s,,1,idle,,,,,,,
d_nikke_helm_aquamarine_05_78,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_78,True,,10,10,1.0,,helm_s,,1,idle,,,,,,,
d_nikke_helm_aquamarine_05_79,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_79,False,,10,10,1.0,,,,1,idle,,,,,,,
d_nikke_helm_aquamarine_05_80,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_80,False,,10,10,1.0,,,,1,idle,,,,,,,
d_nikke_helm_aquamarine_05_81,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_81,True,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_82,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_82,True,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_83,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_83,True,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_84,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_84,True,,10,10,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_85,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_85,False,,10,10,1.0,,,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_86,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_86,False,,10,100,2.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_87,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_87,True,,100,100,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_88,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_88,True,,100,100,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_89,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_89,True,,100,100,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_90,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_90,True,,100,100,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_91,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_91,True,,100,100,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_92,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_92,False,,100,100,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_93,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_93,False,,100,100,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_94,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_94,False,,100,100,1.0,,helm_s,,1,special,,,,,,,
d_nikke_helm_aquamarine_05_95,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_95,True,,100,100,1.0,,helm_s,,1,special,,,,,,,
d_nikke_helm_aquamarine_05_96,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_96,True,,100,100,1.0,,helm_s,,1,special,,,,,,,
d_nikke_helm_aquamarine_05_97,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_97,False,,100,100,1.0,,,,1,special,,,,,,,
d_nikke_helm_aquamarine_05_98,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_98,True,,100,100,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_99,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_99,False,,100,10,2.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_100,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_100,True,,10,10,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_101,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_101,True,,10,10,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_102,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_102,True,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_103,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_103,False,,10,10,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_104,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_104,True,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_105,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_105,False,,10,10,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_106,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_106,True,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_107,d_nikke_helm_aquamarine_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_107,False,,black,black,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_108,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_108,True,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_109,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_109,False,,10,10,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_110,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_110,False,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_111,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_111,False,,10,10,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_112,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_112,False,,10,10,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_113,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_113,True,,10,10,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_114,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_114,True,,10,10,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_115,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_115,True,,10,10,1.0,,helm_s,,1,sad,,,,,,,
d_nikke_helm_aquamarine_05_116,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_116,True,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_117,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_117,True,,10,10,1.0,,helm_s,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_118,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_118,False,,10,10,1.0,,,,1,shy,,,,,,,
d_nikke_helm_aquamarine_05_119,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_119,True,,10,1,1.5,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_120,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_120,True,,1,1,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_121,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_121,True,,1,1,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_122,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_122,True,,1,1,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_123,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_123,True,,1,1,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_124,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_124,True,,1,1,1.0,,helm_s,,1,think,,,,,,,
d_nikke_helm_aquamarine_05_125,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_125,True,,1,1,1.0,,helm_s,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_126,d_nikke_helm_aquamarine_05,Self,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_126,False,,1,1,1.0,,,,1,angry,,,,,,,
d_nikke_helm_aquamarine_05_127,d_nikke_helm_aquamarine_05,Speech,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_05_127,True,,1,10,2.0,,helm_s,,1,angry,,,,,,,
