id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake
d_nikke_ce004_03_05_37,d_nikke_ce004_03_05,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_05_37,True,,12,idle,,2,idle,,1,1,1.0,,,
d_nikke_ce004_03_05_38,d_nikke_ce004_03_05,Speech,rei,naru1,Locale_NikkeEpisode:d_nikke_ce004_03_05_38,False,,12,idle,,2,idle,,1,1,1.0,,,
d_nikke_ce004_03_05_39,d_nikke_ce004_03_05,Speech,rei,naru2,Locale_NikkeEpisode:d_nikke_ce004_03_05_39,False,,12,idle,,2,idle,,1,1,1.0,,,
d_nikke_ce004_03_05_40,d_nikke_ce004_03_05,Speech,rei,naru3,Locale_NikkeEpisode:d_nikke_ce004_03_05_40,False,,12,idle,,2,idle,,1,1,1.0,,,
d_nikke_ce004_03_05_41,d_nikke_ce004_03_05,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_05_41,True,,12,idle,,2,idle,,1,120,1.0,,,
d_nikke_ce004_03_05_42,d_nikke_ce004_03_05,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_05_42,True,,12,delight,,2,idle,,120,120,1.0,,,
d_nikke_ce004_03_05_43,d_nikke_ce004_03_05,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_05_43,True,,12,delight,,2,idle,,120,120,1.0,,,
d_nikke_ce004_03_05_44,d_nikke_ce004_03_05,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_05_44,True,,12,delight,,2,delight,,120,XS_20,1.0,,,
d_nikke_ce004_03_05_45,d_nikke_ce004_03_05,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_05_45,True,,12,delight,,2,delight,,XS_20,XS_20,1.0,,,
d_nikke_ce004_03_05_46,d_nikke_ce004_03_05,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_05_46,True,,12,delight,,2,delight,,XS_20,1,1.0,,,
d_nikke_ce004_03_05_47,d_nikke_ce004_03_05,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_05_47,True,,12,delight,,2,delight,,1,1,1.0,,,
d_nikke_ce004_03_05_48,d_nikke_ce004_03_05,Narration,ce004_03_s,,Locale_NikkeEpisode:d_nikke_ce004_03_05_48,False,,12,delight,,2,delight,,black,black,1.0,none,sfx_scn_rustle_2,
d_nikke_ce004_03_05_49,d_nikke_ce004_03_05,Speech,rei,naru1,Locale_NikkeEpisode:d_nikke_ce004_03_05_49,False,,12,delight,,2,angry,,1,1,1.0,bgm_story_herecomestrouble,,
d_nikke_ce004_03_05_50,d_nikke_ce004_03_05,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_05_50,True,,12,delight,,2,angry,,1,1,1.0,,,Low_2
d_nikke_ce004_03_05_51,d_nikke_ce004_03_05,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_05_51,True,,12,delight,,2,angry,,1,1,1.0,,,
d_nikke_ce004_03_05_52,d_nikke_ce004_03_05,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_05_52,True,,12,delight,,2,angry,,1,1,1.0,,,
d_nikke_ce004_03_05_53,d_nikke_ce004_03_05,Speech,rei,rei,Locale_NikkeEpisode:d_nikke_ce004_03_05_53,True,,12,delight,,2,angry,,1,1,1.0,,,
d_nikke_ce004_03_05_54,d_nikke_ce004_03_05,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_05_54,True,,12,delight,,2,angry,,1,120,1.0,,,
d_nikke_ce004_03_05_55,d_nikke_ce004_03_05,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_05_55,True,,12,delight,,2,angry,,120,120,1.0,,,
d_nikke_ce004_03_05_56,d_nikke_ce004_03_05,Speech,ce004_03_s,ce004_03_s,Locale_NikkeEpisode:d_nikke_ce004_03_05_56,True,,12,idle,,2,angry,,120,120,1.0,,,
