id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id
d_nikke_rapunzel_puregrace_04_49,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_49,True,,5,5,1.0,,,,,,5,no,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_50,d_nikke_rapunzel_puregrace_04,Speech,commander,commander,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_50,True,,5,5,1.0,,,,,,5,no,,,3,think,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_51,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_51,True,,1,1,1.0,,,,,,5,no,,,3,think,,,1,smile,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_52,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_52,True,,1,1,1.0,,,,,,5,no,,,3,think,,,1,think,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_53,d_nikke_rapunzel_puregrace_04,Speech,snowwhite_o,snowwhite_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_53,True,,S_170,S_170,1.0,,,,,,5,no,,,3,think,,,1,think,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_54,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_54,True,,1,1,1.0,,,,,,5,no,,,3,think,,,1,smile,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_55,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_55,True,,1,1,1.0,,,,,,5,no,,,3,think,,,1,smile,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_56,d_nikke_rapunzel_puregrace_04,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_56,True,,1,2,1.0,,,,,,5,no,,,3,void,,,1,smile,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_57,d_nikke_rapunzel_puregrace_04,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_57,True,,2,2,1.0,,,,,,5,no,,,3,void,,,1,smile,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_58,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_58,True,,2,2,1.0,,,,,,5,no,,,3,void,,,1,idle,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_59,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_59,True,,2,2,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_60,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_60,True,,2,2,1.0,,,,,,5,no,,,3,void,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_61,d_nikke_rapunzel_puregrace_04,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_61,True,,2,2,1.0,,,,,,5,no,,,3,idle,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_62,d_nikke_rapunzel_puregrace_04,Speech,liliweiss,liliweiss,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_62,True,,2,2,1.0,,,,,,5,no,,,3,idle,,,1,no,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_63,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_63,True,,2,10,1.0,,,,,,5,no,,,3,idle,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_64,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_64,True,,10,10,1.0,,,,,,5,no,,,3,idle,,,1,angry,,,13,think,,,15,go,,,17,sad,
d_nikke_rapunzel_puregrace_04_65,d_nikke_rapunzel_puregrace_04,Narration,VTCresearcher,,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_65,False,TechIndoor,black,black,1.0,bgm_floraltribute,black,,,,5,no,commander,,3,idle,liliweiss,,1,angry,rapunzel_o,abe,13,think,dorothy,,15,go,redhood,,17,sad,snowwhite_o
d_nikke_rapunzel_puregrace_04_66,d_nikke_rapunzel_puregrace_04,Speech,VTCresearcher,VTCresearcher,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_66,True,,13,13,1.0,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_rapunzel_puregrace_04_67,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_67,True,,13,130,1.0,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_rapunzel_puregrace_04_68,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_68,True,,130,130,1.0,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_rapunzel_puregrace_04_69,d_nikke_rapunzel_puregrace_04,Speech,VTCresearcher,VTCresearcher,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_69,True,,130,130,1.0,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_rapunzel_puregrace_04_70,d_nikke_rapunzel_puregrace_04,Speech,VTCresearcher,VTCresearcher,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_70,True,,130,130,1.0,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_rapunzel_puregrace_04_71,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_71,True,,130,13,1.0,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_rapunzel_puregrace_04_72,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_72,True,,13,13,1.0,,,,,,,,,,,,,,,,,,13,idle,,,,,,,,,
d_nikke_rapunzel_puregrace_04_73,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_73,True,,13,12,1.0,,,,,,,,,,,,,rapunzel_o,1,idle,,,13,idle,,,,,,,,,
d_nikke_rapunzel_puregrace_04_74,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_74,True,,12,12,1.0,,,,,,,,,,,,,,1,idle,,,13,idle,,,,,,,,,
d_nikke_rapunzel_puregrace_04_75,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_75,True,,12,12,1.0,,,,,,,,,,,,,,1,idle,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_76,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_76,True,,12,12,1.0,,,,,,,,,,,,,,1,idle,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_77,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_77,True,,12,12,1.0,,,,,,,,,,,,,,1,idle,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_78,d_nikke_rapunzel_puregrace_04,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_78,True,,12,2,1.0,,,,,,,,,redshoes,3,surprise,,,1,idle,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_79,d_nikke_rapunzel_puregrace_04,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_79,True,,2,2,1.0,,,,,,,,,,3,surprise,,,1,idle,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_80,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_80,True,,2,2,1.0,,,,,,,,,,3,surprise,,,1,surprise,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_81,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_81,True,,2,2,1.0,,,,,,,,,,3,surprise,,,1,surprise,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_82,d_nikke_rapunzel_puregrace_04,Speech,redshoes,redshoes,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_82,True,,2,2,1.0,,,,,,,,,,3,idle,,,1,surprise,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_83,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_83,True,,2,2,1.0,,,,,,,,,,3,idle,,,1,surprise,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_84,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_84,True,,2,2,1.0,,,,,,,,,,3,idle,,,1,idle,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_85,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_85,True,,2,2,1.0,,,,,,,,,,3,idle,,,1,idle,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_86,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_86,True,,2,12,1.0,,,,,,,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,
d_nikke_rapunzel_puregrace_04_87,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_87,True,,12,12,1.0,,,,,,,,,,3,idle,,,1,idle,,,13,think,,,,,,,,,
d_nikke_rapunzel_puregrace_04_88,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_88,True,,12,12,1.0,,,,,,,,,,3,idle,,,1,idle,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_89,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_89,True,,12,12,1.0,,,,,,,,,,3,idle,,,1,idle,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_90,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_90,True,,12,12,1.0,,,,,,,,,,3,idle,,,1,idle,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_91,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_91,True,,12,12,1.0,,,,,,,,,,3,idle,,,1,smile,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_92,d_nikke_rapunzel_puregrace_04,Speech,rapunzel_o,rapunzel_o,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_92,True,,12,12,1.0,,,,,,,,,,3,idle,,,1,smile,,,13,worry,,,,,,,,,
d_nikke_rapunzel_puregrace_04_93,d_nikke_rapunzel_puregrace_04,Speech,abe,abe,Locale_NikkeEpisode:d_nikke_rapunzel_puregrace_04_93,True,,12,12,1.0,,,,,,,,,,3,idle,,,1,smile,,,13,worry,,,,,,,,,
