id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
d_nikke_sugar_02_51,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_51,True,,S_90,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_52,d_nikke_sugar_02,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_02_52,False,,S_90,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_53,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_53,True,,S_90,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_54,d_nikke_sugar_02,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_02_54,False,,S_90,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_55,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_55,True,,S_90,S_900,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_56,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_56,True,,S_900,S_900,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_57,d_nikke_sugar_02,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_02_57,False,,S_900,S_900,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_58,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_58,True,,S_900,S_900,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_59,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_59,True,,S_900,S_900,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_60,d_nikke_sugar_02,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_02_60,False,,S_900,S_900,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_61,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_61,True,,S_900,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_62,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_62,True,,S_90,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_63,d_nikke_sugar_02,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_02_63,False,,S_90,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_64,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_64,True,,S_90,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_65,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_65,True,,S_90,S_900,0.5,,,,,,9,angry,,,,,,,,,,,,,
d_nikke_sugar_02_66,d_nikke_sugar_02,Narration,sugar,Narration,Locale_NikkeEpisode:d_nikke_sugar_02_66,False,,S_900,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_67,d_nikke_sugar_02,Narration,sugar,Narration,Locale_NikkeEpisode:d_nikke_sugar_02_67,False,,S_90,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_68,d_nikke_sugar_02,Narration,sugar,Narration,Locale_NikkeEpisode:d_nikke_sugar_02_68,False,,S_90,9,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_69,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_69,False,,9,9,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_70,d_nikke_sugar_02,Choice,sugar,,Locale_NikkeEpisode:d_nikke_sugar_02_70,False,,9,9,1.0,,d_nikke_sugar_02_72,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_71,d_nikke_sugar_02,Choice,sugar,,Locale_NikkeEpisode:d_nikke_sugar_02_71,False,,9,9,1.0,,d_nikke_sugar_02_74,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_72,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_72,False,,9,9,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_73,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_73,True,,9,9,1.0,,d_nikke_sugar_02_76,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_74,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_74,False,,9,9,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_75,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_75,True,,9,9,1.0,,d_nikke_sugar_02_76,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_76,d_nikke_sugar_02,Narration,sugar,Narration,Locale_NikkeEpisode:d_nikke_sugar_02_76,False,RuinIndoor,black,black,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_77,d_nikke_sugar_02,Narration,sugar,Narration,Locale_NikkeEpisode:d_nikke_sugar_02_77,False,,19,9,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_78,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_78,True,,9,9,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_79,d_nikke_sugar_02,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_02_79,False,,9,9,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_80,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_80,True,,9,9,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_81,d_nikke_sugar_02,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_02_81,False,,9,9,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_82,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_82,True,,9,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_83,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_83,True,,S_90,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_84,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_84,True,,S_90,S_90,1.0,,,,,,9,idle,,,,,,,,,,,,,
d_nikke_sugar_02_85,d_nikke_sugar_02,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_02_85,False,OuterRim,black,black,1.0,,,,,,9,idle,sugar,,,,,,,,,,,,
d_nikke_sugar_02_86,d_nikke_sugar_02,Monologue,sugar,Monologue,Locale_NikkeEpisode:d_nikke_sugar_02_86,False,,19,6,1.0,,,sfx_scn_aim,,sugar,9,idle,,massproduction02,7,idle,,massproduction03,5,idle,,,,,
d_nikke_sugar_02_87,d_nikke_sugar_02,Speech,massproduction02,massproduction02,Locale_NikkeEpisode:d_nikke_sugar_02_87,True,,6,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_88,d_nikke_sugar_02,Speech,massproduction03,massproduction03,Locale_NikkeEpisode:d_nikke_sugar_02_88,True,,6,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_89,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_89,True,,6,9,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_90,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_90,True,,9,9,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_91,d_nikke_sugar_02,Speech,massproduction03,massproduction03,Locale_NikkeEpisode:d_nikke_sugar_02_91,True,,9,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_92,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_92,True,,S_90,S_90,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_93,d_nikke_sugar_02,Speech,massproduction02,massproduction02,Locale_NikkeEpisode:d_nikke_sugar_02_93,True,,700,700,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_94,d_nikke_sugar_02,Speech,massproduction02,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_94,False,,700,700,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_95,d_nikke_sugar_02,Speech,massproduction03,massproduction03,Locale_NikkeEpisode:d_nikke_sugar_02_95,True,,700,500,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_96,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_96,True,,S_90,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_97,d_nikke_sugar_02,Speech,massproduction03,massproduction03,Locale_NikkeEpisode:d_nikke_sugar_02_97,True,,6,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_98,d_nikke_sugar_02,Speech,massproduction02,massproduction02,Locale_NikkeEpisode:d_nikke_sugar_02_98,True,,6,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_99,d_nikke_sugar_02,Speech,massproduction03,massproduction03,Locale_NikkeEpisode:d_nikke_sugar_02_99,True,,6,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_100,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_100,False,,9,S_90,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_101,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_101,True,,S_90,S_90,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_102,d_nikke_sugar_02,Speech,massproduction02,massproduction02,Locale_NikkeEpisode:d_nikke_sugar_02_102,False,,6,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_103,d_nikke_sugar_02,Speech,massproduction03,massproduction03,Locale_NikkeEpisode:d_nikke_sugar_02_103,False,,6,6,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_104,d_nikke_sugar_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_sugar_02_104,False,,black,black,1.0,,,sfx_scn_beatup,Low_2,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_105,d_nikke_sugar_02,Monologue,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_sugar_02_105,False,,black,black,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_106,d_nikke_sugar_02,Speech,massproduction02,massproduction02,Locale_NikkeEpisode:d_nikke_sugar_02_106,True,,70,700,0.5,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_107,d_nikke_sugar_02,Speech,massproduction03,massproduction03,Locale_NikkeEpisode:d_nikke_sugar_02_107,True,,50,500,0.5,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_108,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_108,True,,500,S_90,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_109,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_109,True,,S_90,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_110,d_nikke_sugar_02,Speech,sugar,massproduction02,Locale_NikkeEpisode:d_nikke_sugar_02_110,False,,S_900,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_111,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_111,True,,S_900,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_112,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_112,True,,S_900,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_113,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_113,True,,S_900,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_114,d_nikke_sugar_02,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_02_114,False,,S_900,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_115,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_115,True,,S_900,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_116,d_nikke_sugar_02,Self,sugar,Self,Locale_NikkeEpisode:d_nikke_sugar_02_116,False,,S_900,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_117,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_117,True,,S_900,S_90,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_118,d_nikke_sugar_02,Speech,sugar,massproduction03,Locale_NikkeEpisode:d_nikke_sugar_02_118,False,,S_90,S_90,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_119,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_119,True,,S_90,S_900,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_120,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_120,False,,S_900,19,1.0,,,sfx_scn_run,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_121,d_nikke_sugar_02,Speech,unknown,unknown,Locale_NikkeEpisode:d_nikke_sugar_02_121,True,,19,19,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_122,d_nikke_sugar_02,Narration,Narration,Narration,Locale_NikkeEpisode:d_nikke_sugar_02_122,False,,19,19,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_123,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_123,True,,19,S_90,1.0,,,,,,9,idle,,,7,idle,,,5,idle,,,,,
d_nikke_sugar_02_124,d_nikke_sugar_02,Speech,sugar,sugar,Locale_NikkeEpisode:d_nikke_sugar_02_124,True,,S_90,S_90,1.0,,,sfx_scn_bikeengine,,,19,idle,,,7,idle,,,5,idle,,,,,
