id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id,play_sound,fade,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_blanc_01_40,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_40,False,,S_10,S_10,1.0,,,,1,no,,,,,,,,,
d_nikke_blanc_01_41,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_41,False,,S_10,S_10,1.0,,,,1,no,,,,,,,,,
d_nikke_blanc_01_42,d_nikke_blanc_01,Speech,laplace,Locale_NikkeEpisode:d_nikke_blanc_01_42,True,,S_10,S_10,1.0,,laplace,,1,delight,,,,,,,,,
d_nikke_blanc_01_43,d_nikke_blanc_01,Speech,laplace,Locale_NikkeEpisode:d_nikke_blanc_01_43,True,,S_10,1,0.3,,laplace,,1,angry,,,,,,,,,
d_nikke_blanc_01_44,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_44,False,,1,1,1.0,,,,1,angry,,,,,,,,,
d_nikke_blanc_01_45,d_nikke_blanc_01,Speech,laplace,Locale_NikkeEpisode:d_nikke_blanc_01_45,True,,1,1,1.0,,laplace,,1,idle,,,,,,,,,
d_nikke_blanc_01_46,d_nikke_blanc_01,Speech,laplace,Locale_NikkeEpisode:d_nikke_blanc_01_46,False,,1,1,1.0,,laplace,,1,"expression_0,idle",,,,,,,,,
d_nikke_blanc_01_47,d_nikke_blanc_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_blanc_01_47,False,,1,1,1.0,,,,7,idle,Low_2,,sfx_scn_glassbreak,,,,,,
d_nikke_blanc_01_48,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_48,False,,1,1,1.0,,,,7,idle,,laplace,,,,,,,
d_nikke_blanc_01_49,d_nikke_blanc_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_blanc_01_49,False,,1,1,1.0,none,,,,,,,sfx_scn_knock,,,,,,
d_nikke_blanc_01_50,d_nikke_blanc_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_blanc_01_50,False,,black,black,1.0,,,,,,,,sfx_scn_autodooropen,,,,,,
d_nikke_blanc_01_51,d_nikke_blanc_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_blanc_01_51,True,,1,1,1.0,bgm_menu_commandersroom,rapi,rapi,1,idle,,,,,,,,,
d_nikke_blanc_01_52,d_nikke_blanc_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_blanc_01_52,True,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_53,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_53,False,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_54,d_nikke_blanc_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_blanc_01_54,True,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_55,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_55,False,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_56,d_nikke_blanc_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_blanc_01_56,True,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_57,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_57,False,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_58,d_nikke_blanc_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_blanc_01_58,False,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_59,d_nikke_blanc_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_blanc_01_59,False,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_60,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_60,False,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_61,d_nikke_blanc_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_blanc_01_61,True,,1,1,1.0,,rapi,,1,worry,,,,,,,,,
d_nikke_blanc_01_62,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_62,False,,1,1,1.0,,rapi,,1,worry,,,,,,,,,
d_nikke_blanc_01_63,d_nikke_blanc_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_blanc_01_63,True,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_64,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_64,False,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_65,d_nikke_blanc_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_blanc_01_65,True,,1,1,1.0,,rapi,,1,no,,,,,,,,,
d_nikke_blanc_01_66,d_nikke_blanc_01,Choice,,Locale_NikkeEpisode:d_nikke_blanc_01_66,False,,1,1,1.0,,rapi,,1,no,,,,,d_nikke_blanc_01_68,,,,
d_nikke_blanc_01_67,d_nikke_blanc_01,Choice,,Locale_NikkeEpisode:d_nikke_blanc_01_67,False,,1,1,1.0,,rapi,,1,no,,,,,d_nikke_blanc_01_69,,,,
d_nikke_blanc_01_68,d_nikke_blanc_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_blanc_01_68,True,,1,1,1.0,,rapi,,1,delight,,,,,d_nikke_blanc_01_70,,,,
d_nikke_blanc_01_69,d_nikke_blanc_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_blanc_01_69,False,,1,1,1.0,,rapi,,1,think,,,,,,,,,
d_nikke_blanc_01_70,d_nikke_blanc_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_blanc_01_70,True,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_71,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_71,False,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_72,d_nikke_blanc_01,Speech,rapi,Locale_NikkeEpisode:d_nikke_blanc_01_72,True,,1,1,1.0,,rapi,,1,idle,,,,,,,,,
d_nikke_blanc_01_73,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_73,False,,1,1,1.0,,,,1,idle,,rapi,sfx_scn_autodooropen,,,,,,
d_nikke_blanc_01_74,d_nikke_blanc_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_blanc_01_74,False,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_blanc_01_75,d_nikke_blanc_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_blanc_01_75,False,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_blanc_01_76,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_76,False,Park,1,1,1.0,none,,,,,,,,black,,,,,
d_nikke_blanc_01_77,d_nikke_blanc_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_blanc_01_77,False,,black,black,1.0,,,puppies,5,idle,,,,,,,,,
d_nikke_blanc_01_78,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_78,False,,1,1,1.0,,,,5,idle,,,,,,,,,
d_nikke_blanc_01_79,d_nikke_blanc_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_blanc_01_79,False,,1,1,1.0,,,,1,idle,,,,,,,,,
d_nikke_blanc_01_80,d_nikke_blanc_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_blanc_01_80,False,,1,1,1.0,,,,1,idle,,,,,,,,,
d_nikke_blanc_01_81,d_nikke_blanc_01,Speech,puppies,Locale_NikkeEpisode:d_nikke_blanc_01_81,True,,1,1,1.0,bgm_story_herecomestrouble,puppies,,1,idle,,,sfx_scn_dogbark,,,,,,
d_nikke_blanc_01_82,d_nikke_blanc_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_blanc_01_82,False,,1,1,1.0,,,,5,idle,Low_2,,,,,,,,
d_nikke_blanc_01_83,d_nikke_blanc_01,Speech,biscuit,Locale_NikkeEpisode:d_nikke_blanc_01_83,True,,1,1,1.0,,biscuit,,5,idle,,,,,,biscuit,1,sad,
d_nikke_blanc_01_84,d_nikke_blanc_01,Speech,biscuit,Locale_NikkeEpisode:d_nikke_blanc_01_84,True,,1,1,1.0,,biscuit,,5,idle,,,,,,,1,sad,
d_nikke_blanc_01_85,d_nikke_blanc_01,Speech,biscuit,Locale_NikkeEpisode:d_nikke_blanc_01_85,False,,1,XS_10,1.0,,biscuit,,5,idle,,,,,,,1,angry,
d_nikke_blanc_01_86,d_nikke_blanc_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_blanc_01_86,False,,XS_10,XS_10,1.0,,biscuit,,5,idle,,,,,,,1,angry,
d_nikke_blanc_01_87,d_nikke_blanc_01,Speech,biscuit,Locale_NikkeEpisode:d_nikke_blanc_01_87,True,,XS_10,XS_10,1.0,,biscuit,,5,idle,,,,,,,1,sad,
d_nikke_blanc_01_88,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_88,False,,XS_10,XS_10,1.0,,biscuit,,5,idle,,,,,,,1,sad,
d_nikke_blanc_01_89,d_nikke_blanc_01,Speech,biscuit,Locale_NikkeEpisode:d_nikke_blanc_01_89,True,,XS_10,XS_10,1.0,,biscuit,,5,idle,,,,,,,1,sad,
d_nikke_blanc_01_90,d_nikke_blanc_01,Speech,biscuit,Locale_NikkeEpisode:d_nikke_blanc_01_90,True,,XS_10,XS_10,1.0,,biscuit,,5,idle,,,,,,,1,sad,
d_nikke_blanc_01_91,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_91,False,,XS_10,XS_10,1.0,,,,5,idle,,,,,,,1,sad,
d_nikke_blanc_01_92,d_nikke_blanc_01,Speech,puppies,Locale_NikkeEpisode:d_nikke_blanc_01_92,True,,5,XS_50,1.0,,puppies,,5,idle,,,sfx_scn_dogbark,,,,1,sad,
d_nikke_blanc_01_93,d_nikke_blanc_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_blanc_01_93,False,,XS_50,XS_50,1.0,,,,9,idle,,puppies,,,,,1,sad,
d_nikke_blanc_01_94,d_nikke_blanc_01,Speech,biscuit,Locale_NikkeEpisode:d_nikke_blanc_01_94,True,,XS_50,XS_10,0.7,,biscuit,,,,,,,,,,1,angry,
d_nikke_blanc_01_95,d_nikke_blanc_01,Speech,biscuit,Locale_NikkeEpisode:d_nikke_blanc_01_95,True,,XS_10,1,0.7,,biscuit,,,,,,,,,,1,angry,
d_nikke_blanc_01_96,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_96,False,,1,1,1.0,none,,,,,,,,,,,5,angry,biscuit
d_nikke_blanc_01_97,d_nikke_blanc_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_blanc_01_97,False,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_blanc_01_98,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_98,True,,1,1,1.0,,blanc,blanc,1,idle,,,,,,,,,
d_nikke_blanc_01_99,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_99,False,,1,1,1.0,,,,1,idle,,,,,,,,,
d_nikke_blanc_01_100,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_100,True,,1,1,1.0,bgm_story_leisuretime,blanc,,1,delight,,,,,,,,,
d_nikke_blanc_01_101,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_101,True,,1,1,1.0,,blanc,,1,delight,,,,,,,,,
d_nikke_blanc_01_102,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_102,True,,1,1,1.0,,blanc,,1,delight,,,,,,,,,
d_nikke_blanc_01_103,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_103,True,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_104,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_104,True,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_105,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_105,True,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_106,d_nikke_blanc_01,Choice,,Locale_NikkeEpisode:d_nikke_blanc_01_106,False,,1,1,1.0,,,,1,idle,,,,,d_nikke_blanc_01_108,,,,
d_nikke_blanc_01_107,d_nikke_blanc_01,Choice,,Locale_NikkeEpisode:d_nikke_blanc_01_107,False,,1,1,1.0,,,,1,idle,,,,,d_nikke_blanc_01_112,,,,
d_nikke_blanc_01_108,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_108,True,,1,1,1.0,,blanc,,1,no,,,,,,,,,
d_nikke_blanc_01_109,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_109,True,,1,1,1.0,,blanc,,1,no,,,,,,,,,
d_nikke_blanc_01_110,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_110,True,,1,1,1.0,,blanc,,1,no,,,,,,,,,
d_nikke_blanc_01_111,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_111,True,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_112,d_nikke_blanc_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_blanc_01_112,False,,black,black,1.0,,,,1,idle,,,,,,,,,
d_nikke_blanc_01_113,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_113,True,,1,L_10,2.0,,blanc,,1,think,,,,,,,,,
d_nikke_blanc_01_114,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_114,True,,L_10,L_10,1.0,,blanc,,1,think,,,,,,,,,
d_nikke_blanc_01_115,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_115,False,,L_10,L_10,1.0,,,,1,think,,,,,,,,,
d_nikke_blanc_01_116,d_nikke_blanc_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_blanc_01_116,False,,black,black,0.3,,,,1,think,,,sfx_scn_toolpass,,,,,,
d_nikke_blanc_01_117,d_nikke_blanc_01,Narration,Narration,Locale_NikkeEpisode:d_nikke_blanc_01_117,False,,black,black,1.0,,,,1,think,,,sfx_scn_hit,,,,,,
d_nikke_blanc_01_118,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_118,False,,L_10,1,0.3,,,,1,think,Low_2,,,,,,,,
d_nikke_blanc_01_119,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_119,True,,1,1,1.0,,blanc,,1,think,Low_2,,,,,,,,
d_nikke_blanc_01_120,d_nikke_blanc_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_blanc_01_120,False,,1,1,1.0,,blanc,,1,think,,,,,,,,,
d_nikke_blanc_01_121,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_121,True,,1,L_10,1.0,,blanc,,1,think,,,,,,,,,
d_nikke_blanc_01_122,d_nikke_blanc_01,Choice,,Locale_NikkeEpisode:d_nikke_blanc_01_122,False,,L_10,L_10,1.0,,blanc,,1,think,,,,,d_nikke_blanc_01_125,,,,
d_nikke_blanc_01_123,d_nikke_blanc_01,Choice,,Locale_NikkeEpisode:d_nikke_blanc_01_123,False,,L_10,L_10,1.0,,blanc,,1,think,,,,,d_nikke_blanc_01_124,,,,
d_nikke_blanc_01_124,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_124,True,,L_10,L_10,1.0,,blanc,,1,think,,,,,,,,,
d_nikke_blanc_01_125,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_125,True,,L_10,L_10,1.0,,blanc,,1,think,,,,,,,,,
d_nikke_blanc_01_126,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_126,False,,L_10,L_10,1.0,,blanc,,1,think,,,,,,,,,
d_nikke_blanc_01_127,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_127,False,,L_10,L_10,1.0,,blanc,,1,think,,,,,,,,,
d_nikke_blanc_01_128,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_128,True,,L_10,L_10,1.0,,blanc,,1,no,,,,,,,,,
d_nikke_blanc_01_129,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_129,True,,L_10,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_130,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_130,True,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_131,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_131,False,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_132,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_132,True,,1,1,1.0,,blanc,,1,delight,,,,,,,,,
d_nikke_blanc_01_133,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_133,True,,1,1,1.0,,blanc,,1,delight,,,,,,,,,
d_nikke_blanc_01_134,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_134,True,,1,1,1.0,,blanc,,1,delight,,,,,,,,,
d_nikke_blanc_01_135,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_135,False,,1,1,1.0,,blanc,,1,delight,,,,,,,,,
d_nikke_blanc_01_136,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_136,True,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_137,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_137,True,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_138,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_138,False,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_139,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_139,True,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_140,d_nikke_blanc_01,Self,Self,Locale_NikkeEpisode:d_nikke_blanc_01_140,False,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_141,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_141,True,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_142,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_142,True,,1,1,1.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_143,d_nikke_blanc_01,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_blanc_01_143,False,,1,L_10,2.0,,blanc,,1,idle,,,,,,,,,
d_nikke_blanc_01_144,d_nikke_blanc_01,Speech,blanc,Locale_NikkeEpisode:d_nikke_blanc_01_144,True,,L_10,L_10,1.0,,blanc,,1,idle,,,,,,,,,
