id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,conversation_id
d_nikke_anne_miraclefairy_01_18,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_18,True,,5,shy,,3,idle,,1,idle,,13,idle,,XS_500,XS_500,1.0,,,,,,
d_nikke_anne_miraclefairy_01_19,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_19,True,,5,surprise,,3,idle,,1,idle,,13,idle,,XS_500,XS_50,0.5,,,,,,
d_nikke_anne_miraclefairy_01_20,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_20,True,,5,surprise,,3,worry,,1,think,,13,idle,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_21,d_nikke_anne_miraclefairy_01,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_21,False,,5,surprise,,3,worry,,1,think,,13,worry,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_22,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_22,True,,5,surprise,,3,worry,,1,think,,13,worry,,S_130,S_130,1.0,,,,,,
d_nikke_anne_miraclefairy_01_23,d_nikke_anne_miraclefairy_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_23,True,,5,surprise,,3,worry,,1,think,,13,worry,,S_130,10,2.0,,,,,,
d_nikke_anne_miraclefairy_01_24,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_24,True,,5,idle,,3,delight,,1,idle,,13,idle,,30,30,1.0,bgm_story_sunnycarnival,,,,,
d_nikke_anne_miraclefairy_01_25,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_25,True,,5,idle,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,,,
d_nikke_anne_miraclefairy_01_26,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_26,True,,5,idle,,3,idle,,1,idle,,13,delight,,S_130,S_130,1.0,,,,,,
d_nikke_anne_miraclefairy_01_27,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_27,True,,5,idle,,3,delight,,1,idle,,13,idle,,30,300,1.0,,,,,,
d_nikke_anne_miraclefairy_01_28,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_28,True,,5,idle,,3,delight,,1,idle,,13,idle,,300,300,1.0,,,,,,
d_nikke_anne_miraclefairy_01_29,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_29,True,,5,shy,,3,idle,,1,idle,,13,idle,,300,4,1.0,,,,,,
d_nikke_anne_miraclefairy_01_30,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_30,True,,5,delight,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,,,
d_nikke_anne_miraclefairy_01_31,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_31,True,,5,delight,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,,,
d_nikke_anne_miraclefairy_01_32,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_32,True,,5,idle,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,,,
d_nikke_anne_miraclefairy_01_33,d_nikke_anne_miraclefairy_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_33,True,,5,idle,,3,worry,,1,think,,13,worry,,12,12,1.0,none,,,,,
d_nikke_anne_miraclefairy_01_34,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_34,True,,5,idle,,3,worry,,1,think,,13,worry,,12,12,1.0,,,,,,
d_nikke_anne_miraclefairy_01_35,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_35,True,,5,idle,,3,worry,,1,think,,13,worry,,12,2,2.0,,,,,,
d_nikke_anne_miraclefairy_01_36,d_nikke_anne_miraclefairy_01,Self,anis,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_36,False,,5,idle,,3,worry,,1,think,,13,worry,,2,2,1.0,,,,,,
d_nikke_anne_miraclefairy_01_37,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_37,True,,5,idle,,3,void,,1,idle,,13,surprise,,2,30,1.0,,,,,,
d_nikke_anne_miraclefairy_01_38,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_38,True,,5,idle,,3,worry,,1,idle,,13,idle,,30,30,1.0,,,,,,
d_nikke_anne_miraclefairy_01_39,d_nikke_anne_miraclefairy_01,Self,anis,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_39,False,,5,idle,,3,worry,,1,idle,,13,idle,,30,30,1.0,,,,,,
d_nikke_anne_miraclefairy_01_40,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_40,True,,5,idle,,3,void,,1,idle,,13,no,,S_130,S_130,1.0,bgm_story_sunnycarnival,,,,,
d_nikke_anne_miraclefairy_01_41,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_41,True,,5,idle,,3,void,,1,idle,,13,no,,S_130,S_130,1.0,,,,,,
d_nikke_anne_miraclefairy_01_42,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_42,True,,5,idle,,3,void,,1,idle,,13,no,,S_130,S_1300,0.5,,,,,,
d_nikke_anne_miraclefairy_01_43,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_43,True,,5,idle,,3,idle,,1,idle,,13,no,,30,30,1.0,,,,,,
d_nikke_anne_miraclefairy_01_44,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_44,True,,5,idle,,3,delight,,1,idle,,13,idle,,30,30,1.0,,,,,,
d_nikke_anne_miraclefairy_01_45,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_45,True,,5,idle,,3,idle,,1,idle,,13,idle,,S_1300,S_130,1.0,,,,,,
d_nikke_anne_miraclefairy_01_46,d_nikke_anne_miraclefairy_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_46,True,,5,idle,,3,idle,,1,idle,,13,idle,,S_130,12,1.0,,,,,,
d_nikke_anne_miraclefairy_01_47,d_nikke_anne_miraclefairy_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_47,True,,5,idle,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,
d_nikke_anne_miraclefairy_01_48,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_48,True,,5,idle,,3,idle,,1,idle,,13,worry,,12,12,1.0,,,,,,
d_nikke_anne_miraclefairy_01_49,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_49,True,,5,idle,,3,idle,,1,idle,,13,worry,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_50,d_nikke_anne_miraclefairy_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_50,True,,5,idle,,3,idle,,1,idle,,13,idle,,12,12,1.0,,,,,,
d_nikke_anne_miraclefairy_01_51,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_51,True,,5,idle,,3,idle,,1,idle,,13,delight,,12,12,1.0,,,,,,
d_nikke_anne_miraclefairy_01_52,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_52,True,,5,idle,,3,idle,,1,idle,,13,idle,,30,30,1.0,,,,,,
d_nikke_anne_miraclefairy_01_53,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_53,True,,5,idle,,3,idle,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,
d_nikke_anne_miraclefairy_01_54,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_54,True,,5,idle,,3,idle,,1,idle,,13,no,,S_130,S_130,1.0,,,,,,
d_nikke_anne_miraclefairy_01_55,d_nikke_anne_miraclefairy_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_55,True,,5,idle,,3,idle,,1,idle,,13,no,,10,10,1.0,,,,,,
d_nikke_anne_miraclefairy_01_56,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_56,True,,5,idle,,3,idle,,1,idle,,13,idle,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_57,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_57,True,,5,delight,,3,idle,,1,idle,,13,idle,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_58,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_58,True,,5,delight,,3,angry,,1,idle,,13,idle,,black,black,1.0,,,,,,
d_nikke_anne_miraclefairy_01_59,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_59,True,,5,shy,,3,angry,,1,idle,,13,idle,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_60,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_60,True,,5,shy,,3,worry,,1,idle,,13,idle,,XS_50,30,2.0,,,,,,
d_nikke_anne_miraclefairy_01_61,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_61,True,,5,idle,,3,worry,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,
d_nikke_anne_miraclefairy_01_62,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_62,True,,5,idle,,3,idle,,1,idle,,13,idle,,S_130,S_130,1.0,,,,,,
d_nikke_anne_miraclefairy_01_63,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_63,True,,5,delight,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,,,
d_nikke_anne_miraclefairy_01_64,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_64,True,,5,idle,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,,,
d_nikke_anne_miraclefairy_01_65,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_65,True,,5,idle,,3,delight,,1,idle,,13,idle,,4,4,2.0,,,,,,
d_nikke_anne_miraclefairy_01_66,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_66,True,,5,idle,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,,,
d_nikke_anne_miraclefairy_01_67,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_67,True,,5,shy,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,,,
d_nikke_anne_miraclefairy_01_68,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_68,True,,5,shy,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,,,
d_nikke_anne_miraclefairy_01_69,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_69,True,,5,shy,,3,idle,,1,idle,,13,idle,,4,4,1.0,,,,,,
d_nikke_anne_miraclefairy_01_70,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_70,True,,5,shy,,3,idle,,1,idle,,13,idle,,4,30,1.0,,,,,,
d_nikke_anne_miraclefairy_01_71,d_nikke_anne_miraclefairy_01,Monologue,anis,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_71,False,,5,shy,,3,void,,1,idle,,13,idle,,30,300,2.0,,,,,,
d_nikke_anne_miraclefairy_01_72,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_72,True,,5,shy,,3,void,,1,idle,,13,idle,,300,300,1.0,,,,,,
d_nikke_anne_miraclefairy_01_73,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_73,True,,5,shy,,3,void,,1,idle,,13,idle,,300,300,1.0,,,,,,
d_nikke_anne_miraclefairy_01_74,d_nikke_anne_miraclefairy_01,Self,anis,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_74,False,,5,shy,,3,void,,1,idle,,13,idle,,300,300,1.0,,,,,,
d_nikke_anne_miraclefairy_01_75,d_nikke_anne_miraclefairy_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_75,True,,5,shy,,3,delight,,1,idle,,13,idle,,300,30,1.0,,,,,,
d_nikke_anne_miraclefairy_01_76,d_nikke_anne_miraclefairy_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_76,True,,5,shy,,3,idle,,1,idle,,13,delight,,S_130,S_130,1.0,,,,,,
d_nikke_anne_miraclefairy_01_77,d_nikke_anne_miraclefairy_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_77,True,,5,shy,,3,idle,,1,idle,,13,delight,,S_130,10,2.0,,,,,,
d_nikke_anne_miraclefairy_01_78,d_nikke_anne_miraclefairy_01,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_78,False,,5,shy,,3,idle,,1,idle,,13,delight,,10,XS_50,2.0,,,anis,rapi,neon,
d_nikke_anne_miraclefairy_01_79,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_79,True,,5,shy,,,,,,,,,,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_80,d_nikke_anne_miraclefairy_01,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_80,False,,5,shy,,,,,,,,,,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_81,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_81,True,,5,shy,,,,,,,,,,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_82,d_nikke_anne_miraclefairy_01,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_82,False,,5,shy,,,,,,,,,,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_83,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_83,True,,5,think,,,,,,,,,,,XS_50,XS_500,2.0,,,,,,
d_nikke_anne_miraclefairy_01_84,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_84,True,,5,think,,,,,,,,,,,XS_500,XS_500,1.0,,,,,,
d_nikke_anne_miraclefairy_01_85,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_85,True,,5,think,,,,,,,,,,,XS_500,XS_500,1.0,,,,,,
d_nikke_anne_miraclefairy_01_86,d_nikke_anne_miraclefairy_01,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_86,False,,5,think,,,,,,,,,,,XS_500,XS_500,1.0,,,,,,
d_nikke_anne_miraclefairy_01_87,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_87,True,,5,idle,,,,,,,,,,,XS_500,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_88,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_88,True,,5,idle,,,,,,,,,,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_89,d_nikke_anne_miraclefairy_01,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_89,False,,5,idle,,,,,,,,,,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_90,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_90,True,,5,idle,,,,,,,,,,,XS_50,XS_50,1.0,,,,,,m_nikke_anne_miraclefairy_01
d_nikke_anne_miraclefairy_01_91,d_nikke_anne_miraclefairy_01,Self,anne,,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_91,False,,5,idle,,,,,,,,,,,XS_50,XS_50,1.0,,,,,,
d_nikke_anne_miraclefairy_01_92,d_nikke_anne_miraclefairy_01,Speech,anne,anne,Locale_NikkeEpisode:d_nikke_anne_miraclefairy_01_92,True,,5,delight,,,,,,,,,,,XS_50,XS_50,1.0,,,,,,
