id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,jump_target,fade,play_sound,set_camera_shake
d_nikke_poli_02_18,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_18,True,,1,angry,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_19,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_19,False,,1,angry,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_20,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_20,True,,1,surprise,,XS_100,XS_10,0.5,,,,,,
d_nikke_poli_02_21,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_21,False,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_22,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_22,True,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_23,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_23,True,,1,angry,,XS_10,XS_100,0.5,,,d_nikke_poli_02_30,,,
d_nikke_poli_02_24,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_24,True,,1,surprise,,XS_10,XS_100,2.0,,,,,,
d_nikke_poli_02_25,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_25,False,,1,surprise,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_26,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_26,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_27,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_27,False,,1,surprise,,XS_100,XS_10,0.5,,,,,,
d_nikke_poli_02_28,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_28,True,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_29,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_29,True,,1,angry,,XS_10,XS_100,0.5,,,d_nikke_poli_02_30,,,
d_nikke_poli_02_30,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_30,True,,1,angry,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_31,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_31,True,,1,angry,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_32,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_32,False,,1,angry,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_33,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_33,True,,1,sad,,XS_100,XS_10,2.0,,,,,,
d_nikke_poli_02_34,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_34,True,,1,sad,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_35,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_35,False,,1,sad,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_36,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_36,True,,1,delight,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_37,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_37,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_38,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_38,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_39,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_39,False,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_40,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_40,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_41,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_41,False,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_42,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_42,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_43,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_43,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_44,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_44,False,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_45,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_45,False,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_46,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_46,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_47,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_47,True,,1,idle,,XS_10,XS_100,0.5,,,,,,
d_nikke_poli_02_48,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_48,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_49,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_49,False,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_50,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_50,True,,1,delight,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_51,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_51,False,,1,delight,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_52,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_52,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_53,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_53,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_54,d_nikke_poli_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_poli_02_54,False,,1,idle,RuinIndoor,5,1,2.0,bgm_story_tuffguys,poli,,black,,
d_nikke_poli_02_55,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_55,False,,,,,1,1,1.0,,,,,,
d_nikke_poli_02_56,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_56,True,poli,1,idle,,1,XS_10,2.0,,,,,,
d_nikke_poli_02_57,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_57,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_58,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_58,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_59,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_59,True,,1,angry,,XS_10,XS_100,2.0,,,,,,
d_nikke_poli_02_60,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_60,True,,1,angry,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_61,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_61,False,,1,angry,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_62,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_62,True,,1,delight,,XS_100,XS_10,0.5,,,,,,
d_nikke_poli_02_63,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_63,False,,1,delight,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_64,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_64,True,,1,angry,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_65,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_65,False,,1,angry,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_66,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_66,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_67,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_67,True,,1,sad,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_68,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_68,True,,1,angry,,XS_10,XS_100,0.5,,,,,,
d_nikke_poli_02_69,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_69,False,,1,angry,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_70,d_nikke_poli_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_poli_02_70,False,,1,angry,,15,1,1.0,,,,,,
d_nikke_poli_02_71,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_71,True,,1,delight,,1,XS_10,0.5,,,,,,
d_nikke_poli_02_72,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_72,False,,1,delight,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_73,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_73,True,,1,delight,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_74,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_74,True,,1,delight,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_75,d_nikke_poli_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_poli_02_75,False,,1,delight,,XS_10,XS_10,1.0,,,,,sfx_scn_heavydoordrag,Low_2
d_nikke_poli_02_76,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_76,False,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_77,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_77,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_78,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_78,True,,1,angry,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_79,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_79,True,,1,angry,,XS_10,XS_100,2.0,,,,,,
d_nikke_poli_02_80,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_80,False,,1,angry,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_81,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_81,True,,1,angry,,XS_100,XS_10,0.5,,,,,,
d_nikke_poli_02_82,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_82,True,,1,angry,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_83,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_83,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_84,d_nikke_poli_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_poli_02_84,False,,1,idle,Laboratory,black,black,1.0,,poli,,,sfx_scn_walk,
d_nikke_poli_02_85,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_85,True,poli,1,angry,,6001,XS_10,2.0,,,,,,
d_nikke_poli_02_86,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_86,True,,1,angry,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_87,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_87,False,,1,angry,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_88,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_88,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_89,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_89,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_90,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_90,True,,1,surprise,,XS_10,XS_100,0.5,none,,,,,
d_nikke_poli_02_91,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_91,False,,1,surprise,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_92,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_92,True,,1,surprise,,XS_100,XS_10,2.0,,,,,,
d_nikke_poli_02_93,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_93,False,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_94,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_94,True,,1,surprise,,XS_10,XS_10,1.0,bgm_story_whosdumber,,,,,
d_nikke_poli_02_95,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_95,True,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_96,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_96,True,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_97,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_97,False,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_98,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_98,False,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_99,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_99,False,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_100,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_100,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_101,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_101,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_102,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_102,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_103,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_103,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_104,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_104,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_105,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_105,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_106,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_106,False,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_107,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_107,True,,1,angry,,XS_10,XS_100,2.0,,,,,,
d_nikke_poli_02_108,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_108,True,,1,angry,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_109,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_109,False,,1,angry,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_110,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_110,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_111,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_111,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_112,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_112,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_113,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_113,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_114,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_114,True,,1,angry,,XS_100,XS_10,0.5,,,,,,
d_nikke_poli_02_115,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_115,False,,1,angry,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_116,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_116,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_117,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_117,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_118,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_118,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_119,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_119,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_120,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_120,False,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_121,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_121,True,,1,idle,,XS_10,XS_100,2.0,,,,,,
d_nikke_poli_02_122,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_122,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_123,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_123,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_124,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_124,False,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_125,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_125,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_126,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_126,True,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_127,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_127,False,,1,idle,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_128,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_128,True,,1,sad,,XS_100,XS_10,2.0,,,,,,
d_nikke_poli_02_129,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_129,True,,1,sad,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_130,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_130,True,,1,sad,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_131,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_131,True,,1,sad,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_132,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_132,False,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_133,d_nikke_poli_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_poli_02_133,False,,1,idle,,XS_10,1,2.0,,poli,,,sfx_scn_chain,
d_nikke_poli_02_134,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_134,False,,,,,1,1,1.0,,,,,,
d_nikke_poli_02_135,d_nikke_poli_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_poli_02_135,False,,,,,1,1,1.0,,,,,,
d_nikke_poli_02_136,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_136,True,poli,1,idle,,1,XS_10,1.0,,,,,,
d_nikke_poli_02_137,d_nikke_poli_02,Narration,poli,,Locale_NikkeEpisode:d_nikke_poli_02_137,False,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_138,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_138,False,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_139,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_139,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_140,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_140,True,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_141,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_141,True,,1,surprise,,XS_10,XS_100,0.5,,,,,,
d_nikke_poli_02_142,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_142,False,,1,surprise,,XS_100,XS_100,1.0,,,,,,
d_nikke_poli_02_143,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_143,False,,1,surprise,,XS_100,XS_10,2.0,,,,,,
d_nikke_poli_02_144,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_144,True,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_145,d_nikke_poli_02,Speech,poli,poli,Locale_NikkeEpisode:d_nikke_poli_02_145,True,,1,surprise,,XS_10,XS_10,1.0,,,,,,
d_nikke_poli_02_146,d_nikke_poli_02,Self,poli,,Locale_NikkeEpisode:d_nikke_poli_02_146,False,,1,surprise,,XS_10,XS_10,1.0,,,,,,
