id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id
d_nikke_phantom_01_36,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_36,True,,L_100,L_100,1.0,,,phantom,,,,,,,1,no_02,,
d_nikke_phantom_01_37,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_37,True,,L_100,L_100,1.0,,,phantom,,,,,,,1,no_02,,
d_nikke_phantom_01_38,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_38,True,,L_100,L_100,1.0,,,phantom,,,,,,,1,no_02,,
d_nikke_phantom_01_39,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_39,True,,L_100,L_100,1.0,,,phantom,,,,,,,1,no_02,,
d_nikke_phantom_01_40,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_40,False,,L_100,L_100,1.0,,,,,,,,,,1,no_02,,
d_nikke_phantom_01_41,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_41,True,,L_100,L_10,1.0,,,phantom,,,,,,,1,surprise_02,,
d_nikke_phantom_01_42,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_42,False,,L_10,L_10,1.0,,,,,,,,,,1,surprise_02,,
d_nikke_phantom_01_43,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_43,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,smile_02,,
d_nikke_phantom_01_44,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_44,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,delight_02,,
d_nikke_phantom_01_45,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_45,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,delight_02,,
d_nikke_phantom_01_46,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_46,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,delight_02,,
d_nikke_phantom_01_47,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_47,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,delight_02,,
d_nikke_phantom_01_48,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_48,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,delight_02,,
d_nikke_phantom_01_49,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_49,False,,L_10,L_10,1.0,,,,,,,,,,1,delight_02,,
d_nikke_phantom_01_50,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_50,True,,L_10,L_100,1.0,,,phantom,,,,,,,1,special_02,,
d_nikke_phantom_01_51,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_51,True,,L_100,L_100,1.0,,,phantom,,,,,,,1,no_02,,
d_nikke_phantom_01_52,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_52,False,,L_100,L_100,1.0,,,,,,,,,,1,no_02,,
d_nikke_phantom_01_53,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_53,False,,L_100,L_100,1.0,,,phantom,,,,,,,1,no_02,,
d_nikke_phantom_01_54,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_54,True,,L_100,L_100,1.0,,,phantom,,,,,,,1,special_02,,
d_nikke_phantom_01_55,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_55,False,,L_100,L_100,1.0,,,,,,,,,,1,special_02,,
d_nikke_phantom_01_56,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_56,True,,L_100,L_10,1.0,,,phantom,,,,,,,1,delight_02,,
d_nikke_phantom_01_57,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_57,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,smile_02,,
d_nikke_phantom_01_58,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_58,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,smile_02,,
d_nikke_phantom_01_59,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_59,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,smile_02,,
d_nikke_phantom_01_60,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_60,False,,L_10,L_10,1.0,,,,,,,,,,1,smile_02,,
d_nikke_phantom_01_61,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_61,False,,L_10,L_10,1.0,,,,,,,,,,1,smile_02,,
d_nikke_phantom_01_62,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_62,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_63,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_63,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_64,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_64,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_65,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_65,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_66,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_66,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_67,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_67,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_68,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_68,False,,L_10,L_10,1.0,,,,,,,,,,1,idle_02,,
d_nikke_phantom_01_69,d_nikke_phantom_01,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_69,False,,L_10,L_10,1.0,sfx_scn_papercatch,,,,,,,,,1,idle_02,,
d_nikke_phantom_01_70,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_70,False,,L_10,L_10,1.0,,,,,,,,,,1,idle_02,,
d_nikke_phantom_01_71,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_71,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,smile_02,,
d_nikke_phantom_01_72,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_72,True,,L_10,L_100,1.0,,,phantom,,,,,,,1,smile_02,,
d_nikke_phantom_01_73,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_73,False,,L_100,L_100,1.0,,,,,,,,,,1,smile_02,,
d_nikke_phantom_01_74,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_74,False,,L_100,L_100,1.0,,,phantom,,,,,,,1,special_02,Low_2,
d_nikke_phantom_01_75,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_75,True,,L_100,L_100,1.0,,,phantom,,,,,,,1,no_02,,
d_nikke_phantom_01_76,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_76,True,,L_100,L_100,1.0,,,phantom,,,,,,,1,no_02,,
d_nikke_phantom_01_77,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_77,False,,L_100,L_100,1.0,,,,,,,,,,1,no_02,,
d_nikke_phantom_01_78,d_nikke_phantom_01,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_78,False,,L_100,L_100,1.0,,,,,,,,,,1,no_02,,
d_nikke_phantom_01_79,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_79,False,,L_100,L_100,1.0,,,,,,,,,,1,no_02,,
d_nikke_phantom_01_80,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_80,True,,L_100,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_81,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_81,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_82,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_82,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_83,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_83,False,,L_10,L_10,1.0,,,,,,,,,,1,idle_02,,
d_nikke_phantom_01_84,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_84,False,,L_10,L_10,1.0,,,,,,,,,,1,idle_02,,
d_nikke_phantom_01_85,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_85,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_86,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_86,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_87,d_nikke_phantom_01,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_87,True,,L_10,L_10,1.0,,,phantom,,,,,,,1,idle_02,,
d_nikke_phantom_01_88,d_nikke_phantom_01,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_88,False,,L_10,1,1.0,,,,,,,,,,1,idle_02,,phantom
d_nikke_phantom_01_89,d_nikke_phantom_01,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_89,False,,1,1,1.0,,,,,,,,,,,,,
d_nikke_phantom_01_90,d_nikke_phantom_01,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_01_90,False,,1,1,1.0,,,,,,,,,,,,,
