id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,highlight,fade,jump_target
d_nikke_mihara_05_19,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_19,False,,1,1,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_20,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_20,False,,1,1,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_21,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_21,False,,1,1,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_22,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_22,False,,1,10,0.5,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_23,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_23,False,,10,100,0.5,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_24,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_24,False,,black,black,1.0,,Grey,sfx_scn_toothbite,,,,,,,,,,,
d_nikke_mihara_05_25,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_25,False,,1,1,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_26,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_26,False,,1,1,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_27,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_27,False,,1,100,0.5,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_28,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_28,False,,100,100,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_29,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_29,False,,100,100,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_30,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_30,False,,100,100,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_31,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_31,False,,100,100,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_32,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_32,False,,100,100,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_33,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_33,False,,100,100,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_34,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_34,False,,100,100,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_35,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_35,False,,100,100,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_36,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_36,False,,black,black,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_37,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_37,False,,12,12,1.0,,Grey,,adultman,12,idle,,,,,,,,
d_nikke_mihara_05_38,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_38,False,,12,12,1.0,,Grey,,,12,idle,,,,,,,,
d_nikke_mihara_05_39,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_39,False,,12,12,1.0,,Grey,,,12,idle,,,,,,,,
d_nikke_mihara_05_40,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_40,False,,12,1,0.5,,Grey,,,12,idle,adultwoman,2,idle,,,,,
d_nikke_mihara_05_41,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_41,False,,black,black,1.0,,Grey,,,12,idle,,2,idle,adultman,adultwoman,,,
d_nikke_mihara_05_42,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_42,False,,black,black,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_43,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_43,False,,black,black,1.0,,Grey,,,,,,,,,,,,
d_nikke_mihara_05_44,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_44,False,,1,1,1.0,,Grey,,syuen,1,idle,,,,,,,,
d_nikke_mihara_05_45,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_45,False,,1,1,1.0,,Grey,,,1,idle,,,,,,,,
d_nikke_mihara_05_46,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_46,False,,1,S_10,1.0,,Grey,,,1,delight,,,,,,,,
d_nikke_mihara_05_47,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_47,False,,black,black,1.0,,Grey,,,1,delight,,,,,,,,
d_nikke_mihara_05_48,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_48,False,Park_n,black,black,1.0,none,,,,1,delight,,,,syuen,,,,
d_nikke_mihara_05_49,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_49,True,,1,1,1.0,bgm_story_shapeofhope,,,mihara,1,idle,,,,,,mihara,white,
d_nikke_mihara_05_50,d_nikke_mihara_05,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_05_50,False,,1,1,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_51,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_51,True,,1,10,1.0,,,,,1,think,,,,,,mihara,,
d_nikke_mihara_05_52,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_52,True,,10,10,1.0,,,,,1,think,,,,,,mihara,,
d_nikke_mihara_05_53,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_53,True,,10,10,1.0,,,,,1,think,,,,,,mihara,,
d_nikke_mihara_05_54,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_54,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_55,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_55,False,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_56,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_56,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_57,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_57,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_58,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_58,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_59,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_59,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_60,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_60,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_61,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_61,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_62,d_nikke_mihara_05,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_05_62,False,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_63,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_63,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_64,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_64,True,,black,black,1.0,,,sfx_scn_wind,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_65,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_65,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_66,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_66,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_67,d_nikke_mihara_05,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_05_67,False,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_68,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_68,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_69,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_69,True,,10,100,1.0,,,,,1,shy,,,,,,mihara,,
d_nikke_mihara_05_70,d_nikke_mihara_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_05_70,True,,black,black,1.0,,,,,1,shy,,,,,,mihara,,
d_nikke_mihara_05_71,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_71,True,,100,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_72,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_72,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_73,d_nikke_mihara_05,Choice,,Locale_NikkeEpisode:d_nikke_mihara_05_73,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,d_nikke_mihara_05_75
d_nikke_mihara_05_74,d_nikke_mihara_05,Choice,,Locale_NikkeEpisode:d_nikke_mihara_05_74,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,d_nikke_mihara_05_78
d_nikke_mihara_05_75,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_75,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_76,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_76,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_77,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_77,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,d_nikke_mihara_05_79
d_nikke_mihara_05_78,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_78,True,,10,100,1.0,,,,,1,idle,,,,,,mihara,,d_nikke_mihara_05_79
d_nikke_mihara_05_79,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_79,True,,black,black,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_80,d_nikke_mihara_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_05_80,True,,100,10,2.0,,,,,1,surprise,,,,,,mihara,,
d_nikke_mihara_05_81,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_81,True,,10,10,1.0,,,,,1,surprise,,,,,,mihara,,
d_nikke_mihara_05_82,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_82,True,,10,10,1.0,,,,,1,surprise,,,,,,mihara,,
d_nikke_mihara_05_83,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_83,True,,10,10,1.0,,,,,1,think,,,,,,mihara,,
d_nikke_mihara_05_84,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_84,False,,10,10,1.0,,,,,1,think,,,,,,mihara,,
d_nikke_mihara_05_85,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_85,True,,10,10,0.5,,,,,1,shy,,,,,,mihara,,
d_nikke_mihara_05_86,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_86,True,,10,10,1.0,,,,,1,shy,,,,,,mihara,,
d_nikke_mihara_05_87,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_87,True,,10,10,1.0,,,,,1,shy,,,,,,mihara,,
d_nikke_mihara_05_88,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_88,True,,10,100,1.0,,,,,1,shy,,,,,,mihara,,
d_nikke_mihara_05_89,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_89,False,CommanderRoom_n,5,1,2.0,bgm_menu_commandersroom,,,,1,shy,,,,mihara,,,black,
d_nikke_mihara_05_90,d_nikke_mihara_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_05_90,False,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_mihara_05_91,d_nikke_mihara_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_05_91,False,,1,1,1.0,,,,,,,,,,,,,,
d_nikke_mihara_05_92,d_nikke_mihara_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_mihara_05_92,False,,1,17,1.0,,,,,,,,,,,,,,
d_nikke_mihara_05_93,d_nikke_mihara_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_mihara_05_93,False,,black,black,1.0,none,,sfx_scn_doorclose,,,,,,,,,,,
d_nikke_mihara_05_94,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_94,True,,1,10,1.0,bgm_story_orangepop,,,mihara,1,shy,,,,,,mihara,,
d_nikke_mihara_05_95,d_nikke_mihara_05,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_05_95,False,,10,10,1.0,,,,,1,shy,,,,,,mihara,,
d_nikke_mihara_05_96,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_96,False,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_97,d_nikke_mihara_05,Self,Self,Locale_NikkeEpisode:d_nikke_mihara_05_97,False,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_98,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_98,True,,10,10,1.0,,,,,1,idle,,,,,,mihara,,
d_nikke_mihara_05_99,d_nikke_mihara_05,Speech,mihara,Locale_NikkeEpisode:d_nikke_mihara_05_99,True,,10,100,2.0,,,,,1,shy,,,,,,mihara,,
