id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,fade,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
d_nikke_neon_blueocean_03_35,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_35,True,,XS_10,XS_100,0.5,,,neon_s,neon_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_36,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_36,True,,XS_100,XS_100,1.0,,,neon_s,neon_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_37,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_37,True,,XS_100,2,1.0,,,liter_s,liter_s,,,,1,surprise,,3,angry,
d_nikke_neon_blueocean_03_38,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_38,True,,2,2,1.0,,,liter_s,liter_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_39,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_39,True,,2,2,1.0,,,neon_s,neon_s,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_40,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_40,True,,2,2,1.0,,,neon_s,neon_s,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_41,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_41,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,angry,
d_nikke_neon_blueocean_03_42,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_42,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,angry,
d_nikke_neon_blueocean_03_43,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_43,True,,2,2,1.0,,,neon_s,neon_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_44,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_44,True,,2,XS_30,1.0,,,liter_s,liter_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_45,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_45,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,surprise,,3,no,
d_nikke_neon_blueocean_03_46,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_46,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,surprise,,3,no,
d_nikke_neon_blueocean_03_47,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_47,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,surprise,,3,no,
d_nikke_neon_blueocean_03_48,d_nikke_neon_blueocean_03,Choice,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_48,False,,XS_30,XS_30,1.0,,,liter_s,,,d_nikke_neon_blueocean_03_50,,1,idle,,3,no,
d_nikke_neon_blueocean_03_49,d_nikke_neon_blueocean_03,Choice,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_49,False,,XS_30,XS_30,1.0,,,liter_s,,,d_nikke_neon_blueocean_03_50,,1,idle,,3,no,
d_nikke_neon_blueocean_03_50,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_50,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_51,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_51,True,,XS_30,XS_10,1.0,,,neon_s,neon_s,,,,1,no,,3,no,
d_nikke_neon_blueocean_03_52,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_52,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,no,,3,no,
d_nikke_neon_blueocean_03_53,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_53,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,angry,,3,no,
d_nikke_neon_blueocean_03_54,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_54,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,angry,,3,no,
d_nikke_neon_blueocean_03_55,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_55,True,,XS_10,2,2.0,,,liter_s,liter_s,,,,1,angry,,3,no,
d_nikke_neon_blueocean_03_56,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_56,False,,2,2,1.0,,,liter_s,,,,,1,angry,,3,no,
d_nikke_neon_blueocean_03_57,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_57,False,,2,2,1.0,,,liter_s,,,,,1,angry,,3,no,
d_nikke_neon_blueocean_03_58,d_nikke_neon_blueocean_03,Choice,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_58,False,,2,2,1.0,,,liter_s,,,d_nikke_neon_blueocean_03_60,,1,angry,,3,no,
d_nikke_neon_blueocean_03_59,d_nikke_neon_blueocean_03,Choice,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_59,False,,2,2,1.0,,,liter_s,,,d_nikke_neon_blueocean_03_60,,1,angry,,3,no,
d_nikke_neon_blueocean_03_60,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_60,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_61,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_61,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_62,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_62,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_63,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_63,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_64,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_64,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_65,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_65,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_66,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_66,False,,2,2,1.0,,,liter_s,,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_67,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_67,True,,2,2,1.0,,,neon_s,neon_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_68,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_68,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_69,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_69,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_70,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_70,True,,2,2,1.0,,,neon_s,neon_s,,,,1,surprise,,3,idle,
d_nikke_neon_blueocean_03_71,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_71,True,,2,XS_30,2.0,,,liter_s,liter_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_72,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_72,True,,XS_30,XS_10,1.0,,,neon_s,neon_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_73,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_73,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_74,d_nikke_neon_blueocean_03,Choice,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_74,False,,XS_10,XS_10,1.0,,,neon_s,,,d_nikke_neon_blueocean_03_76,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_75,d_nikke_neon_blueocean_03,Choice,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_75,False,,XS_10,XS_10,1.0,,,neon_s,,,d_nikke_neon_blueocean_03_78,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_76,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_76,True,,XS_10,XS_10,1.0,,,liter_s,liter_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_77,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_77,True,,XS_10,XS_100,2.0,,,neon_s,neon_s,,d_nikke_neon_blueocean_03_80,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_78,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_78,True,,XS_10,XS_10,1.0,,,liter_s,liter_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_79,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_79,True,,XS_10,XS_100,1.0,,,neon_s,neon_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_80,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_80,True,,XS_100,XS_100,1.0,,,liter_s,liter_s,,,,1,surprise,,3,sorrow,
d_nikke_neon_blueocean_03_81,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_81,True,,XS_100,XS_100,1.0,,,neon_s,neon_s,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_82,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_82,False,,XS_100,XS_100,1.0,,,neon_s,,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_83,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_83,True,,XS_100,XS_300,1.0,,,liter_s,liter_s,,,,1,idle,,3,angry,
d_nikke_neon_blueocean_03_84,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_84,True,,XS_300,XS_300,1.0,,,liter_s,liter_s,,,,1,idle,,3,angry,
d_nikke_neon_blueocean_03_85,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_85,False,,XS_300,XS_300,1.0,,,liter_s,,,,,1,surprise,,3,angry,
d_nikke_neon_blueocean_03_86,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_86,True,,XS_100,XS_10,1.0,,,neon_s,neon_s,,,,1,angry,,3,angry,
d_nikke_neon_blueocean_03_87,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_87,True,,XS_10,2,2.0,,,liter_s,liter_s,,,,1,idle,,3,sorrow,
d_nikke_neon_blueocean_03_88,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_88,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_89,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_89,True,,2,2,1.0,,,neon_s,neon_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_90,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_90,True,,2,2,1.0,,,neon_s,neon_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_91,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_91,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_92,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_92,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_93,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_93,True,,2,2,1.0,,,liter_s,liter_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_94,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_94,True,,2,2,1.0,,,neon_s,neon_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_95,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_95,True,,2,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_96,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_96,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_97,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_97,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,surprise,,3,no,
d_nikke_neon_blueocean_03_98,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_98,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,surprise,,3,no,
d_nikke_neon_blueocean_03_99,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_99,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,surprise,,3,delight,
d_nikke_neon_blueocean_03_100,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_100,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,no,,3,delight,
d_nikke_neon_blueocean_03_101,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_101,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,no,,3,no,
d_nikke_neon_blueocean_03_102,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_102,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_103,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_103,False,,XS_10,XS_10,1.0,,,neon_s,,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_104,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_104,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,idle,,3,no,
d_nikke_neon_blueocean_03_105,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_105,True,,XS_10,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_106,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_106,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_107,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_107,False,,XS_30,XS_30,1.0,,,liter_s,,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_108,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_108,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_109,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_109,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_110,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_110,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_111,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_111,False,,XS_30,XS_30,1.0,,,liter_s,,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_112,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_112,True,,XS_30,XS_30,1.0,,,liter_s,liter_s,,,,1,idle,,3,idle,
d_nikke_neon_blueocean_03_113,d_nikke_neon_blueocean_03,Monologue,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_113,False,Corridor,black,black,1.0,,none,,,black,,,1,idle,,3,idle,liter_s
d_nikke_neon_blueocean_03_114,d_nikke_neon_blueocean_03,Monologue,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_114,False,,3,1,1.0,,,,,,,,1,idle,,,,
d_nikke_neon_blueocean_03_115,d_nikke_neon_blueocean_03,Monologue,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_115,False,,1,1,1.0,,,,,,,,1,idle,,,,
d_nikke_neon_blueocean_03_116,d_nikke_neon_blueocean_03,Monologue,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_116,False,,1,XS_10,1.0,,,,,,,,1,idle,,,,
d_nikke_neon_blueocean_03_117,d_nikke_neon_blueocean_03,Monologue,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_117,False,,black,black,1.0,,,,,,,,1,idle,,,,
d_nikke_neon_blueocean_03_118,d_nikke_neon_blueocean_03,Monologue,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_118,False,ArkRuinIndoor,black,black,1.0,,,,,,,,1,idle,,,,
d_nikke_neon_blueocean_03_119,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_119,False,,1,1,1.0,,bgm_story_herecomestrouble,neon_s,,,,,1,angry,,,,
d_nikke_neon_blueocean_03_120,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_120,True,,1,XS_10,2.0,,,neon_s,neon_s,,,,1,idle,,,,
d_nikke_neon_blueocean_03_121,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_121,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,idle,,,,
d_nikke_neon_blueocean_03_122,d_nikke_neon_blueocean_03,Self,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_122,False,,XS_10,XS_10,1.0,,,neon_s,,,,,1,idle,,,,
d_nikke_neon_blueocean_03_123,d_nikke_neon_blueocean_03,Speech,Locale_NikkeEpisode:d_nikke_neon_blueocean_03_123,True,,XS_10,XS_10,1.0,,,neon_s,neon_s,,,,1,no,,,,
