id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_camera_shake
treasurestory_exia_03_48,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_48,True,,S_200,1,1.0,,,exia,exia,,2,special,,12,sad,
treasurestory_exia_03_49,treasurestory_exia_03,Monologue,Locale_NikkeEpisode:treasurestory_exia_03_49,False,,1,1,1.0,,,exia,,,2,special,,12,sad,
treasurestory_exia_03_50,treasurestory_exia_03,Self,Locale_NikkeEpisode:treasurestory_exia_03_50,False,,1,1,1.0,,,exia,,,2,special,,12,sad,
treasurestory_exia_03_51,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_51,True,,1,1,1.0,,,elegg,elegg,,2,delight,,12,sad,
treasurestory_exia_03_52,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_52,True,,1,1,1.0,,,elegg,elegg,,2,delight,,12,sad,
treasurestory_exia_03_53,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_53,True,,1,1,1.0,,,elegg,elegg,,2,delight,,12,sad,
treasurestory_exia_03_54,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_54,True,,1,1,1.0,,,exia,exia,,2,delight,,12,idle,
treasurestory_exia_03_55,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_55,True,,1,1,1.0,,,exia,exia,,2,delight,,12,idle,
treasurestory_exia_03_56,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_56,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_57,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_57,True,,1,S_20,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_58,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_58,False,,S_20,S_20,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_59,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_59,True,,S_20,S_20,1.0,,,elegg,elegg,,2,worry,,12,idle,
treasurestory_exia_03_60,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_60,False,,S_20,S_20,1.0,,,exia,exia,,2,worry,,12,idle,
treasurestory_exia_03_61,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_61,True,,S_20,S_200,1.0,,,elegg,elegg,,2,worry,,12,idle,
treasurestory_exia_03_62,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_62,False,,S_200,S_200,1.0,,,exia,exia,,2,worry,,12,idle,
treasurestory_exia_03_63,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_63,True,,S_200,S_20,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_64,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_64,True,,S_20,1,1.0,,,exia,exia,,2,idle,,12,idle,
treasurestory_exia_03_65,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_65,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_66,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_66,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_67,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_67,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_68,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_68,True,,1,1,1.0,,,exia,exia,,2,idle,,12,idle,
treasurestory_exia_03_69,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_69,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_70,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_70,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_71,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_71,True,,1,1,1.0,,,exia,exia,,2,idle,,12,idle,
treasurestory_exia_03_72,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_72,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_73,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_73,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_74,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_74,True,,1,S_120,1.0,,,exia,exia,,2,idle,,12,idle,
treasurestory_exia_03_75,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_75,True,,S_120,S_120,1.0,,,exia,exia,,2,idle,,12,idle,
treasurestory_exia_03_76,treasurestory_exia_03,Self,Locale_NikkeEpisode:treasurestory_exia_03_76,False,,S_120,S_120,1.0,,,exia,,,2,idle,,12,idle,
treasurestory_exia_03_77,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_77,True,,S_120,S_120,1.0,,,exia,exia,,2,idle,,12,idle,
treasurestory_exia_03_78,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_78,True,,S_120,S_120,1.0,,,exia,exia,,2,idle,,12,idle,
treasurestory_exia_03_79,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_79,True,,S_120,1,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_80,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_80,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_81,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_81,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,idle,
treasurestory_exia_03_82,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_82,False,,1,1,1.0,,,exia,exia,,2,idle,,12,surprise,
treasurestory_exia_03_83,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_83,True,,1,1,1.0,,,exia,exia,,2,idle,,12,surprise,
treasurestory_exia_03_84,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_84,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,surprise,
treasurestory_exia_03_85,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_85,True,,1,1,1.0,,,elegg,elegg,,2,idle,,12,surprise,
treasurestory_exia_03_86,treasurestory_exia_03,Self,Locale_NikkeEpisode:treasurestory_exia_03_86,False,,1,1,1.0,,,elegg,,,2,idle,,12,surprise,
treasurestory_exia_03_87,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_87,True,,1,1,1.0,,,exia,exia,,2,idle,,12,idle,
treasurestory_exia_03_88,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_88,True,,1,S_20,1.0,,,elegg,elegg,,2,delight,,12,idle,
treasurestory_exia_03_89,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_89,True,,S_20,S_20,1.0,,,elegg,elegg,,2,delight,,12,idle,
treasurestory_exia_03_90,treasurestory_exia_03,Speech,Locale_NikkeEpisode:treasurestory_exia_03_90,True,,S_20,S_20,1.0,,,elegg,elegg,,2,delight,,12,idle,
