id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,fade,play_sound,set_filter_01,characters/0/hide_char_id
d_nikke_maiden_04_27,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_27,True,,1,idle,,3,idle,,2,L_30,1.0,none,,,,,
d_nikke_maiden_04_28,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_28,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,
d_nikke_maiden_04_29,d_nikke_maiden_04,Self,ingrid,,Locale_NikkeEpisode:d_nikke_maiden_04_29,False,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,
d_nikke_maiden_04_30,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_30,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,
d_nikke_maiden_04_31,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_31,True,,1,idle,,3,idle,,L_30,L_30,1.0,,,,,,
d_nikke_maiden_04_32,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_32,True,,1,shy,,3,idle,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_33,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_33,True,,1,shy,,3,idle,,L_30,L_30,1.0,,,,,,
d_nikke_maiden_04_34,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_34,True,,1,shy,,3,idle,,L_30,L_300,0.5,,,,,,
d_nikke_maiden_04_35,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_35,True,,1,idle,,3,idle,Backstreet_n,5,1,2.0,bgm_risk,ingrid,black,,,
d_nikke_maiden_04_36,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_36,True,,1,idle,,,,,1,S_10,1.0,,,,,,
d_nikke_maiden_04_37,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_37,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_38,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_38,False,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_39,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_39,False,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_40,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_40,True,,1,idle,,,,,S_10,S_100,0.5,,,,,,
d_nikke_maiden_04_41,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_41,True,,1,idle,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_42,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_42,True,,1,idle,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_43,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_43,True,,1,idle,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_44,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_44,True,,1,idle,,,,,S_100,S_10,2.0,,,,,,
d_nikke_maiden_04_45,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_45,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_46,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_46,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_47,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_47,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_48,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_48,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_49,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_49,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_50,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_50,True,,1,idle,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_51,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_51,False,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_52,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_52,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_53,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_53,False,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_54,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_54,False,,1,idle,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_55,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_55,False,,1,idle,,,,ArkRuinIndoor,15,1,2.0,none,,black,,,
d_nikke_maiden_04_56,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_56,False,,1,idle,,,,,1,1,1.0,,,,,,
d_nikke_maiden_04_57,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_57,True,,1,idle,,,,,1,1,1.0,,,,,,
d_nikke_maiden_04_58,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_58,True,,1,idle,,,,,1,1,1.0,,,,,,
d_nikke_maiden_04_59,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_59,False,,1,shy,,,,,1,S_100,0.5,,,,,,
d_nikke_maiden_04_60,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_60,True,,1,shy,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_61,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_61,True,,1,shy,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_62,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_62,True,,1,shy,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_63,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_63,False,,1,shy,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_64,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_64,True,,1,idle,,,,,S_100,S_10,2.0,,,,,,
d_nikke_maiden_04_65,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_65,False,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_66,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_66,True,,1,shy,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_67,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_67,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_68,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_68,False,,1,idle,,,,,S_10,S_10,1.0,bgm_story_darklord,,,,,
d_nikke_maiden_04_69,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_69,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_70,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_70,False,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_71,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_71,True,,1,shy,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_72,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_72,False,,1,shy,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_73,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_73,True,,1,shy,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_74,d_nikke_maiden_04,Narration,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_74,False,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_75,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_75,True,,1,idle,,,,,S_10,S_100,1.0,,,,,,
d_nikke_maiden_04_76,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_76,True,,1,idle,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_77,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_77,True,,1,idle,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_78,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_78,True,,1,idle,,,,,S_100,S_100,1.0,,,,,,
d_nikke_maiden_04_79,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_79,False,,1,no,,,,,black,black,1.0,,,,sfx_scn_maskoff,,
d_nikke_maiden_04_80,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_80,False,,1,no,,,,,S_100,S_10,2.0,,,,,,
d_nikke_maiden_04_81,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_81,False,,1,no,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_82,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_82,False,,1,no,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_83,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_83,True,,1,special,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_84,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_84,False,,1,special,,,,,S_10,S_10,1.0,,,,,Grey,
d_nikke_maiden_04_85,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_85,False,,1,special,,,,,black,black,1.0,,,,,Grey,
d_nikke_maiden_04_86,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_86,False,,1,idle,,,,,black,black,1.0,,,,,Grey,
d_nikke_maiden_04_87,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_87,False,,1,idle,,,,,black,black,1.0,,,,,Grey,
d_nikke_maiden_04_88,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_88,True,,1,angry,,,,,S_10,S_100,0.5,,,,,,
d_nikke_maiden_04_89,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_89,False,,1,angry,,,,,S_100,1,1.0,,,,,,maiden
d_nikke_maiden_04_90,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_90,False,,,,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_91,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_91,False,,,,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_92,d_nikke_maiden_04,Narration,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_92,False,maiden,1,idle,ingrid,3,delight,City,S_100,S_10,2.0,none,,black,,,
d_nikke_maiden_04_93,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_93,True,,1,idle,,3,delight,,S_10,2,1.0,bgm_story_fairytalesend_a,,,,,
d_nikke_maiden_04_94,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_94,False,,1,idle,,3,delight,,2,2,1.0,,,,,,
d_nikke_maiden_04_95,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_95,True,,1,idle,,3,good,,2,2,1.0,,,,,,
d_nikke_maiden_04_96,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_96,False,,1,idle,,3,good,,2,2,1.0,,,,,,
d_nikke_maiden_04_97,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_97,True,,1,idle,,3,good,,2,L_30,2.0,,,,,,
d_nikke_maiden_04_98,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_98,True,,1,idle,,3,good,,L_30,L_30,1.0,,,,,,
d_nikke_maiden_04_99,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_99,True,,1,idle,,3,good,,L_30,L_30,1.0,,,,,,
d_nikke_maiden_04_100,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_100,True,,1,idle,,3,good,,L_30,L_30,1.0,,,,,,
d_nikke_maiden_04_101,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_101,False,,1,idle,,3,idle,,L_30,S_10,1.0,none,,,,,
d_nikke_maiden_04_102,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_102,False,,1,idle,,3,idle,,L_30,L_300,2.0,,,,,,
d_nikke_maiden_04_103,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_103,True,,1,idle,,3,idle,,L_300,L_300,1.0,,,,,,
d_nikke_maiden_04_104,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_104,True,,1,idle,,3,idle,,S_10,S_100,2.0,,,,,,
d_nikke_maiden_04_105,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_105,True,,1,idle,,3,idle,,S_100,S_10,0.5,,,,,,
d_nikke_maiden_04_106,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_106,False,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_107,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_107,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_108,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_108,True,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_109,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_109,False,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_110,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_110,False,,1,idle,,3,idle,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_111,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_111,True,,1,idle,,3,idle,,S_10,2,1.0,,,,,,
d_nikke_maiden_04_112,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_112,True,,1,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_maiden_04_113,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_113,True,,1,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_maiden_04_114,d_nikke_maiden_04,Speech,ingrid,ingrid,Locale_NikkeEpisode:d_nikke_maiden_04_114,True,,1,idle,,3,idle,,2,2,1.0,,,,,,
d_nikke_maiden_04_115,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_115,False,,1,idle,,3,idle,,2,S_10,1.0,,,,,,
d_nikke_maiden_04_116,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_116,True,,1,idle,,3,idle,,black,black,1.0,,,,,,
d_nikke_maiden_04_117,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_117,False,,1,idle,,3,idle,Park_n,S_70,S_10,2.5,,ingrid,black,,,
d_nikke_maiden_04_118,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_118,False,,1,idle,,,,,S_10,S_10,1.0,bgm_story_sunshinesorrow,,,,,
d_nikke_maiden_04_119,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_119,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_120,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_120,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_121,d_nikke_maiden_04,Self,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_121,False,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_122,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_122,True,,1,idle,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_123,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_123,True,,1,idle,,,,,S_10,1,2.0,,,,,,
d_nikke_maiden_04_124,d_nikke_maiden_04,Speech,maiden,unknown,Locale_NikkeEpisode:d_nikke_maiden_04_124,True,,1,idle,,,,,black,black,1.0,none,,,,,
d_nikke_maiden_04_125,d_nikke_maiden_04,Speech,maiden,unknown,Locale_NikkeEpisode:d_nikke_maiden_04_125,True,,1,idle,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_126,d_nikke_maiden_04,Speech,maiden,unknown,Locale_NikkeEpisode:d_nikke_maiden_04_126,True,,1,idle,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_127,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_127,True,,1,shy,,,,,1,1,1.0,,,,,,
d_nikke_maiden_04_128,d_nikke_maiden_04,Speech,maiden,healingwind,Locale_NikkeEpisode:d_nikke_maiden_04_128,True,,1,shy,,,,,1,1,1.0,bgm_story_impression,,,,,
d_nikke_maiden_04_129,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_129,False,,1,shy,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_130,d_nikke_maiden_04,Speech,maiden,jumplive,Locale_NikkeEpisode:d_nikke_maiden_04_130,True,,1,shy,,,,,1,1,1.0,,,,,,
d_nikke_maiden_04_131,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_131,False,,1,shy,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_132,d_nikke_maiden_04,Speech,maiden,gunupplease,Locale_NikkeEpisode:d_nikke_maiden_04_132,True,,1,shy,,,,,1,1,1.0,,,,,,
d_nikke_maiden_04_133,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_133,False,,1,shy,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_134,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_134,False,,1,shy,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_135,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_135,True,,1,shy,,,,,1,S_10,2.0,,,,,,
d_nikke_maiden_04_136,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_136,False,,1,shy,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_137,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_137,True,,1,delight,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_138,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_138,False,,1,shy,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_139,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_139,False,,1,shy,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_140,d_nikke_maiden_04,Monologue,maiden,,Locale_NikkeEpisode:d_nikke_maiden_04_140,False,,1,shy,,,,,black,black,1.0,,,,,,
d_nikke_maiden_04_141,d_nikke_maiden_04,Speech,maiden,maiden,Locale_NikkeEpisode:d_nikke_maiden_04_141,True,,1,shy,,,,,S_10,S_10,1.0,,,,,,
d_nikke_maiden_04_142,d_nikke_maiden_04,Speech,maiden,healingwind,Locale_NikkeEpisode:d_nikke_maiden_04_142,True,,1,shy,,,,,S_10,S_10,1.0,,,,,,
