id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target
d_nikke_crown_04_63,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_63,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_64,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_64,True,,10,10,1.0,,,crown,,1,shy,
d_nikke_crown_04_65,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_65,True,,10,10,1.0,,,crown,,1,shy,
d_nikke_crown_04_66,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_66,True,,10,10,1.0,,,crown,,1,shy,
d_nikke_crown_04_67,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_67,False,,10,10,1.0,,,,,1,shy,
d_nikke_crown_04_68,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_68,True,,10,10,1.0,,,crown,,1,think,
d_nikke_crown_04_69,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_69,False,,10,10,1.0,,,,,1,think,
d_nikke_crown_04_70,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_70,True,,10,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_71,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_71,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_72,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_72,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_73,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_73,False,,100,100,1.0,,,,,1,idle,
d_nikke_crown_04_74,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_74,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_75,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_75,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_76,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_76,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_77,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_77,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_78,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_78,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_79,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_79,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_80,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_80,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_81,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_81,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_82,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_82,False,,100,100,1.0,,,,,1,idle,
d_nikke_crown_04_83,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_83,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_84,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_84,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_85,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_85,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_86,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_86,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_87,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_87,False,,100,100,1.0,,,,,1,idle,
d_nikke_crown_04_88,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_88,True,,100,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_89,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_89,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_90,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_90,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_91,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_91,False,,10,10,1.0,,,,,1,idle,
d_nikke_crown_04_92,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_92,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_93,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_93,False,,10,10,1.0,,,,,1,idle,
d_nikke_crown_04_94,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_94,False,,10,10,1.0,,,,,1,idle,
d_nikke_crown_04_95,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_95,False,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_96,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_96,False,,10,10,1.0,,,,,1,idle,
d_nikke_crown_04_97,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_97,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_98,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_98,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_99,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_99,False,,10,10,1.0,,,,,1,idle,
d_nikke_crown_04_100,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_100,True,,10,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_101,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_101,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_102,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_102,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_103,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_103,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_104,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_104,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_105,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_105,True,,100,100,1.0,,,crown,,1,idle,
d_nikke_crown_04_106,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_106,False,,100,100,1.0,,,,,1,idle,
d_nikke_crown_04_107,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_107,True,,100,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_108,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_108,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_109,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_109,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_110,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_110,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_111,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_111,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_112,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_112,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_113,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_113,False,,10,10,1.0,,,,,1,idle,
d_nikke_crown_04_114,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_114,False,,10,10,1.0,,,,,1,idle,
d_nikke_crown_04_115,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_115,True,,10,10,1.0,none,,crown,,1,idle,
d_nikke_crown_04_116,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_116,False,,10,10,1.0,,,,,1,idle,
d_nikke_crown_04_117,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_117,False,,10,100,0.5,bgm_story_impression,,crown,,1,shy,
d_nikke_crown_04_118,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_118,True,,100,100,1.0,,,crown,,1,shy,
d_nikke_crown_04_119,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_119,False,,100,100,1.0,,,crown,,1,shy,
d_nikke_crown_04_120,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_120,True,,100,100,1.0,,,crown,,1,shy,
d_nikke_crown_04_121,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_121,False,,100,100,1.0,,,crown,,1,shy,
d_nikke_crown_04_122,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_122,True,,100,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_123,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_123,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_124,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_124,False,,10,10,1.0,,,,,1,idle,
d_nikke_crown_04_125,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_125,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_126,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_126,True,,10,10,1.0,,,crown,,1,idle,
d_nikke_crown_04_127,d_nikke_crown_04,Narration,crown,Locale_NikkeEpisode:d_nikke_crown_04_127,False,,10,10,1.0,,sfx_scn_rustle,,,1,idle,
d_nikke_crown_04_128,d_nikke_crown_04,Monologue,crown,Locale_NikkeEpisode:d_nikke_crown_04_128,False,,10,1,1.0,,,,,1,idle,
d_nikke_crown_04_129,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_129,False,,1,1,1.0,,,,,1,idle,
d_nikke_crown_04_130,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_130,True,,1,1,1.0,,,crown,,1,idle,
d_nikke_crown_04_131,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_131,True,,1,1,1.0,,,crown,,1,idle,
d_nikke_crown_04_132,d_nikke_crown_04,Self,crown,Locale_NikkeEpisode:d_nikke_crown_04_132,False,,1,1,1.0,,,,,1,idle,
d_nikke_crown_04_133,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_133,True,,1,1,1.0,,,crown,,1,idle,
d_nikke_crown_04_134,d_nikke_crown_04,Speech,crown,Locale_NikkeEpisode:d_nikke_crown_04_134,True,,1,1,1.0,,,crown,,1,idle,
