id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_filter_01,characters/1/hide_char_id,play_sound,set_camera_shake
d_nikke_pepper_03_37,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_37,True,,XS_100,XS_100,1.0,,,1,delight,pepper,,,,,,,,
d_nikke_pepper_03_38,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_38,False,,XS_100,XS_100,1.0,,,1,delight,,,,,,,,,
d_nikke_pepper_03_39,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_39,True,,XS_100,XS_10,1.0,,,1,delight,pepper,,,,,,,,
d_nikke_pepper_03_40,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_40,True,,XS_10,XS_10,1.0,bgm_story_sunshinesorrow,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_41,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_41,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_42,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_42,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_43,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_43,False,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_44,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_44,False,,XS_10,XS_10,1.0,,,1,shy,,,,,,,,,
d_nikke_pepper_03_45,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_45,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_46,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_46,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_47,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_47,True,,XS_10,XS_100,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_48,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_48,True,,XS_100,XS_100,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_49,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_49,False,,XS_100,XS_100,1.0,,,1,shy,,,,,,,,,
d_nikke_pepper_03_50,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_50,True,,XS_100,XS_100,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_51,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_51,False,,XS_100,XS_100,1.0,,,1,shy,,,,,,,,,
d_nikke_pepper_03_52,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_52,True,,XS_100,XS_10,0.5,,,1,idle,pepper,,,,,,,,
d_nikke_pepper_03_53,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_53,True,,XS_10,XS_10,1.0,,,1,idle,pepper,,,,,,,,
d_nikke_pepper_03_54,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_54,False,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,,
d_nikke_pepper_03_55,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_55,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_56,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_56,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_57,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_57,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_58,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_58,False,,XS_10,XS_10,1.0,,,1,shy,,,,,,,,,
d_nikke_pepper_03_59,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_59,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_60,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_60,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_61,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_61,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_62,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_62,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_63,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_63,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_64,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_64,True,,XS_10,XS_10,1.0,,,1,angry,pepper,,,,,,,,
d_nikke_pepper_03_65,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_65,False,,XS_10,XS_10,1.0,,,1,angry,,,,,,,,,
d_nikke_pepper_03_66,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_66,True,,XS_10,1,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_67,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_67,True,,1,1,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_68,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_68,True,,1,1,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_69,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_69,True,,1,1,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_70,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_70,True,,1,1,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_71,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_71,True,,1,1,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_72,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_72,True,,1,1,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_73,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_73,True,,1,1,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_74,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_74,False,,1,1,1.0,,,1,shy,,,,,,,,,
d_nikke_pepper_03_75,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_75,True,,1,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_76,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_76,False,,XS_10,XS_10,1.0,,,1,shy,,,,,,,,,
d_nikke_pepper_03_77,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_77,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_78,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_78,False,,XS_10,XS_10,1.0,,,1,shy,,,,,,,,,
d_nikke_pepper_03_79,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_79,False,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_80,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_80,False,,XS_10,XS_10,1.0,,,1,shy,,,,,,,,,
d_nikke_pepper_03_81,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_81,False,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_82,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_82,True,,XS_10,XS_10,1.0,,,1,special,pepper,,,,,,,,
d_nikke_pepper_03_83,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_83,False,,XS_10,XS_10,1.0,,,1,special,,,,,,,,,
d_nikke_pepper_03_84,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_84,True,,XS_10,XS_10,1.0,,,1,surprise,pepper,,,,,,,,
d_nikke_pepper_03_85,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_85,False,,XS_10,XS_10,1.0,none,,1,surprise,,,,,,,,,
d_nikke_pepper_03_86,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_86,True,,XS_10,XS_100,0.5,,,1,idle,pepper,,,,,,,,
d_nikke_pepper_03_87,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_87,True,,XS_100,XS_100,1.0,bgm_story_backtonormal,,1,idle,pepper,,,,,,,,
d_nikke_pepper_03_88,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_88,True,,XS_100,XS_100,1.0,,,1,idle,pepper,,,,,,,,
d_nikke_pepper_03_89,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_89,True,,XS_100,XS_100,1.0,,,1,idle,pepper,,,,,,,,
d_nikke_pepper_03_90,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_90,True,,XS_100,XS_100,1.0,,,1,idle,pepper,,,,,,,,
d_nikke_pepper_03_91,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_91,True,,XS_100,XS_100,1.0,,,1,idle,pepper,,,,,,,,
d_nikke_pepper_03_92,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_92,False,,XS_100,XS_100,1.0,,,1,idle,,,,,,,,,
d_nikke_pepper_03_93,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_93,True,,XS_100,XS_10,1.0,,,1,angry,pepper,,,,,,,,
d_nikke_pepper_03_94,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_94,True,,XS_10,XS_10,1.0,,,1,angry,pepper,,,,,,,,
d_nikke_pepper_03_95,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_95,True,,XS_10,XS_10,1.0,,,1,angry,pepper,,,,,,,,
d_nikke_pepper_03_96,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_96,True,,XS_10,XS_10,1.0,,,1,angry,pepper,,,,,,,,
d_nikke_pepper_03_97,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_97,True,,XS_10,XS_10,1.0,,,1,special,pepper,,,,,,,,
d_nikke_pepper_03_98,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_98,True,,XS_10,XS_10,1.0,,,1,special,pepper,,,,,,,,
d_nikke_pepper_03_99,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_99,True,,XS_10,XS_10,1.0,,,1,special,pepper,,,,,,,,
d_nikke_pepper_03_100,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_100,True,,XS_10,XS_10,1.0,,,1,special,pepper,,,,,,,,
d_nikke_pepper_03_101,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_101,False,,XS_10,XS_10,1.0,,,1,special,,,,,,,,,
d_nikke_pepper_03_102,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_102,True,,XS_10,XS_10,1.0,,,1,delight,pepper,,,,,,,,
d_nikke_pepper_03_103,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_103,True,,XS_10,XS_10,1.0,,,1,delight,pepper,,,,,,,,
d_nikke_pepper_03_104,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_104,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_105,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_105,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_106,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_106,True,,XS_10,XS_10,1.0,,,1,shy,pepper,,,,,,,,
d_nikke_pepper_03_107,d_nikke_pepper_03,Speech,mary,Locale_NikkeEpisode:d_nikke_pepper_03_107,True,Hospital,XS_10,XS_130,1.0,,,1,shy,mary,pepper,mary,13,idle,Grey,,,
d_nikke_pepper_03_108,d_nikke_pepper_03,Speech,mary,Locale_NikkeEpisode:d_nikke_pepper_03_108,True,,XS_130,XS_130,1.0,,,,,mary,,,13,idle,Grey,,,
d_nikke_pepper_03_109,d_nikke_pepper_03,Speech,mary,Locale_NikkeEpisode:d_nikke_pepper_03_109,True,,XS_130,XS_130,1.0,,,,,mary,,,13,idle,Grey,,,
d_nikke_pepper_03_110,d_nikke_pepper_03,Speech,mary,Locale_NikkeEpisode:d_nikke_pepper_03_110,True,,XS_130,XS_130,1.0,,,,,mary,,,13,idle,Grey,,,
d_nikke_pepper_03_111,d_nikke_pepper_03,Speech,mary,Locale_NikkeEpisode:d_nikke_pepper_03_111,True,,XS_130,XS_130,1.0,,,,,mary,,,13,idle,Grey,,,
d_nikke_pepper_03_112,d_nikke_pepper_03,Speech,mary,Locale_NikkeEpisode:d_nikke_pepper_03_112,True,,XS_130,XS_130,1.0,,,,,mary,,,13,idle,Grey,,,
d_nikke_pepper_03_113,d_nikke_pepper_03,Speech,mary,Locale_NikkeEpisode:d_nikke_pepper_03_113,True,,XS_130,XS_130,1.0,,,,,mary,,,13,idle,Grey,,,
d_nikke_pepper_03_114,d_nikke_pepper_03,Speech,mary,Locale_NikkeEpisode:d_nikke_pepper_03_114,True,,XS_130,XS_130,1.0,,,,,mary,,,13,idle,Grey,,,
d_nikke_pepper_03_115,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_115,True,Park_n,XS_130,XS_10,1.0,,pepper,1,idle,pepper,,,13,idle,,mary,,
d_nikke_pepper_03_116,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_116,True,,XS_10,XS_10,1.0,,,1,idle,pepper,,,,,,,,
d_nikke_pepper_03_117,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_117,True,,XS_10,XS_10,1.0,,,1,idle,pepper,,,,,,,,
d_nikke_pepper_03_118,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_118,False,,XS_10,XS_10,1.0,none,,1,idle,,,,,,,,,
d_nikke_pepper_03_119,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_119,True,,XS_10,1,1.0,,,1,idle,pepper,,,,,,,,
d_nikke_pepper_03_120,d_nikke_pepper_03,Narration,Narration,Locale_NikkeEpisode:d_nikke_pepper_03_120,False,,1,XS_100,0.5,,,1,idle,,,,,,,,sfx_scn_slap,Low_2
d_nikke_pepper_03_121,d_nikke_pepper_03,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_pepper_03_121,False,,XS_100,XS_100,1.0,bgm_story_leisuretime,,1,idle,,,,,,,,,
d_nikke_pepper_03_122,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_122,True,,XS_100,XS_100,1.0,,,1,angry,pepper,,,,,,,,
d_nikke_pepper_03_123,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_123,True,,XS_100,XS_100,1.0,,,1,angry,pepper,,,,,,,,
d_nikke_pepper_03_124,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_124,True,,XS_100,XS_100,1.0,,,1,angry,pepper,,,,,,,,
d_nikke_pepper_03_125,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_125,False,,XS_100,XS_100,1.0,,,1,angry,,,,,,,,,
d_nikke_pepper_03_126,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_126,True,,XS_100,XS_100,1.0,,,1,delight,pepper,,,,,,,,
d_nikke_pepper_03_127,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_127,True,,XS_100,XS_100,1.0,,,1,delight,pepper,,,,,,,,
d_nikke_pepper_03_128,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_128,False,,XS_100,XS_100,1.0,,,1,delight,,,,,,,,,
d_nikke_pepper_03_129,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_129,True,,XS_100,XS_10,1.0,,,1,delight,pepper,,,,,,,,
d_nikke_pepper_03_130,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_130,True,,XS_10,XS_10,1.0,,,1,delight,pepper,,,,,,,,
d_nikke_pepper_03_131,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_131,True,,XS_10,XS_10,1.0,,,1,delight,pepper,,,,,,,,
d_nikke_pepper_03_132,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_132,True,,XS_10,XS_10,1.0,,,1,delight,pepper,,,,,,,,
d_nikke_pepper_03_133,d_nikke_pepper_03,Self,Self,Locale_NikkeEpisode:d_nikke_pepper_03_133,False,,XS_10,XS_10,1.0,,,1,delight,,,,,,,,,
d_nikke_pepper_03_134,d_nikke_pepper_03,Speech,pepper,Locale_NikkeEpisode:d_nikke_pepper_03_134,True,,XS_10,XS_100,0.5,,,1,good,pepper,,,,,,,,
