id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_02,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/0/hide_char_id
d_nikke_anis_sparklingsummer_01_14,d_nikke_anis_sparklingsummer_01,Choice,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_14,False,,XS_10,XS_10,1.0,,,,,,,1,worry,d_nikke_anis_sparklingsummer_01_16,,,,,,
d_nikke_anis_sparklingsummer_01_15,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_15,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,void,d_nikke_anis_sparklingsummer_01_20,,,,,,
d_nikke_anis_sparklingsummer_01_16,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_16,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,angry,,,,,,,
d_nikke_anis_sparklingsummer_01_17,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_17,True,,XS_10,15,1.0,,,,anis_s,anis_s,,1,angry,,,,,,,
d_nikke_anis_sparklingsummer_01_18,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_18,True,,15,XS_100,1.0,,,,anis_s,anis_s,,1,angry,,,,,,,
d_nikke_anis_sparklingsummer_01_19,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_19,True,,XS_100,XS_10,1.0,,,,anis_s,anis_s,,1,void,d_nikke_anis_sparklingsummer_01_20,,,,,,
d_nikke_anis_sparklingsummer_01_20,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_20,False,,XS_10,XS_10,1.0,,,,,,,1,void,,,,,,,
d_nikke_anis_sparklingsummer_01_21,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_21,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_22,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_22,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_23,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_23,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_24,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_24,False,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_25,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_25,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_26,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_26,False,,XS_10,XS_100,1.0,,,,,,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_27,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_27,True,,XS_100,XS_100,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_28,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_28,False,LogHouseOut_d,black,black,1.0,,,,,,,1,idle,,black,,,,,
d_nikke_anis_sparklingsummer_01_29,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_29,True,,12,12,1.0,,,,liter,liter,,1,idle,,,liter,13,idle,,
d_nikke_anis_sparklingsummer_01_30,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_30,True,,12,12,1.0,,,,anis_s,anis_s,,1,idle,,,,13,idle,,
d_nikke_anis_sparklingsummer_01_31,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_31,False,,12,12,1.0,,,,,,,1,idle,,,,13,idle,,
d_nikke_anis_sparklingsummer_01_32,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_32,True,,12,12,1.0,,,,anis_s,anis_s,,1,idle,,,,13,idle,,
d_nikke_anis_sparklingsummer_01_33,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_33,True,,12,12,1.0,,,,anis_s,anis_s,,1,idle,,,,13,idle,,
d_nikke_anis_sparklingsummer_01_34,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_34,True,,12,12,1.0,,,,anis_s,anis_s,,1,idle,,,,13,idle,,
d_nikke_anis_sparklingsummer_01_35,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_35,True,,12,12,1.0,,,,liter,liter,,1,idle,,,,13,idle,,
d_nikke_anis_sparklingsummer_01_36,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_36,False,,12,12,1.0,,,,,,,1,idle,,,,13,idle,,
d_nikke_anis_sparklingsummer_01_37,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_37,True,,12,12,1.0,,,,liter,liter,,1,idle,,,,13,no,,
d_nikke_anis_sparklingsummer_01_38,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_38,True,,12,12,1.0,,,,liter,liter,,1,idle,,,,13,no,,
d_nikke_anis_sparklingsummer_01_39,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_39,True,,12,12,1.0,,,,anis_s,anis_s,,1,delight,,,,13,no,,
d_nikke_anis_sparklingsummer_01_40,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_40,True,,12,12,1.0,,,,anis_s,anis_s,,1,delight,,,,13,no,,
d_nikke_anis_sparklingsummer_01_41,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_41,True,,12,12,1.0,,,,anis_s,anis_s,,1,delight,,,,13,no,,
d_nikke_anis_sparklingsummer_01_42,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_42,True,,12,XS_130,1.0,,,,liter,liter,,1,delight,,,,13,no,,
d_nikke_anis_sparklingsummer_01_43,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_43,True,,XS_130,XS_130,1.0,,,,liter,liter,,1,delight,,,,13,idle,,
d_nikke_anis_sparklingsummer_01_44,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_44,True,,XS_130,XS_130,1.0,,,,liter,liter,,1,delight,,,,13,idle,,
d_nikke_anis_sparklingsummer_01_45,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_45,False,,XS_130,XS_130,1.0,,,,,,,1,delight,,,,13,idle,,
d_nikke_anis_sparklingsummer_01_46,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_46,False,,black,black,1.0,,,,,,,1,idle,,black,,13,idle,liter,
d_nikke_anis_sparklingsummer_01_47,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_47,False,CityForest_04,black,black,1.0,,,,,,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_48,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_48,True,,1,1,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_49,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_49,True,,1,1,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_50,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_50,False,,1,15,1.0,,,,,,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_51,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_51,False,,15,15,1.0,,,,,,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_52,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_52,False,,15,15,1.0,,,,,,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_53,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_53,True,,15,XS_10,0.8,,,,anis_s,anis_s,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_54,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_54,False,,XS_10,XS_10,1.0,,,,,,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_55,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_55,True,,XS_10,XS_100,0.7,,,,anis_s,anis_s,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_56,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_56,True,,XS_100,XS_100,1.0,,,,anis_s,anis_s,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_57,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_57,False,,XS_100,XS_100,1.0,,,,,,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_58,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_58,True,,XS_100,XS_10,1.0,,,,anis_s,anis_s,,1,void,,,,,,,
d_nikke_anis_sparklingsummer_01_59,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_59,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,void,,,,,,,
d_nikke_anis_sparklingsummer_01_60,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_60,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,void,,,,,,,
d_nikke_anis_sparklingsummer_01_61,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_61,False,,XS_10,XS_10,1.0,,,,,,,1,void,,,,,,,
d_nikke_anis_sparklingsummer_01_62,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_62,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_63,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_63,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_64,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_64,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_65,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_65,False,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_66,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_66,False,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_67,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_67,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_68,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_68,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_69,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_69,False,,black,black,1.0,,,,,,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_70,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_70,False,,black,black,1.0,,,,,,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_71,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_71,False,,black,black,1.0,,,,,,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_72,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_72,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_73,d_nikke_anis_sparklingsummer_01,Narration,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_73,False,White,XS_10,1,1.0,,,,,,,1,delight,,,,,,,anis_s
d_nikke_anis_sparklingsummer_01_74,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_74,True,,1,1,1.0,,,,anis_s,anis_s,,,,,,,,,,
d_nikke_anis_sparklingsummer_01_75,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_75,False,,1,1,1.0,,,,,,,,,,,,,,,
d_nikke_anis_sparklingsummer_01_76,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_76,True,CityForest_04,1,XS_10,1.0,,,,anis_s,anis_s,anis_s,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_77,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_77,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_78,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_78,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_79,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_79,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_80,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_80,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_81,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_81,False,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_82,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_82,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_83,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_83,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_84,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_84,False,,XS_10,XS_10,1.0,,,,,,,1,idle,,,,,,,
d_nikke_anis_sparklingsummer_01_85,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_85,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_86,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_86,True,,XS_10,XS_10,1.0,,,,anis_s,anis_s,,1,worry,,,,,,,
d_nikke_anis_sparklingsummer_01_87,d_nikke_anis_sparklingsummer_01,Narration,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_87,False,,XS_10,15,1.0,sfx_scn_wind,,,,,,1,worry,,,,,,,
d_nikke_anis_sparklingsummer_01_88,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_88,False,,15,15,1.0,,,,,,,1,worry,,,,,,,
d_nikke_anis_sparklingsummer_01_89,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_89,True,,15,XS_10,1.0,,,,anis_s,anis_s,,1,shy,,,,,,,
d_nikke_anis_sparklingsummer_01_90,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_90,False,,XS_10,XS_10,1.0,,,,,,,1,shy,,,,,,,
d_nikke_anis_sparklingsummer_01_91,d_nikke_anis_sparklingsummer_01,Monologue,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_91,False,,XS_10,XS_10,1.0,,,,,,,1,shy,,,,,,,
d_nikke_anis_sparklingsummer_01_92,d_nikke_anis_sparklingsummer_01,Self,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_92,False,,XS_10,XS_10,1.0,,,,,,,1,shy,,,,,,,
d_nikke_anis_sparklingsummer_01_93,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_93,True,,XS_10,XS_100,1.0,,,,anis_s,anis_s,,1,delight,,,,,,,
d_nikke_anis_sparklingsummer_01_94,d_nikke_anis_sparklingsummer_01,Speech,Locale_NikkeEpisode:d_nikke_anis_sparklingsummer_01_94,True,,XS_100,XS_100,1.0,,,,anis_s,anis_s,,1,delight,,,,,,,
