id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,play_sound,jump_target,characters/1/hide_char_id,set_filter_01,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
treasurestory_laplace_05_12,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_12,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,
treasurestory_laplace_05_13,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_13,True,,1,delight,,13,idle,,12,12,1.0,,,,,,,,,,
treasurestory_laplace_05_14,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_14,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,
treasurestory_laplace_05_15,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_15,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,
treasurestory_laplace_05_16,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_16,True,,1,idle,,13,idle,,12,12,1.0,,,,,,,,,,
treasurestory_laplace_05_17,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_17,True,,1,delight,,13,idle,,12,12,1.0,,,,,,,,,,
treasurestory_laplace_05_18,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_18,True,,1,angry,,13,idle,,12,S_10,1.0,,,,,,,,,,
treasurestory_laplace_05_19,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_19,True,,1,angry,,13,idle,,S_10,S_10,1.0,,,,,,,,,,
treasurestory_laplace_05_20,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_20,True,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,,,
treasurestory_laplace_05_21,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_21,True,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,,,
treasurestory_laplace_05_22,treasurestory_laplace_05,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_05_22,False,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,,,
treasurestory_laplace_05_23,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_23,True,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,,,
treasurestory_laplace_05_24,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_24,True,,1,delight,,13,idle,,S_10,S_10,1.0,,,,,,,,,,
treasurestory_laplace_05_25,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_25,True,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,,,
treasurestory_laplace_05_26,treasurestory_laplace_05,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_05_26,False,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,,,,,
treasurestory_laplace_05_27,treasurestory_laplace_05,Speech,laplace,laplace,Locale_NikkeEpisode:treasurestory_laplace_05_27,True,,1,angry,,13,idle,,S_10,S_100,0.5,,,,,,,,,,
treasurestory_laplace_05_28,treasurestory_laplace_05,Narration,laplace,,Locale_NikkeEpisode:treasurestory_laplace_05_28,False,,1,angry,,13,angry,,S_100,1,1.0,,laplace,sfx_scn_windowbreak,,,,,,,
treasurestory_laplace_05_29,treasurestory_laplace_05,Monologue,laplace,,Locale_NikkeEpisode:treasurestory_laplace_05_29,False,,,,,13,angry,,1,1,1.0,,,,,,,,,,
treasurestory_laplace_05_30,treasurestory_laplace_05,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_05_30,False,,,,,13,angry,,1,13,2.0,,,,,,,,,,
treasurestory_laplace_05_31,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_31,True,,,,,13,angry,,13,130,1.0,,,,,,,,,,
treasurestory_laplace_05_32,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_32,False,,,,,13,angry,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_33,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_33,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_34,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_34,True,,,,,13,idle,,130,130,1.0,none,,,,,,,,,
treasurestory_laplace_05_35,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_35,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_36,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_36,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_37,treasurestory_laplace_05,Choice,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_37,False,,,,,13,idle,,130,130,1.0,,,,treasurestory_laplace_05_39,,,,,,
treasurestory_laplace_05_38,treasurestory_laplace_05,Choice,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_38,False,,,,,13,idle,,130,130,1.0,,,,treasurestory_laplace_05_39,,,,,,
treasurestory_laplace_05_39,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_39,True,,,,,13,delight,,130,130,1.0,bgm_inark,,,,,,,,,
treasurestory_laplace_05_40,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_40,True,,,,,13,delight,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_41,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_41,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_42,treasurestory_laplace_05,Choice,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_42,False,,,,,13,idle,,130,130,1.0,,,,treasurestory_laplace_05_44,,,,,,
treasurestory_laplace_05_43,treasurestory_laplace_05,Choice,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_43,False,,,,,13,idle,,130,130,1.0,,,,treasurestory_laplace_05_44,,,,,,
treasurestory_laplace_05_44,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_44,True,,,,,13,delight,,130,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_45,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_45,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_46,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_46,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_47,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_47,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_48,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_48,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_49,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_49,False,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_50,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_50,True,,,,,13,idle,,1300,130,1.0,,,,,,,,,,
treasurestory_laplace_05_51,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_51,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_52,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_52,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_53,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_53,False,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_54,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_54,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_55,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_55,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_56,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_56,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_57,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_57,False,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_58,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_58,True,,,,,13,delight,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_59,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_59,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_60,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_60,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_61,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_61,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_62,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_62,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_63,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_63,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_64,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_64,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_65,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_65,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_66,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_66,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_67,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_67,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_68,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_68,False,syuen,1,think,,13,idle,MissilisOffice,black,black,1.0,,,,,maxwell,Grey,,,,
treasurestory_laplace_05_69,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_69,False,,1,think,,,,,13,1,2.0,,,,,,Grey,,,,
treasurestory_laplace_05_70,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_70,False,,1,think,,,,,1,1,1.0,,,,,,Grey,,,,
treasurestory_laplace_05_71,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_71,False,,1,think,,,,,1,1,1.0,,,,,,Grey,,,,
treasurestory_laplace_05_72,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_72,False,,1,delight,,,,,1,S_10,1.0,,,,,,Grey,,,,
treasurestory_laplace_05_73,treasurestory_laplace_05,Speech,laplace,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_73,False,laplace,1,delight,maxwell,13,idle,,black,black,1.0,,syuen,,,,Grey,drake,3,idle,
treasurestory_laplace_05_74,treasurestory_laplace_05,Speech,laplace,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_74,False,,1,idle,,13,idle,,12,2,2.0,,,,,,Grey,,3,idle,
treasurestory_laplace_05_75,treasurestory_laplace_05,Speech,laplace,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_75,False,,1,idle,,13,idle,,2,2,1.0,,,,,,Grey,,3,idle,
treasurestory_laplace_05_76,treasurestory_laplace_05,Self,laplace,,Locale_NikkeEpisode:treasurestory_laplace_05_76,False,,1,idle,,13,idle,,2,2,1.0,,,,,,Grey,,3,idle,
treasurestory_laplace_05_77,treasurestory_laplace_05,Speech,laplace,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_77,False,,1,idle,,13,idle,,2,S_10,1.0,,,,,,Grey,,3,idle,
treasurestory_laplace_05_78,treasurestory_laplace_05,Speech,laplace,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_78,False,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,Grey,,3,idle,
treasurestory_laplace_05_79,treasurestory_laplace_05,Speech,laplace,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_79,False,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,Grey,,3,idle,
treasurestory_laplace_05_80,treasurestory_laplace_05,Speech,laplace,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_80,False,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,Grey,,3,idle,
treasurestory_laplace_05_81,treasurestory_laplace_05,Speech,laplace,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_81,False,,1,idle,,13,idle,,S_10,S_10,1.0,,,,,,Grey,,3,idle,
treasurestory_laplace_05_82,treasurestory_laplace_05,Speech,laplace,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_82,False,,1,idle,,13,idle,TechIndoor,black,black,1.0,,laplace,,,,Grey,,3,idle,drake
treasurestory_laplace_05_83,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_83,False,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_84,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_84,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_85,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_85,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_86,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_86,False,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_87,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_87,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_88,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_88,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_89,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_89,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_90,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_90,True,,,,,13,delight,,130,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_91,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_91,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_92,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_92,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_93,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_93,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_94,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_94,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_95,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_95,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_96,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_96,False,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_97,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_97,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_98,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_98,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_99,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_99,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_100,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_100,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_101,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_101,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_102,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_102,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_103,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_103,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_104,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_104,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_105,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_105,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_106,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_106,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_107,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_107,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_108,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_108,True,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_109,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_109,False,,,,,13,idle,,1300,1300,1.0,,,,,,,,,,
treasurestory_laplace_05_110,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_110,True,,,,,13,idle,,1300,130,1.0,,,,,,,,,,
treasurestory_laplace_05_111,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_111,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_112,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_112,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_113,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_113,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_114,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_114,False,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_115,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_115,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_116,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_116,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_117,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_117,False,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_118,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_118,True,,,,,13,delight,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_119,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_119,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_120,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_120,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_121,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_121,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_122,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_122,False,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_123,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_123,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_124,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_124,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_125,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_125,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_126,treasurestory_laplace_05,Self,maxwell,,Locale_NikkeEpisode:treasurestory_laplace_05_126,False,,,,,13,idle,,130,130,1.0,,,,,,,,,,
treasurestory_laplace_05_127,treasurestory_laplace_05,Speech,maxwell,maxwell,Locale_NikkeEpisode:treasurestory_laplace_05_127,True,,,,,13,idle,,130,130,1.0,,,,,,,,,,
