id,group_id,speech_window,scenario_localkey,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_lipSync,set_filter_01,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,jump_target,play_sound,conversation_id
d_nikke_mary_01_13,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_13,,black,black,1.0,,mary,unknown,,1,idle,,,,,,,,,,
d_nikke_mary_01_14,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_14,,S_10,S_10,1.0,,mary,announcer,,1,idle,,,,,,,,,,
d_nikke_mary_01_15,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_15,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,,,,,,
d_nikke_mary_01_16,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_16,,S_10,S_10,1.0,,mary,mary,,1,sad,True,,,,,,,,,
d_nikke_mary_01_17,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_17,,S_10,S_10,1.0,,mary,announcer,,1,sad,,,,,,,,,,
d_nikke_mary_01_18,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_18,,S_10,S_10,1.0,,mary,mary,,1,sad,True,,,,,,,,,
d_nikke_mary_01_19,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_19,,S_10,S_100,0.5,,mary,announcer,,1,idle,,,,,,,,,,
d_nikke_mary_01_20,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_20,,S_100,S_100,1.0,,mary,mary,,1,idle,True,,,,,,,,,
d_nikke_mary_01_21,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_21,,S_100,S_100,1.0,,mary,announcer,,1,idle,,,,,,,,,,
d_nikke_mary_01_22,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_22,,S_100,S_100,1.0,,mary,mary,,1,idle,True,,,,,,,,,
d_nikke_mary_01_23,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_23,,S_100,S_10,1.0,,mary,mary,,1,idle,True,,,,,,,,,
d_nikke_mary_01_24,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_24,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,,,,,,
d_nikke_mary_01_25,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_25,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,,,,,,
d_nikke_mary_01_26,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_26,,S_10,S_10,1.0,,mary,announcer,,1,idle,,,,,,,,,,
d_nikke_mary_01_27,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_27,,S_10,S_10,1.0,,mary,announcer,,1,idle,,,,,,,,,,
d_nikke_mary_01_28,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_28,,S_10,S_10,1.0,none,mary,unknown,,1,idle,,Grey,,,,,,,,
d_nikke_mary_01_29,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_29,none,black,black,1.0,,mary,unknown,,1,idle,,,mary,,,,,,,
d_nikke_mary_01_30,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_30,Hospital,3,S_30,0.5,bgm_story_orangepop,pepper,pepper,,,,True,,,pepper,3,delight,black,,,
d_nikke_mary_01_31,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_31,,S_30,S_30,1.0,,pepper,pepper,,,,True,,,,3,delight,,,,
d_nikke_mary_01_32,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_32,,S_30,S_10,2.0,,mary,mary,mary,1,sad,True,,,,3,delight,,,,
d_nikke_mary_01_33,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_33,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_34,d_nikke_mary_01,Self,Locale_NikkeEpisode:d_nikke_mary_01_34,,S_10,S_10,1.0,,mary,,,1,idle,,,,,3,idle,,,,
d_nikke_mary_01_35,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_35,,S_10,2,1.0,,pepper,pepper,,1,idle,True,,,,3,delight,,,,
d_nikke_mary_01_36,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_36,,2,2,1.0,,mary,mary,,1,idle,True,,,,3,special,,,,
d_nikke_mary_01_37,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_37,,2,2,1.0,,pepper,pepper,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_38,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_38,,2,2,1.0,,mary,mary,,1,idle,False,,,,3,surprise,,,,
d_nikke_mary_01_39,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_39,,2,S_30,2.0,,pepper,pepper,,1,idle,True,,,,3,shy,,,,
d_nikke_mary_01_40,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_40,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,3,shy,,,,
d_nikke_mary_01_41,d_nikke_mary_01,Self,Locale_NikkeEpisode:d_nikke_mary_01_41,,S_10,S_10,1.0,,mary,,,1,idle,,,,,3,idle,,,,
d_nikke_mary_01_42,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_42,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_43,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_43,,S_10,S_100,0.5,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_44,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_44,,S_100,S_100,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_45,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_45,,S_100,S_100,1.0,,mary,mary,,1,sad,True,,,,3,idle,,,,
d_nikke_mary_01_46,d_nikke_mary_01,Self,Locale_NikkeEpisode:d_nikke_mary_01_46,,S_100,S_100,1.0,,mary,,,1,sad,,,,,3,idle,,,,
d_nikke_mary_01_47,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_47,,S_100,S_10,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_48,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_48,,S_10,2,1.0,,pepper,pepper,,1,idle,True,,,,3,shy,,,,
d_nikke_mary_01_49,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_49,,2,2,1.0,,pepper,pepper,,1,idle,True,,,,3,shy,,,,
d_nikke_mary_01_50,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_50,,2,2,1.0,,mary,mary,,1,idle,True,,,,3,shy,,,,
d_nikke_mary_01_51,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_51,,2,S_30,1.0,,pepper,pepper,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_52,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_52,,S_10,S_10,1.0,none,mary,mary,,1,idle,False,,,,3,surprise,,,,
d_nikke_mary_01_53,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_53,,S_30,S_30,1.0,,pepper,pepper,,1,idle,False,,,,3,surprise,,,,
d_nikke_mary_01_54,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_54,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_55,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_55,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_56,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_56,,S_10,2,0.5,,pepper,pepper,,1,idle,True,,,,3,delight,,,,
d_nikke_mary_01_57,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_57,,2,2,1.0,,pepper,pepper,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_58,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_58,,2,2,1.0,bgm_story_orangepop,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_59,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_59,,2,2,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_60,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_60,,2,2,1.0,,pepper,pepper,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_61,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_61,,2,2,1.0,,pepper,pepper,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_62,d_nikke_mary_01,Self,Locale_NikkeEpisode:d_nikke_mary_01_62,,2,2,1.0,,pepper,,,1,idle,,,,,3,idle,,,,
d_nikke_mary_01_63,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_63,,2,S_30,2.0,,pepper,pepper,,1,idle,True,,,,3,angry,,,,
d_nikke_mary_01_64,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_64,,S_30,S_30,1.0,,pepper,pepper,,1,idle,True,,,,3,angry,,,,
d_nikke_mary_01_65,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_65,,S_30,S_10,1.0,,mary,mary,,1,idle,True,,,,3,angry,,,,
d_nikke_mary_01_66,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_66,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_67,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_67,,black,black,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_68,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_68,,S_30,S_30,1.0,,pepper,pepper,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_69,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_69,,S_30,2,1.0,,mary,mary,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_70,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_70,,2,2,1.0,,mary,mary,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_71,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_71,,2,2,1.0,,pepper,pepper,,1,idle,True,,,,3,angry,,,,
d_nikke_mary_01_72,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_72,,2,2,1.0,,pepper,pepper,,1,idle,True,,,,3,angry,,,,
d_nikke_mary_01_73,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_73,,2,S_10,2.0,,mary,mary,,1,idle,True,,,,3,angry,,,,
d_nikke_mary_01_74,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_74,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_75,d_nikke_mary_01,Choice,Locale_NikkeEpisode:d_nikke_mary_01_75,,S_10,S_10,1.0,,mary,,,1,idle,,,,,3,idle,,d_nikke_mary_01_77,,
d_nikke_mary_01_76,d_nikke_mary_01,Choice,Locale_NikkeEpisode:d_nikke_mary_01_76,,S_10,S_10,1.0,,mary,,,1,idle,,,,,3,idle,,d_nikke_mary_01_85,,
d_nikke_mary_01_77,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_77,,S_10,S_100,0.5,,mary,mary,,1,idle,False,,,,3,surprise,,,,
d_nikke_mary_01_78,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_78,,2,2,2.0,,pepper,pepper,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_79,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_79,,2,2,1.0,,pepper,pepper,,1,idle,True,,,,3,shy,,,,
d_nikke_mary_01_80,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_80,,2,S_10,1.0,,mary,mary,,1,idle,False,,,,3,shy,,,,
d_nikke_mary_01_81,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_81,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_82,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_82,,S_10,S_10,0.5,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_83,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_83,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_84,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_84,,S_30,S_30,1.0,,pepper,pepper,,1,idle,True,,,,3,angry,,d_nikke_mary_01_94,,
d_nikke_mary_01_85,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_85,,S_30,S_300,1.0,,pepper,pepper,,1,idle,False,,,,3,surprise,,,,
d_nikke_mary_01_86,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_86,,S_300,S_100,2.0,,mary,mary,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_87,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_87,,S_100,S_100,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_88,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_88,,2,2,0.5,,pepper,pepper,,1,idle,True,,,,3,angry,,,,
d_nikke_mary_01_89,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_89,,2,2,1.0,,mary,mary,,1,idle,True,,,,3,angry,,,,
d_nikke_mary_01_90,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_90,,2,2,1.0,,mary,mary,,1,idle,True,,,,3,shy,,,,
d_nikke_mary_01_91,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_91,,2,S_10,1.0,,mary,mary,,1,idle,True,,,,3,shy,,,,
d_nikke_mary_01_92,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_92,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_93,d_nikke_mary_01,Self,Locale_NikkeEpisode:d_nikke_mary_01_93,,S_10,S_10,1.0,,mary,,,1,idle,,,,,3,idle,,d_nikke_mary_01_94,,
d_nikke_mary_01_94,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_94,,S_30,S_30,1.0,,pepper,pepper,,1,idle,True,,,,3,angry,,,,
d_nikke_mary_01_95,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_95,,S_10,S_10,1.0,,mary,mary,,1,idle,True,,,,3,angry,,,,
d_nikke_mary_01_96,d_nikke_mary_01,Narration,Locale_NikkeEpisode:d_nikke_mary_01_96,,S_10,S_10,1.0,none,mary,,,1,idle,,,,,3,idle,,,sfx_scn_phonevibration,
d_nikke_mary_01_97,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_97,,S_10,S_10,2.0,,mary,mary,,1,idle,True,,,,3,idle,,,,m_nikke_mary_01
d_nikke_mary_01_98,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_98,,S_10,S_10,1.0,,mary,mary,,1,idle,False,,,,3,idle,,,,
d_nikke_mary_01_99,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_99,,S_30,S_30,1.0,,pepper,pepper,,1,idle,True,,,,3,idle,,,,
d_nikke_mary_01_100,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_100,,S_10,S_100,0.5,,mary,mary,,1,idle,False,,,,3,idle,,,,
d_nikke_mary_01_101,d_nikke_mary_01,Narration,Locale_NikkeEpisode:d_nikke_mary_01_101,,black,black,1.0,,mary,,,1,idle,,,,,3,idle,,,,
d_nikke_mary_01_102,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_102,,S_30,S_30,1.0,,pepper,pepper,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_103,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_103,,S_30,2,1.0,,mary,mary,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_104,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_104,,2,2,1.0,,mary,mary,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_105,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_105,,2,2,1.0,,mary,mary,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_106,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_106,,2,2,1.0,,mary,mary,,1,idle,True,,,,3,surprise,,,,
d_nikke_mary_01_107,d_nikke_mary_01,Narration,Locale_NikkeEpisode:d_nikke_mary_01_107,,2,2,1.0,,mary,,,1,idle,,,mary,,3,surprise,,,,
d_nikke_mary_01_108,d_nikke_mary_01,Speech,Locale_NikkeEpisode:d_nikke_mary_01_108,,2,S_30,2.0,,pepper,pepper,,,,True,,,,3,shy,,,,
d_nikke_mary_01_109,d_nikke_mary_01,Self,Locale_NikkeEpisode:d_nikke_mary_01_109,,S_30,S_30,1.0,,pepper,,,,,False,,,,3,shy,,,,
