id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_filter_01,set_filter_02,characters/3/hide_char_id,conversation_id,jump_target
d_nikke_yulha_01_21,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_21,True,,14,14,1.0,,,neon,neon,,1,idle,,13,angry,,15,surprise,,,,,,,,,,,
d_nikke_yulha_01_22,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_22,True,,14,14,1.0,,,anis,anis,,1,idle,,13,angry,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_23,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_23,True,,14,14,1.0,,,anis,anis,,1,idle,,13,angry,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_24,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_24,True,,14,12,2.0,,,rapi,rapi,,1,think,,13,angry,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_25,d_nikke_yulha_01,Self,Locale_NikkeEpisode:d_nikke_yulha_01_25,False,,12,12,1.0,,,rapi,,,1,think,,13,angry,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_26,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_26,True,,12,130,1.0,,,anis,anis,,1,think,,13,sad,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_27,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_27,False,ShowerRoom,130,10,2.0,,,anis,,,1,think,,13,sad,,15,idle,rapi,anis,neon,,,,,,,,
d_nikke_yulha_01_28,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_28,True,,10,1,1.0,,,anis,anis,,,,,,,,,,,,,,,,,,,,
d_nikke_yulha_01_29,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_29,False,,1,1,1.0,,,anis,,,,,,,,,,,,,,,,,,,,,
d_nikke_yulha_01_30,d_nikke_yulha_01,Self,Locale_NikkeEpisode:d_nikke_yulha_01_30,False,,1,1,1.0,,,anis,,,,,,,,,,,,,,,,,,,,,
d_nikke_yulha_01_31,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_31,False,,1,1,1.0,,,anis,,,,,,,,,,,,,,,,,,,,,
d_nikke_yulha_01_32,d_nikke_yulha_01,Self,Locale_NikkeEpisode:d_nikke_yulha_01_32,False,,1,100,2.0,,,anis,,,,,,,,,,,,,,,,,,,,,
d_nikke_yulha_01_33,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_33,False,Bar,black,black,1.0,,,anis,,,,,,,,,,,,,,yulha,5,sad,,,,,
d_nikke_yulha_01_34,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_34,True,,L_50,L_50,1.0,,,yulha,unknown,,,,,,,,,,,,,,5,sad,Grey,Blur_High,,,
d_nikke_yulha_01_35,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_35,False,,black,black,1.0,,,yulha,,,,,,,,,,,,,,,5,sad,Grey,Blur_High,,,
d_nikke_yulha_01_36,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_36,True,,L_50,L_500,2.0,,,yulha,unknown,,,,,,,,,,,,,,5,angry,Grey,Blur_High,,,
d_nikke_yulha_01_37,d_nikke_yulha_01,Narration,Locale_NikkeEpisode:d_nikke_yulha_01_37,False,,black,black,1.0,,,yulha,,,,,,,,,,,,,,,5,angry,Grey,Blur_High,yulha,,
d_nikke_yulha_01_38,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_38,True,ShowerRoom,black,black,1.0,,,yulha,unknown,,,,,,,,,,,,,,,,,,,,
d_nikke_yulha_01_39,d_nikke_yulha_01,Self,Locale_NikkeEpisode:d_nikke_yulha_01_39,False,,S_150,S_150,1.0,,,neon,,,,,,,,,,,,,,,,,,,,,
d_nikke_yulha_01_40,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_40,True,,S_150,S_150,1.0,,,neon,neon,rapi,1,think,anis,13,void,neon,15,surprise,,,,,,,,,,,
d_nikke_yulha_01_41,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_41,True,,S_150,130,1.0,,,anis,anis,,1,think,,13,angry,,15,surprise,,,,,,,,,,,
d_nikke_yulha_01_42,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_42,True,,130,10,2.0,,,rapi,rapi,,1,think,,13,angry,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_43,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_43,True,,10,10,1.0,,,rapi,rapi,,1,idle,,13,void,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_44,d_nikke_yulha_01,Self,Locale_NikkeEpisode:d_nikke_yulha_01_44,False,,10,10,1.0,,,rapi,,,1,idle,,13,void,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_45,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_45,True,,10,12,0.5,,,anis,anis,,1,idle,,13,angry,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_46,d_nikke_yulha_01,Narration,Locale_NikkeEpisode:d_nikke_yulha_01_46,False,,12,12,1.0,,sfx_scn_phonevibration,anis,,,1,idle,,13,angry,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_47,d_nikke_yulha_01,Self,Locale_NikkeEpisode:d_nikke_yulha_01_47,False,,12,12,1.0,,,anis,,,1,idle,,13,void,,15,idle,,,,,,,,,,m_nikke_yulha_01_01,
d_nikke_yulha_01_48,d_nikke_yulha_01,Self,Locale_NikkeEpisode:d_nikke_yulha_01_48,False,,12,12,1.0,,,anis,,,1,idle,,13,void,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_49,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_49,False,Bar,black,black,1.0,none,,anis,,,1,idle,,13,void,,15,idle,rapi,anis,neon,yulha,5,shy,Grey,Blur_Middle,,,
d_nikke_yulha_01_50,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_50,False,,1,5,2.0,bgm_story_epicjazzymoods,,yulha,,,,,,,,,,,,,,,5,shy,Grey,Blur_Middle,,,
d_nikke_yulha_01_51,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_51,True,,5,L_50,1.0,,,yulha,yulha,,,,,,,,,,,,,,5,shy,Grey,Blur_Middle,,,
d_nikke_yulha_01_52,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_52,True,,L_50,L_50,1.0,,,yulha,yulha,,,,,,,,,,,,,,5,angry,Grey,Blur_Middle,,,
d_nikke_yulha_01_53,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_53,True,,L_50,L_50,1.0,,,yulha,yulha,,,,,,,,,,,,,,5,angry,Grey,Blur_Middle,,,
d_nikke_yulha_01_54,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_54,True,,L_50,L_50,1.0,,,yulha,yulha,,,,,,,,,,,,,,5,sad,Grey,Blur_Middle,,,
d_nikke_yulha_01_55,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_55,False,,black,black,1.0,,,yulha,,,,,,,,,,,,,,,5,sad,Grey,Blur_Middle,,,
d_nikke_yulha_01_56,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_56,True,,L_50,L_500,2.0,,,yulha,yulha,,,,,,,,,,,,,,5,sad,Grey,Blur_Middle,,,
d_nikke_yulha_01_57,d_nikke_yulha_01,Choice,Locale_NikkeEpisode:d_nikke_yulha_01_57,False,,L_500,L_500,1.0,,,yulha,,,,,,,,,,,,,,,5,sad,Grey,Blur_Middle,,,d_nikke_yulha_01_60
d_nikke_yulha_01_58,d_nikke_yulha_01,Choice,Locale_NikkeEpisode:d_nikke_yulha_01_58,False,,L_500,L_500,1.0,,,yulha,,,,,,,,,,,,,,,5,sad,Grey,Blur_Middle,,,d_nikke_yulha_01_60
d_nikke_yulha_01_59,d_nikke_yulha_01,Choice,Locale_NikkeEpisode:d_nikke_yulha_01_59,False,,L_500,L_500,1.0,,,yulha,,,,,,,,,,,,,,,5,sad,Grey,Blur_Middle,,,d_nikke_yulha_01_60
d_nikke_yulha_01_60,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_60,True,,L_500,L_500,1.0,,,yulha,yulha,,,,,,,,,,,,,,5,angry,Grey,Blur_Middle,,,
d_nikke_yulha_01_61,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_61,True,,L_500,L_500,1.0,,,yulha,yulha,,,,,,,,,,,,,,5,shy,Grey,Blur_Middle,,,
d_nikke_yulha_01_62,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_62,False,GoodOffice,black,black,1.0,,,yulha,,,,,,,,,,,,,,,5,shy,Grey,Blur_Middle,,,
d_nikke_yulha_01_63,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_63,True,,5,5,1.0,,,yulha,yulha,,,,,,,,,,,,,,5,angry,Grey,Blur_Middle,,,
d_nikke_yulha_01_64,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_64,True,,5,5,1.0,,,yulha,yulha,,,,,,,,,,,,,,5,angry,Grey,Blur_Middle,,,
d_nikke_yulha_01_65,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_65,True,,5,L_500,0.5,,,yulha,yulha,,,,,,,,,,,,,,5,angry,Grey,Blur_Middle,,,
d_nikke_yulha_01_66,d_nikke_yulha_01,Narration,Locale_NikkeEpisode:d_nikke_yulha_01_66,False,,black,black,1.0,none,sfx_scn_down,yulha,,,,,,,,,,,,,,,5,angry,Grey,Blur_Middle,,,
d_nikke_yulha_01_67,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_67,False,,black,black,1.0,,,yulha,,,,,,,,,,,,,,,5,angry,Grey,Blur_Middle,,,
d_nikke_yulha_01_68,d_nikke_yulha_01,Narration,Locale_NikkeEpisode:d_nikke_yulha_01_68,False,,black,black,1.0,,,yulha,,,,,,,,,,,,,,,5,angry,Grey,Blur_Middle,,,
d_nikke_yulha_01_69,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_69,True,,black,black,2.0,,,yulha,yulha,,,,,,,,,,,,,,5,angry,Grey,Blur_Middle,,,
d_nikke_yulha_01_70,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_70,True,,black,black,1.0,,,yulha,yulha,,,,,,,,,,,,,,5,sad,Grey,Blur_Middle,,,
d_nikke_yulha_01_71,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_71,True,,black,black,1.0,,,yulha,yulha,,,,,,,,,,,,,,5,shy,Grey,Blur_Middle,,,
d_nikke_yulha_01_72,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_72,True,ShowerRoom,black,black,1.0,,,yulha,yulha,rapi,1,idle,anis,13,void,neon,15,idle,,,,,5,idle,Grey,Blur_Middle,yulha,,
d_nikke_yulha_01_73,d_nikke_yulha_01,Self,Locale_NikkeEpisode:d_nikke_yulha_01_73,False,,12,12,1.0,bgm_story_herecomestrouble,,rapi,,,1,idle,,13,void,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_74,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_74,False,,12,12,1.0,,,rapi,,,1,idle,,13,void,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_75,d_nikke_yulha_01,Self,Locale_NikkeEpisode:d_nikke_yulha_01_75,False,,12,12,1.0,,,rapi,,,1,idle,,13,void,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_76,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_76,True,,12,10,2.0,,,rapi,rapi,,1,worry,,13,void,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_77,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_77,True,,10,130,1.0,,,anis,anis,,1,worry,,13,angry,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_78,d_nikke_yulha_01,Narration,Locale_NikkeEpisode:d_nikke_yulha_01_78,False,,130,130,1.0,sfx_scn_phonevibration,sfx_scn_phonevibration,anis,,,1,worry,,13,angry,,15,idle,,,,,,,,,,m_nikke_yulha_01_02,
d_nikke_yulha_01_79,d_nikke_yulha_01,Monologue,Locale_NikkeEpisode:d_nikke_yulha_01_79,False,,130,130,1.0,,,anis,,,1,worry,,13,void,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_80,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_80,True,,130,12,1.0,,,rapi,rapi,,1,worry,,13,void,,15,idle,,,,,,,,,,,
d_nikke_yulha_01_81,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_81,True,,12,14,2.0,,,neon,neon,,1,worry,,13,void,,15,surprise,,,,,,,,,,,
d_nikke_yulha_01_82,d_nikke_yulha_01,Speech,Locale_NikkeEpisode:d_nikke_yulha_01_82,True,,14,14,1.0,,,anis,anis,,1,worry,,13,void,,15,surprise,,,,,,,,,,,
d_nikke_yulha_01_83,d_nikke_yulha_01,Self,Locale_NikkeEpisode:d_nikke_yulha_01_83,False,,14,14,1.0,,,anis,,,1,worry,,13,void,,15,surprise,,,,,,,,,,,
d_nikke_yulha_01_84,d_nikke_yulha_01,Self,Locale_NikkeEpisode:d_nikke_yulha_01_84,False,,14,14,1.0,,,anis,,,1,worry,,13,void,,15,surprise,,,,,,,,,,,
