id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
d_nikke_mana_03_82,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_82,False,,10,100,1.0,,,,1,idle
d_nikke_mana_03_83,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_83,True,,100,100,1.0,,,,1,idle
d_nikke_mana_03_84,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_84,True,,100,100,1.0,,,,1,idle
d_nikke_mana_03_85,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_85,True,,100,100,1.0,,,,1,idle
d_nikke_mana_03_86,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_86,True,,100,100,1.0,,,,1,idle
d_nikke_mana_03_87,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_87,True,,100,100,1.0,,,,1,idle
d_nikke_mana_03_88,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_88,True,,100,100,1.0,,,,1,idle
d_nikke_mana_03_89,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_89,False,,100,100,1.0,,,,1,idle
d_nikke_mana_03_90,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_90,False,,100,100,1.0,,,,1,idle
d_nikke_mana_03_91,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_91,False,,100,100,1.0,,,,1,idle
d_nikke_mana_03_92,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_92,True,,100,10,1.0,,,,1,idle
d_nikke_mana_03_93,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_93,False,,10,10,1.0,,,,1,idle
d_nikke_mana_03_94,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_94,True,,10,10,1.0,,,,1,idle
d_nikke_mana_03_95,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_95,True,,10,10,1.0,,,,1,idle
d_nikke_mana_03_96,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_96,False,,10,10,1.0,,,,1,idle
d_nikke_mana_03_97,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_97,True,,10,10,1.0,,,,1,idle
d_nikke_mana_03_98,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_98,True,,10,10,1.0,,,,1,idle
