id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound
d_nikke_moran_04_88,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_88,False,,1,worry,,113,113,1.0,,,,13,idle,,
d_nikke_moran_04_89,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_89,False,,1,worry,ArkRuinIndoor,black,black,1.0,,,,13,idle,,
d_nikke_moran_04_90,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_90,False,,1,worry,,black,black,1.0,,,,13,idle,,
d_nikke_moran_04_91,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_91,False,,1,think,,1,1,1.0,none,,,13,idle,,
d_nikke_moran_04_92,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_92,False,,1,think,,1,10,1.0,,,,13,idle,,
d_nikke_moran_04_93,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_93,False,,1,think,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_94,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_94,True,,1,think,,10,10,1.0,bgm_mystery,,,13,idle,,
d_nikke_moran_04_95,d_nikke_moran_04,Self,,,Locale_NikkeEpisode:d_nikke_moran_04_95,False,,1,think,,10,10,1.0,,,,13,idle,,
d_nikke_moran_04_96,d_nikke_moran_04,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_04_96,True,,1,angry,,10,100,1.0,,,,13,idle,,
d_nikke_moran_04_97,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_97,False,,1,angry,,100,100,1.0,,,,13,idle,,
d_nikke_moran_04_98,d_nikke_moran_04,Speech,sickwoman,sickwoman,Locale_NikkeEpisode:d_nikke_moran_04_98,True,,1,angry,,100,100,1.0,,,,13,idle,,
d_nikke_moran_04_99,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_99,False,,1,angry,,black,black,1.0,,,,13,idle,,
d_nikke_moran_04_100,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_100,False,,1,angry,,black,black,1.0,,,,13,idle,,
d_nikke_moran_04_101,d_nikke_moran_04,Monologue,,,Locale_NikkeEpisode:d_nikke_moran_04_101,False,,1,angry,,black,black,1.0,,,,13,idle,,
