id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,set_camera_shake,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id
d_nikke_marciana_02_57,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_57,False,,XS_10,XS_10,1.0,,bgm_story_sundayintheark,,,,13,panic,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_58,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_58,True,,XS_10,XS_10,1.0,,,rei,rei,,13,panic,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_59,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_59,True,,XS_10,XS_10,1.0,,,rei,rei,,13,panic,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_60,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_60,True,,XS_10,XS_10,1.0,,,rei,rei,,13,panic,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_61,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_61,True,,XS_10,XS_10,1.0,,,rei,rei,,13,panic,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_62,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_62,False,,XS_10,XS_10,1.0,,,,,,13,panic,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_63,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_63,False,,XS_10,XS_10,1.0,,,,,,13,panic,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_64,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_64,True,,XS_10,130,1.0,,,marciana,marciana,,13,surprise,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_65,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_65,True,,130,130,1.0,,,marciana,marciana,,13,surprise,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_66,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_66,True,,130,130,1.0,,,marciana,marciana,,13,surprise,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_67,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_67,True,,130,12,1.0,,,rei,rei,,13,surprise,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_68,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_68,True,,12,12,1.0,,,marciana,marciana,,13,think,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_69,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_69,True,,12,12,1.0,,,marciana,marciana,,13,think,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_70,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_70,True,,12,12,1.0,,,marciana,marciana,,13,think,,1,cry,,3,idle,,5,idle,,,d_nikke_marciana_02_83,,,
d_nikke_marciana_02_71,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_71,False,,130,130,1.0,,bgm_story_sundayintheark,,,,13,panic,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_72,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_72,True,,130,130,1.0,,,marciana,marciana,,13,surprise,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_73,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_73,True,,130,130,1.0,,,marciana,marciana,,13,surprise,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_74,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_74,True,,130,130,1.0,,,marciana,marciana,,13,surprise,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_75,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_75,True,,130,130,1.0,,,marciana,marciana,,13,think,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_76,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_76,True,,130,12,1.0,,,marciana,marciana,,13,think,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_77,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_77,True,,12,12,1.0,,,rei,rei,,13,think,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_78,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_78,True,,12,12,1.0,,,marciana,marciana,,13,think,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_79,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_79,True,,12,12,1.0,,,rei,rei,,13,think,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_80,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_80,True,,12,12,1.0,,,rei,rei,,13,think,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_81,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_81,True,,12,12,1.0,,,marciana,marciana,,13,think,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_82,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_82,True,,12,12,1.0,,,marciana,marciana,,13,think,,1,cry,,3,idle,,5,idle,,,d_nikke_marciana_02_83,,,
d_nikke_marciana_02_83,d_nikke_marciana_02,Monologue,Locale_NikkeEpisode:d_nikke_marciana_02_83,False,,12,12,1.0,,,,,,13,think,,1,cry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_84,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_84,True,,12,12,1.0,,,rei,rei,,13,think,,1,angry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_85,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_85,True,,12,12,1.0,,,rei,rei,,13,think,,1,angry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_86,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_86,True,,12,12,1.0,,,rei,rei,,13,think,,1,angry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_87,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_87,True,,12,12,1.0,,,marciana,marciana,,13,idle,,1,angry,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_88,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_88,True,,12,12,1.0,,none,rei,rei,,13,idle,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_89,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_89,True,,12,12,1.0,,,marciana,marciana,,13,think,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_90,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_90,True,,12,XS_10,1.0,,bgm_story_herecomestrouble,rei,rei,,13,think,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_91,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_91,False,,XS_10,XS_10,1.0,,,rei,naru1,,13,think,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_92,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_92,False,,XS_10,XS_10,1.0,,,rei,naru2,,13,think,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_93,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_93,False,,XS_10,XS_10,1.0,,,rei,naru3,,13,think,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_94,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_94,True,,XS_10,XS_10,1.0,,,rei,rei,,13,think,,1,delight,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_95,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_95,True,,130,130,1.0,,,marciana,marciana,,13,panic,,1,delight,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_96,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_96,True,,130,130,1.0,,,marciana,marciana,,13,panic,,1,delight,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_97,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_97,True,,XS_10,XS_100,1.5,,,rei,rei,,13,panic,,1,shy,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_98,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_98,True,,130,1300,1.5,,,marciana,marciana,,13,shy,,1,shy,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_99,d_nikke_marciana_02,Narration,Locale_NikkeEpisode:d_nikke_marciana_02_99,False,,1300,1300,1.0,sfx_scn_schoolbell,,,,,13,shy,,1,shy,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_100,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_100,False,,1300,13,1.0,,,marciana,marciana,,13,shy_02,,1,surprise,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_101,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_101,True,,13,13,1.0,,,marciana,marciana,,13,shy_02,,1,surprise,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_102,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_102,True,,13,13,1.0,,,marciana,marciana,,13,shy_02,,1,surprise,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_103,d_nikke_marciana_02,Narration,Locale_NikkeEpisode:d_nikke_marciana_02_103,False,,13,13,1.0,sfx_scn_doorrun,,,,,13,shy_02,,1,surprise,,3,idle,,5,idle,,,,marciana,,
d_nikke_marciana_02_104,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_104,False,,13,1,1.0,,,rei,rei,,,,,1,surprise,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_105,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_105,True,,1,1,1.0,,,rei,rei,,,,,1,no,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_106,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_106,False,,1,1,1.0,,,,,,,,,1,no,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_107,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_107,False,,1,1,1.0,,,,,,,,,1,no,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_108,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_108,True,,1,1,1.0,,,rei,rei,,,,,1,surprise,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_109,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_109,True,,1,1,1.0,,,rei,rei,,,,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_110,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_110,True,,1,4,1.0,,,zwei,zwei,,,,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_111,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_111,True,,4,4,1.0,,,ein,ein,,,,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_112,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_112,False,,4,4,1.0,,,,,,,,,1,idle,,3,idle,,5,idle,,,,,,
d_nikke_marciana_02_113,d_nikke_marciana_02,Monologue,Locale_NikkeEpisode:d_nikke_marciana_02_113,False,,black,black,1.0,,none,,,,,,,1,idle,,3,idle,,5,idle,zwei,,,,rei,ein
d_nikke_marciana_02_114,d_nikke_marciana_02,Monologue,Locale_NikkeEpisode:d_nikke_marciana_02_114,False,SchoolCorridor,4,13,1.0,,,,,,,,,,,,,,,,,,,,,,
d_nikke_marciana_02_115,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_115,False,,13,13,1.0,,bgm_story_orangepop,,,marciana,13,think,,,,,,,,,,,,,,,
d_nikke_marciana_02_116,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_116,True,,13,13,1.0,,,marciana,marciana,,13,think,,,,,,,,,,,,,,,
d_nikke_marciana_02_117,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_117,True,,13,130,1.0,,,marciana,marciana,,13,think,,,,,,,,,,,,,,,
d_nikke_marciana_02_118,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_118,True,,130,130,1.0,,,marciana,marciana,,13,think,,,,,,,,,,,,,,,
d_nikke_marciana_02_119,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_119,False,,130,130,1.0,,,,,,13,think,,,,,,,,,,,,,,,
d_nikke_marciana_02_120,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_120,False,,130,130,1.0,,,,,,13,think,,,,,,,,,,,,,,,
d_nikke_marciana_02_121,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_121,True,,130,130,1.0,,,marciana,marciana,,13,idle,,,,,,,,,,,,,,,
d_nikke_marciana_02_122,d_nikke_marciana_02,Self,Locale_NikkeEpisode:d_nikke_marciana_02_122,False,,130,130,1.0,,,,,,13,idle,,,,,,,,,,,,,,,
d_nikke_marciana_02_123,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_123,True,,130,13,1.0,,,marciana,marciana,,13,surprise,,,,,,,,,,,,,,,
d_nikke_marciana_02_124,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_124,True,,13,13,1.0,,,marciana,marciana,,13,surprise,,,,,,,,,,,,,,,
d_nikke_marciana_02_125,d_nikke_marciana_02,Speech,Locale_NikkeEpisode:d_nikke_marciana_02_125,True,,13,13,1.0,,,marciana,marciana,,13,surprise,,,,,,,,,,,,,,,
