id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id,fade
d_nikke_soline_02_17,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_17,True,,1,angry,,S_100,S_10,0.5,,,,
d_nikke_soline_02_18,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_18,True,,1,angry,,S_10,S_10,1.0,,,,
d_nikke_soline_02_19,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_19,False,,1,angry,,S_10,S_10,1.0,,,,
d_nikke_soline_02_20,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_20,True,,1,surprise,,S_10,S_100,2.0,,,,
d_nikke_soline_02_21,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_21,True,,1,surprise,,S_100,S_100,1.0,,,,
d_nikke_soline_02_22,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_22,False,,1,surprise,,S_100,S_100,1.0,,,,
d_nikke_soline_02_23,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_23,True,,1,angry,,S_100,S_10,0.5,,,,
d_nikke_soline_02_24,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_24,True,,1,pain,,S_10,S_10,1.0,,,,
d_nikke_soline_02_25,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_25,True,,1,pain,,S_10,S_10,1.0,,,,
d_nikke_soline_02_26,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_26,False,,1,pain,,S_10,S_10,1.0,,,,
d_nikke_soline_02_27,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_27,True,,1,angry,,S_10,S_100,0.5,,,,
d_nikke_soline_02_28,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_28,True,,1,angry,,S_100,S_100,1.0,,,,
d_nikke_soline_02_29,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_29,True,,1,angry,,S_100,S_100,1.0,,,,
d_nikke_soline_02_30,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_30,True,,1,angry,,S_100,S_100,1.0,,,,
d_nikke_soline_02_31,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_31,False,,1,angry,,S_100,S_100,1.0,,,,
d_nikke_soline_02_32,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_32,False,,1,surprise,,S_100,S_10,2.0,,,,
d_nikke_soline_02_33,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_33,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_34,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_34,True,,1,shy,,S_10,S_10,1.0,,,,
d_nikke_soline_02_35,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_35,True,,1,shy,,S_10,S_10,1.0,,,,
d_nikke_soline_02_36,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_36,True,,1,shy,,S_10,S_10,1.0,,,,
d_nikke_soline_02_37,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_37,True,,1,shy,,S_10,S_10,1.0,,,,
d_nikke_soline_02_38,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_38,False,,1,shy,,S_10,S_10,1.0,,,,
d_nikke_soline_02_39,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_39,True,,1,pain,,S_10,S_10,1.0,,,,
d_nikke_soline_02_40,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_40,False,,1,pain,,S_10,S_10,1.0,,,,
d_nikke_soline_02_41,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_41,True,,1,pain,,S_10,S_10,1.0,,,,
d_nikke_soline_02_42,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_42,True,,1,pain,,S_10,S_10,1.0,,,,
d_nikke_soline_02_43,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_43,False,,1,pain,,black,black,1.0,none,,soline,
d_nikke_soline_02_44,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_44,True,soline,1,angry,City,13,1,2.0,bgm_story_sunnycarnival,,,black
d_nikke_soline_02_45,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_45,True,,1,idle,,1,S_10,1.0,,,,
d_nikke_soline_02_46,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_46,False,,1,idle,,S_10,S_10,1.0,,,,
d_nikke_soline_02_47,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_47,True,,1,pain,,S_10,S_100,0.5,,,,
d_nikke_soline_02_48,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_48,False,,1,pain,,S_100,S_100,1.0,,,,
d_nikke_soline_02_49,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_49,True,,1,idle,,S_100,S_100,1.0,,,,
d_nikke_soline_02_50,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_50,True,,1,idle,,S_100,S_100,1.0,,,,
d_nikke_soline_02_51,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_51,True,,1,angry,,S_100,S_100,1.0,,,,
d_nikke_soline_02_52,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_52,False,,1,angry,,S_100,S_100,0.5,,,,
d_nikke_soline_02_53,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_53,True,,1,pain,,S_100,S_10,1.0,,,,
d_nikke_soline_02_54,d_nikke_soline_02,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_02_54,False,,1,pain,,S_10,S_10,1.0,,,soline,black
d_nikke_soline_02_55,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_55,False,soline,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_56,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_56,False,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_57,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_57,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_58,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_58,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_59,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_59,False,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_60,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_60,True,,1,shy,,S_10,S_100,0.5,,,,
d_nikke_soline_02_61,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_61,True,,1,shy,,S_100,S_100,1.0,,,,
d_nikke_soline_02_62,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_62,True,,1,surprise,,S_100,S_100,1.0,,,,
d_nikke_soline_02_63,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_63,True,,1,shy,,S_100,S_100,1.0,,,,
d_nikke_soline_02_64,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_64,False,,1,shy,,S_100,S_100,1.0,,,,
d_nikke_soline_02_65,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_65,True,,1,pain,,S_100,S_100,1.0,,,,
d_nikke_soline_02_66,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_66,False,,1,surprise,,S_100,S_100,1.0,,,,
d_nikke_soline_02_67,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_67,True,,1,surprise,,S_100,S_10,0.5,,,,
d_nikke_soline_02_68,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_68,False,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_69,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_69,True,,1,shy,,S_10,S_10,1.0,,,,
d_nikke_soline_02_70,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_70,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_71,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_71,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_72,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_72,False,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_73,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_73,True,,1,angry,,S_10,S_100,0.5,,,,
d_nikke_soline_02_74,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_74,True,,1,surprise,,S_100,S_10,2.0,,,,
d_nikke_soline_02_75,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_75,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_76,d_nikke_soline_02,Narration,soline,,Locale_NikkeEpisode:d_nikke_soline_02_76,False,,1,surprise,,S_10,S_100,1.0,,,,
d_nikke_soline_02_77,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_77,False,,1,pain,,S_100,S_100,1.0,,,,
d_nikke_soline_02_78,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_78,True,,1,pain,,S_100,S_100,1.0,,,,
d_nikke_soline_02_79,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_79,False,,1,pain,,S_100,S_100,1.0,,,,
d_nikke_soline_02_80,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_80,True,,1,shy,,S_100,S_100,1.0,,,,
d_nikke_soline_02_81,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_81,False,,1,shy,,S_100,S_10,2.0,,,,
d_nikke_soline_02_82,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_82,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_83,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_83,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_84,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_84,False,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_85,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_85,True,,1,shy,,S_10,S_10,1.0,,,,
d_nikke_soline_02_86,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_86,True,,1,shy,,S_10,S_10,1.0,,,,
d_nikke_soline_02_87,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_87,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_88,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_88,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_89,d_nikke_soline_02,Self,soline,,Locale_NikkeEpisode:d_nikke_soline_02_89,False,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_90,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_90,False,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_91,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_91,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_92,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_92,True,,1,surprise,,S_10,S_100,2.0,,,,
d_nikke_soline_02_93,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_93,True,,1,shy,,S_100,S_100,1.0,,,,
d_nikke_soline_02_94,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_94,True,,1,shy,,S_100,S_10,0.5,,,,
d_nikke_soline_02_95,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_95,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_96,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_96,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_97,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_97,True,,1,shy,,S_10,S_10,1.0,,,,
d_nikke_soline_02_98,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_98,True,,1,surprise,,S_10,S_10,1.0,,,,
d_nikke_soline_02_99,d_nikke_soline_02,Speech,soline,soline,Locale_NikkeEpisode:d_nikke_soline_02_99,True,,1,surprise,,S_10,S_10,1.0,,,,
