id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,play_sound
treasurestory_julia_04_18,treasurestory_julia_04,Choice,julia,,Locale_NikkeEpisode:treasurestory_julia_04_18,False,,2,idle,,12,idle,,S_120,S_120,1.0,,treasurestory_julia_04_23,,
treasurestory_julia_04_19,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_19,True,,2,idle,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_20,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_20,True,,2,idle,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_21,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_21,True,,2,idle,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_22,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_22,True,,2,idle,,12,delight,,S_120,S_120,1.0,,treasurestory_julia_04_27,,
treasurestory_julia_04_23,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_23,True,,2,idle,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_24,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_24,True,,2,idle,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_25,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_25,True,,2,idle,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_26,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_26,True,,2,idle,,12,delight,,S_120,S_120,1.0,,treasurestory_julia_04_27,,
treasurestory_julia_04_27,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_27,True,,2,idle,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_28,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_28,True,,2,idle,,12,delight,,S_120,1,1.3,,,,
treasurestory_julia_04_29,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_29,True,,2,idle,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_30,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_30,True,,2,idle,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_31,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_31,True,,2,surprised,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_32,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_32,True,,2,sad,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_33,treasurestory_julia_04,Self,cocoa,,Locale_NikkeEpisode:treasurestory_julia_04_33,False,,2,sad,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_34,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_34,True,,2,surprised,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_35,treasurestory_julia_04,Self,cocoa,,Locale_NikkeEpisode:treasurestory_julia_04_35,False,,2,surprised,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_36,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_36,True,,2,idle,,12,delight,,1,XS_20,1.3,,,,
treasurestory_julia_04_37,treasurestory_julia_04,Monologue,cocoa,,Locale_NikkeEpisode:treasurestory_julia_04_37,False,,2,idle,,12,think,,black,black,1.0,,,black,
treasurestory_julia_04_38,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_38,True,,2,idle,,12,think,,1,1,1.0,,,,
treasurestory_julia_04_39,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_39,True,,2,idle,,12,think,,1,1,1.0,,,,
treasurestory_julia_04_40,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_40,True,,2,idle,,12,think,,1,1,1.0,,,,
treasurestory_julia_04_41,treasurestory_julia_04,Monologue,julia,,Locale_NikkeEpisode:treasurestory_julia_04_41,False,,2,idle,,12,think,,1,1,1.0,,,,
treasurestory_julia_04_42,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_42,True,,2,idle,,12,think,,1,1,1.0,,,,
treasurestory_julia_04_43,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_43,True,,2,idle,,12,surprise,,1,1,1.0,,,,
treasurestory_julia_04_44,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_44,True,,2,idle,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_45,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_45,True,,2,idle,,12,think,,1,1,1.0,,,,
treasurestory_julia_04_46,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_46,True,,2,idle,,12,think,,1,1,1.0,,,,
treasurestory_julia_04_47,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_47,True,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_48,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_48,True,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_49,treasurestory_julia_04,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_04_49,False,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_50,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_50,True,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_51,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_51,True,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_52,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_52,True,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_53,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_53,True,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_54,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_54,True,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_55,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_55,True,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_56,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_56,True,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_57,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_57,True,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_58,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_58,True,,2,idle,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_59,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_59,True,,2,sad,,12,idle,,1,1,1.0,,,,
treasurestory_julia_04_60,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_60,True,,2,sad,,12,think,,1,S_120,1.3,,,,
treasurestory_julia_04_61,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_61,True,,2,sad,,12,think,,S_120,S_120,1.0,,,,
treasurestory_julia_04_62,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_62,True,,2,sad,,12,think,,S_120,S_120,1.0,,,,
treasurestory_julia_04_63,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_63,True,,2,sad,,12,think,,S_120,S_120,1.0,,,,
treasurestory_julia_04_64,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_64,True,,2,sad,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_65,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_65,True,,2,sad,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_66,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_66,True,,2,sad,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_67,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_67,True,,2,sad,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_68,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_68,True,,2,sad,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_69,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_69,True,,2,sad,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_70,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_70,True,,2,sad,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_71,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_71,True,,2,sad,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_72,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_72,True,,2,serious,,12,delight,,S_120,XS_20,1.3,,,,
treasurestory_julia_04_73,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_73,True,,2,serious,,12,delight,,XS_20,XS_20,1.0,,,,
treasurestory_julia_04_74,treasurestory_julia_04,Self,cocoa,,Locale_NikkeEpisode:treasurestory_julia_04_74,False,,2,serious,,12,delight,,XS_20,1,1.3,,,,
treasurestory_julia_04_75,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_75,True,,2,serious,,12,surprise,,1,1,1.0,,,,
treasurestory_julia_04_76,treasurestory_julia_04,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_04_76,False,,2,serious,,12,surprise,,1,1,1.0,,,,
treasurestory_julia_04_77,treasurestory_julia_04,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_04_77,False,,2,serious,,12,surprise,,1,1,1.0,,,,
treasurestory_julia_04_78,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_78,True,,2,serious,,12,surprise,,1,1,1.0,,,,
treasurestory_julia_04_79,treasurestory_julia_04,Self,cocoa,,Locale_NikkeEpisode:treasurestory_julia_04_79,False,,2,serious,,12,surprise,,1,1,1.0,,,,
treasurestory_julia_04_80,treasurestory_julia_04,Self,cocoa,,Locale_NikkeEpisode:treasurestory_julia_04_80,False,,2,serious,,12,surprise,,1,1,1.0,,,,
treasurestory_julia_04_81,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_81,False,,2,serious,,12,surprise,,1,S_120,1.3,,,,
treasurestory_julia_04_82,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_82,True,,2,serious,,12,surprise,,S_120,S_120,1.0,,,,
treasurestory_julia_04_83,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_83,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_84,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_84,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_85,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_85,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_86,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_86,True,,2,serious,,12,surprise,,S_120,S_1200,1.3,,,,
treasurestory_julia_04_87,treasurestory_julia_04,Monologue,julia,,Locale_NikkeEpisode:treasurestory_julia_04_87,False,,2,serious,,12,idle,,black,black,1.0,,,,sfx_scn_write
treasurestory_julia_04_88,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_88,True,,2,serious,,12,delight,,S_1200,S_120,1.3,,,,
treasurestory_julia_04_89,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_89,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_90,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_90,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_91,treasurestory_julia_04,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_04_91,False,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_92,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_92,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_93,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_93,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_94,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_94,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_95,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_95,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_96,treasurestory_julia_04,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_04_96,False,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_97,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_97,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_98,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_98,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_99,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_99,True,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_100,treasurestory_julia_04,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_04_100,False,,2,serious,,12,delight,,S_120,S_120,1.0,,,,
treasurestory_julia_04_101,treasurestory_julia_04,Monologue,julia,,Locale_NikkeEpisode:treasurestory_julia_04_101,False,,2,serious,,12,delight,,S_120,1,1.3,,,,sfx_scn_putdown
treasurestory_julia_04_102,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_102,True,,2,sad,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_103,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_103,True,,2,sad,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_104,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_104,True,,2,sad,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_105,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_105,True,,2,sad,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_106,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_106,True,,2,idle,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_107,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_107,True,,2,idle,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_108,treasurestory_julia_04,Speech,julia,julia,Locale_NikkeEpisode:treasurestory_julia_04_108,True,,2,idle,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_109,treasurestory_julia_04,Self,julia,,Locale_NikkeEpisode:treasurestory_julia_04_109,False,,2,idle,,12,delight,,1,1,1.0,,,,
treasurestory_julia_04_110,treasurestory_julia_04,Speech,cocoa,cocoa,Locale_NikkeEpisode:treasurestory_julia_04_110,True,,2,idle,,12,delight,,1,XS_20,1.3,,,,
treasurestory_julia_04_111,treasurestory_julia_04,Narration,cocoa,,Locale_NikkeEpisode:treasurestory_julia_04_111,False,,2,idle,,12,think,,black,black,1.0,,,,
treasurestory_julia_04_112,treasurestory_julia_04,Monologue,cocoa,,Locale_NikkeEpisode:treasurestory_julia_04_112,False,,2,idle,,12,think,,black,black,1.0,,,,
