id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce006_02_04_21,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_21,True,,1,1,1.0,,,ce006_02,,2,no,,12,idle
d_nikke_ce006_02_04_22,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_22,False,,1,1,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_23,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_23,True,,1,1,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_24,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_24,True,,1,20,1.3,,,ce006_02,,2,no,,12,idle
d_nikke_ce006_02_04_25,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_25,True,,20,20,1.0,,,ce006_02,,2,no,,12,idle
d_nikke_ce006_02_04_26,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_26,False,,20,120,1.3,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_27,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_27,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_28,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_28,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_29,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_29,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_30,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_30,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_31,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_31,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_32,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_32,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_33,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_33,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_34,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_34,True,,120,1,1.3,,,ce006_02,,2,no,,12,idle
d_nikke_ce006_02_04_35,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_35,True,,1,1,1.0,,,ce006_02,,2,no,,12,idle
d_nikke_ce006_02_04_36,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_36,True,,1,1,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_37,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_37,True,,1,1,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_38,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_38,True,,1,120,1.3,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_39,d_nikke_ce006_02_04,Narration,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_39,False,,black,black,1.0,,,,,2,no,,12,idle
d_nikke_ce006_02_04_40,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_40,False,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_41,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_41,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_42,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_42,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_43,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_43,False,,120,120,1.0,,,ce006_02,,2,no,,12,idle
d_nikke_ce006_02_04_44,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_44,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_45,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_45,True,,120,120,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_46,d_nikke_ce006_02_04,Narration,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_46,False,,120,20,1.3,,,,,2,no,,12,idle
d_nikke_ce006_02_04_47,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_47,True,,20,20,1.0,,,ce006_02,,2,no,,12,idle
d_nikke_ce006_02_04_48,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_48,True,,20,20,1.0,,,ce006_02,,2,no,,12,idle
d_nikke_ce006_02_04_49,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_49,True,,20,1,1.3,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_50,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_50,True,,1,1,1.0,,,ce006_02,,2,no,,12,idle
d_nikke_ce006_02_04_51,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_51,True,,1,1,1.0,,,ce006_02,,2,no,,12,idle
d_nikke_ce006_02_04_52,d_nikke_ce006_02_04,Narration,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_52,False,,black,black,1.0,sfx_scn_drawingsword,,,,2,no,,12,idle
d_nikke_ce006_02_04_53,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_53,False,,1,1,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_54,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_54,True,,1,1,1.0,,,ce006_02,,2,no,,12,idle
d_nikke_ce006_02_04_55,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_55,False,,1,1,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_56,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_56,True,,1,1,1.0,,,com,,2,no,,12,idle
d_nikke_ce006_02_04_57,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_57,True,,1,20,1.3,,,ce006_02,,2,smile,,12,idle
d_nikke_ce006_02_04_58,d_nikke_ce006_02_04,Speech,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_58,True,,20,200,0.7,,,ce006_02,,2,angry,,12,idle
d_nikke_ce006_02_04_59,d_nikke_ce006_02_04,Narration,ce006_02,Locale_NikkeEpisode:d_nikke_ce006_02_04_59,False,,black,black,1.0,sfx_scn_swordcut,none,,,2,angry,,12,idle
d_nikke_ce006_02_04_60,d_nikke_ce006_02_04,Speech,com,Locale_NikkeEpisode:d_nikke_ce006_02_04_60,False,,black,black,1.0,,,com,,2,angry,,12,idle
