id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/1/hide_char_id,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_mica_snowbuddy_04_30,d_nikke_mica_snowbuddy_04,Narration,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_30,False,,5,idle,,XS_50,XS_50,1.0,,sfx_scn_rustle,,,,,,
d_nikke_mica_snowbuddy_04_31,d_nikke_mica_snowbuddy_04,Narration,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_31,False,,5,idle,,XS_50,5,1.0,,,,belorta,,,,
d_nikke_mica_snowbuddy_04_32,d_nikke_mica_snowbuddy_04,Narration,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_32,False,,,,,5,3,1.0,,sfx_scn_autodooropen,,,,,,
d_nikke_mica_snowbuddy_04_33,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_33,True,,,,,3,3,1.0,,,,,mica_w,3,surprise,
d_nikke_mica_snowbuddy_04_34,d_nikke_mica_snowbuddy_04,Narration,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_34,False,,,,,3,3,1.0,,,,,,3,surprise,
d_nikke_mica_snowbuddy_04_35,d_nikke_mica_snowbuddy_04,Self,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_35,False,,,,,3,3,1.0,,,,,,3,surprise,
d_nikke_mica_snowbuddy_04_36,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_36,True,,,,,3,3,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_37,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_37,True,,,,,3,3,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_38,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_38,True,,,,,3,3,1.0,,,,,,3,sad,
d_nikke_mica_snowbuddy_04_39,d_nikke_mica_snowbuddy_04,Narration,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_39,False,,,,,3,3,1.0,,sfx_scn_rustle,Low_2,,,3,sad,
d_nikke_mica_snowbuddy_04_40,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_40,False,,,,,3,S_30,1.0,,,,,,3,surprise,
d_nikke_mica_snowbuddy_04_41,d_nikke_mica_snowbuddy_04,Self,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_41,False,,,,,S_30,S_30,1.0,,,,,,3,surprise,
d_nikke_mica_snowbuddy_04_42,d_nikke_mica_snowbuddy_04,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_42,False,,,,,S_30,15,1.0,,,,,,3,surprise,
d_nikke_mica_snowbuddy_04_43,d_nikke_mica_snowbuddy_04,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_43,False,,,,,15,150,1.0,,,,,,3,surprise,
d_nikke_mica_snowbuddy_04_44,d_nikke_mica_snowbuddy_04,Self,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_44,False,,,,,150,150,1.0,,,,,,3,surprise,
d_nikke_mica_snowbuddy_04_45,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_45,False,,,,,150,S_30,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_46,d_nikke_mica_snowbuddy_04,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_46,False,,,,,S_30,S_30,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_47,d_nikke_mica_snowbuddy_04,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_47,False,,,,,S_30,S_30,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_48,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_48,True,,,,,S_30,3,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_49,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_49,True,,,,,3,3,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_50,d_nikke_mica_snowbuddy_04,Self,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_50,False,,,,,3,3,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_51,d_nikke_mica_snowbuddy_04,Narration,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_51,False,,,,,3,3,1.0,,sfx_scn_walk,,,,3,idle,
d_nikke_mica_snowbuddy_04_52,d_nikke_mica_snowbuddy_04,Narration,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_52,False,,,,,3,3,1.0,,sfx_scn_autodooropen,,,,3,idle,mica_w
d_nikke_mica_snowbuddy_04_53,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_53,False,,,,,3,5,1.0,,,,,,,,
d_nikke_mica_snowbuddy_04_54,d_nikke_mica_snowbuddy_04,Narration,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_54,False,,,,,5,5,1.0,,sfx_scn_rustle,,,,,,
d_nikke_mica_snowbuddy_04_55,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_55,True,belorta,5,idle,,5,XS_50,0.5,,,Low_2,,,,,
d_nikke_mica_snowbuddy_04_56,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_56,True,,5,idle,,XS_50,XS_50,1.0,,,,,,,,
d_nikke_mica_snowbuddy_04_57,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_57,True,,5,idle,,3,S_30,0.5,,,Low_2,,mica_w,3,no,
d_nikke_mica_snowbuddy_04_58,d_nikke_mica_snowbuddy_04,Self,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_58,False,,5,idle,,S_30,S_30,1.0,,,,,,3,no,
d_nikke_mica_snowbuddy_04_59,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_59,True,,5,worry,,XS_50,XS_50,1.0,,,Low_2,,,3,no,
d_nikke_mica_snowbuddy_04_60,d_nikke_mica_snowbuddy_04,Narration,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_60,False,,5,worry,,black,black,1.0,,sfx_scn_heavytrip,Low_2,,,3,no,
d_nikke_mica_snowbuddy_04_61,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_61,True,,5,angry,,XS_50,XS_50,1.0,,,,,,3,no,
d_nikke_mica_snowbuddy_04_62,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_62,True,,5,angry,,XS_50,XS_50,1.0,,,,,,3,no,
d_nikke_mica_snowbuddy_04_63,d_nikke_mica_snowbuddy_04,Self,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_63,False,,5,angry,,XS_50,4,1.0,,,,,,3,no,
d_nikke_mica_snowbuddy_04_64,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_64,True,,5,angry,,4,4,1.0,,,,,,3,no,
d_nikke_mica_snowbuddy_04_65,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_65,True,,5,angry,,4,4,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_66,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_66,True,,5,angry,,4,4,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_67,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_67,False,,5,angry,,4,4,1.0,none,,,,,3,special,
d_nikke_mica_snowbuddy_04_68,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_68,True,,5,angry,,4,4,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_69,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_69,True,,5,angry,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_70,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_70,True,,5,angry,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_71,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_71,True,,5,angry,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_72,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_72,False,,5,angry,,4,4,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_73,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_73,True,,5,angry,,4,4,1.0,bgm_story_shapeofhope,,,,,3,special,
d_nikke_mica_snowbuddy_04_74,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_74,True,,5,angry,,4,4,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_75,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_75,False,,5,angry,,4,4,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_76,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_76,True,,5,angry,,4,S_30,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_77,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_77,True,,5,angry,,S_30,S_30,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_78,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_78,True,,5,angry,,S_30,S_30,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_79,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_79,True,,5,angry,,S_30,S_30,1.0,,,,,,3,sad,
d_nikke_mica_snowbuddy_04_80,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_80,True,,5,angry,,S_30,S_300,1.0,,,,,,3,sad,
d_nikke_mica_snowbuddy_04_81,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_81,False,,5,angry,,S_300,S_300,1.0,,,,,,3,sad,
d_nikke_mica_snowbuddy_04_82,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_82,True,,5,angry,,S_300,S_300,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_83,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_83,True,,5,angry,,S_300,S_300,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_84,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_84,True,,5,angry,,S_300,S_300,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_85,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_85,True,,5,angry,,S_300,S_300,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_86,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_86,False,,5,angry,,S_300,S_300,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_87,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_87,True,,5,angry,,S_300,S_300,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_88,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_88,True,,5,angry,,S_300,S_300,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_89,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_89,True,,5,angry,,S_300,S_300,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_90,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_90,True,,5,angry,,S_300,S_30,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_91,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_91,True,,5,angry,,S_30,S_30,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_92,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_92,True,,5,angry,,S_30,S_30,1.0,,,,,,3,delight,
d_nikke_mica_snowbuddy_04_93,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_93,False,,5,idle,,S_30,4,1.0,,,,,,3,delight,
d_nikke_mica_snowbuddy_04_94,d_nikke_mica_snowbuddy_04,Self,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_94,False,,5,idle,,4,4,1.0,,,,,,3,delight,
d_nikke_mica_snowbuddy_04_95,d_nikke_mica_snowbuddy_04,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_95,False,,5,idle,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_96,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_96,False,,5,idle,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_97,d_nikke_mica_snowbuddy_04,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_97,False,,5,idle,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_98,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_98,True,,5,idle,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_99,d_nikke_mica_snowbuddy_04,Self,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_99,False,,5,idle,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_100,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_100,True,,5,idle,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_101,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_101,True,,5,idle,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_102,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_102,True,,5,idle,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_103,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_103,True,,5,idle,,4,4,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_104,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_104,False,,5,idle,,4,5,1.0,,,,,,3,special,
d_nikke_mica_snowbuddy_04_105,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_105,True,,5,delight,,5,5,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_106,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_106,True,,5,delight,,5,XS_50,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_107,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_107,True,,5,idle,,XS_50,XS_50,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_108,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_108,True,,5,idle,,XS_50,XS_50,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_109,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_109,False,,5,idle,,XS_50,XS_50,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_110,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_110,True,,5,idle,,XS_50,XS_50,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_111,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_111,True,,5,idle,,XS_50,XS_50,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_112,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_112,True,,5,delight,,XS_50,XS_50,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_113,d_nikke_mica_snowbuddy_04,Speech,mica_w,mica_w,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_113,True,,5,delight,,XS_50,4,1.0,,,,,,3,no,
d_nikke_mica_snowbuddy_04_114,d_nikke_mica_snowbuddy_04,Speech,belorta,belorta,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_114,True,,5,delight,,4,4,1.0,,,,,,3,no,
d_nikke_mica_snowbuddy_04_115,d_nikke_mica_snowbuddy_04,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_115,False,,5,delight,,4,4,1.0,,,,belorta,,3,idle,
d_nikke_mica_snowbuddy_04_116,d_nikke_mica_snowbuddy_04,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_116,False,,,,,4,4,1.0,,,,,,3,idle,
d_nikke_mica_snowbuddy_04_117,d_nikke_mica_snowbuddy_04,Monologue,,,Locale_NikkeEpisode:d_nikke_mica_snowbuddy_04_117,False,,,,,black,black,1.0,,,,,,3,idle,
