id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,speaker,characters/1/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,fade
d_nikke_alice_wonderlandbunny_01_11,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_11,True,,13,13,1.0,,tove,,12,idle,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_12,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_12,True,,13,13,1.0,,tove,,12,idle,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_13,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_13,True,,13,13,1.0,,tove,,12,idle,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_14,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_14,True,,13,13,1.0,,neve,,12,idle,,14,idle,,2,idle,neve,,,,,,
d_nikke_alice_wonderlandbunny_01_15,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_15,True,,13,13,1.0,,neve,,12,idle,,14,idle,,2,idle,neve,,,,,,
d_nikke_alice_wonderlandbunny_01_16,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_16,True,,13,13,1.0,,tove,,12,sad,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_17,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_17,True,,13,13,1.0,,neve,,12,sad,,14,idle,,2,idle,neve,,,,,,
d_nikke_alice_wonderlandbunny_01_18,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_18,True,,13,13,1.0,,tove,,12,sad,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_19,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_19,False,,13,12,1.0,,tove,,12,think,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_20,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_20,True,,12,S_120,0.7,,tove,,12,special,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_21,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_21,True,,S_120,13,1.0,,neve,,12,special,,14,good,,2,idle,neve,,,,,,
d_nikke_alice_wonderlandbunny_01_22,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_22,True,,13,13,1.0,,neve,,12,special,,14,good,,2,idle,neve,,,,,,
d_nikke_alice_wonderlandbunny_01_23,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_23,True,,13,13,1.0,,tove,,12,worry,,14,good,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_24,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_24,True,,13,140,1.0,,neve,,12,worry,,14,good,,2,idle,neve,,,,,,
d_nikke_alice_wonderlandbunny_01_25,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_25,True,,140,140,1.0,,neve,,12,worry,,14,good,,2,idle,neve,,,,,,
d_nikke_alice_wonderlandbunny_01_26,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_26,False,,140,140,1.0,,neve,,12,worry,,14,good,,2,idle,neve,neve,,,,,
d_nikke_alice_wonderlandbunny_01_27,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_27,False,,140,S_120,1.0,,tove,,12,worry,,,,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_28,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_28,True,,S_120,S_120,1.0,,tove,,12,worry,,,,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_29,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_29,True,,S_120,S_120,1.0,,tove,,12,worry,,,,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_30,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_30,True,,S_120,1,1.0,,tove,,12,worry,,,,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_31,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_31,True,,1,1,1.0,,ludmilla,,12,worry,,,,,2,idle,ludmilla,,,,,,
d_nikke_alice_wonderlandbunny_01_32,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_32,True,,1,S_120,1.0,,tove,,12,no,,,,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_33,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_33,True,,S_120,S_120,1.0,,tove,,12,no,,,,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_34,d_nikke_alice_wonderlandbunny_01,Narration,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_34,False,,black,black,1.0,,,,12,surprise,,,,,2,idle,,,,,,,
d_nikke_alice_wonderlandbunny_01_35,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_35,True,,S_120,S_120,1.0,,tove,,12,surprise,,,,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_36,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_36,True,,S_120,S_120,1.0,,tove,,12,idle,,,,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_37,d_nikke_alice_wonderlandbunny_01,Narration,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_37,False,,black,black,1.0,,,,12,idle,,,,,2,idle,,,,,,,
d_nikke_alice_wonderlandbunny_01_38,d_nikke_alice_wonderlandbunny_01,Narration,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_38,False,,black,black,1.0,,,,12,idle,,,,,2,idle,,,,,,,
d_nikke_alice_wonderlandbunny_01_39,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_39,True,,S_120,S_120,1.0,,tove,,12,idle,,,,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_40,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_40,True,,S_120,S_140,1.0,,alice,,12,idle,,,,,2,idle,alice,,alice,14,idle,,
d_nikke_alice_wonderlandbunny_01_41,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_41,True,,S_140,S_140,1.0,,alice,,12,idle,,,,,2,idle,alice,,,14,delight,,
d_nikke_alice_wonderlandbunny_01_42,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_42,True,,S_140,13,1.0,,tove,,12,idle,,,,,2,idle,tove,,,14,delight,,
d_nikke_alice_wonderlandbunny_01_43,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_43,True,,13,13,1.0,,alice,,12,idle,,,,,2,idle,alice,,,14,delight,,
d_nikke_alice_wonderlandbunny_01_44,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_44,True,,13,13,1.0,,tove,,12,think,,,,,2,idle,tove,,,14,delight,,
d_nikke_alice_wonderlandbunny_01_45,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_45,True,,13,13,1.0,,tove,,12,think,,,,,2,idle,tove,,,14,delight,,
d_nikke_alice_wonderlandbunny_01_46,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_46,True,,13,13,1.0,,alice,,12,think,,,,,2,idle,alice,,,14,delight,,
d_nikke_alice_wonderlandbunny_01_47,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_47,True,,13,13,1.0,,tove,,12,sad,,,,,2,idle,tove,,,14,delight,,
d_nikke_alice_wonderlandbunny_01_48,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_48,True,,13,20,1.0,,ludmilla,,12,sad,,,,,2,idle,ludmilla,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_49,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_49,True,,20,20,1.0,,ludmilla,,12,sad,,,,,2,idle,ludmilla,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_50,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_50,True,,20,20,1.0,,ludmilla,,12,sad,,,,,2,idle,ludmilla,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_51,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_51,True,,20,20,1.0,,ludmilla,,12,sad,,,,,2,idle,ludmilla,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_52,d_nikke_alice_wonderlandbunny_01,Narration,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_52,False,,20,1,1.0,,ludmilla,,12,idle,,,,,2,idle,,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_53,d_nikke_alice_wonderlandbunny_01,Narration,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_53,False,,1,1,1.0,,ludmilla,,12,idle,,,,,2,idle,,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_54,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_54,True,,1,S_140,1.0,,alice,,12,idle,,,,,2,idle,alice,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_55,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_55,True,,S_140,S_140,1.0,,alice,,12,idle,,,,,2,idle,alice,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_56,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_56,True,,S_140,S_140,1.0,,alice,,12,idle,,,,,2,idle,alice,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_57,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_57,False,,S_140,S_140,1.0,,alice,,12,idle,,,,,2,think,ludmilla,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_58,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_58,True,,S_140,S_140,1.0,,alice,,12,idle,,,,,2,think,alice,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_59,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_59,True,,20,20,1.0,,ludmilla,,12,idle,,,,,2,think,ludmilla,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_60,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_60,True,,20,20,1.0,,ludmilla,,12,idle,,,,,2,think,ludmilla,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_61,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_61,True,,S_140,S_140,1.0,,alice,,12,idle,,,,,2,think,alice,,,14,idle,,
d_nikke_alice_wonderlandbunny_01_62,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_62,True,,14,S_140,0.7,,alice_b,,12,idle,alice_b,14,idle,,2,idle,alice_b,,,14,idle,alice,black
d_nikke_alice_wonderlandbunny_01_63,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_63,True,,S_140,S_140,1.0,,alice_b,,12,idle,,14,idle,,2,idle,alice_b,,,,,,
d_nikke_alice_wonderlandbunny_01_64,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_64,True,,S_140,13,1.0,,tove,,12,idle,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_65,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_65,True,,13,13,1.0,,tove,,12,idle,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_66,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_66,True,,13,13,1.0,,tove,,12,idle,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_67,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_67,True,,13,13,1.0,,alice_b,,12,idle,,14,delight,,2,idle,alice_b,,,,,,
d_nikke_alice_wonderlandbunny_01_68,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_68,True,,13,S_140,1.0,,alice_b,,12,idle,,14,delight,,2,idle,alice_b,,,,,,
d_nikke_alice_wonderlandbunny_01_69,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_69,True,,S_140,S_140,1.0,,alice_b,,12,idle,,14,delight,,2,idle,alice_b,,,,,,
d_nikke_alice_wonderlandbunny_01_70,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_70,True,,S_140,S_1400,1.0,,alice_b,,12,idle,,14,delight,,2,idle,alice_b,,,,,,
d_nikke_alice_wonderlandbunny_01_71,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_71,True,,S_1400,20,1.0,,ludmilla,,12,idle,,14,delight,,2,idle,ludmilla,,,,,,
d_nikke_alice_wonderlandbunny_01_72,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_72,True,,20,20,1.0,,ludmilla,,12,idle,,14,delight,,2,idle,ludmilla,,,,,,
d_nikke_alice_wonderlandbunny_01_73,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_73,True,,20,20,1.0,,ludmilla,,12,idle,,14,delight,,2,idle,ludmilla,,,,,,
d_nikke_alice_wonderlandbunny_01_74,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_74,True,,20,20,1.0,,ludmilla,,12,idle,,14,delight,,2,idle,ludmilla,,,,,,
d_nikke_alice_wonderlandbunny_01_75,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_75,True,,20,20,1.0,,ludmilla,,12,idle,,14,delight,,2,idle,ludmilla,,,,,,
d_nikke_alice_wonderlandbunny_01_76,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_76,True,,20,S_140,1.0,,alice_b,,12,idle,,14,idle,,2,idle,alice_b,,,,,,
d_nikke_alice_wonderlandbunny_01_77,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_77,True,,S_140,S_140,1.0,,alice_b,,12,idle,,14,idle,,2,idle,alice_b,,,,,,
d_nikke_alice_wonderlandbunny_01_78,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_78,True,,S_140,13,1.0,,tove,,12,think,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_79,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_79,True,,13,13,1.0,,alice_b,,12,think,,14,idle,,2,idle,alice_b,,,,,,
d_nikke_alice_wonderlandbunny_01_80,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_80,True,,13,13,1.0,,tove,,12,sad,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_81,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_81,True,,13,13,1.0,,tove,,12,sad,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_82,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_82,True,,13,13,1.0,,alice_b,,12,sad,,14,idle,,2,idle,alice_b,,,,,,
d_nikke_alice_wonderlandbunny_01_83,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_83,True,,13,1,1.0,,ludmilla,,12,sad,,14,idle,,2,idle,ludmilla,,,,,,
d_nikke_alice_wonderlandbunny_01_84,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_84,True,,1,1,1.0,,tove,,12,sad,,14,idle,,2,idle,tove,,,,,,
d_nikke_alice_wonderlandbunny_01_85,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_85,True,,1,S_140,1.0,,alice_b,,12,sad,,14,delight,,2,idle,alice_b,,,,,,
d_nikke_alice_wonderlandbunny_01_86,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_86,True,,S_140,S_140,1.0,,alice_b,,12,sad,,14,delight,,2,idle,alice_b,,,,,,
d_nikke_alice_wonderlandbunny_01_87,d_nikke_alice_wonderlandbunny_01,Speech,Locale_NikkeEpisode:d_nikke_alice_wonderlandbunny_01_87,True,,S_140,S_140,1.0,,alice_b,,12,sad,,14,delight,,2,idle,alice_b,,,,,,
