id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,fade
d_nikke_privaty_05_33,d_nikke_privaty_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_privaty_05_33,True,,1,shy,,30,30,1.0,,,13,idle,,3,angry,,,
d_nikke_privaty_05_34,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_34,True,,1,shy,,30,30,0.5,,,13,idle,,3,idle,,,
d_nikke_privaty_05_35,d_nikke_privaty_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_privaty_05_35,True,,1,shy,,S_130,S_130,1.0,,,13,delight,,3,idle,,,
d_nikke_privaty_05_36,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_36,True,,1,shy,,S_130,S_130,0.5,,,13,delight,,3,idle,,,
d_nikke_privaty_05_37,d_nikke_privaty_05,Speech,yulha,yulha,Locale_NikkeEpisode:d_nikke_privaty_05_37,True,,1,shy,,30,2,1.0,,,13,idle,,3,idle,,,
d_nikke_privaty_05_38,d_nikke_privaty_05,Speech,admi,admi,Locale_NikkeEpisode:d_nikke_privaty_05_38,True,,1,shy,,2,12,1.0,,,13,idle,,3,idle,,,
d_nikke_privaty_05_39,d_nikke_privaty_05,Narration,,,Locale_NikkeEpisode:d_nikke_privaty_05_39,,,1,shy,,12,S_10,1.0,,,13,idle,,3,idle,admi,yulha,
d_nikke_privaty_05_40,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_40,True,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,
d_nikke_privaty_05_41,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_41,False,,1,idle,CommanderRoom,5,12,2.0,none,rapi,13,idle,,,,,,black
d_nikke_privaty_05_42,d_nikke_privaty_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_05_42,False,,1,idle,,12,12,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_43,d_nikke_privaty_05,Self,rapi,,Locale_NikkeEpisode:d_nikke_privaty_05_43,False,,1,idle,,12,12,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_44,d_nikke_privaty_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_05_44,True,,1,idle,,12,12,1.0,bgm_story_tomboyprincess,,13,angry,,,,,,
d_nikke_privaty_05_45,d_nikke_privaty_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_05_45,True,,1,idle,,12,12,1.0,,,13,angry,,,,,,
d_nikke_privaty_05_46,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_46,True,,1,idle,,12,S_10,0.5,,,13,idle,,,,,,
d_nikke_privaty_05_47,d_nikke_privaty_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_05_47,True,,1,idle,,S_10,130,2.0,,,13,idle,,,,,,
d_nikke_privaty_05_48,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_48,True,,1,delight,,130,S_10,0.5,,,13,idle,,,,,,
d_nikke_privaty_05_49,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_49,True,,1,delight,,S_10,S_10,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_50,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_50,,,1,delight,,S_10,S_10,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_51,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_51,True,,1,idle,,S_10,S_10,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_52,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_52,,,1,idle,,S_10,S_10,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_53,d_nikke_privaty_05,Narration,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_53,,,1,idle,,S_10,S_100,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_54,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_54,,,1,idle,,S_100,S_100,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_55,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_55,True,,1,idle,,S_100,S_100,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_56,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_56,True,,1,idle,,S_100,S_100,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_57,d_nikke_privaty_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_05_57,True,,1,idle,,130,130,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_58,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_58,True,,1,delight,,S_100,S_10,0.5,,,13,idle,,,,,,
d_nikke_privaty_05_59,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_59,True,,1,idle,,S_10,S_10,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_60,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_60,True,,1,idle,,S_10,S_10,1.0,,,13,idle,,,,,,
d_nikke_privaty_05_61,d_nikke_privaty_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_05_61,False,,1,idle,,S_10,12,2.0,,,13,think,,,,,,
d_nikke_privaty_05_62,d_nikke_privaty_05,Self,rapi,,Locale_NikkeEpisode:d_nikke_privaty_05_62,,,1,idle,,12,12,1.0,,,13,think,,,,,,
d_nikke_privaty_05_63,d_nikke_privaty_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_privaty_05_63,True,,1,idle,,12,12,1.0,,,13,think,,,,,,
d_nikke_privaty_05_64,d_nikke_privaty_05,Self,rapi,,Locale_NikkeEpisode:d_nikke_privaty_05_64,,,1,idle,,12,12,1.0,,,13,think,,,,,,
d_nikke_privaty_05_65,d_nikke_privaty_05,Narration,,,Locale_NikkeEpisode:d_nikke_privaty_05_65,,,1,idle,,12,1,1.0,,,13,think,,,,rapi,,
d_nikke_privaty_05_66,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_66,,,1,idle,,1,1,1.0,,,,,,,,,,
d_nikke_privaty_05_67,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_67,True,,1,surprise,,1,S_10,0.5,,,,,,,,,,
d_nikke_privaty_05_68,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_68,True,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,
d_nikke_privaty_05_69,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_69,,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,
d_nikke_privaty_05_70,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_70,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,
d_nikke_privaty_05_71,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_71,False,,1,shy,,S_10,S_10,1.0,,,,,,,,,,
d_nikke_privaty_05_72,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_72,True,,1,shy,,S_10,S_100,1.0,,,,,,,,,,
d_nikke_privaty_05_73,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_73,,,1,shy,,S_100,S_100,1.0,,,,,,,,,,
d_nikke_privaty_05_74,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_74,True,,1,surprise,,S_100,S_10,0.5,,,,,,,,,,
d_nikke_privaty_05_75,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_75,,,1,surprise,,S_10,S_10,1.0,,,,,,,,,,
d_nikke_privaty_05_76,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_76,True,,1,shy,,S_10,S_10,1.0,,,,,,,,,,
d_nikke_privaty_05_77,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_77,True,,1,shy,,S_10,1,0.5,,,,,,,,,,
d_nikke_privaty_05_78,d_nikke_privaty_05,Narration,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_78,,,15,shy,,1,15,2.0,,,,,,,,,,
d_nikke_privaty_05_79,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_79,False,,15,shy,,15,15,1.0,,,,,,,,,,
d_nikke_privaty_05_80,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_80,False,,15,shy,,15,15,1.0,,,,,,,,,,
d_nikke_privaty_05_81,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_81,True,,15,shy,,15,S_150,2.0,,,,,,,,,,
d_nikke_privaty_05_82,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_82,,,15,shy,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_83,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_83,True,,15,shy,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_84,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_84,False,,15,shy,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_85,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_85,True,,15,surprise,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_86,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_86,,,15,surprise,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_87,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_87,True,,15,surprise,,S_150,S_1500,0.5,,,,,,,,,,
d_nikke_privaty_05_88,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_88,True,,15,shy,,S_1500,S_150,0.5,none,,,,,,,,,
d_nikke_privaty_05_89,d_nikke_privaty_05,Narration,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_89,,,15,shy,,black,black,1.0,bgm_story_shapeofhope,,,,,,,,,
d_nikke_privaty_05_90,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_90,False,,15,shy,,S_1500,S_1500,1.0,,,,,,,,,,
d_nikke_privaty_05_91,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_91,,,15,shy,,S_1500,S_1500,1.0,,,,,,,,,,
d_nikke_privaty_05_92,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_92,True,,15,surprise,,S_1500,S_150,0.5,,,,,,,,,,
d_nikke_privaty_05_93,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_93,False,,15,shy,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_94,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_94,True,,15,idle,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_95,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_95,True,,15,idle,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_96,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_96,True,,15,idle,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_97,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_97,True,,15,idle,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_98,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_98,,,15,idle,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_99,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_99,True,,15,idle,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_100,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_100,,,15,idle,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_101,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_101,False,,15,idle,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_102,d_nikke_privaty_05,Self,privaty,,Locale_NikkeEpisode:d_nikke_privaty_05_102,,,15,idle,,S_150,S_150,1.0,,,,,,,,,,
d_nikke_privaty_05_103,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_103,False,,15,idle,,S_150,S_1500,2.0,,,,,,,,,,
d_nikke_privaty_05_104,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_104,True,,15,idle,,S_1500,S_1500,1.0,,,,,,,,,,
d_nikke_privaty_05_105,d_nikke_privaty_05,Speech,privaty,privaty,Locale_NikkeEpisode:d_nikke_privaty_05_105,True,,15,idle,,black,black,1.0,,,,,,,,,,
