id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,speaker,characters/1/hide_char_id,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_camera_shake,characters/0/hide_char_id
d_nikke_phantom_05_32,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_32,False,,1,1,1.0,,bgm_story_backtonormal,,,,,,,,,,,
d_nikke_phantom_05_33,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_33,False,,1,1,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_34,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_34,False,,1,1,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_35,d_nikke_phantom_05,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_35,False,,1,1,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_36,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_36,False,,1,1,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_37,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_37,False,,1,1,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_38,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_38,False,,1,10,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_39,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_39,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_40,d_nikke_phantom_05,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_40,False,,10,10,1.0,sfx_scn_tablettouchs,,,,,,,,,,,,
d_nikke_phantom_05_41,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_41,False,,10,10,1.0,sfx_scn_tableton,,,,,,,,,,,,
d_nikke_phantom_05_42,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_42,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_43,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_43,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_44,d_nikke_phantom_05,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_44,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_45,d_nikke_phantom_05,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_45,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_46,d_nikke_phantom_05,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_46,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_47,d_nikke_phantom_05,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_47,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_48,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_48,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_49,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_49,False,,10,10,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_50,d_nikke_phantom_05,Narration,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_50,False,,black,black,1.0,sfx_scn_rustydooropen,,,,,,,,phantom,1,surprise_02,,
d_nikke_phantom_05_51,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_51,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,surprise_02,,
d_nikke_phantom_05_52,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_52,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,surprise_02,,
d_nikke_phantom_05_53,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_53,False,,L_10,L_10,1.0,,,,,,,,,,1,surprise_02,,
d_nikke_phantom_05_54,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_54,False,,L_10,L_10,1.0,,,,,,,,,,1,surprise_02,,
d_nikke_phantom_05_55,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_55,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,idle_02,,
d_nikke_phantom_05_56,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_56,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,idle_02,,
d_nikke_phantom_05_57,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_57,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,idle_02,,
d_nikke_phantom_05_58,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_58,False,,L_10,L_10,1.0,,,,,,,,,,1,idle_02,,
d_nikke_phantom_05_59,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_59,False,,L_10,L_10,1.0,,,,,,,,,,1,idle_02,,
d_nikke_phantom_05_60,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_60,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,idle_02,,
d_nikke_phantom_05_61,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_61,False,,L_10,L_10,1.0,,,,,,,,,,1,idle_02,,
d_nikke_phantom_05_62,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_62,False,,L_10,L_10,1.0,,,,,,,,,,1,idle_02,,
d_nikke_phantom_05_63,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_63,False,,L_10,L_10,1.0,,,,,,,,,,1,idle_02,,
d_nikke_phantom_05_64,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_64,False,,L_10,L_10,1.0,,,,,,,,,,1,idle_02,,
d_nikke_phantom_05_65,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_65,False,,L_10,L_10,1.0,,,,,,,,,,1,idle_02,,
d_nikke_phantom_05_66,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_66,True,,L_10,L_100,1.0,,none,,,,phantom,,,,1,no_02,,
d_nikke_phantom_05_67,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_67,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,no_02,,
d_nikke_phantom_05_68,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_68,False,,L_100,L_100,1.0,,,,,,,,,,1,no_02,,
d_nikke_phantom_05_69,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_69,True,,L_100,L_100,1.0,,bgm_story_weare,,,,phantom,,,,1,no_02,,
d_nikke_phantom_05_70,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_70,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,no_02,,
d_nikke_phantom_05_71,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_71,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,no_02,,
d_nikke_phantom_05_72,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_72,False,,L_100,L_100,1.0,,,,,,,,,,1,no_02,,
d_nikke_phantom_05_73,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_73,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,no_02,,
d_nikke_phantom_05_74,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_74,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,no_02,,
d_nikke_phantom_05_75,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_75,False,,L_100,L_100,1.0,,,,,,,,,,1,no_02,,
d_nikke_phantom_05_76,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_76,False,,L_100,L_100,1.0,,,,,,,,,,1,no_02,,
d_nikke_phantom_05_77,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_77,True,,L_100,L_10,1.0,,,,,,phantom,,,,1,no_02,,
d_nikke_phantom_05_78,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_78,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,no_02,,
d_nikke_phantom_05_79,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_79,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_80,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_80,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_81,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_81,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_82,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_82,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_83,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_83,False,,L_10,L_10,1.0,,,,,,,,,,1,smile_02,,
d_nikke_phantom_05_84,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_84,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_85,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_85,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_86,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_86,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_87,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_87,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_88,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_88,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_89,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_89,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_90,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_90,False,,L_10,L_10,1.0,,,,,,,,,,1,smile_02,,
d_nikke_phantom_05_91,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_91,False,,L_10,L_10,1.0,,,,,,,,,,1,smile_02,,
d_nikke_phantom_05_92,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_92,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_93,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_93,False,,L_10,L_10,1.0,,none,,,,,,,,1,smile_02,,
d_nikke_phantom_05_94,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_94,True,,L_10,L_100,1.0,,bgm_story_orangepop,,,,phantom,,,,1,special_02,Low_2,
d_nikke_phantom_05_95,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_95,False,,L_100,L_100,1.0,,,,,,,,,,1,special_02,,
d_nikke_phantom_05_96,d_nikke_phantom_05,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_96,False,,L_100,L_100,1.0,,,,,,,,,,1,special_02,,
d_nikke_phantom_05_97,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_97,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,surprise_02,,
d_nikke_phantom_05_98,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_98,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,surprise_02,,
d_nikke_phantom_05_99,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_99,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,surprise_02,,
d_nikke_phantom_05_100,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_100,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,delight_02,,
d_nikke_phantom_05_101,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_101,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,delight_02,,
d_nikke_phantom_05_102,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_102,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,delight_02,,
d_nikke_phantom_05_103,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_103,False,,L_100,1,1.0,,,,,,,,,,1,delight_02,,phantom
d_nikke_phantom_05_104,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_104,False,,black,black,1.0,,,,,,,,black,,,,,
d_nikke_phantom_05_105,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_105,False,,black,black,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_106,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_106,False,,black,black,1.0,,,,,,,,,,,,,
d_nikke_phantom_05_107,d_nikke_phantom_05,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_107,False,,black,black,1.0,,,,,,,,,phantom,1,smile_02,,
d_nikke_phantom_05_108,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_108,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_109,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_109,True,,L_10,L_10,1.0,,,,,,phantom,,,,1,smile_02,,
d_nikke_phantom_05_110,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_110,True,,L_10,L_100,1.0,,,,,,phantom,,,,1,idle_02,,
d_nikke_phantom_05_111,d_nikke_phantom_05,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_05_111,True,,L_100,L_100,1.0,,,,,,phantom,,,,1,smile_02,,
