id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,play_sound,characters/0/hide_char_id,fade,set_camera_shake
d_nikke_phantom_03_69,d_nikke_phantom_03,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_69,False,,L_10,L_10,1.0,none,,1,no_02,,,,,
d_nikke_phantom_03_70,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_70,False,,L_10,L_100,1.0,bgm_story_herecomestrouble,,1,special_02,phantom,,,,Low_2
d_nikke_phantom_03_71,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_71,True,,L_100,L_100,1.0,,,1,special_02,phantom,,,,
d_nikke_phantom_03_72,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_72,True,,L_100,L_100,1.0,,,1,special_02,phantom,,,,
d_nikke_phantom_03_73,d_nikke_phantom_03,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_73,False,,L_100,L_100,1.0,,,1,special_02,,,,,
d_nikke_phantom_03_74,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_74,True,,L_100,L_100,1.0,,,1,special_02,phantom,,,,
d_nikke_phantom_03_75,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_75,True,,L_100,L_100,1.0,,,1,special_02,phantom,,,,
d_nikke_phantom_03_76,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_76,True,,L_100,L_100,1.0,,,1,special_02,phantom,,,,
d_nikke_phantom_03_77,d_nikke_phantom_03,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_77,False,,L_100,L_100,1.0,,,1,special_02,,,,,
d_nikke_phantom_03_78,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_78,False,,L_100,L_100,1.0,,,1,sad_02,phantom,,,,
d_nikke_phantom_03_79,d_nikke_phantom_03,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_79,False,,L_100,L_100,1.0,,,1,sad_02,,,,,
d_nikke_phantom_03_80,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_80,True,,L_100,L_10,1.0,,,1,sad_02,phantom,,,,
d_nikke_phantom_03_81,d_nikke_phantom_03,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_81,False,,L_10,L_10,1.0,,,1,sad_02,,,,,
d_nikke_phantom_03_82,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_82,True,,L_10,L_10,1.0,,,1,surprise_02,phantom,,,,
d_nikke_phantom_03_83,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_83,True,,L_10,L_10,1.0,,,1,surprise_02,phantom,,,,
d_nikke_phantom_03_84,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_84,True,,L_10,L_10,1.0,,,1,surprise_02,phantom,,,,
d_nikke_phantom_03_85,d_nikke_phantom_03,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_85,False,,L_10,L_10,1.0,,,1,surprise_02,,,,,
d_nikke_phantom_03_86,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_86,True,,L_10,L_10,1.0,,,1,special_02,phantom,,,,
d_nikke_phantom_03_87,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_87,True,,L_10,L_10,1.0,,,1,special_02,phantom,,,,
d_nikke_phantom_03_88,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_88,True,,L_10,L_10,1.0,,,1,special_02,phantom,,,,
d_nikke_phantom_03_89,d_nikke_phantom_03,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_89,False,,L_10,L_10,1.0,,,1,special_02,,,,,
d_nikke_phantom_03_90,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_90,False,,L_10,L_10,1.0,,,1,idle_02,phantom,,,,
d_nikke_phantom_03_91,d_nikke_phantom_03,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_91,False,,L_10,L_10,1.0,,,1,idle_02,,,,,
d_nikke_phantom_03_92,d_nikke_phantom_03,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_92,False,,L_10,L_10,1.0,,,1,idle_02,,,,,
d_nikke_phantom_03_93,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_93,True,,L_10,L_10,1.0,,,1,no_02,phantom,,,,
d_nikke_phantom_03_94,d_nikke_phantom_03,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_94,False,,L_10,L_10,1.0,,,1,no_02,,,,,
d_nikke_phantom_03_95,d_nikke_phantom_03,Speech,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_95,True,,L_10,L_10,1.0,,,1,no_02,phantom,,,,
d_nikke_phantom_03_96,d_nikke_phantom_03,Self,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_96,False,,L_10,L_10,1.0,,,1,no_02,,,,,
d_nikke_phantom_03_97,d_nikke_phantom_03,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_97,False,,black,black,1.0,,,1,no_02,,,,,
d_nikke_phantom_03_98,d_nikke_phantom_03,Monologue,phantom,Locale_NikkeEpisode:d_nikke_phantom_03_98,False,,black,black,1.0,,,1,no_02,,,,,
