id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,fade
d_nikke_signal_03_41,d_nikke_signal_03,Narration,Locale_NikkeEpisode:d_nikke_signal_03_41,True,,S_30,4,0.5,,neon,,,1,idle,,,3,angry,,,,,,,,,,,
d_nikke_signal_03_42,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_42,True,,4,4,1.0,,anis,anis,,1,idle,,,3,idle,anis,5,angry,,,,,,,,
d_nikke_signal_03_43,d_nikke_signal_03,Self,Locale_NikkeEpisode:d_nikke_signal_03_43,True,,4,4,1.0,,anis,,,1,idle,,,3,idle,,5,angry,,,,,,,,
d_nikke_signal_03_44,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_44,True,,4,50,0.5,,anis,anis,,1,idle,,,3,idle,,5,delight,,,,,,,,
d_nikke_signal_03_45,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_45,True,,50,50,1.0,,anis,anis,,1,idle,,,3,idle,,5,delight,,,,,,,,
d_nikke_signal_03_46,d_nikke_signal_03,Self,Locale_NikkeEpisode:d_nikke_signal_03_46,True,,50,50,1.0,,anis,,,1,idle,,,3,idle,,5,delight,,,,,,,,
d_nikke_signal_03_47,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_47,True,,50,50,1.0,,anis,anis,,1,idle,,,3,idle,,5,angry,,,,,,,,
d_nikke_signal_03_48,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_48,False,,50,4,2.0,,neon,neon,,1,idle,,,3,surprise,,5,angry,,,,,,,,
d_nikke_signal_03_49,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_49,True,,4,4,1.0,,neon,neon,,1,idle,,,3,surprise,,5,void,,,,,,,,
d_nikke_signal_03_50,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_50,True,,4,4,1.0,,anis,anis,,1,idle,,,3,surprise,,5,void,,,,,,,,
d_nikke_signal_03_51,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_51,True,,4,4,1.0,,neon,neon,,1,idle,,,3,idle,,5,void,,,,,,,,
d_nikke_signal_03_52,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_52,True,,4,4,1.0,,anis,anis,,1,idle,,,3,idle,,5,void,,,,,,,,
d_nikke_signal_03_53,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_53,True,,4,4,1.0,,neon,neon,,1,idle,,,3,surprise,,5,void,,,,,,,,
d_nikke_signal_03_54,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_54,True,,4,S_30,0.5,,neon,neon,,1,idle,,,3,no,,5,void,,,,,,,,
d_nikke_signal_03_55,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_55,True,,S_30,S_30,1.0,,neon,neon,,1,idle,,,3,no,,5,void,,,,,,,,
d_nikke_signal_03_56,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_56,True,,S_30,50,0.5,,anis,anis,,1,idle,,,3,no,,5,angry,,,,,,,,
d_nikke_signal_03_57,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_57,True,,50,50,1.0,,anis,anis,,1,idle,,,3,no,,5,angry,,,,,,,,
d_nikke_signal_03_58,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_58,True,,50,50,1.0,,anis,anis,,1,idle,,,3,angry,,5,angry,,,,,,,,
d_nikke_signal_03_59,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_59,True,,XS_10,XS_10,1.0,,signal,signal,,1,idle,,,3,angry,,5,angry,,,,,,,,
d_nikke_signal_03_60,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_60,True,,50,500,0.5,,anis,anis,,1,idle,,,3,angry,,5,angry,,,,,,,,
d_nikke_signal_03_61,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_61,True,,XS_10,XS_100,1.0,,signal,signal,,1,sad,,,3,angry,,5,angry,,,,,,,,
d_nikke_signal_03_62,d_nikke_signal_03,Narration,Locale_NikkeEpisode:d_nikke_signal_03_62,True,,black,black,1.0,,signal,,,1,sad,sfx_scn_knock,,3,angry,,5,angry,,,,,,,,
d_nikke_signal_03_63,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_63,True,,7,70,2.0,,emma,emma,,1,idle,sfx_scn_autodooropen,,3,angry,,5,angry,emma,7,idle,,,,,
d_nikke_signal_03_64,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_64,True,,70,70,1.0,,emma,emma,,1,idle,,,3,angry,,5,angry,,7,delight,,,,,
d_nikke_signal_03_65,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_65,True,,S_30,S_30,1.0,,neon,neon,,1,idle,,,3,angry,,5,angry,,7,delight,,,,,
d_nikke_signal_03_66,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_66,True,,50,50,1.0,,anis,anis,,1,idle,,,3,angry,,5,angry,,7,delight,,,,,
d_nikke_signal_03_67,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_67,True,,70,70,1.0,,emma,emma,,1,idle,,,3,angry,,5,angry,,7,worry,,,,,
d_nikke_signal_03_68,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_68,True,,70,70,1.0,,emma,emma,,1,idle,,,3,angry,,5,angry,,7,idle,,,,,
d_nikke_signal_03_69,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_69,True,,70,50,0.5,,anis,anis,,1,idle,,,3,angry,,5,angry,,7,idle,,,,,
d_nikke_signal_03_70,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_70,True,,50,S_30,0.5,,neon,neon,,1,idle,,,3,angry,,5,angry,,7,idle,,,,,
d_nikke_signal_03_71,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_71,True,,70,700,2.0,,emma,emma,,1,idle,,,3,angry,,5,angry,,7,delight,,,,,
d_nikke_signal_03_72,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_72,False,,XS_10,XS_10,1.0,,signal,signal,,1,idle,,,3,angry,,5,angry,,7,idle,,,,,
d_nikke_signal_03_73,d_nikke_signal_03,Narration,Locale_NikkeEpisode:d_nikke_signal_03_73,True,CommanderRoom,7,1,2.0,none,,,,1,idle,,,3,angry,,5,angry,,7,idle,signal,neon,anis,emma,black
d_nikke_signal_03_74,d_nikke_signal_03,Narration,Locale_NikkeEpisode:d_nikke_signal_03_74,True,,1,1,1.0,,,,signal,1,idle,,,,,,,,,,,,,,,
d_nikke_signal_03_75,d_nikke_signal_03,Self,Locale_NikkeEpisode:d_nikke_signal_03_75,False,,1,1,1.0,,,,,1,idle,,,,,,,,,,,,,,,
d_nikke_signal_03_76,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_76,True,,1,XS_10,2.0,,signal,signal,,1,idle,,,,,,,,,,,,,,,
d_nikke_signal_03_77,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_77,True,,XS_10,XS_10,1.0,,signal,signal,,1,idle,,,,,,,,,,,,,,,
d_nikke_signal_03_78,d_nikke_signal_03,Self,Locale_NikkeEpisode:d_nikke_signal_03_78,True,,XS_10,XS_10,1.0,,signal,,,1,idle,,,,,,,,,,,,,,,
d_nikke_signal_03_79,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_79,True,,XS_10,XS_10,1.0,bgm_story_shapeofhope,signal,signal,,1,shy,,,,,,,,,,,,,,,
d_nikke_signal_03_80,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_80,True,,XS_10,XS_100,0.5,,signal,signal,,1,shy,,,,,,,,,,,,,,,
d_nikke_signal_03_81,d_nikke_signal_03,Self,Locale_NikkeEpisode:d_nikke_signal_03_81,True,,XS_100,XS_100,1.0,,signal,,,1,shy,,,,,,,,,,,,,,,
d_nikke_signal_03_82,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_82,True,,XS_100,XS_10,2.0,,signal,signal,,1,idle,,,,,,,,,,,,,,,
d_nikke_signal_03_83,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_83,True,,XS_10,XS_10,1.0,,signal,signal,,1,angry,,,,,,,,,,,,,,,
d_nikke_signal_03_84,d_nikke_signal_03,Self,Locale_NikkeEpisode:d_nikke_signal_03_84,True,,XS_10,XS_10,1.0,,signal,,,1,angry,,,,,,,,,,,,,,,
d_nikke_signal_03_85,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_85,True,,XS_10,XS_10,1.0,,signal,signal,,1,delight,,,,,,,,,,,,,,,
d_nikke_signal_03_86,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_86,True,,XS_10,XS_10,0.5,,signal,signal,,1,delight,,,,,,,,,,,,,,,
d_nikke_signal_03_87,d_nikke_signal_03,Narration,Locale_NikkeEpisode:d_nikke_signal_03_87,True,,XS_10,1,1.0,none,signal,,,1,delight,sfx_scn_autodooropen,,,,,,,,,,,,,,
d_nikke_signal_03_88,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_88,True,,1,2,1.0,bgm_story_armageddon,rapi,rapi,,1,idle,,rapi,3,idle,,,,,,,,,,,
d_nikke_signal_03_89,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_89,True,,2,2,1.0,,rapi,rapi,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_90,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_90,True,,2,30,2.0,,rapi,rapi,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_91,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_91,True,,30,30,1.0,,rapi,rapi,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_92,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_92,True,,30,30,1.0,,rapi,rapi,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_93,d_nikke_signal_03,Self,Locale_NikkeEpisode:d_nikke_signal_03_93,True,,30,30,1.0,,rapi,,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_94,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_94,True,,30,300,2.0,,rapi,rapi,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_95,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_95,True,,300,300,1.0,,rapi,rapi,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_96,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_96,True,,300,XS_100,0.5,none,signal,signal,,1,sad,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_97,d_nikke_signal_03,Self,Locale_NikkeEpisode:d_nikke_signal_03_97,True,,XS_100,XS_100,1.0,,signal,,,1,sad,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_98,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_98,True,,XS_100,XS_10,1.0,,signal,signal,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_99,d_nikke_signal_03,Self,Locale_NikkeEpisode:d_nikke_signal_03_99,True,,XS_10,XS_10,1.0,,signal,,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_100,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_100,True,,XS_10,XS_10,1.0,,signal,signal,,1,delight,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_101,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_101,True,,XS_10,XS_10,1.0,,signal,signal,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_102,d_nikke_signal_03,Self,Locale_NikkeEpisode:d_nikke_signal_03_102,True,,XS_10,XS_10,1.0,,signal,,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_103,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_103,False,,XS_10,XS_10,1.0,,signal,signal,,1,idle,,,3,idle,,,,,,,,,,,
d_nikke_signal_03_104,d_nikke_signal_03,Narration,Locale_NikkeEpisode:d_nikke_signal_03_104,True,NikkeCorridor,XS_10,XS_10,1.0,,,,,1,idle,,,,,,,,,,,signal,rapi,,,black
d_nikke_signal_03_105,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_105,True,,XS_10,XS_10,1.0,bgm_story_whosdumber,signal,signal,signal,1,sad,,delta,3,idle,anis,5,idle,neon,7,idle,,,,,
d_nikke_signal_03_106,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_106,True,,XS_10,2,1.0,,delta,delta,,1,sad,,,3,idle,,5,idle,,7,idle,,,,,
d_nikke_signal_03_107,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_107,True,,2,2,1.0,,signal,signal,,1,idle,,,3,idle,,5,idle,,7,idle,,,,,
d_nikke_signal_03_108,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_108,True,,50,50,1.0,,anis,anis,,1,idle,,,3,idle,,5,no,,7,idle,,,,,
d_nikke_signal_03_109,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_109,True,,XS_10,XS_10,1.0,,signal,signal,,1,idle,,,3,idle,,5,no,,7,idle,,,,,
d_nikke_signal_03_110,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_110,True,,XS_10,S_30,1.0,,delta,delta,,1,idle,,,3,idle,,5,idle,,7,idle,,,,,
d_nikke_signal_03_111,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_111,True,,S_30,2,1.0,,signal,signal,,1,idle,,,3,idle,,5,idle,,7,idle,,,,,
d_nikke_signal_03_112,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_112,True,,2,2,1.0,,signal,signal,,1,idle,,,3,idle,,5,idle,,7,idle,,,,,
d_nikke_signal_03_113,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_113,True,,2,2,1.0,,anis,anis,,1,idle,,,3,idle,,5,worry,,7,idle,,,,,
d_nikke_signal_03_114,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_114,True,,2,XS_10,2.0,,signal,signal,,1,idle,,,3,idle,,5,worry,,7,idle,,,,,
d_nikke_signal_03_115,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_115,True,,XS_10,XS_10,1.0,,signal,signal,,1,sad,,,3,idle,,5,worry,,7,idle,,,,,
d_nikke_signal_03_116,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_116,True,,S_70,S_70,1.0,,neon,neon,,1,idle,,,3,idle,,5,worry,,7,idle,,,,,
d_nikke_signal_03_117,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_117,True,,S_70,50,1.0,,anis,anis,,1,idle,,,3,idle,,5,worry,,7,idle,,,,,
d_nikke_signal_03_118,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_118,True,,50,50,1.0,,anis,anis,,1,idle,,,3,idle,,5,worry,,7,idle,,,,,
d_nikke_signal_03_119,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_119,True,,XS_10,XS_10,1.0,none,signal,signal,,1,idle,,,3,idle,,5,worry,,7,idle,,,,,
d_nikke_signal_03_120,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_120,True,,6,6,1.0,,anis,anis,,1,idle,,,3,idle,,5,idle,,7,idle,,,,,
d_nikke_signal_03_121,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_121,True,,6,6,1.0,,neon,neon,,1,idle,,,3,idle,,5,idle,,7,delight,,,,,
d_nikke_signal_03_122,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_122,True,,6,4,2.0,,delta,delta,,1,idle,,,3,idle,,5,idle,,7,delight,,,,,
d_nikke_signal_03_123,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_123,True,,4,4,1.0,,delta,delta,,1,idle,,,3,idle,,5,idle,,7,idle,,,,,
d_nikke_signal_03_124,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_124,True,,4,4,1.0,,anis,anis,,1,idle,,,3,idle,,5,no,,7,idle,,,,,
d_nikke_signal_03_125,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_125,False,,4,S_30,2.0,,delta,delta,,1,idle,,,3,idle,,5,no,,7,idle,,,,,
d_nikke_signal_03_126,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_126,True,,S_30,XS_10,2.0,,signal,signal,,1,idle,,,3,idle,,5,idle,,7,idle,,,,,
d_nikke_signal_03_127,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_127,True,,50,50,1.0,,anis,anis,,1,idle,,,3,idle,,5,delight,,7,idle,,,,,
d_nikke_signal_03_128,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_128,True,,50,6,1.0,,neon,neon,,1,idle,,,3,idle,,5,delight,,7,worry,,,,,
d_nikke_signal_03_129,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_129,True,,6,6,1.0,,anis,anis,,1,idle,,,3,idle,,5,void,,7,worry,,,,,
d_nikke_signal_03_130,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_130,True,,XS_10,XS_100,2.0,bgm_risk,signal,signal,,1,shy,,,3,idle,,5,void,,7,worry,,,,,
d_nikke_signal_03_131,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_131,True,,XS_100,XS_100,1.0,,signal,signal,,1,shy,,,3,idle,,5,void,,7,worry,,,,,
d_nikke_signal_03_132,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_132,True,,XS_100,XS_100,1.0,,signal,signal,,1,shy,,,3,idle,,5,void,,7,worry,,,,,
d_nikke_signal_03_133,d_nikke_signal_03,Speech,Locale_NikkeEpisode:d_nikke_signal_03_133,True,,XS_100,XS_100,1.0,,signal,signal,,1,shy,,,3,idle,,5,void,,7,worry,,,,,
