id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,set_filter_01,play_sound,jump_target
d_nikke_noah_05_31,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_31,True,,1,1,1.0,,noah,,12,pain,,2,idle,,,,,,,,,
d_nikke_noah_05_32,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_32,True,,1,1,1.0,,littlenikke,,12,pain,,2,idle,,,,,,,,,
d_nikke_noah_05_33,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_33,True,,1,1,1.0,,littlenikke,,12,pain,,2,idle,,,,,,,,,
d_nikke_noah_05_34,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_34,True,,1,1,1.0,,noah,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_35,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_35,True,,1,20,1.0,,littlenikke,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_36,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_36,True,,20,20,1.0,,littlenikke,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_37,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_37,True,,20,20,1.0,,littlenikke,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_38,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_38,True,,20,20,1.0,,littlenikke,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_39,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_39,True,,20,20,1.0,,littlenikke,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_40,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_40,True,,20,20,1.0,,littlenikke,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_41,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_41,False,,20,S_120,1.0,none,noah,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_42,d_nikke_noah_05,Speech,littlenoah,Locale_NikkeEpisode:d_nikke_noah_05_42,True,WasteLand_03,black,black,1.0,,littlenoah,,12,shy,,2,idle,,,,,noah,littlenikke,,,
d_nikke_noah_05_43,d_nikke_noah_05,Speech,littlenoah,Locale_NikkeEpisode:d_nikke_noah_05_43,True,,3,13,1.0,,littlenoah,,,,,,,,,,,,,Grey,,
d_nikke_noah_05_44,d_nikke_noah_05,Speech,littlenoah,Locale_NikkeEpisode:d_nikke_noah_05_44,True,,13,7,1.0,,littlenoah,,,,,,,,,,,,,Grey,,
d_nikke_noah_05_45,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_45,True,Office,black,black,1.0,bgm_story_impression,littlenikke,noah,12,shy,littlenikke,2,idle,,,,,,,,,
d_nikke_noah_05_46,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_46,True,,1,1,1.0,,littlenikke,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_47,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_47,True,,1,1,1.0,,littlenikke,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_48,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_48,True,,1,1,1.0,,littlenikke,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_49,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_49,False,,1,1,1.0,,noah,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_50,d_nikke_noah_05,Self,Self,Locale_NikkeEpisode:d_nikke_noah_05_50,False,,1,1,1.0,,noah,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_51,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_51,True,,1,1,1.0,,noah,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_52,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_52,True,,1,1,1.0,,noah,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_53,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_53,True,,1,1,1.0,,noah,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_54,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_54,True,,1,S_120,1.0,,noah,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_55,d_nikke_noah_05,Self,Self,Locale_NikkeEpisode:d_nikke_noah_05_55,False,,S_120,S_120,1.0,,noah,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_56,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_56,True,,S_120,S_120,1.0,,noah,,12,pain,,2,idle,,,,,,,,,
d_nikke_noah_05_57,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_57,True,,S_120,S_120,1.0,,noah,,12,pain,,2,idle,,,,,,,,,
d_nikke_noah_05_58,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_58,True,,S_120,1,1.0,,noah,,12,idle,,2,idle,,,,,,,,,
d_nikke_noah_05_59,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_59,True,,1,1,1.0,,noah,,12,idle,,2,idle,,,,,,,,,
d_nikke_noah_05_60,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_60,True,,1,1,1.0,,noah,,12,idle,,2,idle,,,,,,,,,
d_nikke_noah_05_61,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_61,True,,1,1,1.0,,noah,,12,idle,,2,idle,,,,,,,,,
d_nikke_noah_05_62,d_nikke_noah_05,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_noah_05_62,False,,1,1,1.0,,,,15,idle,,2,idle,,,,,,,,,
d_nikke_noah_05_63,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_63,True,,1,2,1.0,,littlenikke,,15,idle,,2,idle,,,,,,,,,
d_nikke_noah_05_64,d_nikke_noah_05,Self,Self,Locale_NikkeEpisode:d_nikke_noah_05_64,False,,2,2,1.0,,,,15,idle,,15,idle,,,,,,,,,
d_nikke_noah_05_65,d_nikke_noah_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_noah_05_65,False,ElevatorOut,black,black,1.0,,,,12,idle,,2,idle,,,,,,,,,
d_nikke_noah_05_66,d_nikke_noah_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_noah_05_66,False,,black,black,1.0,,,,12,shy,,2,idle,,,,,,,,sfx_scn_autodooropen,
d_nikke_noah_05_67,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_67,True,,20,20,1.0,,littlenikke,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_68,d_nikke_noah_05,Speech,littlenikke,Locale_NikkeEpisode:d_nikke_noah_05_68,True,,20,20,1.0,,littlenikke,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_69,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_69,True,,20,1,1.0,,noah,,12,pain,,2,idle,,,,,,,,,
d_nikke_noah_05_70,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_70,True,,1,1,1.0,,noah,,12,pain,,2,idle,,,,,,,,,
d_nikke_noah_05_71,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_71,True,,1,S_120,1.0,,noah,,12,pain,,2,idle,,,,,,,,,
d_nikke_noah_05_72,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_72,True,,S_120,S_120,1.0,,noah,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_73,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_73,True,,S_120,S_120,1.0,,noah,,12,shy,,2,idle,,,,,,,,,
d_nikke_noah_05_74,d_nikke_noah_05,Narration,Narration,Locale_NikkeEpisode:d_nikke_noah_05_74,False,,black,black,1.0,,noah,,1,shy,,2,idle,,,,,,littlenikke,,sfx_scn_autodooropen,
d_nikke_noah_05_75,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_75,False,,S_10,S_10,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_76,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_76,True,,S_10,1,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_77,d_nikke_noah_05,Self,Self,Locale_NikkeEpisode:d_nikke_noah_05_77,False,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_78,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_78,True,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_79,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_79,True,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_80,d_nikke_noah_05,Choice,,Locale_NikkeEpisode:d_nikke_noah_05_80,False,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,d_nikke_noah_05_82
d_nikke_noah_05_81,d_nikke_noah_05,Choice,,Locale_NikkeEpisode:d_nikke_noah_05_81,False,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,d_nikke_noah_05_83
d_nikke_noah_05_82,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_82,True,,1,1,1.0,,noah,,1,pain,,,,,,,,,,,,d_nikke_noah_05_84
d_nikke_noah_05_83,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_83,True,,1,1,1.0,,noah,,1,pain,,,,,,,,,,,,
d_nikke_noah_05_84,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_84,True,,1,1,1.0,,noah,,1,pain,,,,,,,,,,,,
d_nikke_noah_05_85,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_85,True,,1,1,1.0,,noah,,1,pain,,,,,,,,,,,,
d_nikke_noah_05_86,d_nikke_noah_05,Self,Self,Locale_NikkeEpisode:d_nikke_noah_05_86,False,,1,1,1.0,,noah,,1,pain,,,,,,,,,,,,
d_nikke_noah_05_87,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_87,True,,1,1,1.0,,noah,,1,good,,,,,,,,,,,,
d_nikke_noah_05_88,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_88,True,,1,1,1.0,,noah,,1,good,,,,,,,,,,,,
d_nikke_noah_05_89,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_89,True,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_90,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_90,True,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_91,d_nikke_noah_05,Self,Self,Locale_NikkeEpisode:d_nikke_noah_05_91,False,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_92,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_92,True,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_93,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_93,True,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_94,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_94,True,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_95,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_95,True,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_96,d_nikke_noah_05,Choice,,Locale_NikkeEpisode:d_nikke_noah_05_96,False,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,d_nikke_noah_05_98
d_nikke_noah_05_97,d_nikke_noah_05,Choice,,Locale_NikkeEpisode:d_nikke_noah_05_97,False,,1,1,1.0,,noah,,1,shy,,,,,,,,,,,,d_nikke_noah_05_98
d_nikke_noah_05_98,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_98,True,,1,1,1.0,,noah,,1,surprise,,,,,,,,,,,,
d_nikke_noah_05_99,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_99,True,,1,1,1.0,,noah,,1,pain,,,,,,,,,,,,
d_nikke_noah_05_100,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_100,True,,1,S_10,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_101,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_101,True,,S_10,S_10,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_102,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_102,True,,S_10,S_10,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_103,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_103,True,,S_10,S_10,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_104,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_104,True,,S_10,S_10,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_105,d_nikke_noah_05,Speech,noah,Locale_NikkeEpisode:d_nikke_noah_05_105,True,,S_10,S_100,1.0,,noah,,1,shy,,,,,,,,,,,,
d_nikke_noah_05_106,d_nikke_noah_05,Self,Self,Locale_NikkeEpisode:d_nikke_noah_05_106,False,,S_100,S_100,1.0,,noah,,1,shy,,,,,,,,,,,,
