id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
d_nikke_yuni_01_57,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_57,True,,19,19,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_58,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_58,True,,19,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_59,d_nikke_yuni_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_01_59,True,,190,19,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_60,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_60,True,,19,19,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_61,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_61,True,,19,19,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_62,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_62,True,,19,19,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_63,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_63,True,,19,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_64,d_nikke_yuni_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_01_64,True,,190,190,1.0,,,,,,,,,,13,idle,,15,no,,17,idle,,19,idle
d_nikke_yuni_01_65,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_65,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_66,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_66,True,,190,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_67,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_67,True,,1900,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_68,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_68,True,,1900,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_69,d_nikke_yuni_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_01_69,True,,1900,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_70,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_70,True,,190,150,3.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_71,d_nikke_yuni_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_01_71,True,,150,150,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_72,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_72,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_73,d_nikke_yuni_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_01_73,True,,150,1500,0.5,,,,,,,,,,13,idle,,15,angry,,17,idle,,19,idle
d_nikke_yuni_01_74,d_nikke_yuni_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_01_74,True,,17,17,1.0,,,,,,,,,,13,idle,,15,angry,,17,idle,,19,idle
d_nikke_yuni_01_75,d_nikke_yuni_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_01_75,True,,17,S_170,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_76,d_nikke_yuni_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_01_76,True,,S_170,S_170,1.0,,,,,,,,,,13,idle,,15,worry,,17,no,,19,idle
d_nikke_yuni_01_77,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_77,True,,S_170,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,no,,19,idle
d_nikke_yuni_01_78,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_78,True,,190,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_79,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_79,True,,1900,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_80,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_80,True,,1900,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_81,d_nikke_yuni_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_01_81,True,,1900,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,no,,19,idle
d_nikke_yuni_01_82,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_82,True,,190,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_83,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_83,True,,1900,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_84,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_84,True,,1900,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_85,d_nikke_yuni_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_yuni_01_85,True,,150,150,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_86,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_86,True,,19,19,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_87,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_87,True,,19,19,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_88,d_nikke_yuni_01,Self,mihara,Self,Locale_NikkeEpisode:d_nikke_yuni_01_88,False,,19,19,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_89,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_89,True,,19,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_90,d_nikke_yuni_01,Self,mihara,Self,Locale_NikkeEpisode:d_nikke_yuni_01_90,False,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_91,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_91,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_92,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_92,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_93,d_nikke_yuni_01,Self,mihara,Self,Locale_NikkeEpisode:d_nikke_yuni_01_93,False,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_94,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_94,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_95,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_95,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_96,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_96,True,,190,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_97,d_nikke_yuni_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yuni_01_97,False,,13,130,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_98,d_nikke_yuni_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_01_98,True,,130,130,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_99,d_nikke_yuni_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yuni_01_99,True,,130,1300,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_100,d_nikke_yuni_01,Self,rapi,Self,Locale_NikkeEpisode:d_nikke_yuni_01_100,False,,1300,1300,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_101,d_nikke_yuni_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yuni_01_101,True,,1300,1300,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_102,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_102,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_103,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_103,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_104,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_104,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_105,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_105,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_106,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_106,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_107,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_107,True,,190,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_108,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_108,True,,1900,1900,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_109,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_109,True,,1900,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_110,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_110,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_111,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_111,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_112,d_nikke_yuni_01,Self,mihara,Self,Locale_NikkeEpisode:d_nikke_yuni_01_112,False,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_113,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_113,True,,190,190,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_114,d_nikke_yuni_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_01_114,True,,17,S_170,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_115,d_nikke_yuni_01,Self,neon,Self,Locale_NikkeEpisode:d_nikke_yuni_01_115,False,,S_170,S_170,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_116,d_nikke_yuni_01,Self,neon,Self,Locale_NikkeEpisode:d_nikke_yuni_01_116,False,,S_170,S_170,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_117,d_nikke_yuni_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_yuni_01_117,True,,S_170,S_1700,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_118,d_nikke_yuni_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_yuni_01_118,False,,130,1300,1.0,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
d_nikke_yuni_01_119,d_nikke_yuni_01,Speech,mihara,mihara,Locale_NikkeEpisode:d_nikke_yuni_01_119,True,,190,1900,0.5,,,,,,,,,,13,idle,,15,worry,,17,idle,,19,idle
