id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_nikke_ce004_04_05_22,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_22,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_23,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_23,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_24,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_24,True,,1,120,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_25,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_25,True,,120,120,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_26,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_26,True,,120,120,1.0,,,12,delight,,2,delight
d_nikke_ce004_04_05_27,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_27,True,,120,20,1.0,,,12,delight,,2,delight
d_nikke_ce004_04_05_28,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_28,True,,20,20,1.0,,,12,delight,,2,delight
d_nikke_ce004_04_05_29,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_29,True,,20,120,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_30,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_30,True,,120,120,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_31,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_31,True,,120,120,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_32,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_32,True,,120,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_33,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_33,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_34,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_34,True,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_04_05_35,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_35,True,,1,1,1.0,,,12,idle,,2,surprise
d_nikke_ce004_04_05_36,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_36,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_37,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_37,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_38,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_38,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_39,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_39,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_40,d_nikke_ce004_04_05,Speech,ce004_04,ce004_04,Locale_NikkeEpisode:d_nikke_ce004_04_05_40,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_41,d_nikke_ce004_04_05,Speech,marciana,marciana,Locale_NikkeEpisode:d_nikke_ce004_04_05_41,True,,1,1,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_42,d_nikke_ce004_04_05,Narration,marciana,,Locale_NikkeEpisode:d_nikke_ce004_04_05_42,False,,black,black,1.0,,,12,idle,,2,delight
d_nikke_ce004_04_05_43,d_nikke_ce004_04_05,Narration,marciana,,Locale_NikkeEpisode:d_nikke_ce004_04_05_43,False,,black,black,1.0,,,12,idle,,2,delight
