id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,speaker,set_filter_01,characters/0/hide_char_id,set_camera_shake,fade
d_nikke_eunhwa_tactical_05_17,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_17,False,WasteLand_01,10,150,1.5,sfx_scn_aim,,,1,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_18,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_18,False,,150,150,1.0,sfx_scn_2rapturestep,,,1,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_19,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_19,False,,150,150,1.0,,,,1,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_20,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_20,False,,150,150,1.0,sfx_scn_rapturemovinghuge,,,1,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_21,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_21,False,,150,150,1.0,,,,1,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_22,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_22,True,WasteLand_02_n,150,10,1.5,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_23,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_23,False,,10,10,1.0,,,,1,idle,,,,,
d_nikke_eunhwa_tactical_05_24,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_24,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_25,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_25,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_26,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_26,True,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_27,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_27,False,,10,10,1.0,,,,1,idle,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_28,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_28,False,,10,10,1.0,,,,1,idle,,,,,
d_nikke_eunhwa_tactical_05_29,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_29,True,,10,10,1.0,,,,1,angry,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_30,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_30,True,,10,10,1.0,,,,1,angry,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_31,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_31,False,,10,10,1.0,,,,1,angry,,,,,
d_nikke_eunhwa_tactical_05_32,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_32,False,,10,10,1.0,,,,1,angry,,,,,
d_nikke_eunhwa_tactical_05_33,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_33,True,,10,100,0.5,,,,1,shy,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_34,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_34,False,,100,100,1.0,,,,1,shy,,,,,
d_nikke_eunhwa_tactical_05_35,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_35,True,,100,100,1.0,,,,1,shy,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_36,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_36,False,,100,100,1.0,,,,1,shy,,,,,
d_nikke_eunhwa_tactical_05_37,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_37,False,WasteLand_01,100,1500,1.5,sfx_scn_gunhandling,,,1,shy,,Vignetting,,,
d_nikke_eunhwa_tactical_05_38,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_38,False,,1500,1500,1.0,sfx_scn_earthquake,,,1,shy,,Vignetting,,,
d_nikke_eunhwa_tactical_05_39,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_39,True,,1500,1500,1.0,,,eunhwa_t_op,OP_leftup,idle,eunhwa_t_op,Vignetting,eunhwa_t,,
d_nikke_eunhwa_tactical_05_40,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_40,True,,1500,1500,1.0,,,,OP_leftup,idle,eunhwa_t_op,Vignetting,,,
d_nikke_eunhwa_tactical_05_41,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_41,True,,1500,1500,1.0,,,,OP_leftup,idle,eunhwa_t_op,Vignetting,,,
d_nikke_eunhwa_tactical_05_42,d_nikke_eunhwa_tactical_05,Self,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_42,False,,1500,1500,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_43,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_43,True,,1500,1500,1.0,,,,OP_leftup,idle,eunhwa_t_op,Vignetting,,,
d_nikke_eunhwa_tactical_05_44,d_nikke_eunhwa_tactical_05,Self,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_44,False,,1500,1500,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_45,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_45,True,,1500,1500,1.0,,,,OP_leftup,idle,eunhwa_t_op,Vignetting,,,
d_nikke_eunhwa_tactical_05_46,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_46,True,,1500,1500,1.0,,,,OP_leftup,idle,eunhwa_t_op,Vignetting,,,
d_nikke_eunhwa_tactical_05_47,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_47,False,,1500,1500,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_48,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_48,False,,1500,1500,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_49,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_49,False,,1500,1500,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_50,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_50,False,,1500,1500,1.0,sfx_scn_c092_fire,,,OP_leftup,idle,,Vignetting,,Low_2,
d_nikke_eunhwa_tactical_05_51,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_51,False,,1500,1500,1.0,sfx_scn_steelframe,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_52,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_52,False,,1500,1500,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_53,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_53,False,,black,black,1.0,sfx_scn_rockcollapse,,,OP_leftup,idle,,Vignetting,eunhwa_t_op,Low_1,
d_nikke_eunhwa_tactical_05_54,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_54,False,,black,black,1.0,,,,,,,Vignetting,,,
d_nikke_eunhwa_tactical_05_55,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_55,True,,10,10,1.0,,,eunhwa_t_op_c,OP_center,idle,eunhwa_t_op_c,Vignetting,,,
d_nikke_eunhwa_tactical_05_56,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_56,True,,10,10,1.0,,,,OP_center,idle,eunhwa_t_op_c,Vignetting,,,
d_nikke_eunhwa_tactical_05_57,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_57,True,,10,1,1.0,,,,OP_center,idle,eunhwa_t_op_c,Vignetting,,,
d_nikke_eunhwa_tactical_05_58,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_58,True,,1,1,1.0,,,,OP_center,idle,eunhwa_t_op_c,Vignetting,,,
d_nikke_eunhwa_tactical_05_59,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_59,True,,1,1,1.0,,,,OP_center,idle,eunhwa_t_op_c,Vignetting,,,
d_nikke_eunhwa_tactical_05_60,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_60,True,,1,1,1.0,,,,OP_center,idle,eunhwa_t_op_c,Vignetting,,,
d_nikke_eunhwa_tactical_05_61,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_61,True,,1,1,1.0,,,,OP_center,idle,eunhwa_t_op_c,Vignetting,,,
d_nikke_eunhwa_tactical_05_62,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_62,True,,1,1,1.0,,,,OP_center,idle,eunhwa_t_op_c,Vignetting,,,
d_nikke_eunhwa_tactical_05_63,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_63,True,,1,1,1.3,,,,OP_center,idle,eunhwa_t_op_c,Vignetting,,,
d_nikke_eunhwa_tactical_05_64,d_nikke_eunhwa_tactical_05,Self,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_64,False,,1,1,1.0,,,,OP_center,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_65,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_65,True,,1,1,1.0,,none,,OP_center,idle,eunhwa_t_op_c,Vignetting,,,
d_nikke_eunhwa_tactical_05_66,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_66,True,,1,100,0.5,,bgm_spot_encounter,,OP_center,idle,eunhwa_t_op_c,Vignetting,,,
d_nikke_eunhwa_tactical_05_67,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t_op_c,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_67,False,,black,black,1.0,sfx_scn_c092_fire,,,OP_center,idle,,Vignetting,eunhwa_t_op_c,Low_2,
d_nikke_eunhwa_tactical_05_68,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_68,False,,10,10,1.0,,,,,,,Vignetting,,,
d_nikke_eunhwa_tactical_05_69,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_69,False,,10,10,1.0,sfx_scn_c092_fire,,,,,,Vignetting,,Low_2,
d_nikke_eunhwa_tactical_05_70,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_70,False,,10,10,1.0,,,eunhwa_t_op,OP_leftup,idle,eunhwa_t_op,Vignetting,,,
d_nikke_eunhwa_tactical_05_71,d_nikke_eunhwa_tactical_05,Self,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_71,False,,10,10,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_72,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_72,False,,100,100,1.0,sfx_scn_c092_fire,,,OP_leftup,idle,,Vignetting,eunhwa_t_op,Low_2,black
d_nikke_eunhwa_tactical_05_73,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_73,False,,100,100,1.0,,,,,,,Vignetting,,,
d_nikke_eunhwa_tactical_05_74,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_74,False,,100,100,1.0,,,,,,,Vignetting,,,
d_nikke_eunhwa_tactical_05_75,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_75,True,,100,100,1.0,,,eunhwa_t_op,OP_leftup,idle,eunhwa_t_op,Vignetting,,,
d_nikke_eunhwa_tactical_05_76,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_76,True,,100,100,1.0,,,,OP_leftup,idle,eunhwa_t_op,Vignetting,,,
d_nikke_eunhwa_tactical_05_77,d_nikke_eunhwa_tactical_05,Self,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_77,False,,100,100,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_78,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_78,False,,100,100,1.0,sfx_scn_c092_fire,,,OP_leftup,idle,,Vignetting,,Low_2,
d_nikke_eunhwa_tactical_05_79,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_79,False,,100,100,1.0,sfx_scn_rockcollapse,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_80,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_80,False,,100,100,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_81,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_81,False,,100,100,1.0,sfx_scn_c092_fire,,,OP_leftup,idle,,Vignetting,,Low_2,
d_nikke_eunhwa_tactical_05_82,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_82,False,,100,100,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_83,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_83,True,,100,100,1.0,,,,OP_leftup,idle,eunhwa_t_op,Vignetting,,,
d_nikke_eunhwa_tactical_05_84,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_84,False,,100,100,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_85,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_85,False,,100,100,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_86,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_86,False,,100,100,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_87,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_87,False,,100,100,1.0,sfx_scn_c092_fire,,,OP_leftup,idle,,Vignetting,,Low_2,
d_nikke_eunhwa_tactical_05_88,d_nikke_eunhwa_tactical_05,Self,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_88,False,,100,100,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_89,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_89,False,,100,100,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_90,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_90,False,,100,100,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_91,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_91,True,,100,100,1.0,,,,OP_leftup,idle,eunhwa_t_op,Vignetting,,,
d_nikke_eunhwa_tactical_05_92,d_nikke_eunhwa_tactical_05,Self,eunhwa_t_op,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_92,False,,100,100,1.0,,,,OP_leftup,idle,,Vignetting,,,
d_nikke_eunhwa_tactical_05_93,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_93,False,,black,black,1.0,,,,OP_leftup,idle,,Vignetting,eunhwa_t_op,,
d_nikke_eunhwa_tactical_05_94,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_94,False,,100,100,1.0,sfx_scn_emptymagazine,none,,,,,Vignetting,,,
d_nikke_eunhwa_tactical_05_95,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_95,False,,100,100,1.0,sfx_scn_c092_fire,,,,,,Vignetting,,Low_2,
d_nikke_eunhwa_tactical_05_96,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_96,False,,100,100,1.0,,bgm_emergency,,,,,Vignetting,,,
d_nikke_eunhwa_tactical_05_97,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_97,False,,100,100,1.0,,,,,,,Vignetting,,,
d_nikke_eunhwa_tactical_05_98,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_98,False,,100,100,1.0,sfx_scn_5rapturestep,,,,,,Vignetting,,,
d_nikke_eunhwa_tactical_05_99,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_99,False,,100,100,1.0,,,,,,,Vignetting,,,
d_nikke_eunhwa_tactical_05_100,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_100,False,WasteLand_02_n,black,black,1.0,,,eunhwa_t,1,surprise,,Vignetting,,,
d_nikke_eunhwa_tactical_05_101,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_101,True,,10,100,0.5,,,,1,surprise,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_102,d_nikke_eunhwa_tactical_05,Self,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_102,False,,100,100,1.0,,,,1,surprise,,,,,
d_nikke_eunhwa_tactical_05_103,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_103,False,,100,10,1.0,sfx_scn_energecharge,,,1,surprise,,,,,
d_nikke_eunhwa_tactical_05_104,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_104,False,,10,10,1.0,,,,1,surprise,,,,,
d_nikke_eunhwa_tactical_05_105,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_105,False,,10,10,1.0,,,,1,surprise,,,,,
d_nikke_eunhwa_tactical_05_106,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_106,False,,black,black,1.0,sfx_scn_missilelauncherfires,none,,1,surprise,,,,,
d_nikke_eunhwa_tactical_05_107,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_107,False,,10,10,1.0,,,,1,surprise,,,,,
d_nikke_eunhwa_tactical_05_108,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_108,True,,10,10,1.0,,,,1,smile,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_109,d_nikke_eunhwa_tactical_05,Speech,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_109,True,,black,black,1.0,,,,1,smile,eunhwa_t,,,,
d_nikke_eunhwa_tactical_05_110,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_110,False,,black,black,1.0,sfx_scn_brokenrapturemove,,,1,smile,,,eunhwa_t,,
d_nikke_eunhwa_tactical_05_111,d_nikke_eunhwa_tactical_05,Monologue,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_111,False,,black,black,1.0,,,,,,,,,,
d_nikke_eunhwa_tactical_05_112,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_112,False,,black,black,1.0,sfx_scn_rapturefin,,,,,,,,,
d_nikke_eunhwa_tactical_05_113,d_nikke_eunhwa_tactical_05,Narration,eunhwa_t,Locale_NikkeEpisode:d_nikke_eunhwa_tactical_05_113,False,,black,black,1.0,sfx_scn_firemissiles,,,,,,,,,
