id,group_id,speech_window,scenario_localkey,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,set_camera_shake,set_filter_01,jump_target,set_filter_02
d_nikke_alice_03_58,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_58,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,Grey,,
d_nikke_alice_03_59,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_59,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,Grey,,
d_nikke_alice_03_60,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_60,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,Grey,,
d_nikke_alice_03_61,d_nikke_alice_03,Choice,Locale_NikkeEpisode:d_nikke_alice_03_61,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,Grey,d_nikke_alice_03_63,
d_nikke_alice_03_62,d_nikke_alice_03,Choice,Locale_NikkeEpisode:d_nikke_alice_03_62,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,Grey,d_nikke_alice_03_85,
d_nikke_alice_03_63,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_63,none,S_10,S_10,1.0,none,alice,,,,1,idle,,,,alice,,,,Grey,,
d_nikke_alice_03_64,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_64,OuterRim,S_10,S_100,0.5,,alice,,,alice,1,idle,,,,,,,,,,
d_nikke_alice_03_65,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_65,,S_100,S_10,2.0,bgm_recognition_underworld,candyman,candyman,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_66,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_66,,S_10,S_10,1.0,,candyman,candyman,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_67,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_67,,S_10,S_10,1.0,,alice,alice,True,,1,delight,,,,,,,,,,
d_nikke_alice_03_68,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_68,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,,
d_nikke_alice_03_69,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_69,,S_10,S_100,0.5,,alice,alice,False,,1,surprise,,,,,,,,,,
d_nikke_alice_03_70,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_70,,S_100,S_100,1.0,,alice,,,,1,surprise,,,,,,,,,,
d_nikke_alice_03_71,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_71,,black,black,1.0,,alice,,,,1,surprise,,,,alice,,,,,,
d_nikke_alice_03_72,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_72,,S_100,S_100,1.0,,alice,,,alice,1,sad,,,,,,,,,,
d_nikke_alice_03_73,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_73,,black,black,1.0,,alice,,,,1,sad,,,,alice,,,,,,
d_nikke_alice_03_74,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_74,,S_100,S_10,2.0,,alice,,,alice,1,sad,,,,,,,,,,
d_nikke_alice_03_75,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_75,,S_10,S_10,1.0,,candyman,candyman,True,,1,sad,,,,,,,,,,
d_nikke_alice_03_76,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_76,,S_10,S_10,1.0,,alice,alice,True,,1,surprise,,,,,,,,,,
d_nikke_alice_03_77,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_77,,S_10,S_10,1.0,,candyman,candyman,True,,1,surprise,,,,,,,,,,
d_nikke_alice_03_78,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_78,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_79,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_79,,S_10,S_10,1.0,,candyman,candyman,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_80,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_80,,S_10,S_10,1.0,,candyman,candyman,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_81,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_81,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_82,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_82,,S_10,S_10,1.0,,candyman,candyman,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_83,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_83,,S_10,S_10,1.0,,candyman,candyman,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_84,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_84,none,S_10,S_10,1.0,none,alice,,,,1,idle,,,,alice,,,,,d_nikke_alice_03_124,
d_nikke_alice_03_85,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_85,none,S_10,S_10,1.0,none,alice,,,,1,idle,,,,alice,,,,Grey,,
d_nikke_alice_03_86,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_86,OuterRim,S_10,S_100,0.5,,alice,,,alice,1,idle,,,,,,,,,,
d_nikke_alice_03_87,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_87,,S_100,S_10,2.0,bgm_recognition_underworld,candyman,candyman,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_88,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_88,,S_10,S_10,1.0,,candyman,candyman,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_89,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_89,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_90,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_90,,S_10,S_10,1.0,none,candyman,candyman,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_91,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_91,,S_10,S_100,1.0,,alice,alice,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_92,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_92,,S_100,S_100,1.0,,candyman,candyman,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_93,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_93,,S_100,S_100,1.0,,alice,,,,1,surprise,,,,,,sfx_scn_hit,Low_2,,,
d_nikke_alice_03_94,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_94,,S_100,S_10,0.5,bgm_story_crawlinganxiety,alice,alice,True,,1,surprise,,,,,,,,,,
d_nikke_alice_03_95,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_95,,S_10,S_10,1.0,,alice,alice,True,,1,sad,,,,,,,,,,
d_nikke_alice_03_96,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_96,,S_10,S_10,1.0,,alice,candyman,,,1,sad,,,,,,,,,,
d_nikke_alice_03_97,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_97,,S_10,S_10,1.0,,alice,alice,True,,1,surprise,,,,,,,,,,
d_nikke_alice_03_98,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_98,,S_10,S_10,1.0,,alice,alice,True,,1,surprise,,,,,,,,,,
d_nikke_alice_03_99,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_99,,S_10,S_10,1.0,,alice,alice,True,,1,idle,,,,,,,,,,
d_nikke_alice_03_100,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_100,,S_10,S_10,1.0,,alice,alice,True,,1,delight,,,,,,,,,,
d_nikke_alice_03_101,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_101,,S_10,S_100,0.5,,alice,,,,1,idle,,,,,,,,,,
d_nikke_alice_03_102,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_102,,S_100,S_100,1.0,,alice,candyman,False,,1,idle,,,,,,,,,,
d_nikke_alice_03_103,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_103,,black,black,1.0,,alice,,,,1,idle,,,,,,,,,,
d_nikke_alice_03_104,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_104,,S_10,S_10,1.0,,alice,alice,True,,1,surprise,,,,,,,,,,
d_nikke_alice_03_105,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_105,,S_10,S_10,1.0,,candyman,candyman,True,,1,surprise,,,,,,,,,,
d_nikke_alice_03_106,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_106,,S_10,S_10,1.0,,alice,,,,1,sad,,,,,,sfx_scn_hit,Low_2,Blur_Low,,
d_nikke_alice_03_107,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_107,,black,black,1.0,,alice,,,,1,sad,,,,,,,,,,
d_nikke_alice_03_108,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_108,,S_10,S_100,1.0,,alice,alice,True,,1,sad,,,,,,,,,,
d_nikke_alice_03_109,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_109,,S_100,S_100,1.0,,alice,candyman,,,1,sad,,,,,,,,,,
d_nikke_alice_03_110,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_110,,black,black,1.0,,alice,,,,1,sad,,,,,,,,,,
d_nikke_alice_03_111,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_111,,S_100,S_10,2.0,,alice,alice,True,,1,delight,,,,,,,,,,
d_nikke_alice_03_112,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_112,,S_10,S_10,1.0,,alice,alice,True,,1,delight,,,,,,,,,,
d_nikke_alice_03_113,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_113,,black,black,1.0,,alice,,,,1,delight,,,,,,,,,,
d_nikke_alice_03_114,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_114,,black,black,1.0,,alice,,,,1,delight,,,,,,,,,,
d_nikke_alice_03_115,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_115,,black,black,1.0,,alice,,,,1,delight,,,,,,,,,,
d_nikke_alice_03_116,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_116,,black,black,1.0,,alice,candyman,,,1,delight,,,,,,,,,,
d_nikke_alice_03_117,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_117,,S_10,S_100,2.0,,alice,alice,True,,1,sad,,,,,,,,,,
d_nikke_alice_03_118,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_118,,S_100,S_100,0.5,,alice,,,,1,sad,,,,alice,,sfx_scn_hit,Low_2,Blur_Middle,,
d_nikke_alice_03_119,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_119,,S_100,6002,1.0,,alice,,,,1,sad,,,,,,sfx_scn_down,,Blur_Middle,,
d_nikke_alice_03_120,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_120,,6002,6002,1.0,,alice,,,,1,sad,,,,,,sfx_scn_hit,Low_2_Loop,Blur_High,,Grey
d_nikke_alice_03_121,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_121,none,6002,6002,1.0,,alice,unknown,,,1,sad,,,,,,,,,,
d_nikke_alice_03_122,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_122,,S_10,S_10,1.0,,alice,candyman,,,1,idle,,,,,,,,,,
d_nikke_alice_03_123,d_nikke_alice_03,Speech,Locale_NikkeEpisode:d_nikke_alice_03_123,,S_10,S_10,1.0,,alice,unknown,,,1,idle,,,,,,,,,d_nikke_alice_03_124,
d_nikke_alice_03_124,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_124,,S_10,S_10,1.0,none,alice,,,,1,idle,,,,,,,none,,,
d_nikke_alice_03_125,d_nikke_alice_03,Self,Locale_NikkeEpisode:d_nikke_alice_03_125,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,,
d_nikke_alice_03_126,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_126,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,,,,
d_nikke_alice_03_127,d_nikke_alice_03,Narration,Locale_NikkeEpisode:d_nikke_alice_03_127,,S_10,S_10,1.0,,alice,,,,1,idle,,,,,,,none,,,
