id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,play_sound,set_camera_shake,characters/0/hide_char_id,jump_target,characters/1/hide_char_id,set_filter_01,set_filter_02
d_nikke_sakura_02_20,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_20,True,,3,3,1.0,bgm_story_crawlinganxiety,,genzou,genzou,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_21,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_21,True,,3,3,1.0,,,genzou,genzou,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_22,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_22,False,,3,3,1.0,,,genzou,genzou,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_23,d_nikke_sakura_02,Narration,Locale_NikkeEpisode:d_nikke_sakura_02_23,False,,3,L_300,0.7,,,genzou,,,3,idle,,1,idle,sfx_scn_bottlebreak,Low_2,,,,,
d_nikke_sakura_02_24,d_nikke_sakura_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_02_24,False,,L_300,L_300,1.0,,,genzou,,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_25,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_25,True,,L_300,L_300,1.0,,,genzou,genzou,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_26,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_26,True,,L_300,L_300,1.0,,,genzou,genzou,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_27,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_27,True,,L_300,L_300,1.0,,,genzou,genzou,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_28,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_28,True,,100,100,1.0,,,sakura,sakura,,3,idle,,1,angry,,,,,,,
d_nikke_sakura_02_29,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_29,True,,2,2,1.0,,,sakura,sakura,,3,idle,,1,angry,,,,,,,
d_nikke_sakura_02_30,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_30,True,,2,2,1.0,,,sakura,sakura,,3,idle,,1,angry,,,,,,,
d_nikke_sakura_02_31,d_nikke_sakura_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_02_31,False,,2,2,1.0,,,,,,3,idle,,1,angry,,,,,,,
d_nikke_sakura_02_32,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_32,False,,2,2,1.0,,,,,,3,idle,,1,angry,,,,,,,
d_nikke_sakura_02_33,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_33,True,,2,L_30,0.5,,,genzou,genzou,,3,idle,,1,angry,,,,,,,
d_nikke_sakura_02_34,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_34,False,,L_30,L_30,1.0,,,genzou,genzou,,3,idle,,1,angry,,,,,,,
d_nikke_sakura_02_35,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_35,True,,L_30,L_30,1.0,,,genzou,genzou,,3,idle,,1,angry,,,,,,,
d_nikke_sakura_02_36,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_36,True,,L_30,L_30,1.0,,,genzou,genzou,,3,idle,,1,angry,,,,,,,
d_nikke_sakura_02_37,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_37,True,,10,100,0.7,,,sakura,sakura,,3,idle,,1,angry,,,,,,,
d_nikke_sakura_02_38,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_38,True,,100,100,1.0,,,sakura,sakura,,3,idle,,1,angry,,,,,,,
d_nikke_sakura_02_39,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_39,False,,100,2,1.0,,,sakura,sakura,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_40,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_40,True,,2,2,1.0,,,sakura,sakura,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_41,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_41,True,,2,2,1.0,,,sakura,sakura,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_42,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_42,False,,2,2,1.0,,,genzou,genzou,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_43,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_43,True,,2,2,1.0,none,,genzou,genzou,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_44,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_44,True,,2,2,1.0,,,genzou,genzou,,3,idle,,1,idle,,,,,,,
d_nikke_sakura_02_45,d_nikke_sakura_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_02_45,False,,2,2,1.0,,,genzou,,,3,idle,,1,idle,,,genzou,,,,
d_nikke_sakura_02_46,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_46,True,,2,1,1.0,bgm_story_fairytalesend_if,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_47,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_47,False,,1,1,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_48,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_48,True,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_49,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_49,True,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_50,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_50,False,,1,1,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_51,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_51,False,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_52,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_52,False,,1,1,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_53,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_53,False,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_54,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_54,True,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_55,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_55,True,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_56,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_56,True,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_57,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_57,True,,1,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_58,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_58,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_59,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_59,True,,10,10,1.0,none,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_60,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_60,True,CherryBlossom,10,10,1.0,bgm_story_weare,black,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_61,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_61,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_62,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_62,False,,10,10,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_63,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_63,True,,10,10,1.0,,,sakura,sakura,,,,,1,delight,,,,,,,
d_nikke_sakura_02_64,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_64,True,,10,10,1.0,,,sakura,sakura,,,,,1,delight,,,,,,,
d_nikke_sakura_02_65,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_65,True,,10,10,1.0,,,sakura,sakura,,,,,1,delight,,,,,,,
d_nikke_sakura_02_66,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_66,True,,10,10,1.0,,,sakura,sakura,,,,,1,delight,,,,,,,
d_nikke_sakura_02_67,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_67,False,,10,10,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_68,d_nikke_sakura_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_02_68,False,,10,100,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_69,d_nikke_sakura_02,Monologue,Locale_NikkeEpisode:d_nikke_sakura_02_69,False,,100,100,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_70,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_70,False,,100,100,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_71,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_71,False,,100,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_72,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_72,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_73,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_73,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_74,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_74,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_75,d_nikke_sakura_02,Choice,Locale_NikkeEpisode:d_nikke_sakura_02_75,False,,10,10,1.0,,,sakura,,,,,,1,idle,,,,d_nikke_sakura_02_77,,,
d_nikke_sakura_02_76,d_nikke_sakura_02,Choice,Locale_NikkeEpisode:d_nikke_sakura_02_76,False,,10,10,1.0,,,sakura,,,,,,1,idle,,,,d_nikke_sakura_02_78,,,
d_nikke_sakura_02_77,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_77,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,d_nikke_sakura_02_80,,,
d_nikke_sakura_02_78,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_78,True,,10,10,1.0,,,sakura,sakura,,,,,1,surprise,,,,,,,
d_nikke_sakura_02_79,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_79,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,d_nikke_sakura_02_80,,,
d_nikke_sakura_02_80,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_80,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_81,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_81,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_82,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_82,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_83,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_83,True,JunkMountain,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,sakura,Grey,Vignetting
d_nikke_sakura_02_84,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_84,True,,10,10,1.0,,,sakura,sakura,,,,,,,,,,,,Grey,Vignetting
d_nikke_sakura_02_85,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_85,True,Backstreet,10,10,1.0,,,sakura,sakura,,,,,,,,,,,,Grey,Vignetting
d_nikke_sakura_02_86,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_86,True,,10,10,1.0,,,sakura,sakura,,,,,,,,,,,,Grey,Vignetting
d_nikke_sakura_02_87,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_87,True,,10,10,1.0,,,sakura,sakura,,,,,,,,,,,,Grey,Vignetting
d_nikke_sakura_02_88,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_88,True,CherryBlossom,10,10,1.0,,,sakura,sakura,,,,sakura,1,idle,,,,,,,
d_nikke_sakura_02_89,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_89,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_90,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_90,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_91,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_91,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_92,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_92,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_93,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_93,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_94,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_94,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_95,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_95,False,,10,10,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_96,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_96,True,,10,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_97,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_97,True,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_98,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_98,True,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_99,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_99,True,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_100,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_100,True,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_101,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_101,False,,1,1,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_102,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_102,True,,1,1,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_103,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_103,True,,1,10,1.0,,,sakura,sakura,,,,,1,angry,,,,,,,
d_nikke_sakura_02_104,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_104,True,,10,10,1.0,,,sakura,sakura,,,,,1,angry,,,,,,,
d_nikke_sakura_02_105,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_105,True,,10,10,1.0,,,sakura,sakura,,,,,1,angry,,,,,,,
d_nikke_sakura_02_106,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_106,False,,10,10,1.0,,,sakura,,,,,,1,angry,,,,,,,
d_nikke_sakura_02_107,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_107,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_108,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_108,False,,10,10,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_109,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_109,False,,10,10,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_110,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_110,True,,10,10,1.0,,,sakura,sakura,,,,,1,surprise,,,,,,,
d_nikke_sakura_02_111,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_111,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_112,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_112,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_113,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_113,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_114,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_114,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_115,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_115,True,,10,10,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_116,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_116,False,,10,100,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_117,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_117,True,,100,100,1.0,,,sakura,sakura,,,,,1,idle,,,,,,,
d_nikke_sakura_02_118,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_118,False,,100,100,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_119,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_119,False,,100,100,1.0,,,sakura,,,,,,1,idle,,,,,,,
d_nikke_sakura_02_120,d_nikke_sakura_02,Speech,Locale_NikkeEpisode:d_nikke_sakura_02_120,True,,100,100,1.0,,,sakura,sakura,,,,,1,surprise,,,,,,,
d_nikke_sakura_02_121,d_nikke_sakura_02,Self,Locale_NikkeEpisode:d_nikke_sakura_02_121,False,,100,100,1.0,,,sakura,,,,,,1,surprise,,,,,,,
