id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,set_camera_shake,play_sound,fade,characters/0/hide_char_id
d_nikke_dorothy_03_17,d_nikke_dorothy_03,Narration,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_17,False,,1,think,,100,10,1.0,,,Low_2,,,
d_nikke_dorothy_03_18,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_18,False,,1,worry,,10,10,1.0,,,,,,
d_nikke_dorothy_03_19,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_19,False,,1,worry,,10,10,1.0,,,,,,
d_nikke_dorothy_03_20,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_20,False,,1,worry,,10,10,1.0,,,,,,
d_nikke_dorothy_03_21,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_21,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_22,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_22,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_23,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_23,False,,1,think,,10,10,1.0,,,,,,
d_nikke_dorothy_03_24,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_24,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_25,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_25,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_26,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_26,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_27,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_27,False,,1,think,,10,10,1.0,,,,,,
d_nikke_dorothy_03_28,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_28,True,,1,worry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_29,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_29,False,,1,worry,,10,10,1.0,,,,,,
d_nikke_dorothy_03_30,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_30,True,,1,worry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_31,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_31,False,,1,worry,,10,10,1.0,,,,,,
d_nikke_dorothy_03_32,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_32,True,,1,worry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_33,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_33,False,,1,worry,,10,100,1.0,,,,,,
d_nikke_dorothy_03_34,d_nikke_dorothy_03,Narration,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_34,False,,1,worry,,100,100,1.0,,,Low_2,,,
d_nikke_dorothy_03_35,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_35,True,,1,think,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_36,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_36,True,,1,think,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_37,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_37,False,,1,think,,100,100,1.0,,,,,,
d_nikke_dorothy_03_38,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_38,False,,1,think,,100,100,1.0,,,,,,
d_nikke_dorothy_03_39,d_nikke_dorothy_03,Narration,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_39,False,,1,think,,100,100,1.0,,,Low_2,,,
d_nikke_dorothy_03_40,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_40,True,,1,think,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_41,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_41,True,,1,think,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_42,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_42,True,,1,think,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_43,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_43,False,,1,think,,100,100,1.0,,,,,,
d_nikke_dorothy_03_44,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_44,True,,1,worry,,100,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_45,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_45,False,,1,worry,,10,10,1.0,,,,,,
d_nikke_dorothy_03_46,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_46,True,,1,worry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_47,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_47,True,,1,worry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_48,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_48,False,,1,worry,,10,10,1.0,,,,,,
d_nikke_dorothy_03_49,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_49,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_50,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_50,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_51,d_nikke_dorothy_03,Narration,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_51,False,,1,think,,10,10,1.0,,,Low_2,,,
d_nikke_dorothy_03_52,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_52,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_53,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_53,True,,1,think,,black,black,1.0,,dorothy,,,,
d_nikke_dorothy_03_54,d_nikke_dorothy_03,Narration,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_54,False,,1,think,,10,10,1.0,none,,Low_2,sfx_scn_rapturelanding,black,
d_nikke_dorothy_03_55,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_55,False,,1,think,,10,10,1.0,,,,,,
d_nikke_dorothy_03_56,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_56,False,,1,think,,10,10,1.0,,,,,,
d_nikke_dorothy_03_57,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_57,False,,1,think,,10,10,1.0,,,,,,
d_nikke_dorothy_03_58,d_nikke_dorothy_03,Narration,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_58,False,,1,think,,black,black,1.0,,,,,,
d_nikke_dorothy_03_59,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_59,False,,1,think,,10,100,1.0,,,,,,
d_nikke_dorothy_03_60,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_60,False,,1,think,,100,100,1.0,,,,,,
d_nikke_dorothy_03_61,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_61,True,,1,think,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_62,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_62,False,,1,think,,100,100,1.0,,,,,,
d_nikke_dorothy_03_63,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_63,True,,1,idle,,100,100,1.0,bgm_story_crawlinganxiety,dorothy,,,,
d_nikke_dorothy_03_64,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_64,False,,1,idle,,100,100,1.0,,,,,,
d_nikke_dorothy_03_65,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_65,True,,1,idle,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_66,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_66,True,,1,idle,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_67,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_67,False,,1,idle,,100,100,1.0,,,,,,
d_nikke_dorothy_03_68,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_68,True,,1,idle,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_69,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_69,True,,1,idle,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_70,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_70,True,,1,idle,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_71,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_71,False,,1,idle,,100,100,1.0,,,,,,
d_nikke_dorothy_03_72,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_72,True,,1,smile,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_73,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_73,False,,1,smile,,100,100,1.0,,,,,,
d_nikke_dorothy_03_74,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_74,True,,1,smile,,100,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_75,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_75,True,,1,smile,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_76,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_76,True,,1,smile,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_77,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_77,False,,1,smile,,10,10,1.0,,,,,,
d_nikke_dorothy_03_78,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_78,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_79,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_79,True,,1,angry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_80,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_80,True,,1,angry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_81,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_81,False,,1,angry,,10,10,1.0,,,,,,
d_nikke_dorothy_03_82,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_82,True,,1,angry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_83,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_83,True,,1,angry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_84,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_84,True,,1,angry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_85,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_85,True,,1,angry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_86,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_86,False,,1,angry,,10,10,1.0,,,,,,
d_nikke_dorothy_03_87,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_87,True,,1,angry,,10,100,0.5,,dorothy,,,,
d_nikke_dorothy_03_88,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_88,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_89,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_89,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_90,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_90,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_91,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_91,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_92,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_92,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_93,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_93,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_94,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_94,False,,1,angry,,100,100,1.0,,,,,,
d_nikke_dorothy_03_95,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_95,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_96,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_96,False,,1,angry,,100,100,1.0,,,,,,
d_nikke_dorothy_03_97,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_97,False,,1,angry,,100,100,1.0,,,,,,
d_nikke_dorothy_03_98,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_98,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_99,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_99,False,,1,angry,,100,100,1.0,,,,,,
d_nikke_dorothy_03_100,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_100,False,,1,angry,,100,100,1.0,,,,,,
d_nikke_dorothy_03_101,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_101,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_102,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_102,False,,1,angry,,100,100,1.0,,,,,,
d_nikke_dorothy_03_103,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_103,False,,1,angry,,100,100,1.0,,,,,,
d_nikke_dorothy_03_104,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_104,True,,1,angry,,black,black,1.0,,dorothy,,,,
d_nikke_dorothy_03_105,d_nikke_dorothy_03,Narration,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_105,False,,1,angry,,black,black,1.0,,,,sfx_scn_1shot,,
d_nikke_dorothy_03_106,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_106,False,,1,angry,,100,100,1.0,,,,,,
d_nikke_dorothy_03_107,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_107,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_108,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_108,True,,1,smile,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_109,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_109,True,,1,smile,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_110,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_110,True,,1,smile,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_111,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_111,True,,1,smile,,100,10,0.5,,dorothy,,,,
d_nikke_dorothy_03_112,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_112,True,,1,smile,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_113,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_113,True,,1,angry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_114,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_114,False,,1,angry,,10,100,2.0,,,,,,
d_nikke_dorothy_03_115,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_115,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_116,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_116,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_117,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_117,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_118,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_118,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_119,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_119,False,,1,angry,,100,100,1.0,,,,,,
d_nikke_dorothy_03_120,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_120,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_121,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_121,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_122,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_122,True,,1,angry,,100,100,1.0,,dorothy,,,,
d_nikke_dorothy_03_123,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_123,False,,1,angry,,100,100,1.0,,,,,,
d_nikke_dorothy_03_124,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_124,True,,1,smile,,100,10,2.0,,dorothy,,,,
d_nikke_dorothy_03_125,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_125,True,,1,smile,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_126,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_126,True,,1,angry,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_127,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_127,True,,1,smile,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_128,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_128,False,,1,think,,black,black,1.0,,,,,,
d_nikke_dorothy_03_129,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_129,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_130,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_130,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_131,d_nikke_dorothy_03,Speech,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_131,True,,1,think,,10,10,1.0,,dorothy,,,,
d_nikke_dorothy_03_132,d_nikke_dorothy_03,Narration,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_132,False,,1,think,,black,black,1.0,,,,,,dorothy
d_nikke_dorothy_03_133,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_133,False,,,,,10,1,1.0,,,,,,
d_nikke_dorothy_03_134,d_nikke_dorothy_03,Self,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_134,False,,,,,1,1,1.0,,,,,,
d_nikke_dorothy_03_135,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_135,False,,,,,black,black,1.0,,,,,,
d_nikke_dorothy_03_136,d_nikke_dorothy_03,Monologue,dorothy,Locale_NikkeEpisode:d_nikke_dorothy_03_136,False,,,,,black,black,1.0,,,,,,
