id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/hide_char_id
d_nikke_ce006_01_03_11,d_nikke_ce006_01_03,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_11,True,,17,no,,15,idle,,1,idle,,13,idle,,3,idle,,7,void,,5,idle,,2,2,1.0,,
d_nikke_ce006_01_03_12,d_nikke_ce006_01_03,Self,ce006_01,,Locale_NikkeEpisode:d_nikke_ce006_01_03_12,False,,17,no,,15,idle,,1,idle,,13,idle,,3,idle,,7,void,,5,idle,,2,2,1.0,,
d_nikke_ce006_01_03_13,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_13,True,,17,no,,15,idle,,1,idle,,13,idle,,3,idle,,7,void,,5,idle,,2,2,1.0,,
d_nikke_ce006_01_03_14,d_nikke_ce006_01_03,Speech,roam,roam,Locale_NikkeEpisode:d_nikke_ce006_01_03_14,True,,17,no,,15,idle,,1,idle,,13,idle,,3,idle,,7,void,,5,idle,,2,12,1.3,,
d_nikke_ce006_01_03_15,d_nikke_ce006_01_03,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_15,False,,17,no,,15,idle,,1,no,,13,idle,,3,idle,,7,void,,5,idle,,12,12,1.0,,
d_nikke_ce006_01_03_16,d_nikke_ce006_01_03,Speech,roam,roam,Locale_NikkeEpisode:d_nikke_ce006_01_03_16,True,,17,no,,15,idle,,1,no,,13,idle,,3,idle,,7,void,,5,idle,,12,12,1.0,,
d_nikke_ce006_01_03_17,d_nikke_ce006_01_03,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_17,True,,17,no,,15,idle,,1,no,,13,idle,,3,idle,,7,void,,5,idle,,12,12,1.0,,
d_nikke_ce006_01_03_18,d_nikke_ce006_01_03,Speech,roam,roam,Locale_NikkeEpisode:d_nikke_ce006_01_03_18,True,,17,no,,15,idle,,1,no,,13,idle,,3,idle,,7,void,,5,idle,,12,12,1.0,,
d_nikke_ce006_01_03_19,d_nikke_ce006_01_03,Speech,roam,roam,Locale_NikkeEpisode:d_nikke_ce006_01_03_19,True,,17,no,,15,idle,,1,no,,13,idle,,3,idle,,7,void,,5,idle,,12,12,1.0,,
d_nikke_ce006_01_03_20,d_nikke_ce006_01_03,Speech,roam,roam,Locale_NikkeEpisode:d_nikke_ce006_01_03_20,True,,17,no,,15,idle,,1,no,,13,idle,,3,idle,,7,void,,5,idle,,12,12,1.0,,
d_nikke_ce006_01_03_21,d_nikke_ce006_01_03,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_21,True,,17,no,,15,idle,,1,delight,,13,idle,,3,idle,,7,void,,5,idle,,12,12,1.0,,
d_nikke_ce006_01_03_22,d_nikke_ce006_01_03,Speech,ce006_npc_01,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_22,True,,17,no,,15,think,,1,delight,,13,idle,,3,idle,,7,void,,5,idle,,16,16,1.0,,
d_nikke_ce006_01_03_23,d_nikke_ce006_01_03,Speech,ce006_npc_01,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_23,True,,17,no,,15,think,,1,delight,,13,idle,,3,idle,,7,void,,5,idle,,16,16,1.0,,
d_nikke_ce006_01_03_24,d_nikke_ce006_01_03,Speech,ce006_npc_01,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_24,True,,17,no,,15,idle,,1,delight,,13,idle,,3,idle,,7,void,,5,idle,,16,16,1.0,,
d_nikke_ce006_01_03_25,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_25,True,,17,no,,15,idle,,1,delight,,13,idle,,3,idle,,7,void,,5,idle,,2,2,1.0,,
d_nikke_ce006_01_03_26,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_26,True,,17,no,,15,idle,,1,delight,,13,idle,,3,idle,,7,void,,5,idle,,2,2,1.0,,
d_nikke_ce006_01_03_27,d_nikke_ce006_01_03,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_27,True,,17,no,,15,idle,,1,idle,,13,idle,,3,idle,,7,void,,5,idle,,2,2,1.0,,
d_nikke_ce006_01_03_28,d_nikke_ce006_01_03,Speech,ce006_03,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_03_28,True,,17,no,,15,idle,,1,idle,,13,idle,,3,idle,,7,void,,5,idle,,16,16,1.0,,
d_nikke_ce006_01_03_29,d_nikke_ce006_01_03,Speech,ce006_03,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_03_29,True,,17,no,,15,idle,,1,idle,,13,idle,,3,idle,,5,void,,7,idle,,16,16,1.0,,
d_nikke_ce006_01_03_30,d_nikke_ce006_01_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_03_30,True,,15,no,,13,idle,,1,idle,,13,idle,,3,idle,,5,void,,7,idle,,4,4,1.0,,roam
d_nikke_ce006_01_03_31,d_nikke_ce006_01_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_03_31,True,,15,no,,13,idle,,1,idle,,,,,3,idle,,5,void,,7,idle,,4,4,1.0,,
d_nikke_ce006_01_03_32,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_32,True,,15,no,,13,idle,,1,idle,,,,,3,idle,,5,void,,7,idle,,4,4,1.0,,
d_nikke_ce006_01_03_33,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_33,True,,15,no,,13,idle,,1,idle,,,,,3,idle,,5,void,,7,idle,,4,4,1.0,,
d_nikke_ce006_01_03_34,d_nikke_ce006_01_03,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_34,False,,15,no,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,4,2,1.3,,
d_nikke_ce006_01_03_35,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_35,True,,15,no,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,2,2,1.0,,
d_nikke_ce006_01_03_36,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_36,True,,15,no,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,2,2,1.0,,
d_nikke_ce006_01_03_37,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_37,True,,15,no,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,2,2,1.0,,
d_nikke_ce006_01_03_38,d_nikke_ce006_01_03,Speech,ce006_npc_01,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_38,True,,15,no,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,14,14,1.0,,
d_nikke_ce006_01_03_39,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_39,True,,15,no,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,2,2,1.0,,
d_nikke_ce006_01_03_40,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_40,True,,15,no,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,2,2,1.0,,
d_nikke_ce006_01_03_41,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_41,True,,15,no,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,2,2,1.0,,
d_nikke_ce006_01_03_42,d_nikke_ce006_01_03,Speech,ce006_npc_01,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_42,True,,15,no,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,14,14,1.0,,
d_nikke_ce006_01_03_43,d_nikke_ce006_01_03,Speech,ce006_npc_01,ce006_npc_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_43,True,,15,no,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,14,14,1.0,,
d_nikke_ce006_01_03_44,d_nikke_ce006_01_03,Speech,ce006_03,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_03_44,True,,15,sad,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,14,14,1.0,,
d_nikke_ce006_01_03_45,d_nikke_ce006_01_03,Speech,ce006_01,ce006_01,Locale_NikkeEpisode:d_nikke_ce006_01_03_45,True,,15,sad,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,14,12,1.3,,
d_nikke_ce006_01_03_46,d_nikke_ce006_01_03,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_ce006_01_03_46,True,,15,sad,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,6,6,1.0,,
d_nikke_ce006_01_03_47,d_nikke_ce006_01_03,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_ce006_01_03_47,True,,15,sad,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,6,6,1.0,,
d_nikke_ce006_01_03_48,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_48,True,,15,sad,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,6,4,1.3,,
d_nikke_ce006_01_03_49,d_nikke_ce006_01_03,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_ce006_01_03_49,True,,15,sad,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,4,4,1.0,,
d_nikke_ce006_01_03_50,d_nikke_ce006_01_03,Speech,ce006_03,ce006_03,Locale_NikkeEpisode:d_nikke_ce006_01_03_50,True,,15,special,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,14,14,1.0,,
d_nikke_ce006_01_03_51,d_nikke_ce006_01_03,Monologue,ce006_03,,Locale_NikkeEpisode:d_nikke_ce006_01_03_51,False,,15,special,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,14,14,1.0,,
d_nikke_ce006_01_03_52,d_nikke_ce006_01_03,Monologue,ce006_03,,Locale_NikkeEpisode:d_nikke_ce006_01_03_52,False,,15,special,,13,idle,,1,no,,,,,3,idle,,5,void,,7,idle,,14,14,1.0,,
