id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,characters/2/hide_char_id,fade,set_filter_01,characters/0/hide_char_id,set_camera_shake
d_nikke_naga_02_22,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_22,True,,3,idle,,1,delight,,,,,10,1,1.0,,,naga,naga,,,,,
d_nikke_naga_02_23,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_23,True,,3,sad,,1,delight,,,,,1,2,1.0,,,tia,tia,,,,,
d_nikke_naga_02_24,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_24,True,,3,sad,,1,delight,,,,,2,2,1.0,,,naga,naga,,,,,
d_nikke_naga_02_25,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_25,True,,3,sad,,1,delight,,,,,2,2,1.0,,,tia,tia,,,,,
d_nikke_naga_02_26,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_26,True,,3,sad,,1,delight,,,,,2,2,1.0,,,naga,naga,,,,,
d_nikke_naga_02_27,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_27,True,,3,sad,,1,delight,,,,,2,2,1.0,,,naga,naga,,,,,
d_nikke_naga_02_28,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_28,True,,3,sad,,1,delight,,,,,2,2,1.0,,,tia,tia,,,,,
d_nikke_naga_02_29,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_29,True,,3,sad,,1,delight,,,,,2,2,1.0,,,tia,tia,,,,,
d_nikke_naga_02_30,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_30,True,,3,sad,,1,delight,,,,,2,2,1.0,,,naga,naga,,,,,
d_nikke_naga_02_31,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_31,True,,3,sad,,1,delight,,,,,2,2,1.0,,,naga,naga,,,,,
d_nikke_naga_02_32,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_32,True,,3,sad,,1,delight,,,,,2,2,1.0,,,naga,naga,,,,,
d_nikke_naga_02_33,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_33,True,,3,idle,,1,delight,,,,,2,30,1.0,,,tia,tia,,,,,
d_nikke_naga_02_34,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_34,True,,3,idle,,1,delight,,,,,30,30,1.0,,,tia,tia,,,,,
d_nikke_naga_02_35,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_35,True,,3,idle,,1,delight,,,,,30,30,1.0,,,tia,tia,,,,,
d_nikke_naga_02_36,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_36,True,,3,idle,,1,delight,,,,OutpostOut,2,2,1.0,,,tia,tia,,black,,,
d_nikke_naga_02_37,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_37,True,,3,idle,,1,delight,,,,,2,2,1.0,,,tia,tia,,,,,
d_nikke_naga_02_38,d_nikke_naga_02,Self,Locale_NikkeEpisode:d_nikke_naga_02_38,False,,3,idle,,1,delight,,,,,2,2,1.0,,,,,,,,,
d_nikke_naga_02_39,d_nikke_naga_02,Narration,Locale_NikkeEpisode:d_nikke_naga_02_39,False,,3,idle,,1,delight,,,,,2,30,0.6,,,,,,,,,
d_nikke_naga_02_40,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_40,True,,3,delight,,1,delight,,,,,30,30,1.0,,,tia,tia,,,,,
d_nikke_naga_02_41,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_41,True,,3,delight,,1,idle,,,,,30,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_42,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_42,True,,3,delight,,1,idle,,,,,10,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_43,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_43,True,,3,delight,,1,idle,,,,,10,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_44,d_nikke_naga_02,Monologue,Locale_NikkeEpisode:d_nikke_naga_02_44,False,,3,delight,,1,idle,,,,,10,10,1.0,,,,,,,,,
d_nikke_naga_02_45,d_nikke_naga_02,Monologue,Locale_NikkeEpisode:d_nikke_naga_02_45,False,,3,delight,,1,idle,,,,MaidCafe,black,black,1.0,,,,,,,,,
d_nikke_naga_02_46,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_46,True,,3,delight,,1,idle,,,,,10,10,1.0,,,naga,naga,,,Grey,,
d_nikke_naga_02_47,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_47,True,,3,delight,,1,idle,,,,,10,10,1.0,,,naga,naga,,,Grey,,
d_nikke_naga_02_48,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_48,True,,3,delight,,1,idle,,,,,10,10,1.0,,,naga,naga,,,Grey,,
d_nikke_naga_02_49,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_49,True,,3,delight,,1,idle,,,,,10,10,1.0,,,naga,naga,,,Grey,,
d_nikke_naga_02_50,d_nikke_naga_02,Monologue,Locale_NikkeEpisode:d_nikke_naga_02_50,False,,3,worry,,1,idle,,,,OutpostOut,black,black,1.0,,,,,,,,,
d_nikke_naga_02_51,d_nikke_naga_02,Monologue,Locale_NikkeEpisode:d_nikke_naga_02_51,False,,3,worry,,1,idle,,,,,30,30,1.0,,,,,,,,,
d_nikke_naga_02_52,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_52,True,,3,worry,,1,idle,,,,,30,30,1.0,,,tia,tia,,,,,
d_nikke_naga_02_53,d_nikke_naga_02,Self,Locale_NikkeEpisode:d_nikke_naga_02_53,False,,3,worry,,1,idle,,,,,30,30,1.0,,,,,,,,,
d_nikke_naga_02_54,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_54,True,,3,worry,,1,idle,,,,,30,2,1.0,,,naga,naga,,,,,
d_nikke_naga_02_55,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_55,True,,3,idle,,1,idle,,,,,2,2,1.0,,,tia,tia,,,,,
d_nikke_naga_02_56,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_56,True,,3,idle,,1,idle,,,,,2,2,1.0,,,tia,tia,,,,,
d_nikke_naga_02_57,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_57,True,,3,idle,,1,angry,,,,,2,2,1.0,,,naga,naga,,,,,
d_nikke_naga_02_58,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_58,True,,3,idle,,1,angry,,,,,2,2,1.0,,,naga,naga,,,,,
d_nikke_naga_02_59,d_nikke_naga_02,Self,Locale_NikkeEpisode:d_nikke_naga_02_59,False,,3,idle,,1,angry,,,,,2,2,1.0,,,,,,,,,
d_nikke_naga_02_60,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_60,True,,3,idle,,1,idle,,,,,2,30,1.0,,,tia,tia,,,,,
d_nikke_naga_02_61,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_61,True,,3,idle,,1,idle,,,,,30,30,1.0,,,tia,tia,,,,,
d_nikke_naga_02_62,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_62,True,,3,idle,,1,idle,,,,,30,30,1.0,,,tia,tia,,,,,
d_nikke_naga_02_63,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_63,True,,3,idle,,1,idle,,,,,30,30,1.0,,,tia,tia,,,,,
d_nikke_naga_02_64,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_64,False,,3,idle,,1,idle,,,,,30,30,1.0,,,tia,naga,,,,,
d_nikke_naga_02_65,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_65,True,,3,idle,,1,idle,,,,,30,3,1.0,,,tia,tia,,,,,
d_nikke_naga_02_66,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_66,True,,3,idle,,1,idle,,,,,3,3,1.0,,,tia,tia,,,,,
d_nikke_naga_02_67,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_67,True,,3,delight,,1,idle,,,,,3,3,1.0,,,tia,tia,,,,,
d_nikke_naga_02_68,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_68,True,,3,delight,,1,idle,,,,,3,3,1.0,,,tia,tia,,,,,
d_nikke_naga_02_69,d_nikke_naga_02,Monologue,Locale_NikkeEpisode:d_nikke_naga_02_69,False,,3,delight,,1,idle,,,,,3,3,1.0,,,,,,,,tia,
d_nikke_naga_02_70,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_70,True,,,,,1,delight,,,,,3,1,1.0,,,naga,naga,,,,,
d_nikke_naga_02_71,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_71,True,,,,,1,delight,,,,,1,1,1.0,,,naga,naga,,,,,
d_nikke_naga_02_72,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_72,True,,,,,1,delight,,,,,1,1,1.0,,,naga,naga,,,,,
d_nikke_naga_02_73,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_73,True,,,,,1,delight,,,,,1,1,1.0,,,naga,naga,,,,,
d_nikke_naga_02_74,d_nikke_naga_02,Self,Locale_NikkeEpisode:d_nikke_naga_02_74,False,,,,,1,delight,,,,,1,1,1.0,,,,,,,,,
d_nikke_naga_02_75,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_75,True,,,,,1,idle,,,,,1,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_76,d_nikke_naga_02,Self,Locale_NikkeEpisode:d_nikke_naga_02_76,False,,,,,1,idle,,,,,10,10,1.0,,,,,,,,,
d_nikke_naga_02_77,d_nikke_naga_02,Self,Locale_NikkeEpisode:d_nikke_naga_02_77,False,,,,,1,idle,,,,,10,10,1.0,,,,,,,,,
d_nikke_naga_02_78,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_78,True,,,,,1,pain_01,,,,,10,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_79,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_79,True,,,,,1,delight,,,,,10,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_80,d_nikke_naga_02,Self,Locale_NikkeEpisode:d_nikke_naga_02_80,False,,,,,1,delight,,,,,10,10,1.0,,,,,,,,,
d_nikke_naga_02_81,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_81,True,,,,,1,delight,,,,,10,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_82,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_82,True,,,,,1,pain_02,,,,,10,100,0.6,,none,naga,naga,,,,,Low_2
d_nikke_naga_02_83,d_nikke_naga_02,Narration,Locale_NikkeEpisode:d_nikke_naga_02_83,False,,,,,1,pain_02,,,,,100,100,1.0,sfx_scn_grab,,,,,,,,
d_nikke_naga_02_84,d_nikke_naga_02,Monologue,Locale_NikkeEpisode:d_nikke_naga_02_84,False,,,,,1,pain_02,,,,,100,100,1.0,,,,,,,,,
d_nikke_naga_02_85,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_85,True,,,,,1,idle,,,,,100,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_86,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_86,False,,,,,1,idle,,,,,10,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_87,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_87,True,,,,,1,delight,,,,,10,10,1.0,,bgm_story_fairytalesend_if,naga,naga,,,,,
d_nikke_naga_02_88,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_88,True,,,,,1,delight,,,,,10,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_89,d_nikke_naga_02,Self,Locale_NikkeEpisode:d_nikke_naga_02_89,False,,,,,1,delight,,,,,10,10,1.0,,,,,,,,,
d_nikke_naga_02_90,d_nikke_naga_02,Monologue,Locale_NikkeEpisode:d_nikke_naga_02_90,False,,,,,1,delight,,,,,10,10,1.0,,,,,,,,,
d_nikke_naga_02_91,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_91,True,,,,,1,idle,,,,,10,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_92,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_92,True,,,,,1,idle,,,,,10,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_93,d_nikke_naga_02,Self,Locale_NikkeEpisode:d_nikke_naga_02_93,False,,,,,1,idle,,,,,10,10,1.0,,,,,,,,,
d_nikke_naga_02_94,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_94,True,,,,,1,delight,,,,,10,10,1.0,,,naga,naga,,,,,
d_nikke_naga_02_95,d_nikke_naga_02,Speech,Locale_NikkeEpisode:d_nikke_naga_02_95,True,,,,,1,delight,,,,,10,10,1.0,,,naga,naga,,,,,
