id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,fade,characters/0/hide_char_id,set_filter_01,jump_target,conversation_id,play_sound,set_camera_shake
d_nikke_epinel_02_53,d_nikke_epinel_02,Self,epinel,Self,Locale_NikkeEpisode:d_nikke_epinel_02_53,False,,,,,XS_10,XS_10,1.0,,,1,delight,,,,,,,,
d_nikke_epinel_02_54,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_54,True,,,,,XS_10,XS_10,1.0,,,1,delight,,,,,,,,
d_nikke_epinel_02_55,d_nikke_epinel_02,Narration,epinel,Narration,Locale_NikkeEpisode:d_nikke_epinel_02_55,False,,,,,black,black,1.0,,,1,delight,,,epinel,,,,,
d_nikke_epinel_02_56,d_nikke_epinel_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_epinel_02_56,False,,,,,1,1,1.0,,,,,,,,,,m_nikke_epinel_02,sfx_scn_phonevibration,
d_nikke_epinel_02_57,d_nikke_epinel_02,Narration,epinel,Narration,Locale_NikkeEpisode:d_nikke_epinel_02_57,False,,,,Park,5,1,2.0,bgm_story_backtonormal,,,,,black,,,,,,
d_nikke_epinel_02_58,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_58,False,,,,,1,1,1.0,,epinel,1,idle,,,,,,,,
d_nikke_epinel_02_59,d_nikke_epinel_02,Self,epinel,Self,Locale_NikkeEpisode:d_nikke_epinel_02_59,False,,,,,1,1,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_60,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_60,True,,,,,1,5,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_61,d_nikke_epinel_02,Narration,epinel,Narration,Locale_NikkeEpisode:d_nikke_epinel_02_61,False,,,,,5,5,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_62,d_nikke_epinel_02,Speech,,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_62,True,,,,,5,5,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_63,d_nikke_epinel_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_epinel_02_63,False,,,,,5,50,0.5,,,1,idle,,,,,,,sfx_scn_trip,Low_2
d_nikke_epinel_02_64,d_nikke_epinel_02,Speech,bridgeboy,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_02_64,False,,,,,50,50,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_65,d_nikke_epinel_02,Speech,fatboy,fatboy,Locale_NikkeEpisode:d_nikke_epinel_02_65,False,,,,,50,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_66,d_nikke_epinel_02,Speech,fatboy,fatboy,Locale_NikkeEpisode:d_nikke_epinel_02_66,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_67,d_nikke_epinel_02,Speech,fatboy,fatboy,Locale_NikkeEpisode:d_nikke_epinel_02_67,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_68,d_nikke_epinel_02,Speech,fatboy,fatboy,Locale_NikkeEpisode:d_nikke_epinel_02_68,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_69,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_69,False,,,,,7,1,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_70,d_nikke_epinel_02,Speech,epinel,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_02_70,False,,,,,1,50,0.3,,,1,idle,,,,,,,,
d_nikke_epinel_02_71,d_nikke_epinel_02,Speech,epinel,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_02_71,False,,,,,50,50,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_72,d_nikke_epinel_02,Speech,epinel,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_02_72,False,,,,,50,50,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_73,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_73,False,,,,,50,XS_10,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_74,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_74,True,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_75,d_nikke_epinel_02,Self,epinel,Self,Locale_NikkeEpisode:d_nikke_epinel_02_75,False,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_76,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_76,True,,,,,XS_10,XS_10,1.0,,,1,think,,,,,,,,
d_nikke_epinel_02_77,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_77,True,,,,,XS_10,XS_10,1.0,,,1,think,,,,,,,,
d_nikke_epinel_02_78,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_78,True,,,,,XS_10,XS_10,1.0,,,1,think,,,,,,,,
d_nikke_epinel_02_79,d_nikke_epinel_02,Self,epinel,Self,Locale_NikkeEpisode:d_nikke_epinel_02_79,False,,,,,XS_10,XS_10,1.0,,,1,think,,,,,,,,
d_nikke_epinel_02_80,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_80,True,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_81,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_81,True,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_82,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_82,True,,,,,XS_10,XS_10,1.0,,,1,pain,,,,,,,,
d_nikke_epinel_02_83,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_83,True,,,,,XS_10,XS_10,1.0,,,1,pain,,,,,,,,
d_nikke_epinel_02_84,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_84,False,,,,,XS_10,XS_10,1.0,,,1,pain,,,,,,,,
d_nikke_epinel_02_85,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_85,True,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_86,d_nikke_epinel_02,Choice,epinel,,Locale_NikkeEpisode:d_nikke_epinel_02_86,False,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,d_nikke_epinel_02_88,,,
d_nikke_epinel_02_87,d_nikke_epinel_02,Choice,epinel,,Locale_NikkeEpisode:d_nikke_epinel_02_87,False,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,d_nikke_epinel_02_90,,,
d_nikke_epinel_02_88,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_88,True,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_89,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_89,True,,,,,XS_10,XS_10,1.0,,,1,delight,,,,,d_nikke_epinel_02_94,,,
d_nikke_epinel_02_90,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_90,False,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_91,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_91,True,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_92,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_92,True,,,,,XS_10,XS_10,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_93,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_93,True,,,,,XS_10,XS_10,1.0,,,1,delight,,,,,,,,
d_nikke_epinel_02_94,d_nikke_epinel_02,Monologue,epinel,Monologue,Locale_NikkeEpisode:d_nikke_epinel_02_94,False,,,,,XS_10,50,1.0,,,1,delight,,,,,,,,
d_nikke_epinel_02_95,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_95,True,,,,,50,50,1.0,,,1,think,,,,,,,,
d_nikke_epinel_02_96,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_96,True,,,,,50,50,1.0,,,1,think,,,,,,,,
d_nikke_epinel_02_97,d_nikke_epinel_02,Narration,epinel,Narration,Locale_NikkeEpisode:d_nikke_epinel_02_97,False,,,,,50,500,1.0,,,1,idle,,,,,,,sfx_scn_trip,Low_2
d_nikke_epinel_02_98,d_nikke_epinel_02,Speech,bridgeboy,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_02_98,False,,,,,500,500,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_99,d_nikke_epinel_02,Speech,fatboy,fatboy,Locale_NikkeEpisode:d_nikke_epinel_02_99,False,,,,,500,7,0.5,,,1,idle,,,,,,,,
d_nikke_epinel_02_100,d_nikke_epinel_02,Speech,fatboy,fatboy,Locale_NikkeEpisode:d_nikke_epinel_02_100,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_101,d_nikke_epinel_02,Speech,fatboy,fatboy,Locale_NikkeEpisode:d_nikke_epinel_02_101,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_102,d_nikke_epinel_02,Speech,fatboy,fatboy,Locale_NikkeEpisode:d_nikke_epinel_02_102,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_103,d_nikke_epinel_02,Speech,bridgeboy,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_02_103,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_104,d_nikke_epinel_02,Speech,bridgeboy,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_02_104,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_105,d_nikke_epinel_02,Speech,fatboy,fatboy,Locale_NikkeEpisode:d_nikke_epinel_02_105,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_106,d_nikke_epinel_02,Speech,fatboy,fatboy,Locale_NikkeEpisode:d_nikke_epinel_02_106,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_107,d_nikke_epinel_02,Speech,bridgeboy,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_02_107,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_108,d_nikke_epinel_02,Speech,fatboy,fatboy,Locale_NikkeEpisode:d_nikke_epinel_02_108,False,,,,,7,7,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_109,d_nikke_epinel_02,Narration,,Narration,Locale_NikkeEpisode:d_nikke_epinel_02_109,False,,,,,black,black,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_110,d_nikke_epinel_02,Speech,bridgeboy,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_02_110,False,,,,,7,700,0.5,,,1,idle,,,,,,,,
d_nikke_epinel_02_111,d_nikke_epinel_02,Speech,bridgeboy,bridgeboy,Locale_NikkeEpisode:d_nikke_epinel_02_111,False,,,,,700,700,1.0,,,1,idle,,,,,,,,
d_nikke_epinel_02_112,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_112,False,,,,,1,1,1.0,,,2,think,,,,,,,,
d_nikke_epinel_02_113,d_nikke_epinel_02,Self,epinel,Self,Locale_NikkeEpisode:d_nikke_epinel_02_113,False,,,,,1,2,1.0,,,2,think,,,,,,,,
d_nikke_epinel_02_114,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_114,True,,,,,2,XS_20,1.0,,,2,idle,,,,,,,,
d_nikke_epinel_02_115,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_115,True,,,,,XS_20,XS_20,1.0,,,2,idle,,,,,,,,
d_nikke_epinel_02_116,d_nikke_epinel_02,Speech,epinel,epinel,Locale_NikkeEpisode:d_nikke_epinel_02_116,True,,,,,XS_20,XS_20,1.0,,,2,delight,,,,,,,,
