id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/hide_char_id,characters/1/hide_char_id,play_sound,fade,set_camera_shake,jump_target
d_nikke_marian_p_05_17,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_17,True,,7,surprise,,5,pain,,3,void,,1,idle,,75,75,1.0,,,,,,,
d_nikke_marian_p_05_18,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_18,False,,7,surprise,,5,pain,,3,void,,1,idle,,75,S_70,1.0,,,,,,,
d_nikke_marian_p_05_19,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_19,True,,7,no,,5,pain,,3,void,,1,idle,,S_70,S_70,1.0,,,,,,,
d_nikke_marian_p_05_20,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_20,True,,7,no,,5,pain,,3,angry,,1,idle,,30,30,1.0,,,,,,,
d_nikke_marian_p_05_21,d_nikke_marian_p_05,Monologue,anis,,Locale_NikkeEpisode:d_nikke_marian_p_05_21,False,,7,no,,5,pain,,3,angry,,1,idle,,5,5,1.0,,anis,,,,,
d_nikke_marian_p_05_22,d_nikke_marian_p_05,Monologue,anis,,Locale_NikkeEpisode:d_nikke_marian_p_05_22,False,,7,no,,5,pain,,,,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_23,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_23,False,,7,no,,5,pain,anis,3,void,,1,idle,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_24,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_24,False,,7,no,,5,pain,,3,void,,1,idle,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_25,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_25,True,,7,no,,5,pain,,3,angry,,1,idle,,300,300,1.0,,,,,,,
d_nikke_marian_p_05_26,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_26,True,,7,no,,5,delight,,3,angry,,1,idle,,500,500,1.0,,,,,,,
d_nikke_marian_p_05_27,d_nikke_marian_p_05,Monologue,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_27,False,,7,no,,5,delight,,3,angry,,1,idle,,53,53,1.0,,anis,modenia,sfx_scn_run,,,
d_nikke_marian_p_05_28,d_nikke_marian_p_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_05_28,True,,7,no,,,,,,,,1,no,,53,1,1.0,,,,,,,
d_nikke_marian_p_05_29,d_nikke_marian_p_05,Self,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_05_29,False,,7,no,,,,,,,,1,no,,1,1,1.0,,,,,,,
d_nikke_marian_p_05_30,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_30,True,,7,idle,modenia,5,idle,anis,3,void,,1,idle,,75,75,1.0,bgm_spot_encounter,,,,black,,
d_nikke_marian_p_05_31,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_31,True,,7,idle,,5,idle,,3,void,,1,idle,,75,75,1.0,,,,,,,
d_nikke_marian_p_05_32,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_32,True,,7,no,,5,idle,,3,void,,1,idle,,75,75,1.0,,,,,,,
d_nikke_marian_p_05_33,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_33,True,,7,no,,5,angry,,3,void,,1,idle,,50,500,0.2,,,,,,,
d_nikke_marian_p_05_34,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_34,True,,7,no,,5,angry,,3,void,,1,idle,,S_70,S_700,0.2,,,,,,,
d_nikke_marian_p_05_35,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_35,True,,7,no,,5,angry,,3,void,,1,idle,,500,500,1.0,,,,,,Low_2,
d_nikke_marian_p_05_36,d_nikke_marian_p_05,Narration,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_36,False,,7,no,,5,angry,,3,void,,1,idle,,75,75,1.0,,,,sfx_scn_torch,,Low_2,
d_nikke_marian_p_05_37,d_nikke_marian_p_05,Monologue,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_37,False,,7,no,,5,angry,,3,void,,1,idle,,75,75,1.0,,,,,,,
d_nikke_marian_p_05_38,d_nikke_marian_p_05,Monologue,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_38,False,,7,no,,5,angry,,3,void,,1,idle,,75,75,1.0,,,,,,,
d_nikke_marian_p_05_39,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_39,True,,7,delight,,5,delight,,3,void,,1,idle,,50,50,1.0,none,,,,,,
d_nikke_marian_p_05_40,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_40,True,,7,delight,,5,delight,,3,void,,1,idle,,S_70,S_70,1.0,,,,,,,
d_nikke_marian_p_05_41,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_41,True,,7,no,,5,delight,,3,void,,1,idle,,S_70,75,1.0,,,,,,,
d_nikke_marian_p_05_42,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_42,True,,7,no,,5,idle,,3,angry,,1,idle,,30,300,0.2,,,,,,,
d_nikke_marian_p_05_43,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_43,True,,7,no,,5,idle,,3,angry,,1,idle,,S_70,S_70,1.0,,,,,,,
d_nikke_marian_p_05_44,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_44,True,,7,no,,5,idle,,3,angry,,1,idle,,300,300,0.2,,,,,,,
d_nikke_marian_p_05_45,d_nikke_marian_p_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_05_45,True,,7,no,,5,idle,,3,angry,,1,no,,300,100,1.0,,,,,,,
d_nikke_marian_p_05_46,d_nikke_marian_p_05,Self,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_05_46,False,,7,no,,5,idle,,3,angry,,1,no,,100,100,1.0,,,,,,,
d_nikke_marian_p_05_47,d_nikke_marian_p_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_05_47,True,,7,no,,5,idle,,3,angry,,1,no,,100,100,1.0,,,,,,,
d_nikke_marian_p_05_48,d_nikke_marian_p_05,Narration,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_05_48,False,,7,idle,,5,idle,,3,void,,1,no,,5,5,1.0,bgm_story_backtonormal,,,,black,,
d_nikke_marian_p_05_49,d_nikke_marian_p_05,Monologue,rapi,,Locale_NikkeEpisode:d_nikke_marian_p_05_49,False,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_50,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_50,True,,7,idle,,5,delight,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_51,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_51,True,,7,idle,,5,delight,,3,void,,1,idle,,5,53,1.0,,,,,,,
d_nikke_marian_p_05_52,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_52,True,,7,idle,,5,delight,,3,void,,1,idle,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_53,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_53,True,,7,idle,,5,surprise,,3,void,,1,idle,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_54,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_54,True,,7,idle,,5,surprise,,3,idle,,1,idle,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_55,d_nikke_marian_p_05,Monologue,anis,,Locale_NikkeEpisode:d_nikke_marian_p_05_55,False,,7,idle,,5,surprise,,3,idle,,1,idle,,53,3,0.2,,,,sfx_scn_poke,,,
d_nikke_marian_p_05_56,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_56,True,,7,idle,,5,delight,,3,idle,,1,idle,,3,5,0.2,,,,,,,
d_nikke_marian_p_05_57,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_57,False,,7,idle,,5,delight,,3,no,,1,idle,,5,53,1.0,,,,,,,
d_nikke_marian_p_05_58,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_58,True,,7,idle,,5,delight,,3,angry,,1,idle,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_59,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_59,True,,7,idle,,5,delight,,3,angry,,1,idle,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_60,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_60,True,,7,idle,,5,delight,,3,angry,,1,idle,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_61,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_61,True,,7,idle,,5,delight,,3,angry,,1,idle,,53,30,0.5,,,,,,,
d_nikke_marian_p_05_62,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_62,True,,7,surprise,,5,idle,,3,angry,,1,idle,,75,75,1.0,,,,,,,
d_nikke_marian_p_05_63,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_63,True,,7,surprise,,5,idle,,3,angry,,1,idle,,75,75,1.0,,,,,,,
d_nikke_marian_p_05_64,d_nikke_marian_p_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_05_64,True,,7,surprise,,5,idle,,3,void,,1,no,,75,75,1.0,,,,,,,
d_nikke_marian_p_05_65,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_65,True,,7,idle,,5,delight,,3,void,,1,no,,75,75,1.0,,,,,,,
d_nikke_marian_p_05_66,d_nikke_marian_p_05,Monologue,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_66,False,,7,idle,,5,delight,,3,void,,1,idle,,75,7,0.2,,,,sfx_scn_poke,,,
d_nikke_marian_p_05_67,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_67,True,,7,idle,,5,delight,,3,void,,1,idle,,7,5,0.2,,,,,,,
d_nikke_marian_p_05_68,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_68,False,,7,idle,,5,pain,,3,void,,1,idle,,5,500,0.2,,,,,,,
d_nikke_marian_p_05_69,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_69,True,,7,idle,,5,pain,,3,void,,1,idle,,500,300,0.2,,,,,,,
d_nikke_marian_p_05_70,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_70,True,,7,idle,,5,pain,,3,void,,1,idle,,300,300,1.0,,,,,,,
d_nikke_marian_p_05_71,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_71,True,,7,idle,,5,sad,,3,void,,1,idle,,300,500,1.0,,,,,,,
d_nikke_marian_p_05_72,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_72,True,,7,delight,,5,sad,,3,void,,1,idle,,500,S_700,1.0,,,,,,,
d_nikke_marian_p_05_73,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_73,True,,7,no,,5,sad,,3,void,,1,idle,,S_700,S_700,1.0,,,,,,,
d_nikke_marian_p_05_74,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_74,True,,7,no,,5,sad,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_75,d_nikke_marian_p_05,Monologue,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_75,False,,7,no,,5,sad,,3,void,,1,idle,,5,50,1.0,,,,,,,
d_nikke_marian_p_05_76,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_76,True,,7,idle,,5,surprise,,3,void,,1,idle,,50,50,1.0,,,,,,,
d_nikke_marian_p_05_77,d_nikke_marian_p_05,Narration,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_77,False,,7,idle,,5,surprise,,3,void,,1,idle,,50,10,1.0,,,,sfx_scn_waterslide,,,
d_nikke_marian_p_05_78,d_nikke_marian_p_05,Monologue,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_78,False,,7,idle,,5,s,,3,void,,1,idle,,10,10,1.0,,,,,,,
d_nikke_marian_p_05_79,d_nikke_marian_p_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_05_79,True,,7,idle,,5,s,,3,void,,1,no,,10,10,1.0,,,,,,,
d_nikke_marian_p_05_80,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_80,True,,7,idle,,5,delight,,3,void,,1,no,,50,50,1.0,,,,,,,
d_nikke_marian_p_05_81,d_nikke_marian_p_05,Self,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_81,False,,7,idle,,5,delight,,3,void,,1,no,,50,50,1.0,,,,,,,
d_nikke_marian_p_05_82,d_nikke_marian_p_05,Narration,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_82,False,,7,idle,,5,idle,,3,void,,1,idle,CommanderRoom,5,5,1.0,bgm_story_breakaway,,,,black,,
d_nikke_marian_p_05_83,d_nikke_marian_p_05,Monologue,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_83,False,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_84,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_84,True,,7,idle,,5,idle,,3,sad,,1,idle,,5,53,1.0,,,,,,,
d_nikke_marian_p_05_85,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_85,True,,7,idle,,5,idle,,3,sad,,1,idle,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_86,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_86,True,,7,idle,,5,idle,,3,sad,,1,idle,,53,75,1.0,,,,,,,
d_nikke_marian_p_05_87,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_87,True,,7,idle,,5,idle,,3,void,,1,idle,,75,5,1.0,,,,,,,
d_nikke_marian_p_05_88,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_88,True,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_89,d_nikke_marian_p_05,Self,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_89,False,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_90,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_90,True,,7,idle,,5,idle,,3,void,,1,idle,,5,500,2.0,none,,,,,,
d_nikke_marian_p_05_91,d_nikke_marian_p_05,Self,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_91,False,,7,idle,,5,idle,,3,void,,1,idle,,500,500,1.0,,,,,,,
d_nikke_marian_p_05_92,d_nikke_marian_p_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_05_92,False,,7,idle,,5,idle,,3,void,,1,angry,,100,100,1.0,,,,,,,
d_nikke_marian_p_05_93,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_93,False,,7,idle,,5,idle,,3,angry,,1,angry,,300,300,1.0,,,,,,,
d_nikke_marian_p_05_94,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_94,False,,7,idle,,5,idle,,3,angry,,1,angry,,S_700,S_700,1.0,,,,,,,
d_nikke_marian_p_05_95,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_95,True,,7,idle,,5,surprise,,3,angry,,1,angry,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_96,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_96,True,,7,idle,,5,surprise,,3,angry,,1,angry,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_97,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_97,True,,7,idle,,5,idle,,3,angry,,1,angry,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_98,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_98,True,,7,idle,,5,idle,,3,angry,,1,angry,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_99,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_99,True,,7,idle,,5,delight,,3,angry,,1,angry,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_100,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_100,True,,7,idle,,5,delight,,3,angry,,1,angry,,53,53,1.0,,,,,,,
d_nikke_marian_p_05_101,d_nikke_marian_p_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_05_101,True,,7,idle,,5,idle,,3,angry,,1,idle,,53,31,1.0,,,,,,,
d_nikke_marian_p_05_102,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_102,True,,7,idle,,5,idle,,3,void,,1,idle,,31,5,1.0,,,,,,,
d_nikke_marian_p_05_103,d_nikke_marian_p_05,Self,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_103,False,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_104,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_104,True,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_105,d_nikke_marian_p_05,Self,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_105,False,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_106,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_106,True,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_107,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_107,True,,7,idle,,5,idle,,3,void,,1,idle,,5,50,2.0,,,,,,,
d_nikke_marian_p_05_108,d_nikke_marian_p_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_05_108,False,,7,idle,,5,idle,,3,void,,1,idle,,50,50,1.0,,,,,,,
d_nikke_marian_p_05_109,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_109,False,,7,idle,,5,idle,,3,void,,1,idle,,50,50,1.0,,,,,,,
d_nikke_marian_p_05_110,d_nikke_marian_p_05,Self,anis,,Locale_NikkeEpisode:d_nikke_marian_p_05_110,False,,7,idle,,5,idle,,3,void,,1,idle,,50,50,1.0,,,,,,,
d_nikke_marian_p_05_111,d_nikke_marian_p_05,Self,anis,,Locale_NikkeEpisode:d_nikke_marian_p_05_111,False,,7,idle,,5,idle,,3,void,,1,idle,,50,50,1.0,,,,,,,
d_nikke_marian_p_05_112,d_nikke_marian_p_05,Self,anis,,Locale_NikkeEpisode:d_nikke_marian_p_05_112,False,,7,idle,,5,idle,,3,void,,1,idle,,50,50,1.0,,,,,,,
d_nikke_marian_p_05_113,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_113,False,,7,idle,,5,idle,,3,void,,1,idle,,50,50,1.0,,,,,,,
d_nikke_marian_p_05_114,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_114,True,,7,idle,,5,idle,,3,void,,1,idle,,50,500,2.0,,,,,,,
d_nikke_marian_p_05_115,d_nikke_marian_p_05,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_marian_p_05_115,True,,7,idle,,5,idle,,3,void,,1,idle,,100,100,1.0,,,,,,,
d_nikke_marian_p_05_116,d_nikke_marian_p_05,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_marian_p_05_116,True,,7,idle,,5,idle,,3,void,,1,idle,,300,300,1.0,,,,,,,
d_nikke_marian_p_05_117,d_nikke_marian_p_05,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_marian_p_05_117,True,,7,idle,,5,idle,,3,void,,1,idle,,S_700,S_700,1.0,,,,,,,
d_nikke_marian_p_05_118,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_118,True,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_119,d_nikke_marian_p_05,Choice,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_119,False,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,d_nikke_marian_p_05_121
d_nikke_marian_p_05_120,d_nikke_marian_p_05,Choice,modenia,,Locale_NikkeEpisode:d_nikke_marian_p_05_120,False,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,d_nikke_marian_p_05_121
d_nikke_marian_p_05_121,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_121,False,,7,idle,,5,idle,,3,void,,1,idle,,5,5,1.0,,,,,,,
d_nikke_marian_p_05_122,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_122,True,,7,idle,,5,delight,,3,void,,1,idle,,5,50,2.0,bgm_story_shapeofhope,,,,,,
d_nikke_marian_p_05_123,d_nikke_marian_p_05,Speech,modenia,modenia,Locale_NikkeEpisode:d_nikke_marian_p_05_123,True,,7,idle,,5,delight,,3,void,,1,idle,,50,50,1.0,,,,,,,
