id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_nikke_cinderella_01_16,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_16,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_17,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_17,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_18,d_nikke_cinderella_01,Self,cinderella,Self,Locale_NikkeEpisode:d_nikke_cinderella_01_18,False,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_19,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_19,True,,S_30,S_30,1.0,,,,3,surprise,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_20,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_20,True,,S_30,S_30,1.0,,,,3,surprise,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_21,d_nikke_cinderella_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_cinderella_01_21,True,,S_30,2,1.0,,,,3,surprise,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_22,d_nikke_cinderella_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_cinderella_01_22,True,,2,2,1.0,,,,3,surprise,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_23,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_23,True,,2,2,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_24,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_24,True,,2,2,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_25,d_nikke_cinderella_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_cinderella_01_25,True,,2,2,1.0,,,,3,idle,,5,idle,,7,idle,,1,think
d_nikke_cinderella_01_26,d_nikke_cinderella_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_cinderella_01_26,True,,S_50,S_50,1.0,,,,3,idle,,5,no,,7,idle,,1,think
d_nikke_cinderella_01_27,d_nikke_cinderella_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_cinderella_01_27,True,,S_50,S_50,1.0,,,,3,idle,,5,no,,7,idle,,1,idle
d_nikke_cinderella_01_28,d_nikke_cinderella_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_cinderella_01_28,True,,S_50,S_50,1.0,,,,3,idle,,5,no,,7,idle,,1,idle
d_nikke_cinderella_01_29,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_29,True,,S_50,4,1.0,,,,3,idle,,5,no,,7,idle,,1,idle
d_nikke_cinderella_01_30,d_nikke_cinderella_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_cinderella_01_30,True,,4,4,1.0,,,,3,idle,,5,worry,,7,idle,,1,idle
d_nikke_cinderella_01_31,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_31,True,,4,S_30,1.0,,,,3,idle,,5,worry,,7,idle,,1,idle
d_nikke_cinderella_01_32,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_32,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_33,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_33,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_34,d_nikke_cinderella_01,Choice,cinderella,,Locale_NikkeEpisode:d_nikke_cinderella_01_34,False,,S_30,S_30,1.0,,d_nikke_cinderella_01_36,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_35,d_nikke_cinderella_01,Choice,cinderella,,Locale_NikkeEpisode:d_nikke_cinderella_01_35,False,,S_30,S_30,1.0,,d_nikke_cinderella_01_40,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_36,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_36,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_37,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_37,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_38,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_38,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_39,d_nikke_cinderella_01,Self,cinderella,Self,Locale_NikkeEpisode:d_nikke_cinderella_01_39,False,,S_30,S_30,1.0,,d_nikke_cinderella_01_44,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_40,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_40,True,,S_30,S_30,1.0,,,,3,smile,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_41,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_41,True,,S_30,S_30,1.0,,,,3,smile,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_42,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_42,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_43,d_nikke_cinderella_01,Self,cinderella,Self,Locale_NikkeEpisode:d_nikke_cinderella_01_43,False,,S_30,S_30,1.0,,d_nikke_cinderella_01_44,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_44,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_44,True,,70,70,1.0,,,,3,idle,,5,idle,,7,sad,,1,idle
d_nikke_cinderella_01_45,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_45,True,,70,70,1.0,,,,3,idle,,5,idle,,7,void,,1,idle
d_nikke_cinderella_01_46,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_46,True,,70,70,1.0,,,,3,idle,,5,idle,,7,void,,1,idle
d_nikke_cinderella_01_47,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_47,True,,S_30,S_30,1.0,,,,3,surprise,,5,idle,,7,void,,1,idle
d_nikke_cinderella_01_48,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_48,False,,S_30,S_30,1.0,,,,3,surprise,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_49,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_49,True,,70,70,1.0,,,,3,idle,,5,idle,,7,worry,,1,idle
d_nikke_cinderella_01_50,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_50,True,,70,70,1.0,,,,3,idle,,5,idle,,7,void,,1,idle
d_nikke_cinderella_01_51,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_51,True,,S_30,S_30,1.0,,,,3,delight,,5,idle,,7,void,,1,idle
d_nikke_cinderella_01_52,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_52,True,,70,70,1.0,,,,3,delight,,5,idle,,7,void,,1,idle
d_nikke_cinderella_01_53,d_nikke_cinderella_01,Self,anis,Self,Locale_NikkeEpisode:d_nikke_cinderella_01_53,False,,70,70,1.0,,,,3,delight,,5,idle,,7,void,,1,idle
d_nikke_cinderella_01_54,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_54,True,,70,70,1.0,,,,3,delight,,5,idle,,7,worry,,1,idle
d_nikke_cinderella_01_55,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_55,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,worry,,1,idle
d_nikke_cinderella_01_56,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_56,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_57,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_57,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_58,d_nikke_cinderella_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_cinderella_01_58,True,,S_30,4,1.0,,,,3,idle,,5,surprise,,7,idle,,1,idle
d_nikke_cinderella_01_59,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_59,True,,4,4,1.0,,,,3,idle,,5,surprise,,7,void,,1,idle
d_nikke_cinderella_01_60,d_nikke_cinderella_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_cinderella_01_60,True,,4,4,1.0,,,,3,idle,,5,worry,,7,void,,1,idle
d_nikke_cinderella_01_61,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_61,True,,4,6,1.0,,,,3,idle,,5,worry,,7,void,,1,idle
d_nikke_cinderella_01_62,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_62,True,,6,6,1.0,,,,3,idle,,5,worry,,7,void,,1,idle
d_nikke_cinderella_01_63,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_63,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,void,,1,idle
d_nikke_cinderella_01_64,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_64,True,,70,70,1.0,,,,3,idle,,5,idle,,7,sad,,1,idle
d_nikke_cinderella_01_65,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_65,True,,S_30,S_30,1.0,,,,3,delight,,5,idle,,7,sad,,1,idle
d_nikke_cinderella_01_66,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_66,True,,70,70,1.0,,,,3,delight,,5,idle,,7,worry,,1,idle
d_nikke_cinderella_01_67,d_nikke_cinderella_01,Self,cinderella,Self,Locale_NikkeEpisode:d_nikke_cinderella_01_67,False,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,worry,,1,idle
d_nikke_cinderella_01_68,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_68,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_69,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_69,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_70,d_nikke_cinderella_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_cinderella_01_70,True,,S_50,S_50,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_71,d_nikke_cinderella_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_cinderella_01_71,True,,S_50,S_50,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_72,d_nikke_cinderella_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_cinderella_01_72,True,,10,10,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_73,d_nikke_cinderella_01,Speech,rapi,rapi,Locale_NikkeEpisode:d_nikke_cinderella_01_73,True,,10,10,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_74,d_nikke_cinderella_01,Speech,anis,anis,Locale_NikkeEpisode:d_nikke_cinderella_01_74,True,,70,70,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_75,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_75,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_76,d_nikke_cinderella_01,Self,cinderella,Self,Locale_NikkeEpisode:d_nikke_cinderella_01_76,False,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_77,d_nikke_cinderella_01,Self,cinderella,Self,Locale_NikkeEpisode:d_nikke_cinderella_01_77,False,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_78,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_78,True,,S_30,S_30,1.0,,,,3,smile,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_79,d_nikke_cinderella_01,Self,cinderella,Self,Locale_NikkeEpisode:d_nikke_cinderella_01_79,False,,S_30,S_30,1.0,,,,3,smile,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_80,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_80,True,,S_30,S_30,1.0,,,,3,idle,,5,idle,,7,idle,,1,idle
d_nikke_cinderella_01_81,d_nikke_cinderella_01,Speech,neon,neon,Locale_NikkeEpisode:d_nikke_cinderella_01_81,True,,S_30,4,1.0,,,,3,idle,,5,surprise,,7,idle,,1,idle
d_nikke_cinderella_01_82,d_nikke_cinderella_01,Speech,cinderella,cinderella,Locale_NikkeEpisode:d_nikke_cinderella_01_82,True,,4,4,1.0,,,,3,idle,,5,surprise,,7,idle,,1,idle
d_nikke_cinderella_01_83,d_nikke_cinderella_01,Self,cinderella,Self,Locale_NikkeEpisode:d_nikke_cinderella_01_83,False,,4,4,1.0,,,,3,idle,,5,surprise,,7,idle,,1,idle
