id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,fade,play_sound
d_nikke_rouge_03_26,d_nikke_rouge_03,Speech,noir,Locale_NikkeEpisode:d_nikke_rouge_03_26,False,,2,think,,12,surprise,,1,1,1.0,,noir,,,,,,,
d_nikke_rouge_03_27,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_27,True,,2,think,,12,surprise,NikkeRoom,10,10,1.0,bgm_mystery,rouge,rouge,1,sad,blanc,noir,black,
d_nikke_rouge_03_28,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_28,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_29,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_29,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_30,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_30,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_31,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_31,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_32,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_32,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_33,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_33,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_34,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_34,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_35,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_35,True,,,,,,,,10,100,1.0,,rouge,,1,pain,,,,
d_nikke_rouge_03_36,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_36,True,,,,,,,,100,100,1.0,,rouge,,1,pain,,,,
d_nikke_rouge_03_37,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_37,True,,,,,,,,100,100,1.0,,rouge,,1,pain,,,,
d_nikke_rouge_03_38,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_38,True,,,,,,,,100,100,1.0,,rouge,,1,pain,,,,
d_nikke_rouge_03_39,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_39,True,,,,,,,,100,100,1.0,,rouge,,1,pain,,,,
d_nikke_rouge_03_40,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_40,True,,,,,,,,100,100,1.0,,rouge,,1,pain,,,,
d_nikke_rouge_03_41,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_41,True,,,,,,,,100,100,1.0,,rouge,,1,pain,,,,
d_nikke_rouge_03_42,d_nikke_rouge_03,Narration,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_42,False,,,,,,,,black,black,1.0,none,,,1,sad,,,,sfx_scn_dooropen
d_nikke_rouge_03_43,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_43,True,,,,,,,,100,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_44,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_44,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_45,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_45,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_46,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_46,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_47,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_47,False,,,,,,,,10,10,1.0,bgm_risk,rouge,,1,surprise,,,,
d_nikke_rouge_03_48,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_48,True,,,,,,,,10,10,1.0,,rouge,,1,surprise,,,,
d_nikke_rouge_03_49,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_49,True,,,,,,,,10,10,1.0,,rouge,,1,surprise,,,,
d_nikke_rouge_03_50,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_50,False,,,,,,,,10,10,1.0,,,,1,surprise,,,,
d_nikke_rouge_03_51,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_51,False,,,,,,,,10,10,1.0,,,,1,surprise,,,,
d_nikke_rouge_03_52,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_52,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_53,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_53,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_54,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_54,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_55,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_55,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_56,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_56,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_57,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_57,False,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_58,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_58,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_59,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_59,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_60,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_60,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_61,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_61,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_62,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_62,False,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_63,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_63,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_64,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_64,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_65,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_65,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_66,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_66,True,,,,,,,,10,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_67,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_67,True,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_68,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_68,True,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_69,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_69,False,,,,,,,,100,100,1.0,,,,1,sad,,,,
d_nikke_rouge_03_70,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_70,True,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_71,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_71,False,,,,,,,,100,100,1.0,,,,1,sad,,,,
d_nikke_rouge_03_72,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_72,True,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_73,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_73,True,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_74,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_74,True,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_75,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_75,True,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_76,d_nikke_rouge_03,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_76,False,,,,,,,,100,100,1.0,,,,1,sad,,,,
d_nikke_rouge_03_77,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_77,False,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_78,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_78,True,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_79,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_79,True,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_80,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_80,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_81,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_81,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_82,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_82,False,,,,,,,,100,100,1.0,,,,1,no,,,,
d_nikke_rouge_03_83,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_83,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_84,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_84,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_85,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_85,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_86,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_86,False,,,,,,,,100,100,1.0,,,,1,no,,,,
d_nikke_rouge_03_87,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_87,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_88,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_88,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_89,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_89,False,,,,,,,,100,100,1.0,,,,1,no,,,,
d_nikke_rouge_03_90,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_90,False,,,,,,,,100,100,1.0,,,,1,no,,,,
d_nikke_rouge_03_91,d_nikke_rouge_03,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_91,False,,,,,,,,100,100,1.0,,,,1,no,,,,
d_nikke_rouge_03_92,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_92,False,,,,,,,,100,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_93,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_93,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_94,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_94,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_95,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_95,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_96,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_96,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_97,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_97,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_98,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_98,False,,,,,,,,10,10,1.0,,,,1,no,,,,
d_nikke_rouge_03_99,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_99,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_100,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_100,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_101,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_101,False,,,,,,,,10,10,1.0,,,,1,no,,,,
d_nikke_rouge_03_102,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_102,True,,,,,,,,10,100,1.0,,rouge,,1,pain,,,,
d_nikke_rouge_03_103,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_103,True,,,,,,,,100,100,1.0,,rouge,,1,pain,,,,
d_nikke_rouge_03_104,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_104,True,,,,,,,,100,100,1.0,,rouge,,1,pain,,,,
d_nikke_rouge_03_105,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_105,True,,,,,,,,100,100,1.0,,rouge,,1,pain,,,,
d_nikke_rouge_03_106,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_106,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_107,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_107,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_108,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_108,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_109,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_109,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_110,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_110,True,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_111,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_111,False,,,,,,,,100,100,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_112,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_112,False,,,,,,,,100,100,1.0,,,,1,no,,,,
d_nikke_rouge_03_113,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_113,True,,,,,,,,100,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_114,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_114,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_115,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_115,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_116,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_116,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_117,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_117,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_118,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_118,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_119,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_119,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_120,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_120,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_121,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_121,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_122,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_122,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_123,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_123,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_124,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_124,True,,,,,,,,10,10,1.0,,rouge,,1,no,,,,
d_nikke_rouge_03_125,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_125,False,,,,,,,,10,10,1.0,,,,1,no,,,,
d_nikke_rouge_03_126,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_126,False,,,,,,,,10,10,1.0,,,,1,no,,,,
d_nikke_rouge_03_127,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_127,False,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_128,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_128,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_129,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_129,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_130,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_130,True,,,,,,,,10,10,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_131,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_131,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_132,d_nikke_rouge_03,Self,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_132,False,,,,,,,,10,10,1.0,,,,1,sad,,,,
d_nikke_rouge_03_133,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_133,False,,,,,,,,10,100,1.0,,rouge,,1,surprise,,,,
d_nikke_rouge_03_134,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_134,True,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_135,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_135,True,,,,,,,,100,100,1.0,,rouge,,1,sad,,,,
d_nikke_rouge_03_136,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_136,True,,,,,,,,100,100,1.0,,rouge,,1,think,,,,
d_nikke_rouge_03_137,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_137,True,,,,,,,,100,100,1.0,,rouge,,1,think,,,,
d_nikke_rouge_03_138,d_nikke_rouge_03,Speech,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_138,True,,,,,,,,100,100,1.0,,rouge,,1,think,,,,
d_nikke_rouge_03_139,d_nikke_rouge_03,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_139,False,,,,,,,,100,100,1.0,,,,1,think,,,,
d_nikke_rouge_03_140,d_nikke_rouge_03,Monologue,rouge,Locale_NikkeEpisode:d_nikke_rouge_03_140,False,,,,,,,,black,black,1.0,,,,1,think,,,,
