id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,fade,highlight,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_filter_01,characters/0/hide_char_id
d_nikke_isabel_04_40,d_nikke_isabel_04,Choice,,Locale_NikkeEpisode:d_nikke_isabel_04_40,False,,1,1,1.0,,,,,,d_nikke_isabel_04_42,,1,idle,Grey,
d_nikke_isabel_04_41,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_41,False,,1,1,2.0,,,,,,d_nikke_isabel_04_43,,1,shy,Grey,
d_nikke_isabel_04_42,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_42,False,,1,1,2.0,,,,,,,,1,shy,Grey,
d_nikke_isabel_04_43,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_43,False,,1,1,1.0,,,,,,,,1,shy,Grey,
d_nikke_isabel_04_44,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_44,False,,1,1,1.0,,,,,,,,1,shy,Grey,
d_nikke_isabel_04_45,d_nikke_isabel_04,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_04_45,False,NeonGrave,1,1,1.0,,,,,,,,1,shy,,isabel
d_nikke_isabel_04_46,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_46,False,,1,1,1.0,,,,,,,,,,,
d_nikke_isabel_04_47,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_47,False,,1,1,1.0,,,,,,,,,,,
d_nikke_isabel_04_48,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_48,False,,1,1,1.0,,,,,,,,,,,
d_nikke_isabel_04_49,d_nikke_isabel_04,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_04_49,False,,1,1,1.0,,,,,,,,,,,
d_nikke_isabel_04_50,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_50,False,,1,10,2.0,,,,,,,,,,,
d_nikke_isabel_04_51,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_51,False,,10,1,0.5,,sfx_scn_trip,Low_2,,,,,,,Blur_Low,
d_nikke_isabel_04_52,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_52,False,,1,1,2.0,,,,,,,,,,Blur_Low,
d_nikke_isabel_04_53,d_nikke_isabel_04,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_04_53,False,,1,1,1.0,,,,,,,,,,Blur_Low,
d_nikke_isabel_04_54,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_54,False,,1,1,1.0,,,,,,,,,,Blur_Low,
d_nikke_isabel_04_55,d_nikke_isabel_04,Monologue,Monologue,Locale_NikkeEpisode:d_nikke_isabel_04_55,False,,1,1,1.0,,,,,,,,,,Blur_Middle,
d_nikke_isabel_04_56,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_56,True,ArkRuinIndoor,1,1,1.0,,,,,isabel,,isabel,1,idle,Grey,
d_nikke_isabel_04_57,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_57,True,,1,1,1.0,,,,,isabel,,,1,idle,Grey,
d_nikke_isabel_04_58,d_nikke_isabel_04,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_04_58,False,NeonGrave,black,black,1.0,,,,,,,,1,idle,,isabel
d_nikke_isabel_04_59,d_nikke_isabel_04,Speech,unknown,Locale_NikkeEpisode:d_nikke_isabel_04_59,False,,5,5,1.0,none,,,,unknown,,,,,Blur_Middle,
d_nikke_isabel_04_60,d_nikke_isabel_04,Speech,unknown,Locale_NikkeEpisode:d_nikke_isabel_04_60,True,,5,5,1.0,,,,,unknown,,,,,Blur_Low,
d_nikke_isabel_04_61,d_nikke_isabel_04,Speech,unknown,Locale_NikkeEpisode:d_nikke_isabel_04_61,True,,5,5,1.0,,,,,unknown,,,,,Blur_Low,
d_nikke_isabel_04_62,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_62,True,,5,1,2.0,,,,,isabel,,isabel,1,idle,,
d_nikke_isabel_04_63,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_63,True,,1,1,1.0,,,,,isabel,,,1,idle,,
d_nikke_isabel_04_64,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_64,True,,1,1,1.0,,,,,isabel,,,1,pain,,
d_nikke_isabel_04_65,d_nikke_isabel_04,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_04_65,False,,1,1,1.0,,,,,isabel,,,1,pain,,
d_nikke_isabel_04_66,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_66,True,,1,1,1.0,,,,,isabel,,,1,good,,
d_nikke_isabel_04_67,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_67,True,,1,1,1.0,,,,,isabel,,,1,good,,
d_nikke_isabel_04_68,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_68,True,,1,1,1.0,,,,,isabel,,,1,good,,
d_nikke_isabel_04_69,d_nikke_isabel_04,Choice,,Locale_NikkeEpisode:d_nikke_isabel_04_69,False,,1,1,1.0,,,,,isabel,d_nikke_isabel_04_71,,1,good,,
d_nikke_isabel_04_70,d_nikke_isabel_04,Choice,,Locale_NikkeEpisode:d_nikke_isabel_04_70,False,,1,1,1.0,,,,,isabel,d_nikke_isabel_04_71,,1,good,,
d_nikke_isabel_04_71,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_71,True,,1,1,1.0,,,,,isabel,,,1,surprise,,
d_nikke_isabel_04_72,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_72,True,,1,1,1.0,,,,,isabel,,,1,surprise,,
d_nikke_isabel_04_73,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_73,True,,1,1,1.0,,,,,isabel,,,1,idle,,
d_nikke_isabel_04_74,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_74,True,,1,1,1.0,,,,,isabel,,,1,idle,,
d_nikke_isabel_04_75,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_75,True,,1,1,1.0,,,,,isabel,,,1,idle,,
d_nikke_isabel_04_76,d_nikke_isabel_04,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_04_76,False,,1,1,1.0,,,,,isabel,,,1,idle,,
d_nikke_isabel_04_77,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_77,False,,1,1,1.0,,,,,isabel,,,1,idle,,
d_nikke_isabel_04_78,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_78,True,,1,S_10,2.0,bgm_story_trauma,,,,isabel,,,1,angry,,
d_nikke_isabel_04_79,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_79,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_80,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_80,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_81,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_81,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_82,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_82,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_83,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_83,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_84,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_84,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_85,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_85,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_86,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_86,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_87,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_87,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_88,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_88,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_89,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_89,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_90,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_90,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_91,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_91,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_92,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_92,True,,S_10,1,2.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_93,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_93,True,,1,1,1.0,,,,,isabel,,,1,idle,,
d_nikke_isabel_04_94,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_94,True,,1,1,1.0,,,,,isabel,,,1,idle,,
d_nikke_isabel_04_95,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_95,True,,1,1,1.0,,,,,isabel,,,1,shy,,
d_nikke_isabel_04_96,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_96,True,,1,1,1.0,,,,,isabel,,,1,pain,,
d_nikke_isabel_04_97,d_nikke_isabel_04,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_04_97,False,,1,1,1.0,,,,,isabel,,,1,pain,,
d_nikke_isabel_04_98,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_98,True,,1,1,1.0,,,,,isabel,,,1,pain,,
d_nikke_isabel_04_99,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_99,True,,1,1,1.0,,,,,isabel,,,1,pain,,
d_nikke_isabel_04_100,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_100,True,,1,1,1.0,,,,,isabel,,,1,pain,,
d_nikke_isabel_04_101,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_101,True,,1,1,1.0,,,,,isabel,,,1,pain,,
d_nikke_isabel_04_102,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_102,True,,1,1,1.0,,,,,isabel,,,1,pain,,
d_nikke_isabel_04_103,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_103,True,,1,1,1.0,,,,,isabel,,,1,good,,
d_nikke_isabel_04_104,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_104,False,,1,1,1.0,,,,,isabel,,,1,good,,
d_nikke_isabel_04_105,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_105,True,,1,S_10,2.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_106,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_106,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_107,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_107,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_108,d_nikke_isabel_04,Self,Self,Locale_NikkeEpisode:d_nikke_isabel_04_108,False,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_109,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_109,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_110,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_110,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_111,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_111,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_112,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_112,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_113,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_113,True,,S_10,S_10,1.0,,,,,isabel,,,1,angry,,
d_nikke_isabel_04_114,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_114,True,,S_10,S_100,2.0,,,,,isabel,,,1,good,,
d_nikke_isabel_04_115,d_nikke_isabel_04,Narration,Narration,Locale_NikkeEpisode:d_nikke_isabel_04_115,False,,black,black,1.0,,sfx_scn_chain,,,isabel,,,1,good,,
d_nikke_isabel_04_116,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_116,True,,S_100,S_100,1.0,,,,,isabel,,,1,good,,
d_nikke_isabel_04_117,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_117,True,,S_100,S_100,1.0,,,,,isabel,,,1,good,,
d_nikke_isabel_04_118,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_118,True,,S_100,S_100,1.0,,,,,isabel,,,1,good,,
d_nikke_isabel_04_119,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_119,True,,S_100,S_100,1.0,,,,,isabel,,,1,good,,
d_nikke_isabel_04_120,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_120,True,,S_100,S_10,2.0,,,,,isabel,,,1,shy,,
d_nikke_isabel_04_121,d_nikke_isabel_04,Speech,isabel,Locale_NikkeEpisode:d_nikke_isabel_04_121,False,,S_10,S_10,1.0,,,,,isabel,,,1,"expression_0,shy",,
