id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,play_sound,set_camera_shake,set_filter_01,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,fade,set_filter_02
d_nikke_sakura_05_12,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_12,True,,100,100,1.0,,sakura,sakura,,1,angry,,,,,,,,,,
d_nikke_sakura_05_13,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_13,True,,100,100,1.0,,sakura,sakura,,1,angry,,,,,,,,,,
d_nikke_sakura_05_14,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_14,True,,100,100,1.0,,sakura,sakura,,1,angry,,,,,,,,,,
d_nikke_sakura_05_15,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_15,True,,100,100,1.0,,sakura,sakura,,1,angry,,,,,,,,,,
d_nikke_sakura_05_16,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_16,True,,100,100,1.0,,sakura,sakura,,1,angry,,,,,,,,,,
d_nikke_sakura_05_17,d_nikke_sakura_05,Self,Locale_NikkeEpisode:d_nikke_sakura_05_17,False,,100,100,1.0,,sakura,,,1,angry,,,,,,,,,,
d_nikke_sakura_05_18,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_18,True,,100,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_19,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_19,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_20,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_20,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_21,d_nikke_sakura_05,Narration,Locale_NikkeEpisode:d_nikke_sakura_05_21,False,,10,1,1.0,none,sakura,,,1,idle,sakura,sfx_scn_fire,Low_2,Red,,,,,,
d_nikke_sakura_05_22,d_nikke_sakura_05,Monologue,Locale_NikkeEpisode:d_nikke_sakura_05_22,False,,1,1,1.0,,sakura,,,,,,,,Red,,,,,,
d_nikke_sakura_05_23,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_23,True,,1,1,1.0,,sakura,sakura,,,,,,,Red,,,,,,
d_nikke_sakura_05_24,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_24,True,,1,1,1.0,,sakura,sakura,,,,,,,Red,,,,,,
d_nikke_sakura_05_25,d_nikke_sakura_05,Narration,Locale_NikkeEpisode:d_nikke_sakura_05_25,False,none,1,1,1.0,,,,,,,,sfx_scn_glassdooropen,,Black,,,,,,
d_nikke_sakura_05_26,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_26,False,ArkRuinIndoor,2,L_30,1.0,bgm_story_fairytalesend_if,genzou,genzou,sakura,1,idle,,,,,genzou,3,"expression_0,idle",,,
d_nikke_sakura_05_27,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_27,True,,L_30,L_30,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_28,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_28,True,,L_30,L_30,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_29,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_29,True,,L_30,6,0.5,bgm_story_armageddon,gangs,gangs,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_30,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_30,True,,6,6,1.0,,gangs,gangs,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_31,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_31,True,,6,6,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_32,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_32,True,,6,6,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_33,d_nikke_sakura_05,Narration,Locale_NikkeEpisode:d_nikke_sakura_05_33,False,,6,6,1.0,,,,,1,idle,,sfx_scn_dooropen,,,,6,idle,,,
d_nikke_sakura_05_34,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_34,True,,6,6,1.0,,genzou,genzou,,1,idle,,,,,,6,idle,,,
d_nikke_sakura_05_35,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_35,True,,6,6,1.0,,genzou,genzou,,1,idle,,,,,,6,idle,,,
d_nikke_sakura_05_36,d_nikke_sakura_05,Monologue,Locale_NikkeEpisode:d_nikke_sakura_05_36,False,,6,6,1.0,,genzou,,,1,idle,,sfx_scn_down,,Black,,6,idle,,,
d_nikke_sakura_05_37,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_37,True,,6,L_60,1.0,,genzou,genzou,,1,idle,,,,,,6,idle,,,
d_nikke_sakura_05_38,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_38,True,,L_60,L_60,1.0,,genzou,genzou,,1,idle,,,,,,6,idle,,,
d_nikke_sakura_05_39,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_39,True,,L_60,L_60,1.0,,genzou,genzou,,1,idle,,,,,,6,idle,,,
d_nikke_sakura_05_40,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_40,True,,L_60,L_60,1.0,,genzou,genzou,,1,idle,,,,,,6,idle,,,
d_nikke_sakura_05_41,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_41,True,,L_60,L_60,1.0,,genzou,genzou,,1,idle,,,,,,6,idle,,,
d_nikke_sakura_05_42,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_42,True,,L_60,L_60,1.0,,genzou,genzou,,1,idle,,,,,,6,idle,,,
d_nikke_sakura_05_43,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_43,False,,L_60,5,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_44,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_44,True,,5,5,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_45,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_45,True,,5,5,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_46,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_46,True,,5,5,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_47,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_47,True,,5,5,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_48,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_48,True,,5,5,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_49,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_49,True,,5,5,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_50,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_50,True,,5,5,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_51,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_51,True,,L_60,L_60,1.0,,genzou,genzou,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_52,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_52,True,,L_60,L_60,1.0,,genzou,genzou,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_53,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_53,True,,L_60,L_60,1.0,,genzou,genzou,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_54,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_54,True,,40,40,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_55,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_55,True,,40,40,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_56,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_56,True,,40,40,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_57,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_57,True,,40,400,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_58,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_58,False,,L_60,L_600,1.0,,genzou,genzou,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_59,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_59,True,,5,5,1.0,,sakura,sakura,,4,angry,,,,,,6,idle,,,
d_nikke_sakura_05_60,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_60,True,,5,5,1.0,,sakura,sakura,,4,angry,,,,,,6,idle,,,
d_nikke_sakura_05_61,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_61,True,,5,5,1.0,,sakura,sakura,,4,angry,,,,,,6,idle,,,
d_nikke_sakura_05_62,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_62,True,,5,5,1.0,,sakura,sakura,,4,angry,,,,,,6,idle,,,
d_nikke_sakura_05_63,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_63,False,,5,5,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_64,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_64,True,,5,5,1.0,,sakura,sakura,,4,idle,,,,,,6,idle,,,
d_nikke_sakura_05_65,d_nikke_sakura_05,Monologue,Locale_NikkeEpisode:d_nikke_sakura_05_65,False,,5,5,1.0,,,,,1,idle,,,,,,6,idle,,,
d_nikke_sakura_05_66,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_66,True,,5,5,1.0,,genzou,genzou,,1,idle,,,,,,6,idle,,,
d_nikke_sakura_05_67,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_67,True,,5,2,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_68,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_68,True,,2,2,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_69,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_69,True,,2,2,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_70,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_70,True,,2,2,1.0,,sakura,sakura,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_71,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_71,True,,2,L_30,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_72,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_72,True,,L_30,L_30,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_73,d_nikke_sakura_05,Monologue,Locale_NikkeEpisode:d_nikke_sakura_05_73,False,none,2,2,1.0,none,,,,1,idle,sakura,,,,,3,idle,genzou,black,
d_nikke_sakura_05_74,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_74,True,TatamiRoom,2,2,1.0,,genzou,genzou,sakura,1,idle,,,,,genzou,3,idle,,,
d_nikke_sakura_05_75,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_75,True,,2,2,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_76,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_76,True,,2,2,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_77,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_77,True,,2,2,1.0,,sakura,sakura,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_78,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_78,True,,2,L_30,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_79,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_79,True,,L_30,L_30,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_80,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_80,True,,L_30,L_30,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_81,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_81,True,,L_30,L_30,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_82,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_82,False,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_83,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_83,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_84,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_84,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_85,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_85,True,,L_30,L_30,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_86,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_86,True,,L_30,L_30,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_87,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_87,True,,L_30,L_30,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_88,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_88,True,,L_30,L_30,1.0,bgm_story_impression,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_89,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_89,False,,10,100,0.7,,sakura,sakura,,1,surprise,,,Low_2,,,3,idle,,,
d_nikke_sakura_05_90,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_90,True,,2,2,1.0,,genzou,genzou,,1,surprise,,,,,,3,idle,,,
d_nikke_sakura_05_91,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_91,True,,2,2,1.0,,genzou,genzou,,1,surprise,,,,,,3,idle,,,
d_nikke_sakura_05_92,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_92,False,,2,2,1.0,,genzou,genzou,,1,surprise,,,,,,3,idle,,,
d_nikke_sakura_05_93,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_93,True,,2,L_30,1.0,,genzou,genzou,,1,surprise,,,,,,3,idle,,,
d_nikke_sakura_05_94,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_94,True,,L_30,L_30,1.0,,genzou,genzou,,1,surprise,,,,,,3,idle,,,
d_nikke_sakura_05_95,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_95,True,,L_30,L_30,1.0,,genzou,genzou,,1,surprise,,,,,,3,idle,,,
d_nikke_sakura_05_96,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_96,True,,L_30,L_30,1.0,,genzou,genzou,,1,surprise,,,,,,3,idle,,,
d_nikke_sakura_05_97,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_97,True,,L_30,L_30,1.0,,genzou,genzou,,1,surprise,,,,,,3,idle,,,
d_nikke_sakura_05_98,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_98,True,,L_30,2,1.0,,sakura,sakura,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_99,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_99,True,,2,2,1.0,,genzou,genzou,,1,idle,,,,,,3,idle,,,
d_nikke_sakura_05_100,d_nikke_sakura_05,Monologue,Locale_NikkeEpisode:d_nikke_sakura_05_100,False,none,1,1,1.0,,,,,1,idle,sakura,,,Black,,3,idle,genzou,,
d_nikke_sakura_05_101,d_nikke_sakura_05,Self,Locale_NikkeEpisode:d_nikke_sakura_05_101,False,CherryBlossom,1,1,1.0,,,,sakura,1,idle,,,,,,,,,,
d_nikke_sakura_05_102,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_102,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_103,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_103,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_104,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_104,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_105,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_105,True,,1,1,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_106,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_106,True,,1,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_107,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_107,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_108,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_108,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_109,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_109,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_110,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_110,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_111,d_nikke_sakura_05,Self,Locale_NikkeEpisode:d_nikke_sakura_05_111,False,,10,10,1.0,,sakura,,,1,idle,,,,,,,,,,
d_nikke_sakura_05_112,d_nikke_sakura_05,Self,Locale_NikkeEpisode:d_nikke_sakura_05_112,False,,10,10,1.0,,sakura,,,1,idle,,,,,,,,,,
d_nikke_sakura_05_113,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_113,True,,10,10,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,
d_nikke_sakura_05_114,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_114,True,,10,10,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,
d_nikke_sakura_05_115,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_115,True,,10,10,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,
d_nikke_sakura_05_116,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_116,True,,10,10,1.0,,sakura,sakura,,1,idle,,,,,,,,,,
d_nikke_sakura_05_117,d_nikke_sakura_05,Self,Locale_NikkeEpisode:d_nikke_sakura_05_117,False,none,10,10,1.0,,,,,1,idle,sakura,,,,,,,,,
d_nikke_sakura_05_118,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_118,True,CommanderRoom,1,1,1.0,none,kitsune,kitsune,,,,,,,Grey,,,,,,Vignetting
d_nikke_sakura_05_119,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_119,True,,1,1,1.0,,kitsune,kitsune,,,,,,,Grey,,,,,,Vignetting
d_nikke_sakura_05_120,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_120,True,,1,1,1.0,,kitsune,kitsune,,,,,,,Grey,,,,,,Vignetting
d_nikke_sakura_05_121,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_121,True,,1,1,1.0,,kitsune,kitsune,,,,,,,Grey,,,,,,Vignetting
d_nikke_sakura_05_122,d_nikke_sakura_05,Monologue,Locale_NikkeEpisode:d_nikke_sakura_05_122,False,,1,1,1.0,,,,,,,,,,Grey,,,,,,Vignetting
d_nikke_sakura_05_123,d_nikke_sakura_05,Self,Locale_NikkeEpisode:d_nikke_sakura_05_123,False,CherryBlossom,10,10,1.0,,,,sakura,1,idle,,,,,,,,,,
d_nikke_sakura_05_124,d_nikke_sakura_05,Self,Locale_NikkeEpisode:d_nikke_sakura_05_124,False,,10,10,1.0,,,,,1,idle,,,,,,,,,,
d_nikke_sakura_05_125,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_125,False,,10,10,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,
d_nikke_sakura_05_126,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_126,True,,10,10,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,
d_nikke_sakura_05_127,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_127,True,,10,10,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,
d_nikke_sakura_05_128,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_128,True,,10,10,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,
d_nikke_sakura_05_129,d_nikke_sakura_05,Self,Locale_NikkeEpisode:d_nikke_sakura_05_129,False,,10,10,1.0,,sakura,,,1,surprise,,,,,,,,,,
d_nikke_sakura_05_130,d_nikke_sakura_05,Self,Locale_NikkeEpisode:d_nikke_sakura_05_130,False,,10,10,1.0,,sakura,,,1,surprise,,,,,,,,,,
d_nikke_sakura_05_131,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_131,False,,10,10,1.0,,sakura,sakura,,1,surprise,,,,,,,,,,
d_nikke_sakura_05_132,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_132,True,,10,10,1.0,bgm_story_shapeofhope,sakura,sakura,,1,shy,,,,,,,,,,
d_nikke_sakura_05_133,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_133,True,,10,10,1.0,,sakura,sakura,,1,shy,,,,,,,,,,
d_nikke_sakura_05_134,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_134,True,,10,10,1.0,,sakura,sakura,,1,shy,,,,,,,,,,
d_nikke_sakura_05_135,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_135,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_136,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_136,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_137,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_137,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_138,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_138,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_139,d_nikke_sakura_05,Self,Locale_NikkeEpisode:d_nikke_sakura_05_139,False,,10,10,1.0,,sakura,,,1,delight,,,,,,,,,,
d_nikke_sakura_05_140,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_140,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
d_nikke_sakura_05_141,d_nikke_sakura_05,Speech,Locale_NikkeEpisode:d_nikke_sakura_05_141,True,,10,10,1.0,,sakura,sakura,,1,delight,,,,,,,,,,
