id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_nikke_maxwell_04_43,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_43,True,,10,10,1.0,,,,1,delight,
d_nikke_maxwell_04_44,d_nikke_maxwell_04,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_44,,,10,100,0.5,,,,1,idle,maxwell
d_nikke_maxwell_04_45,d_nikke_maxwell_04,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_45,False,,100,10,0.5,,,maxwell,1,idle,
d_nikke_maxwell_04_46,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_46,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_47,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_47,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_48,d_nikke_maxwell_04,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_48,,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_49,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_49,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_50,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_50,True,,10,100,2.0,,,,1,delight,
d_nikke_maxwell_04_51,d_nikke_maxwell_04,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_51,False,,100,100,1.0,,,,1,idle,
d_nikke_maxwell_04_52,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_52,True,,100,100,1.0,,,,1,idle,
d_nikke_maxwell_04_53,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_53,True,,100,100,1.0,,,,1,idle,
d_nikke_maxwell_04_54,d_nikke_maxwell_04,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_54,,,100,100,1.0,,,,1,idle,
d_nikke_maxwell_04_55,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_55,True,,100,10,2.0,,,,1,delight,
d_nikke_maxwell_04_56,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_56,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_57,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_57,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_58,d_nikke_maxwell_04,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_58,,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_59,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_59,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_60,d_nikke_maxwell_04,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_60,False,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_61,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_61,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_62,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_62,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_63,d_nikke_maxwell_04,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_63,,,10,30,2.0,,,,3,idle,
d_nikke_maxwell_04_64,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_64,True,,30,30,1.0,,,,3,idle,
d_nikke_maxwell_04_65,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_65,True,,30,30,1.0,,,,3,idle,
d_nikke_maxwell_04_66,d_nikke_maxwell_04,Self,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_66,,,30,30,1.0,,,,3,idle,
d_nikke_maxwell_04_67,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_67,True,,30,30,1.0,,,,3,idle,
d_nikke_maxwell_04_68,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_68,True,,30,30,1.0,,,,3,idle,
d_nikke_maxwell_04_69,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_69,True,,30,30,1.0,,,,3,idle,
d_nikke_maxwell_04_70,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_70,True,,30,30,1.0,,,,3,idle,
d_nikke_maxwell_04_71,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_71,True,,30,30,1.0,none,,,3,idle,
d_nikke_maxwell_04_72,d_nikke_maxwell_04,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_72,,,30,300,1.0,,,,3,idle,
d_nikke_maxwell_04_73,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_73,True,none,black,black,1.0,,,maxwell,1,idle,maxwell
d_nikke_maxwell_04_74,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_74,False,Laboratory,3,1,2.0,bgm_recognition_underworld,black,,,,
d_nikke_maxwell_04_75,d_nikke_maxwell_04,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_75,,,1,10,1.0,,,,1,idle,
d_nikke_maxwell_04_76,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_76,True,,10,10,1.0,,,maxwell,1,idle,
d_nikke_maxwell_04_77,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_77,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_78,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_78,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_79,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_79,True,,10,100,2.0,,,,1,think,
d_nikke_maxwell_04_80,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_80,True,,100,100,1.0,,,,1,think,
d_nikke_maxwell_04_81,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_81,True,,100,100,1.0,,,,1,think,
d_nikke_maxwell_04_82,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_82,True,,100,100,1.0,,,,1,think,
d_nikke_maxwell_04_83,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_83,False,,100,100,1.0,,,,1,think,
d_nikke_maxwell_04_84,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_84,True,,100,10,1.0,,,,1,idle,
d_nikke_maxwell_04_85,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_85,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_86,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_86,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_87,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_87,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_88,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_88,True,,10,10,1.0,,,,1,angry,
d_nikke_maxwell_04_89,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_89,True,,10,100,1.0,,,,1,angry,
d_nikke_maxwell_04_90,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_90,True,,100,100,1.0,,,,1,angry,
d_nikke_maxwell_04_91,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_91,True,,black,black,1.0,,,,1,angry,
d_nikke_maxwell_04_92,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_92,False,,100,10,2.0,,,,1,think,
d_nikke_maxwell_04_93,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_93,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_94,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_94,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_95,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_95,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_96,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_96,True,,10,10,1.0,,,,1,idle,
d_nikke_maxwell_04_97,d_nikke_maxwell_04,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_97,,,10,100,2.0,,,,1,idle,maxwell
d_nikke_maxwell_04_98,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_98,True,,100,100,1.0,,,maxwell,1,idle,
d_nikke_maxwell_04_99,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_99,True,,100,100,1.0,,,,1,idle,
d_nikke_maxwell_04_100,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_100,True,,100,100,1.0,,,,1,idle,
d_nikke_maxwell_04_101,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_101,True,,100,100,1.0,,,,1,idle,
d_nikke_maxwell_04_102,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_102,True,,100,100,1.0,,,,1,idle,
d_nikke_maxwell_04_103,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_103,True,,100,100,1.0,,,,1,idle,
d_nikke_maxwell_04_104,d_nikke_maxwell_04,Speech,maxwell,maxwell,Locale_NikkeEpisode:d_nikke_maxwell_04_104,True,,100,100,1.0,,,,1,idle,
d_nikke_maxwell_04_105,d_nikke_maxwell_04,Narration,maxwell,,Locale_NikkeEpisode:d_nikke_maxwell_04_105,,none,black,black,1.0,,,,1,idle,
